season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2013/14,1,1,Maccabi Haifa,1,1,0,0,3,1,2,3
2013/14,1,2,H. Beer Sheva,1,1,0,0,2,0,2,3
2013/14,1,3,Hapoel Haifa,1,1,0,0,2,0,2,3
2013/14,1,4,M. Tel Aviv,1,1,0,0,2,0,2,3
2013/14,1,5,Bnei Yehuda,1,1,0,0,1,0,1,3
2013/14,1,6,Hapoel Ra'anana,1,1,0,0,1,0,1,3
2013/14,1,7,Bnei Sakhnin,1,0,1,0,0,0,0,1
2013/14,1,8,Hapoel Tel Aviv,1,0,1,0,0,0,0,1
2013/14,1,9,FC Ashdod,1,0,0,1,0,1,-1,0
2013/14,1,10,M. Petah Tikva,1,0,0,1,0,1,-1,0
2013/14,1,11,Kiryat Shmona,1,0,0,1,1,3,-2,0
2013/14,1,12,B. Jerusalem,1,0,0,1,0,2,-2,0
2013/14,1,13,Hapoel Acre,1,0,0,1,0,2,-2,0
2013/14,1,14,Ramat haSharon,1,0,0,1,0,2,-2,0
2013/14,2,1,H. Beer Sheva,2,2,0,0,4,0,4,6
2013/14,2,2,M. Tel Aviv,2,2,0,0,3,0,3,6
2013/14,2,3,Hapoel Haifa,2,1,1,0,3,1,2,4
2013/14,2,4,Hapoel Ra'anana,2,1,1,0,2,1,1,4
2013/14,2,5,Bnei Sakhnin,2,1,1,0,1,0,1,4
2013/14,2,6,Kiryat Shmona,2,1,0,1,5,4,1,3
2013/14,2,7,Maccabi Haifa,2,1,0,1,5,4,1,3
2013/14,2,8,B. Jerusalem,2,1,0,1,3,3,0,3
2013/14,2,9,FC Ashdod,2,1,0,1,3,3,0,3
2013/14,2,10,Bnei Yehuda,2,1,0,1,1,1,0,3
2013/14,2,11,Hapoel Tel Aviv,2,0,1,1,0,2,-2,1
2013/14,2,12,M. Petah Tikva,2,0,0,2,1,4,-3,0
2013/14,2,13,Hapoel Acre,2,0,0,2,0,3,-3,0
2013/14,2,14,Ramat haSharon,2,0,0,2,1,6,-5,0
2013/14,3,1,M. Tel Aviv,3,3,0,0,6,0,6,9
2013/14,3,2,H. Beer Sheva,3,3,0,0,6,1,5,9
2013/14,3,3,Bnei Sakhnin,3,2,1,0,5,2,3,7
2013/14,3,4,Hapoel Ra'anana,3,2,1,0,5,2,3,7
2013/14,3,5,Hapoel Haifa,3,2,1,0,4,1,3,7
2013/14,3,6,Kiryat Shmona,3,2,0,1,6,4,2,6
2013/14,3,7,Hapoel Tel Aviv,3,1,1,1,3,3,0,4
2013/14,3,8,B. Jerusalem,3,1,0,2,3,4,-1,3
2013/14,3,9,FC Ashdod,3,1,0,2,3,4,-1,3
2013/14,3,10,Maccabi Haifa,3,1,0,2,5,7,-2,3
2013/14,3,11,Bnei Yehuda,3,1,0,2,3,5,-2,3
2013/14,3,12,Hapoel Acre,3,0,0,3,1,5,-4,0
2013/14,3,13,M. Petah Tikva,3,0,0,3,2,7,-5,0
2013/14,3,14,Ramat haSharon,3,0,0,3,2,9,-7,0
2013/14,4,1,M. Tel Aviv,4,4,0,0,9,0,9,12
2013/14,4,2,H. Beer Sheva,4,4,0,0,8,2,6,12
2013/14,4,3,Hapoel Ra'anana,4,2,2,0,7,4,3,8
2013/14,4,4,Bnei Sakhnin,4,2,2,0,5,2,3,8
2013/14,4,5,Hapoel Tel Aviv,4,2,1,1,7,3,4,7
2013/14,4,6,Hapoel Haifa,4,2,1,1,4,5,-1,7
2013/14,4,7,FC Ashdod,4,2,0,2,6,4,2,6
2013/14,4,8,Kiryat Shmona,4,2,0,2,6,7,-1,6
2013/14,4,9,B. Jerusalem,4,1,1,2,5,6,-1,4
2013/14,4,10,Maccabi Haifa,4,1,1,2,5,7,-2,4
2013/14,4,11,Bnei Yehuda,4,1,0,3,4,7,-3,3
2013/14,4,12,Hapoel Acre,4,0,1,3,2,6,-4,1
2013/14,4,13,M. Petah Tikva,4,0,1,3,3,8,-5,1
2013/14,4,14,Ramat haSharon,4,0,0,4,2,12,-10,0
2013/14,5,1,M. Tel Aviv,5,4,1,0,9,0,9,13
2013/14,5,2,H. Beer Sheva,5,4,1,0,8,2,6,13
2013/14,5,3,Hapoel Ra'anana,5,2,3,0,7,4,3,9
2013/14,5,4,Bnei Sakhnin,5,2,3,0,6,3,3,9
2013/14,5,5,Hapoel Tel Aviv,5,2,2,1,7,3,4,8
2013/14,5,6,FC Ashdod,5,2,1,2,6,4,2,7
2013/14,5,7,B. Jerusalem,5,2,1,2,7,6,1,7
2013/14,5,8,Kiryat Shmona,5,2,1,2,7,8,-1,7
2013/14,5,9,Hapoel Haifa,5,2,1,2,5,7,-2,7
2013/14,5,10,Maccabi Haifa,5,1,2,2,5,7,-2,5
2013/14,5,11,M. Petah Tikva,5,1,1,3,7,10,-3,4
2013/14,5,12,Hapoel Acre,5,1,1,3,4,7,-3,4
2013/14,5,13,Bnei Yehuda,5,1,0,4,6,11,-5,3
2013/14,5,14,Ramat haSharon,5,0,0,5,2,14,-12,0
2013/14,6,1,M. Tel Aviv,6,5,1,0,10,0,10,16
2013/14,6,2,H. Beer Sheva,6,4,1,1,8,4,4,13
2013/14,6,3,Bnei Sakhnin,6,3,3,0,9,3,6,12
2013/14,6,4,B. Jerusalem,6,3,1,2,8,6,2,10
2013/14,6,5,Kiryat Shmona,6,3,1,2,9,8,1,10
2013/14,6,6,Hapoel Haifa,6,3,1,2,7,8,-1,10
2013/14,6,7,Hapoel Ra'anana,6,2,3,1,8,7,1,9
2013/14,6,8,Hapoel Tel Aviv,6,2,2,2,7,4,3,8
2013/14,6,9,Maccabi Haifa,6,2,2,2,8,7,1,8
2013/14,6,10,Hapoel Acre,6,2,1,3,7,8,-1,7
2013/14,6,11,FC Ashdod,6,2,1,3,6,7,-1,7
2013/14,6,12,M. Petah Tikva,6,1,1,4,7,13,-6,4
2013/14,6,13,Bnei Yehuda,6,1,0,5,7,13,-6,3
2013/14,6,14,Ramat haSharon,6,0,0,6,2,15,-13,0
2013/14,7,1,M. Tel Aviv,7,6,1,0,14,1,13,19
2013/14,7,2,H. Beer Sheva,7,4,2,1,10,6,4,14
2013/14,7,3,Hapoel Haifa,7,4,1,2,8,8,0,13
2013/14,7,4,Bnei Sakhnin,7,3,3,1,10,7,3,12
2013/14,7,5,Hapoel Tel Aviv,7,3,2,2,12,4,8,11
2013/14,7,6,B. Jerusalem,7,3,2,2,8,6,2,11
2013/14,7,7,Kiryat Shmona,7,3,2,2,9,8,1,11
2013/14,7,8,Hapoel Ra'anana,7,2,4,1,8,7,1,10
2013/14,7,9,Maccabi Haifa,7,2,2,3,8,8,0,8
2013/14,7,10,FC Ashdod,7,2,2,3,8,9,-1,8
2013/14,7,11,Hapoel Acre,7,2,2,3,7,8,-1,8
2013/14,7,12,M. Petah Tikva,7,1,2,4,7,13,-6,5
2013/14,7,13,Bnei Yehuda,7,1,1,5,7,13,-6,4
2013/14,7,14,Ramat haSharon,7,0,0,7,2,20,-18,0
2013/14,8,1,M. Tel Aviv,8,6,1,1,16,4,12,19
2013/14,8,2,H. Beer Sheva,8,5,2,1,13,8,5,17
2013/14,8,3,Hapoel Haifa,8,5,1,2,10,8,2,16
2013/14,8,4,Hapoel Tel Aviv,8,4,2,2,14,4,10,14
2013/14,8,5,B. Jerusalem,8,4,2,2,10,7,3,14
2013/14,8,6,Bnei Sakhnin,8,3,4,1,11,8,3,13
2013/14,8,7,Hapoel Ra'anana,8,3,4,1,9,7,2,13
2013/14,8,8,Kiryat Shmona,8,3,2,3,9,10,-1,11
2013/14,8,9,FC Ashdod,8,2,3,3,9,10,-1,9
2013/14,8,10,Maccabi Haifa,8,2,2,4,8,9,-1,8
2013/14,8,11,Hapoel Acre,8,2,2,4,7,10,-3,8
2013/14,8,12,M. Petah Tikva,8,1,3,4,8,14,-6,6
2013/14,8,13,Bnei Yehuda,8,1,1,6,8,15,-7,4
2013/14,8,14,Ramat haSharon,8,0,1,7,3,21,-18,1
2013/14,9,1,M. Tel Aviv,9,6,2,1,18,6,12,20
2013/14,9,2,H. Beer Sheva,9,6,2,1,17,8,9,20
2013/14,9,3,Hapoel Haifa,9,5,1,3,10,9,1,16
2013/14,9,4,Hapoel Tel Aviv,9,4,3,2,16,6,10,15
2013/14,9,5,Hapoel Ra'anana,9,3,5,1,9,7,2,14
2013/14,9,6,B. Jerusalem,9,4,2,3,10,9,1,14
2013/14,9,7,Bnei Sakhnin,9,3,4,2,11,12,-1,13
2013/14,9,8,FC Ashdod,9,3,3,3,10,10,0,12
2013/14,9,9,Kiryat Shmona,9,3,3,3,9,10,-1,12
2013/14,9,10,Maccabi Haifa,9,3,2,4,10,9,1,11
2013/14,9,11,Hapoel Acre,9,2,3,4,8,11,-3,9
2013/14,9,12,M. Petah Tikva,9,1,4,4,10,16,-6,7
2013/14,9,13,Bnei Yehuda,9,1,2,6,10,17,-7,5
2013/14,9,14,Ramat haSharon,9,0,2,7,4,22,-18,2
2013/14,10,1,M. Tel Aviv,10,7,2,1,21,7,14,23
2013/14,10,2,H. Beer Sheva,10,6,3,1,17,8,9,21
2013/14,10,3,Hapoel Ra'anana,10,4,5,1,12,7,5,17
2013/14,10,4,Bnei Sakhnin,10,4,4,2,14,13,1,16
2013/14,10,5,Hapoel Haifa,10,5,1,4,11,12,-1,16
2013/14,10,6,Hapoel Tel Aviv,10,4,3,3,18,10,8,15
2013/14,10,7,Kiryat Shmona,10,4,3,3,13,11,2,15
2013/14,10,8,Maccabi Haifa,10,4,2,4,14,11,3,14
2013/14,10,9,B. Jerusalem,10,4,2,4,11,13,-2,14
2013/14,10,10,Hapoel Acre,10,3,3,4,11,13,-2,12
2013/14,10,11,FC Ashdod,10,3,3,4,10,13,-3,12
2013/14,10,12,M. Petah Tikva,10,1,4,5,11,19,-8,7
2013/14,10,13,Bnei Yehuda,10,1,2,7,12,20,-8,5
2013/14,10,14,Ramat haSharon,10,0,3,7,4,22,-18,3
2013/14,11,1,M. Tel Aviv,11,8,2,1,24,8,16,26
2013/14,11,2,H. Beer Sheva,11,7,3,1,20,8,12,24
2013/14,11,3,Bnei Sakhnin,11,5,4,2,16,13,3,19
2013/14,11,4,Maccabi Haifa,11,5,2,4,16,12,4,17
