season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2007/08,1,1,B. Jerusalem,1,1,0,0,3,0,3,3
2007/08,1,2,Kiryat Shmona,1,1,0,0,3,0,3,3
2007/08,1,3,Bnei Sakhnin,1,1,0,0,1,0,1,3
2007/08,1,4,H. Kfar Saba,1,1,0,0,1,0,1,3
2007/08,1,5,FC Ashdod,1,0,1,0,1,1,0,1
2007/08,1,6,M. Tel Aviv,1,0,1,0,1,1,0,1
2007/08,1,7,Hapoel Tel Aviv,1,0,1,0,0,0,0,1
2007/08,1,8,Maccabi Netanya,1,0,1,0,0,0,0,1
2007/08,1,9,M. Petah Tikva,1,0,0,1,0,1,-1,0
2007/08,1,10,Maccabi Haifa,1,0,0,1,0,1,-1,0
2007/08,1,11,Bnei Yehuda,1,0,0,1,0,3,-3,0
2007/08,1,12,Maccabi Herzlya,1,0,0,1,0,3,-3,0
2007/08,2,1,B. Jerusalem,2,2,0,0,5,1,4,6
2007/08,2,2,Kiryat Shmona,2,1,1,0,3,0,3,4
2007/08,2,3,FC Ashdod,2,1,1,0,2,1,1,4
2007/08,2,4,Maccabi Netanya,2,1,1,0,2,1,1,4
2007/08,2,5,Bnei Sakhnin,2,1,1,0,1,0,1,4
2007/08,2,6,H. Kfar Saba,2,1,1,0,1,0,1,4
2007/08,2,7,M. Petah Tikva,2,1,0,1,3,3,0,3
2007/08,2,8,M. Tel Aviv,2,0,1,1,3,4,-1,1
2007/08,2,9,Hapoel Tel Aviv,2,0,1,1,1,2,-1,1
2007/08,2,10,Bnei Yehuda,2,0,1,1,0,3,-3,1
2007/08,2,11,Maccabi Haifa,2,0,0,2,0,2,-2,0
2007/08,2,12,Maccabi Herzlya,2,0,0,2,1,5,-4,0
2007/08,3,1,B. Jerusalem,3,3,0,0,9,3,6,9
2007/08,3,2,Kiryat Shmona,3,2,1,0,5,1,4,7
2007/08,3,3,Bnei Sakhnin,3,2,1,0,3,1,2,7
2007/08,3,4,H. Kfar Saba,3,2,1,0,2,0,2,7
2007/08,3,5,M. Petah Tikva,3,2,0,1,4,3,1,6
2007/08,3,6,FC Ashdod,3,1,1,1,3,3,0,4
2007/08,3,7,Maccabi Netanya,3,1,1,1,3,3,0,4
2007/08,3,8,Hapoel Tel Aviv,3,0,2,1,2,3,-1,2
2007/08,3,9,Bnei Yehuda,3,0,2,1,1,4,-3,2
2007/08,3,10,M. Tel Aviv,3,0,1,2,3,5,-2,1
2007/08,3,11,Maccabi Haifa,3,0,0,3,0,3,-3,0
2007/08,3,12,Maccabi Herzlya,3,0,0,3,3,9,-6,0
2007/08,4,1,B. Jerusalem,4,3,1,0,11,5,6,10
2007/08,4,2,M. Petah Tikva,4,3,0,1,7,4,3,9
2007/08,4,3,Bnei Sakhnin,4,2,2,0,5,3,2,8
2007/08,4,4,H. Kfar Saba,4,2,2,0,3,1,2,8
2007/08,4,5,Maccabi Netanya,4,2,1,1,9,4,5,7
2007/08,4,6,Kiryat Shmona,4,2,1,1,6,4,2,7
2007/08,4,7,Bnei Yehuda,4,1,2,1,3,4,-1,5
2007/08,4,8,FC Ashdod,4,1,1,2,4,9,-5,4
2007/08,4,9,Maccabi Haifa,4,1,0,3,3,3,0,3
2007/08,4,10,Hapoel Tel Aviv,4,0,3,1,3,4,-1,3
2007/08,4,11,M. Tel Aviv,4,0,1,3,3,8,-5,1
2007/08,4,12,Maccabi Herzlya,4,0,0,4,3,11,-8,0
2007/08,5,1,B. Jerusalem,5,4,1,0,16,5,11,13
2007/08,5,2,Maccabi Netanya,5,3,1,1,10,4,6,10
2007/08,5,3,Kiryat Shmona,5,3,1,1,7,4,3,10
2007/08,5,4,M. Petah Tikva,5,3,0,2,7,5,2,9
2007/08,5,5,Bnei Yehuda,5,2,2,1,6,4,2,8
2007/08,5,6,H. Kfar Saba,5,2,2,1,4,3,1,8
2007/08,5,7,Bnei Sakhnin,5,2,2,1,5,6,-1,8
2007/08,5,8,Maccabi Haifa,5,2,0,3,5,4,1,6
2007/08,5,9,FC Ashdod,5,1,1,3,4,14,-10,4
2007/08,5,10,Hapoel Tel Aviv,5,0,3,2,3,6,-3,3
2007/08,5,11,Maccabi Herzlya,5,1,0,4,5,11,-6,3
2007/08,5,12,M. Tel Aviv,5,0,1,4,3,9,-6,1
2007/08,6,1,B. Jerusalem,6,5,1,0,18,6,12,16
2007/08,6,2,Maccabi Netanya,6,4,1,1,12,4,8,13
2007/08,6,3,Bnei Sakhnin,6,3,2,1,6,6,0,11
2007/08,6,4,Kiryat Shmona,6,3,1,2,7,5,2,10
2007/08,6,5,Maccabi Haifa,6,3,0,3,6,4,2,9
2007/08,6,6,M. Petah Tikva,6,3,0,3,8,7,1,9
2007/08,6,7,H. Kfar Saba,6,2,2,2,6,6,0,8
2007/08,6,8,Bnei Yehuda,6,2,2,2,6,7,-1,8
2007/08,6,9,FC Ashdod,6,2,1,3,7,14,-7,7
2007/08,6,10,Maccabi Herzlya,6,2,0,4,8,13,-5,6
2007/08,6,11,Hapoel Tel Aviv,6,0,3,3,3,7,-4,3
2007/08,6,12,M. Tel Aviv,6,0,1,5,3,11,-8,1
2007/08,7,1,B. Jerusalem,7,6,1,0,20,6,14,19
2007/08,7,2,Maccabi Netanya,7,5,1,1,14,5,9,16
2007/08,7,3,Bnei Sakhnin,7,4,2,1,7,6,1,14
