season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2012/13,12,8,Ramat haSharon,12,4,3,5,16,18,-2,15
2012/13,12,9,Maccabi Haifa,12,3,5,4,12,13,-1,14
2012/13,12,10,Hapoel Acre,12,3,4,5,13,16,-3,13
2012/13,12,11,Maccabi Netanya,12,3,3,6,10,18,-8,12
2012/13,12,12,Bnei Sakhnin,12,2,5,5,11,20,-9,11
2012/13,12,13,H. Ramat Gan,12,2,4,6,14,17,-3,10
2012/13,12,14,Hapoel Haifa,12,1,4,7,5,20,-15,7
2012/13,13,1,M. Tel Aviv,13,9,1,3,27,13,14,28
2012/13,13,2,Hapoel Tel Aviv,13,9,1,3,20,8,12,28
2012/13,13,3,FC Ashdod,13,8,1,4,19,10,9,25
2012/13,13,4,Kiryat Shmona,13,6,3,4,17,15,2,21
2012/13,13,5,B. Jerusalem,13,5,4,4,21,18,3,19
2012/13,13,6,Bnei Yehuda,13,5,4,4,17,14,3,19
2012/13,13,7,H. Beer Sheva,13,4,7,2,15,14,1,19
2012/13,13,8,Maccabi Haifa,13,4,5,4,13,13,0,17
2012/13,13,9,Ramat haSharon,13,4,3,6,16,19,-3,15
2012/13,13,10,Hapoel Acre,13,3,5,5,13,16,-3,14
2012/13,13,11,Maccabi Netanya,13,3,3,7,10,19,-9,12
2012/13,13,12,H. Ramat Gan,13,2,5,6,15,18,-3,11
2012/13,13,13,Bnei Sakhnin,13,2,5,6,12,23,-11,11
2012/13,13,14,Hapoel Haifa,13,1,5,7,6,21,-15,8
2012/13,14,1,Hapoel Tel Aviv,14,9,2,3,22,10,12,29
2012/13,14,2,M. Tel Aviv,14,9,1,4,27,14,13,28
2012/13,14,3,FC Ashdod,14,8,1,5,19,11,8,25
2012/13,14,4,Bnei Yehuda,14,6,4,4,19,15,4,22
2012/13,14,5,Kiryat Shmona,14,6,4,4,19,17,2,22
2012/13,14,6,B. Jerusalem,14,5,5,4,23,20,3,20
2012/13,14,7,Maccabi Haifa,14,5,5,4,14,13,1,20
2012/13,14,8,H. Beer Sheva,14,4,7,3,17,17,0,19
2012/13,14,9,Ramat haSharon,14,5,3,6,17,19,-2,18
2012/13,14,10,Hapoel Acre,14,3,5,6,14,18,-4,14
2012/13,14,11,Bnei Sakhnin,14,3,5,6,15,25,-10,14
2012/13,14,12,Maccabi Netanya,14,3,4,7,10,19,-9,13
2012/13,14,13,H. Ramat Gan,14,2,6,6,17,20,-3,12
2012/13,14,14,Hapoel Haifa,14,1,6,7,6,21,-15,9
2012/13,15,1,M. Tel Aviv,15,10,1,4,29,15,14,31
2012/13,15,2,Hapoel Tel Aviv,15,9,3,3,24,12,12,30
2012/13,15,3,FC Ashdod,15,8,1,6,20,13,7,25
2012/13,15,4,Kiryat Shmona,15,6,5,4,19,17,2,23
2012/13,15,5,Bnei Yehuda,15,6,4,5,19,16,3,22
2012/13,15,6,B. Jerusalem,15,5,6,4,23,20,3,21
2012/13,15,7,Maccabi Haifa,15,5,6,4,14,13,1,21
2012/13,15,8,Ramat haSharon,15,6,3,6,19,19,0,21
2012/13,15,9,H. Beer Sheva,15,4,8,3,17,17,0,20
2012/13,15,10,Bnei Sakhnin,15,4,5,6,17,26,-9,17
2012/13,15,11,H. Ramat Gan,15,3,6,6,18,20,-2,15
2012/13,15,12,Hapoel Acre,15,3,5,7,14,20,-6,14
2012/13,15,13,Maccabi Netanya,15,3,4,8,11,21,-10,13
2012/13,15,14,Hapoel Haifa,15,1,7,7,8,23,-15,10
2012/13,16,1,M. Tel Aviv,16,11,1,4,35,17,18,34
2012/13,16,2,Hapoel Tel Aviv,16,9,3,4,25,14,11,30
2012/13,16,3,FC Ashdod,16,8,2,6,21,14,7,26
2012/13,16,4,Kiryat Shmona,16,7,5,4,23,20,3,26
2012/13,16,5,Bnei Yehuda,16,7,4,5,21,17,4,25
2012/13,16,6,Maccabi Haifa,16,6,6,4,16,13,3,24
2012/13,16,7,Ramat haSharon,16,7,3,6,20,19,1,24
2012/13,16,8,B. Jerusalem,16,5,7,4,24,21,3,22
2012/13,16,9,H. Beer Sheva,16,4,8,4,17,19,-2,20
2012/13,16,10,Bnei Sakhnin,16,5,5,6,19,27,-8,20
2012/13,16,11,H. Ramat Gan,16,3,6,7,18,21,-3,15
2012/13,16,12,Hapoel Acre,16,3,5,8,15,22,-7,14
2012/13,16,13,Maccabi Netanya,16,3,4,9,14,25,-11,13
2012/13,16,14,Hapoel Haifa,16,1,7,8,10,29,-19,10
2012/13,17,1,M. Tel Aviv,17,11,2,4,35,17,18,35
2012/13,17,2,Hapoel Tel Aviv,17,10,3,4,26,14,12,33
2012/13,17,3,Maccabi Haifa,17,7,6,4,20,14,6,27
2012/13,17,4,Kiryat Shmona,17,7,6,4,23,20,3,27
2012/13,17,5,FC Ashdod,17,8,2,7,22,18,4,26
2012/13,17,6,B. Jerusalem,17,6,7,4,27,23,4,25
2012/13,17,7,Bnei Yehuda,17,7,4,6,22,19,3,25
2012/13,17,8,Ramat haSharon,17,7,3,7,20,20,0,24
2012/13,17,9,H. Beer Sheva,17,4,8,5,18,22,-4,20
2012/13,17,10,Bnei Sakhnin,17,5,5,7,20,29,-9,20
2012/13,17,11,H. Ramat Gan,17,4,6,7,20,22,-2,18
2012/13,17,12,Maccabi Netanya,17,4,4,9,17,26,-9,16
2012/13,17,13,Hapoel Acre,17,3,5,9,17,25,-8,14
2012/13,17,14,Hapoel Haifa,17,2,7,8,12,30,-18,13
2012/13,18,1,M. Tel Aviv,18,12,2,4,40,17,23,38
2012/13,18,2,Hapoel Tel Aviv,18,11,3,4,29,14,15,36
2012/13,18,3,Maccabi Haifa,18,8,6,4,23,15,8,30
2012/13,18,4,B. Jerusalem,18,7,7,4,30,25,5,28
2012/13,18,5,Kiryat Shmona,18,7,7,4,24,21,3,28
2012/13,18,6,Ramat haSharon,18,8,3,7,22,21,1,27
2012/13,18,7,FC Ashdod,18,8,2,8,22,20,2,26
2012/13,18,8,Bnei Yehuda,18,7,4,7,23,21,2,25
2012/13,18,9,H. Beer Sheva,18,4,8,6,18,27,-9,20
2012/13,18,10,Bnei Sakhnin,18,5,5,8,20,32,-12,20
2012/13,18,11,Maccabi Netanya,18,5,4,9,19,26,-7,19
2012/13,18,12,H. Ramat Gan,18,4,6,8,22,25,-3,18
2012/13,18,13,Hapoel Acre,18,3,5,10,18,28,-10,14
2012/13,18,14,Hapoel Haifa,18,2,8,8,13,31,-18,14
2012/13,19,1,M. Tel Aviv,19,12,2,5,40,18,22,38
2012/13,19,2,Hapoel Tel Aviv,19,11,3,5,29,16,13,36
2012/13,19,3,Maccabi Haifa,19,9,6,4,26,15,11,33
2012/13,19,4,B. Jerusalem,19,8,7,4,32,25,7,31
2012/13,19,5,FC Ashdod,19,9,2,8,23,20,3,29
2012/13,19,6,Kiryat Shmona,19,7,7,5,24,22,2,28
2012/13,19,7,Ramat haSharon,19,8,3,8,22,24,-2,27
2012/13,19,8,Bnei Yehuda,19,7,5,7,23,21,2,26
2012/13,19,9,H. Beer Sheva,19,5,8,6,19,27,-8,23
2012/13,19,10,Bnei Sakhnin,19,5,6,8,20,32,-12,21
2012/13,19,11,Maccabi Netanya,19,5,5,9,23,30,-7,20
2012/13,19,12,H. Ramat Gan,19,4,6,9,22,28,-6,18
2012/13,19,13,Hapoel Haifa,19,3,8,8,16,31,-15,17
2012/13,19,14,Hapoel Acre,19,3,6,10,22,32,-10,15
2012/13,20,1,M. Tel Aviv,20,13,2,5,44,18,26,41
2012/13,20,2,Maccabi Haifa,20,10,6,4,29,15,14,36
2012/13,20,3,Hapoel Tel Aviv,20,11,3,6,29,19,10,36
2012/13,20,4,B. Jerusalem,20,8,7,5,32,26,6,31
2012/13,20,5,FC Ashdod,20,9,3,8,23,20,3,30
2012/13,20,6,Ramat haSharon,20,9,3,8,26,24,2,30
2012/13,20,7,Bnei Yehuda,20,8,5,7,24,21,3,29
2012/13,20,8,Kiryat Shmona,20,7,8,5,24,22,2,29
2012/13,20,9,H. Beer Sheva,20,6,8,6,21,28,-7,26
2012/13,20,10,Maccabi Netanya,20,5,6,9,24,31,-7,21
2012/13,20,11,Bnei Sakhnin,20,5,6,9,20,36,-16,21
2012/13,20,12,H. Ramat Gan,20,4,7,9,23,29,-6,19
2012/13,20,13,Hapoel Haifa,20,3,8,9,17,33,-16,17
2012/13,20,14,Hapoel Acre,20,3,6,11,22,36,-14,15
2012/13,21,1,M. Tel Aviv,21,14,2,5,45,18,27,44
2012/13,21,2,Maccabi Haifa,21,10,6,5,29,17,12,36
2012/13,21,3,Hapoel Tel Aviv,21,11,3,7,29,22,7,36
2012/13,21,4,Ramat haSharon,21,10,3,8,27,24,3,33
2012/13,21,5,Bnei Yehuda,21,9,5,7,26,21,5,32
2012/13,21,6,B. Jerusalem,21,8,7,6,32,27,5,31
2012/13,21,7,Kiryat Shmona,21,7,9,5,25,23,2,30
2012/13,21,8,FC Ashdod,21,9,3,9,23,21,2,30
2012/13,21,9,H. Beer Sheva,21,7,8,6,22,28,-6,29
2012/13,21,10,Maccabi Netanya,21,6,6,9,27,31,-4,24
2012/13,21,11,Bnei Sakhnin,21,6,6,9,23,37,-14,24
2012/13,21,12,H. Ramat Gan,21,4,7,10,23,30,-7,19
2012/13,21,13,Hapoel Haifa,21,3,8,10,18,36,-18,17
2012/13,21,14,Hapoel Acre,21,3,7,11,23,37,-14,16
2012/13,22,1,M. Tel Aviv,22,15,2,5,49,18,31,47
2012/13,22,2,Maccabi Haifa,22,11,6,5,33,17,16,39
2012/13,22,3,Hapoel Tel Aviv,22,11,3,8,29,26,3,36
2012/13,22,4,Bnei Yehuda,22,10,5,7,31,24,7,35
2012/13,22,5,Kiryat Shmona,22,8,9,5,28,24,4,33
2012/13,22,6,Ramat haSharon,22,10,3,9,27,28,-1,33
2012/13,22,7,B. Jerusalem,22,8,8,6,34,29,5,32
2012/13,22,8,FC Ashdod,22,9,4,9,24,22,2,31
2012/13,22,9,H. Beer Sheva,22,7,9,6,22,28,-6,30
2012/13,22,10,Bnei Sakhnin,22,6,7,9,25,39,-14,25
2012/13,22,11,Maccabi Netanya,22,6,6,10,30,36,-6,24
2012/13,22,12,H. Ramat Gan,22,4,7,11,24,33,-9,19
2012/13,22,13,Hapoel Haifa,22,3,9,10,19,37,-18,18
2012/13,22,14,Hapoel Acre,22,3,8,11,23,37,-14,17
2012/13,23,1,M. Tel Aviv,23,16,2,5,52,20,32,50
2012/13,23,2,Maccabi Haifa,23,12,6,5,34,17,17,42
2012/13,23,3,Hapoel Tel Aviv,23,11,4,8,30,27,3,37
2012/13,23,4,Bnei Yehuda,23,10,5,8,33,27,6,35
2012/13,23,5,Kiryat Shmona,23,8,10,5,29,25,4,34
2012/13,23,6,Ramat haSharon,23,10,4,9,27,28,-1,34
2012/13,23,7,B. Jerusalem,23,8,8,7,34,32,2,32
2012/13,23,8,FC Ashdod,23,9,4,10,25,25,0,31
2012/13,23,9,H. Beer Sheva,23,7,9,7,22,31,-9,30
2012/13,23,10,Maccabi Netanya,23,6,7,10,30,36,-6,25
2012/13,23,11,Bnei Sakhnin,23,6,7,10,25,40,-15,25
2012/13,23,12,H. Ramat Gan,23,5,7,11,27,33,-6,22
2012/13,23,13,Hapoel Haifa,23,4,9,10,22,37,-15,21
2012/13,23,14,Hapoel Acre,23,4,8,11,26,38,-12,20
2012/13,24,1,M. Tel Aviv,24,17,2,5,53,20,33,53
2012/13,24,2,Maccabi Haifa,24,13,6,5,38,18,20,45
2012/13,24,3,Hapoel Tel Aviv,24,12,4,8,32,28,4,40
2012/13,24,4,Kiryat Shmona,24,9,10,5,31,25,6,37
2012/13,24,5,Bnei Yehuda,24,10,5,9,33,29,4,35
2012/13,24,6,Ramat haSharon,24,10,4,10,27,29,-2,34
2012/13,24,7,B. Jerusalem,24,8,8,8,35,36,-1,32
2012/13,24,8,FC Ashdod,24,9,4,11,27,28,-1,31
2012/13,24,9,H. Beer Sheva,24,7,9,8,23,33,-10,30
2012/13,24,10,Maccabi Netanya,24,6,8,10,30,36,-6,26
2012/13,24,11,Bnei Sakhnin,24,6,8,10,25,40,-15,26
2012/13,24,12,H. Ramat Gan,24,6,7,11,30,35,-5,25
2012/13,24,13,Hapoel Haifa,24,5,9,10,25,38,-13,24
2012/13,24,14,Hapoel Acre,24,4,8,12,27,41,-14,20
2012/13,25,1,M. Tel Aviv,25,18,2,5,56,20,36,56
2012/13,25,2,Maccabi Haifa,25,13,7,5,39,19,20,46
2012/13,25,3,Hapoel Tel Aviv,25,12,5,8,33,29,4,41
2012/13,25,4,Kiryat Shmona,25,10,10,5,32,25,7,40
2012/13,25,5,Bnei Yehuda,25,11,5,9,34,29,5,38
2012/13,25,6,Ramat haSharon,25,10,4,11,27,30,-3,34
2012/13,25,7,B. Jerusalem,25,8,9,8,36,37,-1,33
2012/13,25,8,FC Ashdod,25,9,5,11,28,29,-1,32
2012/13,25,9,H. Beer Sheva,25,7,9,9,23,34,-11,30
2012/13,25,10,Maccabi Netanya,25,6,9,10,31,37,-6,27
2012/13,25,11,Bnei Sakhnin,25,6,8,11,25,43,-18,26
2012/13,25,12,H. Ramat Gan,25,6,7,12,31,37,-6,25
2012/13,25,13,Hapoel Haifa,25,5,10,10,26,39,-13,25
2012/13,25,14,Hapoel Acre,25,5,8,12,29,42,-13,23
2012/13,26,1,M. Tel Aviv,26,19,2,5,61,20,41,59
2012/13,26,2,Maccabi Haifa,26,14,7,5,41,20,21,49
2012/13,26,3,Kiryat Shmona,26,11,10,5,34,25,9,43
2012/13,26,4,Hapoel Tel Aviv,26,12,6,8,33,29,4,42
2012/13,26,5,Bnei Yehuda,26,11,5,10,35,31,4,38
2012/13,26,6,Ramat haSharon,26,11,4,11,28,30,-2,37
2012/13,26,7,FC Ashdod,26,10,5,11,30,30,0,35
2012/13,26,8,B. Jerusalem,26,8,9,9,36,42,-6,33
2012/13,26,9,H. Beer Sheva,26,7,9,10,23,35,-12,30
2012/13,26,10,Hapoel Haifa,26,6,10,10,28,40,-12,28
2012/13,26,11,Maccabi Netanya,26,6,9,11,32,39,-7,27
2012/13,26,12,Bnei Sakhnin,26,6,8,12,25,45,-20,26
2012/13,26,13,H. Ramat Gan,26,6,7,13,32,39,-7,25
2012/13,26,14,Hapoel Acre,26,5,9,12,29,42,-13,24
