season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2014/15,1,1,Hapoel Ra'anana,1,1,0,0,4,0,4,3
2014/15,1,2,M. Tel Aviv,1,1,0,0,3,0,3,3
2014/15,1,3,Maccabi Haifa,1,1,0,0,4,2,2,3
2014/15,1,4,Hapoel Tel Aviv,1,1,0,0,1,0,1,3
2014/15,1,5,B. Jerusalem,1,0,1,0,1,1,0,1
2014/15,1,6,H. Beer Sheva,1,0,1,0,1,1,0,1
2014/15,1,7,Hapoel Acre,1,0,1,0,1,1,0,1
2014/15,1,8,Hapoel Haifa,1,0,1,0,1,1,0,1
2014/15,1,9,FC Ashdod,1,0,1,0,0,0,0,1
2014/15,1,10,Kiryat Shmona,1,0,1,0,0,0,0,1
2014/15,1,11,Maccabi Netanya,1,0,0,1,0,1,-1,0
2014/15,1,12,Bnei Sakhnin,1,0,0,1,2,4,-2,0
2014/15,1,13,M. Petah Tikva,1,0,0,1,0,3,-3,0
2014/15,1,14,H. Petah Tikva,1,0,0,1,0,4,-4,0
2014/15,2,1,M. Tel Aviv,2,2,0,0,5,0,5,6
2014/15,2,2,Kiryat Shmona,2,1,1,0,3,0,3,4
2014/15,2,3,H. Beer Sheva,2,1,1,0,4,2,2,4
2014/15,2,4,FC Ashdod,2,1,1,0,2,0,2,4
2014/15,2,5,B. Jerusalem,2,1,1,0,2,1,1,4
2014/15,2,6,Hapoel Ra'anana,2,1,0,1,4,2,2,3
2014/15,2,7,Maccabi Haifa,2,1,0,1,4,3,1,3
2014/15,2,8,Hapoel Tel Aviv,2,1,0,1,1,3,-2,3
2014/15,2,9,Hapoel Acre,2,0,2,0,2,2,0,2
2014/15,2,10,Maccabi Netanya,2,0,1,1,4,5,-1,1
2014/15,2,11,Bnei Sakhnin,2,0,1,1,3,5,-2,1
2014/15,2,12,Hapoel Haifa,2,0,1,1,1,3,-2,1
2014/15,2,13,M. Petah Tikva,2,0,1,1,4,7,-3,1
2014/15,2,14,H. Petah Tikva,2,0,0,2,1,7,-6,0
2014/15,3,1,Kiryat Shmona,3,2,1,0,5,1,4,7
