season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2006/07,1,1,H. Kfar Saba,1,1,0,0,4,1,3,3
2006/07,1,2,Maccabi Netanya,1,1,0,0,3,1,2,3
2006/07,1,3,B. Jerusalem,1,1,0,0,2,1,1,3
2006/07,1,4,FC Ashdod,1,1,0,0,1,0,1,3
2006/07,1,5,Bnei Yehuda,1,0,1,0,1,1,0,1
2006/07,1,6,Hapoel Tel Aviv,1,0,1,0,1,1,0,1
2006/07,1,7,Hakoah Amidar,1,0,1,0,0,0,0,1
2006/07,1,8,M. Petah Tikva,1,0,1,0,0,0,0,1
2006/07,1,9,M. Tel Aviv,1,0,0,1,1,2,-1,0
2006/07,1,10,Maccabi Herzlya,1,0,0,1,0,1,-1,0
2006/07,1,11,Maccabi Haifa,1,0,0,1,1,3,-2,0
2006/07,1,12,H. Petah Tikva,1,0,0,1,1,4,-3,0
2006/07,2,1,H. Kfar Saba,2,2,0,0,6,1,5,6
2006/07,2,2,B. Jerusalem,2,2,0,0,4,2,2,6
2006/07,2,3,M. Petah Tikva,2,1,1,0,3,0,3,4
2006/07,2,4,Maccabi Netanya,2,1,1,0,3,1,2,4
2006/07,2,5,Hakoah Amidar,2,1,1,0,3,2,1,4
2006/07,2,6,FC Ashdod,2,1,0,1,1,1,0,3
2006/07,2,7,Maccabi Haifa,2,1,0,1,2,3,-1,3
2006/07,2,8,Bnei Yehuda,2,0,1,1,3,4,-1,1
2006/07,2,9,Hapoel Tel Aviv,2,0,1,1,2,3,-1,1
2006/07,2,10,H. Petah Tikva,2,0,1,1,1,4,-3,1
2006/07,2,11,M. Tel Aviv,2,0,0,2,1,4,-3,0
2006/07,2,12,Maccabi Herzlya,2,0,0,2,0,4,-4,0
2006/07,3,1,B. Jerusalem,3,3,0,0,7,4,3,9
2006/07,3,2,H. Kfar Saba,3,2,0,1,8,4,4,6
2006/07,3,3,FC Ashdod,3,2,0,1,3,2,1,6
2006/07,3,4,Maccabi Haifa,3,2,0,1,3,3,0,6
2006/07,3,5,Maccabi Netanya,3,1,2,0,4,2,2,5
2006/07,3,6,Hapoel Tel Aviv,3,1,1,1,6,4,2,4
2006/07,3,7,M. Petah Tikva,3,1,1,1,3,1,2,4
2006/07,3,8,Bnei Yehuda,3,1,1,1,5,5,0,4
2006/07,3,9,Hakoah Amidar,3,1,1,1,4,6,-2,4
2006/07,3,10,M. Tel Aviv,3,0,1,2,2,5,-3,1
2006/07,3,11,H. Petah Tikva,3,0,1,2,2,6,-4,1
2006/07,3,12,Maccabi Herzlya,3,0,0,3,1,6,-5,0
2006/07,4,1,B. Jerusalem,4,3,1,0,7,4,3,10
2006/07,4,2,Maccabi Haifa,4,3,0,1,5,3,2,9
2006/07,4,3,H. Kfar Saba,4,2,1,1,9,5,4,7
2006/07,4,4,M. Petah Tikva,4,2,1,1,4,1,3,7
2006/07,4,5,Maccabi Netanya,4,1,3,0,5,3,2,6
2006/07,4,6,FC Ashdod,4,2,0,2,3,3,0,6
2006/07,4,7,Hapoel Tel Aviv,4,1,2,1,8,6,2,5
2006/07,4,8,Hakoah Amidar,4,1,2,1,4,6,-2,5
2006/07,4,9,Bnei Yehuda,4,1,1,2,5,7,-2,4
2006/07,4,10,M. Tel Aviv,4,1,1,2,3,5,-2,4
2006/07,4,11,Maccabi Herzlya,4,0,1,3,3,8,-5,1
2006/07,4,12,H. Petah Tikva,4,0,1,3,2,7,-5,1
2006/07,5,1,M. Petah Tikva,5,3,1,1,6,2,4,10
2006/07,5,2,B. Jerusalem,5,3,1,1,8,7,1,10
2006/07,5,3,Maccabi Netanya,5,2,3,0,8,4,4,9
2006/07,5,4,FC Ashdod,5,3,0,2,6,3,3,9
2006/07,5,5,Maccabi Haifa,5,3,0,2,5,5,0,9
2006/07,5,6,Hapoel Tel Aviv,5,2,2,1,10,6,4,8
2006/07,5,7,H. Kfar Saba,5,2,1,2,9,8,1,7
2006/07,5,8,Bnei Yehuda,5,2,1,2,8,8,0,7
2006/07,5,9,Hakoah Amidar,5,1,2,2,5,8,-3,5
2006/07,5,10,M. Tel Aviv,5,1,1,3,4,7,-3,4
2006/07,5,11,Maccabi Herzlya,5,1,1,3,5,9,-4,4
2006/07,5,12,H. Petah Tikva,5,0,1,4,3,10,-7,1
2006/07,6,1,B. Jerusalem,6,4,1,1,11,7,4,13
2006/07,6,2,FC Ashdod,6,4,0,2,9,4,5,12
2006/07,6,3,Hapoel Tel Aviv,6,3,2,1,12,6,6,11
2006/07,6,4,H. Kfar Saba,6,3,1,2,12,8,4,10
2006/07,6,5,M. Petah Tikva,6,3,1,2,6,5,1,10
2006/07,6,6,Maccabi Haifa,6,3,1,2,8,8,0,10
2006/07,6,7,Maccabi Netanya,6,2,3,1,9,7,2,9
2006/07,6,8,M. Tel Aviv,6,2,1,3,8,7,1,7
2006/07,6,9,Bnei Yehuda,6,2,1,3,8,12,-4,7
2006/07,6,10,Hakoah Amidar,6,1,3,2,8,11,-3,6
2006/07,6,11,Maccabi Herzlya,6,1,1,4,5,12,-7,4
2006/07,6,12,H. Petah Tikva,6,0,1,5,3,12,-9,1
2006/07,7,1,B. Jerusalem,7,5,1,1,15,8,7,16
2006/07,7,2,Maccabi Netanya,7,3,3,1,10,7,3,12
2006/07,7,3,FC Ashdod,7,4,0,3,10,8,2,12
2006/07,7,4,H. Kfar Saba,7,3,2,2,14,10,4,11
2006/07,7,5,Hapoel Tel Aviv,7,3,2,2,13,9,4,11
2006/07,7,6,Maccabi Haifa,7,3,2,2,10,10,0,11
2006/07,7,7,M. Tel Aviv,7,3,1,3,11,8,3,10
2006/07,7,8,M. Petah Tikva,7,3,1,3,6,6,0,10
2006/07,7,9,Bnei Yehuda,7,2,2,3,10,14,-4,8
2006/07,7,10,Hakoah Amidar,7,1,3,3,8,14,-6,6
2006/07,7,11,Maccabi Herzlya,7,1,2,4,7,14,-7,5
2006/07,7,12,H. Petah Tikva,7,1,1,5,6,12,-6,4
2006/07,8,1,B. Jerusalem,8,5,2,1,16,9,7,17
2006/07,8,2,Hapoel Tel Aviv,8,4,2,2,14,9,5,14
2006/07,8,3,M. Tel Aviv,8,4,1,3,12,8,4,13
2006/07,8,4,Maccabi Netanya,8,3,4,1,10,7,3,13
2006/07,8,5,M. Petah Tikva,8,4,1,3,8,7,1,13
2006/07,8,6,FC Ashdod,8,4,0,4,11,10,1,12
2006/07,8,7,Maccabi Haifa,8,3,3,2,11,11,0,12
2006/07,8,8,H. Kfar Saba,8,3,2,3,14,11,3,11
2006/07,8,9,Bnei Yehuda,8,2,3,3,10,14,-4,9
2006/07,8,10,Hakoah Amidar,8,1,3,4,8,15,-7,6
2006/07,8,11,Maccabi Herzlya,8,1,3,4,8,15,-7,6
2006/07,8,12,H. Petah Tikva,8,1,2,5,7,13,-6,5
2006/07,9,1,Hapoel Tel Aviv,9,5,2,2,16,10,6,17
2006/07,9,2,B. Jerusalem,9,5,2,2,17,12,5,17
2006/07,9,3,M. Tel Aviv,9,5,1,3,14,8,6,16
2006/07,9,4,M. Petah Tikva,9,5,1,3,11,8,3,16
2006/07,9,5,FC Ashdod,9,5,0,4,14,12,2,15
2006/07,9,6,Maccabi Haifa,9,4,3,2,13,12,1,15
2006/07,9,7,Maccabi Netanya,9,3,4,2,11,9,2,13
2006/07,9,8,H. Kfar Saba,9,3,3,3,14,11,3,12
2006/07,9,9,Bnei Yehuda,9,2,3,4,12,17,-5,9
2006/07,9,10,Hakoah Amidar,9,1,4,4,8,15,-7,7
2006/07,9,11,Maccabi Herzlya,9,1,3,5,8,17,-9,6
2006/07,9,12,H. Petah Tikva,9,1,2,6,8,15,-7,5
2006/07,10,1,B. Jerusalem,10,6,2,2,19,12,7,20
2006/07,10,2,M. Petah Tikva,10,6,1,3,12,8,4,19
2006/07,10,3,FC Ashdod,10,6,0,4,16,13,3,18
2006/07,10,4,M. Tel Aviv,10,5,2,3,15,9,6,17
2006/07,10,5,Hapoel Tel Aviv,10,5,2,3,17,12,5,17
2006/07,10,6,Maccabi Netanya,10,4,4,2,12,9,3,16
2006/07,10,7,Maccabi Haifa,10,4,4,2,14,13,1,16
2006/07,10,8,H. Kfar Saba,10,4,3,3,16,12,4,15
2006/07,10,9,Bnei Yehuda,10,2,3,5,12,18,-6,9
2006/07,10,10,Hakoah Amidar,10,1,4,5,8,16,-8,7
2006/07,10,11,Maccabi Herzlya,10,1,3,6,9,19,-10,6
2006/07,10,12,H. Petah Tikva,10,1,2,7,8,17,-9,5
2006/07,11,1,B. Jerusalem,11,7,2,2,21,12,9,23
2006/07,11,2,M. Petah Tikva,11,7,1,3,13,8,5,22
2006/07,11,3,FC Ashdod,11,7,0,4,17,13,4,21
2006/07,11,4,M. Tel Aviv,11,6,2,3,17,10,7,20
2006/07,11,5,Hapoel Tel Aviv,11,5,2,4,17,13,4,17
2006/07,11,6,Maccabi Haifa,11,4,5,2,17,16,1,17
2006/07,11,7,H. Kfar Saba,11,4,4,3,19,15,4,16
2006/07,11,8,Maccabi Netanya,11,4,4,3,12,10,2,16
2006/07,11,9,Bnei Yehuda,11,2,3,6,12,20,-8,9
2006/07,11,10,Maccabi Herzlya,11,2,3,6,10,19,-9,9
2006/07,11,11,Hakoah Amidar,11,1,4,6,8,17,-9,7
2006/07,11,12,H. Petah Tikva,11,1,2,8,9,19,-10,5
2006/07,12,1,B. Jerusalem,12,7,3,2,21,12,9,24
2006/07,12,2,FC Ashdod,12,8,0,4,19,14,5,24
2006/07,12,3,M. Petah Tikva,12,7,2,3,13,8,5,23
2006/07,12,4,M. Tel Aviv,12,6,3,3,17,10,7,21
2006/07,12,5,Hapoel Tel Aviv,12,6,2,4,20,14,6,20
2006/07,12,6,Maccabi Haifa,12,5,5,2,18,16,2,20
2006/07,12,7,H. Kfar Saba,12,4,5,3,19,15,4,17
2006/07,12,8,Maccabi Netanya,12,4,4,4,12,11,1,16
2006/07,12,9,Bnei Yehuda,12,2,3,7,13,23,-10,9
2006/07,12,10,Maccabi Herzlya,12,2,3,7,11,21,-10,9
2006/07,12,11,Hakoah Amidar,12,1,5,6,8,17,-9,8
2006/07,12,12,H. Petah Tikva,12,1,3,8,9,19,-10,6
2006/07,13,1,B. Jerusalem,13,7,4,2,22,13,9,25
2006/07,13,2,FC Ashdod,13,8,1,4,20,15,5,25
2006/07,13,3,M. Petah Tikva,13,7,3,3,15,10,5,24
2006/07,13,4,M. Tel Aviv,13,6,4,3,18,11,7,22
2006/07,13,5,Hapoel Tel Aviv,13,6,3,4,21,15,6,21
2006/07,13,6,Maccabi Haifa,13,5,6,2,19,17,2,21
2006/07,13,7,H. Kfar Saba,13,4,6,3,20,16,4,18
2006/07,13,8,Maccabi Netanya,13,4,5,4,13,12,1,17
2006/07,13,9,Bnei Yehuda,13,2,4,7,13,23,-10,10
2006/07,13,10,Maccabi Herzlya,13,2,4,7,13,23,-10,10
2006/07,13,11,Hakoah Amidar,13,1,6,6,8,17,-9,9
