season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2020/21,7,11,H. Beer Sheva,7,1,4,2,8,11,-3,7
2020/21,7,12,Hapoel Hadera,7,1,2,4,8,11,-3,5
2020/21,7,13,Hapoel Tel Aviv,7,1,2,4,3,8,-5,5
2020/21,7,14,Bnei Sakhnin,7,1,1,5,4,21,-17,4
2020/21,8,1,Maccabi Haifa,8,5,1,2,17,10,7,16
2020/21,8,2,M. Petah Tikva,8,5,1,2,9,4,5,16
2020/21,8,3,Kiryat Shmona,8,4,3,1,8,3,5,15
2020/21,8,4,M. Tel Aviv,8,3,4,1,13,9,4,13
2020/21,8,5,Bnei Yehuda,8,4,1,3,10,9,1,13
2020/21,8,6,Maccabi Netanya,8,3,3,2,17,11,6,12
2020/21,8,7,FC Ashdod,8,4,0,4,10,6,4,12
2020/21,8,8,B. Jerusalem,8,3,2,3,9,7,2,11
2020/21,8,9,Hapoel Haifa,8,3,2,3,10,10,0,11
2020/21,8,10,H. Kfar Saba,8,3,1,4,8,13,-5,10
2020/21,8,11,H. Beer Sheva,8,1,5,2,10,13,-3,8
2020/21,8,12,Bnei Sakhnin,8,2,1,5,5,21,-16,7
2020/21,8,13,Hapoel Hadera,8,1,2,5,8,12,-4,5
2020/21,8,14,Hapoel Tel Aviv,8,1,2,5,3,9,-6,5
2020/21,9,1,Maccabi Haifa,9,6,1,2,20,10,10,19
2020/21,9,2,M. Petah Tikva,9,6,1,2,10,4,6,19
2020/21,9,3,FC Ashdod,9,5,0,4,13,8,5,15
2020/21,9,4,Kiryat Shmona,9,4,3,2,8,6,2,15
2020/21,9,5,Maccabi Netanya,9,3,4,2,17,11,6,13
2020/21,9,6,M. Tel Aviv,9,3,4,2,15,12,3,13
2020/21,9,7,Bnei Yehuda,9,4,1,4,10,10,0,13
2020/21,9,8,B. Jerusalem,9,3,2,4,10,9,1,11
2020/21,9,9,H. Beer Sheva,9,2,5,2,12,14,-2,11
2020/21,9,10,Hapoel Haifa,9,3,2,4,10,12,-2,11
2020/21,9,11,H. Kfar Saba,9,3,2,4,9,14,-5,11
2020/21,9,12,Bnei Sakhnin,9,3,1,5,7,21,-14,10
2020/21,9,13,Hapoel Hadera,9,1,3,5,9,13,-4,6
2020/21,9,14,Hapoel Tel Aviv,9,1,3,5,3,9,-6,6
2020/21,10,1,Maccabi Haifa,10,7,1,2,21,10,11,22
2020/21,10,2,M. Petah Tikva,10,6,1,3,12,7,5,19
2020/21,10,3,FC Ashdod,10,6,0,4,14,8,6,18
2020/21,10,4,Maccabi Netanya,10,4,4,2,20,13,7,16
2020/21,10,5,M. Tel Aviv,10,4,4,2,19,15,4,16
2020/21,10,6,Kiryat Shmona,10,4,3,3,9,8,1,15
2020/21,10,7,H. Beer Sheva,10,3,5,2,14,15,-1,14
2020/21,10,8,Bnei Yehuda,10,4,1,5,10,13,-3,13
2020/21,10,9,B. Jerusalem,10,3,3,4,10,9,1,12
2020/21,10,10,Hapoel Haifa,10,3,2,5,13,16,-3,11
2020/21,10,11,H. Kfar Saba,10,3,2,5,9,15,-6,11
2020/21,10,12,Bnei Sakhnin,10,3,2,5,7,21,-14,11
2020/21,10,13,Hapoel Hadera,10,2,3,5,12,13,-1,9
2020/21,10,14,Hapoel Tel Aviv,10,1,3,6,3,10,-7,6
2020/21,11,1,Maccabi Haifa,11,8,1,2,23,11,12,25
2020/21,11,2,FC Ashdod,11,6,1,4,15,9,6,19
2020/21,11,3,M. Petah Tikva,11,6,1,4,13,9,4,19
2020/21,11,4,Maccabi Netanya,11,4,5,2,21,14,7,17
2020/21,11,5,M. Tel Aviv,11,4,5,2,19,15,4,17
2020/21,11,6,H. Beer Sheva,11,4,5,2,17,15,2,17
2020/21,11,7,Kiryat Shmona,11,4,3,4,9,9,0,15
2020/21,11,8,Hapoel Haifa,11,4,2,5,15,17,-2,14
2020/21,11,9,Bnei Yehuda,11,4,2,5,11,14,-3,14
2020/21,11,10,Bnei Sakhnin,11,4,2,5,8,21,-13,14
2020/21,11,11,B. Jerusalem,11,3,4,4,10,9,1,13
2020/21,11,12,H. Kfar Saba,11,3,2,6,10,17,-7,11
2020/21,11,13,Hapoel Hadera,11,2,4,5,13,14,-1,10
2020/21,11,14,Hapoel Tel Aviv,11,1,3,7,3,13,-10,6
2020/21,12,1,Maccabi Haifa,12,9,1,2,26,11,15,28
2020/21,12,2,M. Petah Tikva,12,7,1,4,15,10,5,22
2020/21,12,3,M. Tel Aviv,12,5,5,2,20,15,5,20
2020/21,12,4,FC Ashdod,12,6,1,5,15,10,5,19
2020/21,12,5,Maccabi Netanya,12,4,5,3,22,16,6,17
2020/21,12,6,H. Beer Sheva,12,4,5,3,18,17,1,17
2020/21,12,7,Hapoel Haifa,12,5,2,5,16,17,-1,17
2020/21,12,8,Kiryat Shmona,12,4,3,5,9,10,-1,15
2020/21,12,9,B. Jerusalem,12,3,5,4,11,10,1,14
2020/21,12,10,Bnei Yehuda,12,4,2,6,11,17,-6,14
2020/21,12,11,Bnei Sakhnin,12,4,2,6,8,22,-14,14
2020/21,12,12,Hapoel Hadera,12,3,4,5,15,15,0,13
2020/21,12,13,H. Kfar Saba,12,3,3,6,11,18,-7,12
2020/21,12,14,Hapoel Tel Aviv,12,2,3,7,4,13,-9,9
2020/21,13,1,Maccabi Haifa,13,10,1,2,28,11,17,31
2020/21,13,2,M. Tel Aviv,13,6,5,2,24,15,9,23
2020/21,13,3,M. Petah Tikva,13,7,2,4,15,10,5,23
2020/21,13,4,FC Ashdod,13,7,1,5,17,11,6,22
2020/21,13,5,H. Beer Sheva,13,5,5,3,20,17,3,20
2020/21,13,6,Kiryat Shmona,13,5,3,5,10,10,0,18
2020/21,13,7,Hapoel Haifa,13,5,3,5,16,17,-1,18
2020/21,13,8,Maccabi Netanya,13,4,5,4,22,18,4,17
2020/21,13,9,Bnei Sakhnin,13,4,3,6,8,22,-14,15
2020/21,13,10,Hapoel Hadera,13,3,5,5,15,15,0,14
2020/21,13,11,B. Jerusalem,13,3,5,5,12,12,0,14
2020/21,13,12,Bnei Yehuda,13,4,2,7,11,19,-8,14
2020/21,13,13,H. Kfar Saba,13,3,3,7,11,19,-8,12
2020/21,13,14,Hapoel Tel Aviv,13,2,3,8,4,17,-13,9
2020/21,14,1,Maccabi Haifa,14,11,1,2,29,11,18,34
2020/21,14,2,M. Tel Aviv,14,7,5,2,25,15,10,26
2020/21,14,3,H. Beer Sheva,14,6,5,3,21,17,4,23
2020/21,14,4,M. Petah Tikva,14,7,2,5,15,11,4,23
2020/21,14,5,FC Ashdod,14,7,1,6,18,13,5,22
2020/21,14,6,Kiryat Shmona,14,6,3,5,12,11,1,21
2020/21,14,7,Hapoel Haifa,14,5,4,5,19,20,-1,19
2020/21,14,8,Maccabi Netanya,14,4,5,5,22,19,3,17
2020/21,14,9,Bnei Sakhnin,14,4,4,6,9,23,-14,16
2020/21,14,10,B. Jerusalem,14,3,6,5,15,15,0,15
2020/21,14,11,Bnei Yehuda,14,4,3,7,12,20,-8,15
2020/21,14,12,Hapoel Hadera,14,3,5,6,15,16,-1,14
2020/21,14,13,H. Kfar Saba,14,3,4,7,12,20,-8,13
2020/21,14,14,Hapoel Tel Aviv,14,2,4,8,5,18,-13,10
2020/21,15,1,Maccabi Haifa,15,11,2,2,30,12,18,35
2020/21,15,2,M. Tel Aviv,15,7,6,2,25,15,10,27
2020/21,15,3,FC Ashdod,15,8,1,6,20,14,6,25
2020/21,15,4,H. Beer Sheva,15,6,6,3,22,18,4,24
2020/21,15,5,Kiryat Shmona,15,7,3,5,14,11,3,24
2020/21,15,6,M. Petah Tikva,15,7,2,6,15,13,2,23
2020/21,15,7,Maccabi Netanya,15,5,5,5,23,19,4,20
2020/21,15,8,Hapoel Haifa,15,5,4,6,19,22,-3,19
2020/21,15,9,B. Jerusalem,15,4,6,5,19,15,4,18
2020/21,15,10,H. Kfar Saba,15,4,4,7,14,20,-6,16
2020/21,15,11,Bnei Yehuda,15,4,4,7,12,20,-8,16
2020/21,15,12,Bnei Sakhnin,15,4,4,7,9,24,-15,16
2020/21,15,13,Hapoel Hadera,15,3,5,7,15,20,-5,14
2020/21,15,14,Hapoel Tel Aviv,15,2,4,9,6,20,-14,10
2020/21,16,1,Maccabi Haifa,16,12,2,2,33,12,21,38
2020/21,16,2,M. Tel Aviv,16,8,6,2,28,16,12,30
2020/21,16,3,H. Beer Sheva,16,7,6,3,23,18,5,27
2020/21,16,4,M. Petah Tikva,16,8,2,6,17,14,3,26
2020/21,16,5,FC Ashdod,16,8,1,7,21,16,5,25
2020/21,16,6,Kiryat Shmona,16,7,3,6,14,13,1,24
2020/21,16,7,B. Jerusalem,16,5,6,5,21,15,6,21
2020/21,16,8,Maccabi Netanya,16,5,5,6,24,22,2,20
2020/21,16,9,Hapoel Haifa,16,5,5,6,21,24,-3,20
2020/21,16,10,H. Kfar Saba,16,5,4,7,17,21,-4,19
2020/21,16,11,Bnei Yehuda,16,4,4,8,13,23,-10,16
2020/21,16,12,Bnei Sakhnin,16,4,4,8,9,27,-18,16
2020/21,16,13,Hapoel Hadera,16,3,5,8,15,21,-6,14
2020/21,16,14,Hapoel Tel Aviv,16,2,5,9,8,22,-14,11
2020/21,17,1,Maccabi Haifa,17,12,2,3,34,14,20,38
2020/21,17,2,M. Tel Aviv,17,9,6,2,30,17,13,33
2020/21,17,3,M. Petah Tikva,17,9,2,6,19,15,4,29
2020/21,17,4,FC Ashdod,17,9,1,7,25,16,9,28
2020/21,17,5,H. Beer Sheva,17,7,6,4,23,19,4,27
2020/21,17,6,Kiryat Shmona,17,8,3,6,15,13,2,27
2020/21,17,7,Maccabi Netanya,17,6,5,6,25,22,3,23
2020/21,17,8,B. Jerusalem,17,5,6,6,21,16,5,21
2020/21,17,9,Hapoel Haifa,17,5,5,7,22,26,-4,20
2020/21,17,10,H. Kfar Saba,17,5,4,8,17,22,-5,19
2020/21,17,11,Bnei Sakhnin,17,5,4,8,10,27,-17,19
2020/21,17,12,Bnei Yehuda,17,4,4,9,13,27,-14,16
2020/21,17,13,Hapoel Hadera,17,3,5,9,15,22,-7,14
2020/21,17,14,Hapoel Tel Aviv,17,3,5,9,9,22,-13,14
2020/21,18,1,Maccabi Haifa,18,13,2,3,37,14,23,41
2020/21,18,2,M. Tel Aviv,18,10,6,2,31,17,14,36
2020/21,18,3,M. Petah Tikva,18,9,2,7,19,16,3,29
2020/21,18,4,FC Ashdod,18,9,1,8,25,19,6,28
2020/21,18,5,Kiryat Shmona,18,8,4,6,16,14,2,28
2020/21,18,6,H. Beer Sheva,18,7,6,5,23,20,3,27
2020/21,18,7,Maccabi Netanya,18,7,5,6,28,22,6,26
2020/21,18,8,B. Jerusalem,18,6,6,6,22,16,6,24
2020/21,18,9,Hapoel Haifa,18,6,5,7,24,26,-2,23
2020/21,18,10,H. Kfar Saba,18,5,4,9,17,25,-8,19
2020/21,18,11,Bnei Sakhnin,18,5,4,9,10,29,-19,19
2020/21,18,12,Hapoel Hadera,18,4,5,9,17,22,-5,17
2020/21,18,13,Bnei Yehuda,18,4,4,10,13,29,-16,16
2020/21,18,14,Hapoel Tel Aviv,18,3,6,9,10,23,-13,15
2020/21,19,1,Maccabi Haifa,19,13,2,4,37,15,22,41
2020/21,19,2,M. Tel Aviv,19,11,6,2,32,17,15,39
2020/21,19,3,FC Ashdod,19,10,1,8,26,19,7,31
2020/21,19,4,Kiryat Shmona,19,9,4,6,18,15,3,31
2020/21,19,5,H. Beer Sheva,19,8,6,5,24,20,4,30
2020/21,19,6,M. Petah Tikva,19,9,2,8,20,18,2,29
2020/21,19,7,Maccabi Netanya,19,7,6,6,28,22,6,27
2020/21,19,8,B. Jerusalem,19,6,7,6,23,17,6,25
2020/21,19,9,Hapoel Haifa,19,6,6,7,24,26,-2,24
2020/21,19,10,H. Kfar Saba,19,5,4,10,17,26,-9,19
2020/21,19,11,Bnei Sakhnin,19,5,4,10,10,30,-20,19
2020/21,19,12,Hapoel Hadera,19,4,6,9,18,23,-5,18
2020/21,19,13,Bnei Yehuda,19,4,5,10,14,30,-16,17
2020/21,19,14,Hapoel Tel Aviv,19,3,7,9,11,24,-13,16
2020/21,20,1,Maccabi Haifa,20,14,2,4,39,15,24,44
2020/21,20,2,M. Tel Aviv,20,12,6,2,35,18,17,42
2020/21,20,3,FC Ashdod,20,11,1,8,29,19,10,34
2020/21,20,4,Kiryat Shmona,20,9,4,7,18,16,2,31
2020/21,20,5,H. Beer Sheva,20,8,6,6,24,23,1,30
2020/21,20,6,M. Petah Tikva,20,9,2,9,20,20,0,29
2020/21,20,7,B. Jerusalem,20,7,7,6,25,18,7,28
2020/21,20,8,Maccabi Netanya,20,7,6,7,29,24,5,27
2020/21,20,9,Hapoel Haifa,20,6,6,8,24,28,-4,24
2020/21,20,10,H. Kfar Saba,20,6,4,10,18,26,-8,22
2020/21,20,11,Bnei Yehuda,20,5,5,10,15,30,-15,20
2020/21,20,12,Hapoel Tel Aviv,20,4,7,9,13,24,-11,19
2020/21,20,13,Bnei Sakhnin,20,5,4,11,10,31,-21,19
2020/21,20,14,Hapoel Hadera,20,4,6,10,19,26,-7,18
2020/21,21,1,Maccabi Haifa,21,15,2,4,42,15,27,47
2020/21,21,2,M. Tel Aviv,21,13,6,2,36,18,18,45
2020/21,21,3,FC Ashdod,21,11,2,8,29,19,10,35
2020/21,21,4,H. Beer Sheva,21,8,7,6,26,25,1,31
2020/21,21,5,Kiryat Shmona,21,9,4,8,19,20,-1,31
2020/21,21,6,Maccabi Netanya,21,8,6,7,33,25,8,30
2020/21,21,7,M. Petah Tikva,21,9,2,10,20,21,-1,29
2020/21,21,8,B. Jerusalem,21,7,7,7,25,21,4,28
2020/21,21,9,Hapoel Haifa,21,6,7,8,26,30,-4,25
2020/21,21,10,H. Kfar Saba,21,6,4,11,18,27,-9,22
2020/21,21,11,Hapoel Hadera,21,5,6,10,20,26,-6,21
2020/21,21,12,Bnei Yehuda,21,5,6,10,15,30,-15,21
2020/21,21,13,Hapoel Tel Aviv,21,4,8,9,13,24,-11,20
2020/21,21,14,Bnei Sakhnin,21,5,5,11,10,31,-21,20
2020/21,22,1,Maccabi Haifa,22,16,2,4,46,17,29,50
2020/21,22,2,M. Tel Aviv,22,14,6,2,39,19,20,48
2020/21,22,3,FC Ashdod,22,11,2,9,30,22,8,35
2020/21,22,4,H. Beer Sheva,22,8,8,6,27,26,1,32
2020/21,22,5,M. Petah Tikva,22,10,2,10,21,21,0,32
2020/21,22,6,Kiryat Shmona,22,9,4,9,21,24,-3,31
2020/21,22,7,Maccabi Netanya,22,8,6,8,33,26,7,30
2020/21,22,8,B. Jerusalem,22,7,8,7,26,22,4,29
2020/21,22,9,Hapoel Haifa,22,7,7,8,27,30,-3,28
2020/21,22,10,Hapoel Hadera,22,6,6,10,21,26,-5,24
2020/21,22,11,Hapoel Tel Aviv,22,5,8,9,14,24,-10,23
2020/21,22,12,H. Kfar Saba,22,6,4,12,18,28,-10,22
2020/21,22,13,Bnei Yehuda,22,5,6,11,15,31,-16,21
2020/21,22,14,Bnei Sakhnin,22,5,5,12,10,32,-22,20
2020/21,23,1,Maccabi Haifa,23,17,2,4,48,18,30,53
2020/21,23,2,M. Tel Aviv,23,15,6,2,41,19,22,51
2020/21,23,3,FC Ashdod,23,12,2,9,32,22,10,38
2020/21,23,4,H. Beer Sheva,23,8,9,6,29,28,1,33
2020/21,23,5,M. Petah Tikva,23,10,3,10,22,22,0,33
2020/21,23,6,Kiryat Shmona,23,9,5,9,23,26,-3,32
2020/21,23,7,Maccabi Netanya,23,8,7,8,34,27,7,31
2020/21,23,8,B. Jerusalem,23,7,8,8,28,25,3,29
2020/21,23,9,Hapoel Haifa,23,7,7,9,27,32,-5,28
2020/21,23,10,Hapoel Hadera,23,6,7,10,21,26,-5,25
2020/21,23,11,Hapoel Tel Aviv,23,5,8,10,15,26,-11,23
2020/21,23,12,Bnei Sakhnin,23,6,5,12,13,34,-21,23
2020/21,23,13,H. Kfar Saba,23,6,4,13,18,30,-12,22
2020/21,23,14,Bnei Yehuda,23,5,7,11,15,31,-16,22
2020/21,24,1,M. Tel Aviv,24,16,6,2,45,20,25,54
2020/21,24,2,Maccabi Haifa,24,17,2,5,48,20,28,53
2020/21,24,3,FC Ashdod,24,12,3,9,33,23,10,39
2020/21,24,4,M. Petah Tikva,24,11,3,10,24,22,2,36
2020/21,24,5,Kiryat Shmona,24,10,5,9,25,26,-1,35
2020/21,24,6,Maccabi Netanya,24,9,7,8,35,27,8,34
2020/21,24,7,H. Beer Sheva,24,8,9,7,29,29,0,33
2020/21,24,8,B. Jerusalem,24,7,8,9,29,29,0,29
2020/21,24,9,Hapoel Haifa,24,7,8,9,27,32,-5,29
2020/21,24,10,Hapoel Hadera,24,6,8,10,22,27,-5,26
2020/21,24,11,Hapoel Tel Aviv,24,6,8,10,16,26,-10,26
2020/21,24,12,H. Kfar Saba,24,6,5,13,18,30,-12,23
2020/21,24,13,Bnei Sakhnin,24,6,5,13,13,36,-23,23
2020/21,24,14,Bnei Yehuda,24,5,7,12,15,32,-17,22
2020/21,25,1,M. Tel Aviv,25,17,6,2,47,20,27,57
2020/21,25,2,Maccabi Haifa,25,18,2,5,50,20,30,56
2020/21,25,3,FC Ashdod,25,12,4,9,35,25,10,40
2020/21,25,4,M. Petah Tikva,25,11,4,10,24,22,2,37
2020/21,25,5,Kiryat Shmona,25,10,5,10,25,28,-3,35
2020/21,25,6,Maccabi Netanya,25,9,7,9,35,28,7,34
2020/21,25,7,H. Beer Sheva,25,8,10,7,29,29,0,34
2020/21,25,8,B. Jerusalem,25,8,8,9,31,30,1,32
2020/21,25,9,Hapoel Haifa,25,7,9,9,29,34,-5,30
2020/21,25,10,Hapoel Hadera,25,7,8,10,23,27,-4,29
2020/21,25,11,Hapoel Tel Aviv,25,6,8,11,16,27,-11,26
2020/21,25,12,Bnei Sakhnin,25,7,5,13,14,36,-22,26
2020/21,25,13,H. Kfar Saba,25,6,5,14,19,32,-13,23
2020/21,25,14,Bnei Yehuda,25,5,7,13,15,34,-19,22
2020/21,26,1,Maccabi Haifa,26,19,2,5,52,20,32,59
2020/21,26,2,M. Tel Aviv,26,17,7,2,48,21,27,58
2020/21,26,3,FC Ashdod,26,13,4,9,37,25,12,43
2020/21,26,4,Kiryat Shmona,26,11,5,10,26,28,-2,38
2020/21,26,5,H. Beer Sheva,26,9,10,7,31,29,2,37
2020/21,26,6,M. Petah Tikva,26,11,4,11,24,23,1,37
2020/21,26,7,Maccabi Netanya,26,9,7,10,35,30,5,34
2020/21,26,8,B. Jerusalem,26,8,8,10,31,32,-1,32
2020/21,26,9,Hapoel Hadera,26,8,8,10,26,28,-2,32
2020/21,26,10,Hapoel Haifa,26,7,9,10,30,37,-7,30
2020/21,26,11,Bnei Sakhnin,26,8,5,13,15,36,-21,29
2020/21,26,12,Hapoel Tel Aviv,26,6,9,11,17,28,-11,27
2020/21,26,13,H. Kfar Saba,26,6,5,15,19,33,-14,23
2020/21,26,14,Bnei Yehuda,26,5,7,14,15,36,-21,22
