season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2016/17,14,7,Hapoel Ra'anana,14,4,6,4,9,10,-1,18
2016/17,14,8,Bnei Sakhnin,14,4,5,5,12,17,-5,17
2016/17,14,9,Hapoel Haifa,14,5,1,8,20,25,-5,16
2016/17,14,10,Hapoel Tel Aviv,14,3,6,5,11,17,-6,15
2016/17,14,11,H. Kfar Saba,14,3,5,6,12,18,-6,14
2016/17,14,12,FC Ashdod,14,2,7,5,9,17,-8,13
2016/17,14,13,Bnei Yehuda,14,2,5,7,10,19,-9,11
2016/17,14,14,H. Ashkelon,14,2,5,7,9,27,-18,11
2016/17,15,1,H. Beer Sheva,15,11,2,2,39,8,31,35
2016/17,15,2,M. Tel Aviv,15,8,4,3,26,13,13,28
2016/17,15,3,M. Petah Tikva,15,6,7,2,21,17,4,25
2016/17,15,4,Maccabi Haifa,15,6,6,3,20,11,9,24
2016/17,15,5,Kiryat Shmona,15,5,7,3,21,16,5,22
2016/17,15,6,Bnei Sakhnin,15,5,5,5,14,18,-4,20
2016/17,15,7,B. Jerusalem,15,4,7,4,18,20,-2,19
2016/17,15,8,Hapoel Ra'anana,15,4,6,5,9,12,-3,18
2016/17,15,9,Hapoel Haifa,15,5,2,8,21,26,-5,17
2016/17,15,10,Hapoel Tel Aviv,15,3,7,5,12,18,-6,16
2016/17,15,11,H. Kfar Saba,15,3,6,6,12,18,-6,15
2016/17,15,12,FC Ashdod,15,2,7,6,9,18,-9,13
2016/17,15,13,Bnei Yehuda,15,2,6,7,11,20,-9,12
2016/17,15,14,H. Ashkelon,15,2,6,7,9,27,-18,12
2016/17,16,1,H. Beer Sheva,16,11,3,2,39,8,31,36
2016/17,16,2,M. Tel Aviv,16,8,4,4,26,14,12,28
2016/17,16,3,M. Petah Tikva,16,7,7,2,22,17,5,28
2016/17,16,4,Maccabi Haifa,16,6,7,3,21,12,9,25
2016/17,16,5,Kiryat Shmona,16,6,7,3,24,16,8,25
2016/17,16,6,B. Jerusalem,16,5,7,4,19,20,-1,22
2016/17,16,7,Bnei Sakhnin,16,5,6,5,14,18,-4,21
2016/17,16,8,Hapoel Haifa,16,6,2,8,23,27,-4,20
2016/17,16,9,Hapoel Ra'anana,16,4,6,6,9,15,-6,18
2016/17,16,10,Hapoel Tel Aviv,16,3,7,6,12,19,-7,16
2016/17,16,11,FC Ashdod,16,3,7,6,10,18,-8,16
2016/17,16,12,H. Kfar Saba,16,3,6,7,13,20,-7,15
2016/17,16,13,Bnei Yehuda,16,2,7,7,12,21,-9,13
2016/17,16,14,H. Ashkelon,16,2,6,8,9,28,-19,12
2016/17,17,1,H. Beer Sheva,17,12,3,2,41,8,33,39
2016/17,17,2,M. Tel Aviv,17,9,4,4,30,15,15,31
2016/17,17,3,M. Petah Tikva,17,7,8,2,23,18,5,29
2016/17,17,4,Kiryat Shmona,17,7,7,3,26,17,9,28
2016/17,17,5,Maccabi Haifa,17,6,7,4,21,14,7,25
2016/17,17,6,B. Jerusalem,17,5,8,4,20,21,-1,23
2016/17,17,7,Bnei Sakhnin,17,5,7,5,15,19,-4,22
2016/17,17,8,Hapoel Haifa,17,6,2,9,23,28,-5,20
2016/17,17,9,FC Ashdod,17,4,7,6,11,18,-7,19
2016/17,17,10,Hapoel Ra'anana,17,4,6,7,10,19,-9,18
2016/17,17,11,H. Kfar Saba,17,3,7,7,14,21,-7,16
2016/17,17,12,Hapoel Tel Aviv,17,3,7,7,13,21,-8,16
2016/17,17,13,Bnei Yehuda,17,2,8,7,13,22,-9,14
2016/17,17,14,H. Ashkelon,17,2,7,8,10,29,-19,13
2016/17,18,1,H. Beer Sheva,18,13,3,2,43,9,34,42
2016/17,18,2,M. Tel Aviv,18,10,4,4,31,15,16,34
2016/17,18,3,M. Petah Tikva,18,8,8,2,25,18,7,32
2016/17,18,4,Kiryat Shmona,18,7,7,4,28,22,6,28
2016/17,18,5,B. Jerusalem,18,6,8,4,21,21,0,26
2016/17,18,6,Maccabi Haifa,18,6,7,5,21,16,5,25
2016/17,18,7,Bnei Sakhnin,18,6,7,5,20,21,-1,25
2016/17,18,8,Hapoel Haifa,18,6,2,10,23,29,-6,20
2016/17,18,9,FC Ashdod,18,4,8,6,11,18,-7,20
2016/17,18,10,Hapoel Ra'anana,18,4,6,8,10,21,-11,18
2016/17,18,11,H. Kfar Saba,18,3,8,7,14,21,-7,17
2016/17,18,12,Hapoel Tel Aviv,18,3,7,8,13,22,-9,16
2016/17,18,13,H. Ashkelon,18,3,7,8,12,29,-17,16
2016/17,18,14,Bnei Yehuda,18,2,8,8,14,24,-10,14
2016/17,19,1,H. Beer Sheva,19,13,4,2,44,10,34,43
2016/17,19,2,M. Tel Aviv,19,11,4,4,33,16,17,37
2016/17,19,3,M. Petah Tikva,19,8,9,2,26,19,7,33
2016/17,19,4,Kiryat Shmona,19,8,7,4,31,22,9,31
2016/17,19,5,B. Jerusalem,19,7,8,4,23,21,2,29
2016/17,19,6,Maccabi Haifa,19,6,7,6,21,19,2,25
2016/17,19,7,Bnei Sakhnin,19,6,7,6,21,23,-2,25
2016/17,19,8,Hapoel Haifa,19,7,2,10,24,29,-5,23
2016/17,19,9,FC Ashdod,19,4,8,7,11,20,-9,20
2016/17,19,10,Hapoel Tel Aviv,19,4,7,8,14,22,-8,19
2016/17,19,11,Hapoel Ra'anana,19,4,6,9,10,22,-12,18
2016/17,19,12,Bnei Yehuda,19,3,8,8,16,24,-8,17
2016/17,19,13,H. Kfar Saba,19,3,8,8,14,23,-9,17
2016/17,19,14,H. Ashkelon,19,3,7,9,12,30,-18,16
2016/17,20,1,H. Beer Sheva,20,14,4,2,46,10,36,46
2016/17,20,2,M. Tel Aviv,20,11,5,4,35,18,17,38
2016/17,20,3,M. Petah Tikva,20,9,9,2,28,19,9,36
2016/17,20,4,Kiryat Shmona,20,8,7,5,31,24,7,31
2016/17,20,5,B. Jerusalem,20,7,9,4,24,22,2,30
2016/17,20,6,Bnei Sakhnin,20,7,7,6,22,23,-1,28
2016/17,20,7,Maccabi Haifa,20,6,8,6,23,21,2,26
2016/17,20,8,Hapoel Haifa,20,7,3,10,24,29,-5,24
2016/17,20,9,FC Ashdod,20,4,9,7,12,21,-9,21
2016/17,20,10,Hapoel Ra'anana,20,5,6,9,11,22,-11,21
2016/17,20,11,Hapoel Tel Aviv,20,4,8,8,14,22,-8,20
2016/17,20,12,Bnei Yehuda,20,3,8,9,16,26,-10,17
2016/17,20,13,H. Kfar Saba,20,3,8,9,14,24,-10,17
2016/17,20,14,H. Ashkelon,20,3,7,10,12,31,-19,16
2016/17,21,1,H. Beer Sheva,21,14,4,3,46,11,35,46
2016/17,21,2,M. Tel Aviv,21,12,5,4,36,18,18,41
2016/17,21,3,M. Petah Tikva,21,10,9,2,29,19,10,39
2016/17,21,4,Kiryat Shmona,21,8,7,6,31,25,6,31
2016/17,21,5,B. Jerusalem,21,7,10,4,25,23,2,31
2016/17,21,6,Bnei Sakhnin,21,8,7,6,23,23,0,31
2016/17,21,7,Maccabi Haifa,21,7,8,6,25,21,4,29
2016/17,21,8,Hapoel Haifa,21,7,3,11,24,30,-6,24
2016/17,21,9,Hapoel Ra'anana,21,6,6,9,12,22,-10,24
2016/17,21,10,Hapoel Tel Aviv,21,4,9,8,14,22,-8,21
2016/17,21,11,FC Ashdod,21,4,9,8,12,22,-10,21
2016/17,21,12,Bnei Yehuda,21,3,9,9,17,27,-10,18
2016/17,21,13,H. Kfar Saba,21,3,9,9,14,24,-10,18
2016/17,21,14,H. Ashkelon,21,3,7,11,12,33,-21,16
2016/17,22,1,H. Beer Sheva,22,15,4,3,48,12,36,49
2016/17,22,2,M. Tel Aviv,22,13,5,4,37,18,19,44
2016/17,22,3,M. Petah Tikva,22,10,9,3,29,20,9,39
2016/17,22,4,B. Jerusalem,22,8,10,4,29,23,6,34
2016/17,22,5,Bnei Sakhnin,22,9,7,6,24,23,1,34
2016/17,22,6,Kiryat Shmona,22,8,7,7,31,26,5,31
2016/17,22,7,Maccabi Haifa,22,7,8,7,25,24,1,29
2016/17,22,8,Hapoel Haifa,22,8,3,11,27,30,-3,27
2016/17,22,9,Hapoel Tel Aviv,22,5,9,8,16,22,-6,24
2016/17,22,10,Hapoel Ra'anana,22,6,6,10,12,26,-14,24
2016/17,22,11,Bnei Yehuda,22,4,9,9,18,27,-9,21
2016/17,22,12,FC Ashdod,22,4,9,9,12,24,-12,21
2016/17,22,13,H. Kfar Saba,22,3,9,10,14,25,-11,18
2016/17,22,14,H. Ashkelon,22,3,7,12,13,35,-22,16
2016/17,23,1,H. Beer Sheva,23,15,5,3,48,12,36,50
2016/17,23,2,M. Tel Aviv,23,14,5,4,40,18,22,47
2016/17,23,3,M. Petah Tikva,23,11,9,3,30,20,10,42
2016/17,23,4,B. Jerusalem,23,9,10,4,31,24,7,37
2016/17,23,5,Bnei Sakhnin,23,9,8,6,25,24,1,35
2016/17,23,6,Maccabi Haifa,23,8,8,7,27,24,3,32
2016/17,23,7,Kiryat Shmona,23,8,7,8,31,29,2,31
2016/17,23,8,Hapoel Haifa,23,8,4,11,27,30,-3,28
2016/17,23,9,Hapoel Ra'anana,23,7,6,10,14,26,-12,27
2016/17,23,10,Hapoel Tel Aviv,23,5,9,9,17,24,-7,24
2016/17,23,11,FC Ashdod,23,4,10,9,13,25,-12,22
2016/17,23,12,Bnei Yehuda,23,4,9,10,18,29,-11,21
2016/17,23,13,H. Kfar Saba,23,3,9,11,14,27,-13,18
2016/17,23,14,H. Ashkelon,23,3,7,13,13,36,-23,16
2016/17,24,1,H. Beer Sheva,24,16,5,3,51,12,39,53
2016/17,24,2,M. Tel Aviv,24,15,5,4,42,18,24,50
2016/17,24,3,M. Petah Tikva,24,12,9,3,33,21,12,45
2016/17,24,4,B. Jerusalem,24,10,10,4,33,24,9,40
2016/17,24,5,Bnei Sakhnin,24,9,8,7,25,26,-1,35
2016/17,24,6,Kiryat Shmona,24,8,8,8,32,30,2,32
2016/17,24,7,Maccabi Haifa,24,8,8,8,27,25,2,32
2016/17,24,8,Hapoel Haifa,24,8,4,12,28,33,-5,28
2016/17,24,9,Hapoel Ra'anana,24,7,7,10,14,26,-12,28
2016/17,24,10,Hapoel Tel Aviv,24,5,10,9,17,24,-7,25
2016/17,24,11,FC Ashdod,24,5,10,9,14,25,-11,25
2016/17,24,12,Bnei Yehuda,24,4,9,11,18,31,-13,21
2016/17,24,13,H. Kfar Saba,24,3,9,12,14,30,-16,18
2016/17,24,14,H. Ashkelon,24,3,8,13,14,37,-23,17
2016/17,25,1,H. Beer Sheva,25,17,5,3,52,12,40,56
2016/17,25,2,M. Tel Aviv,25,16,5,4,44,19,25,53
2016/17,25,3,M. Petah Tikva,25,13,9,3,36,22,14,48
2016/17,25,4,B. Jerusalem,25,10,10,5,33,25,8,40
2016/17,25,5,Bnei Sakhnin,25,10,8,7,26,26,0,38
2016/17,25,6,Kiryat Shmona,25,9,8,8,34,31,3,35
2016/17,25,7,Maccabi Haifa,25,9,8,8,28,25,3,35
2016/17,25,8,Hapoel Haifa,25,8,4,13,29,35,-6,28
2016/17,25,9,Hapoel Ra'anana,25,7,7,11,14,27,-13,28
2016/17,25,10,Hapoel Tel Aviv,25,5,10,10,18,26,-8,25
2016/17,25,11,FC Ashdod,25,5,10,10,14,26,-12,25
2016/17,25,12,Bnei Yehuda,25,5,9,11,20,32,-12,24
2016/17,25,13,H. Kfar Saba,25,3,9,13,15,33,-18,18
2016/17,25,14,H. Ashkelon,25,3,8,14,15,39,-24,17
2016/17,26,1,H. Beer Sheva,26,18,5,3,54,13,41,59
2016/17,26,2,M. Tel Aviv,26,17,5,4,45,19,26,56
2016/17,26,3,M. Petah Tikva,26,13,9,4,36,23,13,48
2016/17,26,4,B. Jerusalem,26,10,10,6,34,27,7,40
2016/17,26,5,Bnei Sakhnin,26,10,9,7,26,26,0,39
2016/17,26,6,Maccabi Haifa,26,10,8,8,30,25,5,38
2016/17,26,7,Kiryat Shmona,26,9,8,9,35,33,2,35
2016/17,26,8,Hapoel Haifa,26,8,4,14,29,36,-7,28
2016/17,26,9,FC Ashdod,26,6,10,10,15,26,-11,28
2016/17,26,10,Hapoel Ra'anana,26,7,7,12,14,29,-15,28
2016/17,26,11,Hapoel Tel Aviv,26,5,11,10,18,26,-8,26
2016/17,26,12,Bnei Yehuda,26,5,10,11,20,32,-12,25
2016/17,26,13,H. Kfar Saba,26,4,9,13,17,34,-17,21
2016/17,26,14,H. Ashkelon,26,3,9,14,15,39,-24,18
