season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2021/22,1,1,Bnei Sakhnin,1,1,0,0,3,1,2,3
2021/22,1,2,H. Beer Sheva,1,1,0,0,2,0,2,3
2021/22,1,3,Hapoel Tel Aviv,1,1,0,0,2,1,1,3
2021/22,1,4,Kiryat Shmona,1,0,1,0,1,1,0,1
2021/22,1,5,M. Petah Tikva,1,0,1,0,1,1,0,1
2021/22,1,6,H. Jerusalem,1,0,1,0,0,0,0,1
2021/22,1,7,H. Nof HaGalil,1,0,1,0,0,0,0,1
2021/22,1,8,Hapoel Hadera,1,0,1,0,0,0,0,1
2021/22,1,9,Hapoel Haifa,1,0,1,0,0,0,0,1
2021/22,1,10,Maccabi Haifa,1,0,1,0,0,0,0,1
2021/22,1,11,Maccabi Netanya,1,0,1,0,0,0,0,1
2021/22,1,12,FC Ashdod,1,0,0,1,1,2,-1,0
2021/22,1,13,M. Tel Aviv,1,0,0,1,1,3,-2,0
2021/22,1,14,B. Jerusalem,1,0,0,1,0,2,-2,0
2021/22,2,1,Hapoel Tel Aviv,2,2,0,0,4,1,3,6
2021/22,2,2,H. Beer Sheva,2,1,1,0,4,2,2,4
2021/22,2,3,H. Nof HaGalil,2,1,1,0,3,1,2,4
2021/22,2,4,Hapoel Haifa,2,1,1,0,3,1,2,4
2021/22,2,5,Maccabi Haifa,2,1,1,0,2,1,1,4
2021/22,2,6,Bnei Sakhnin,2,1,0,1,4,3,1,3
2021/22,2,7,B. Jerusalem,2,1,0,1,3,2,1,3
2021/22,2,8,Hapoel Hadera,2,0,2,0,2,2,0,2
2021/22,2,9,M. Petah Tikva,2,0,2,0,2,2,0,2
2021/22,2,10,M. Tel Aviv,2,0,1,1,2,4,-2,1
2021/22,2,11,Kiryat Shmona,2,0,1,1,1,3,-2,1
2021/22,2,12,Maccabi Netanya,2,0,1,1,1,3,-2,1
2021/22,2,13,H. Jerusalem,2,0,1,1,0,3,-3,1
2021/22,2,14,FC Ashdod,2,0,0,2,2,5,-3,0
2021/22,3,1,H. Nof HaGalil,3,2,1,0,5,1,4,7
2021/22,3,2,Hapoel Tel Aviv,3,2,1,0,5,2,3,7
2021/22,3,3,Hapoel Haifa,3,2,1,0,4,1,3,7
2021/22,3,4,H. Beer Sheva,3,1,2,0,4,2,2,5
2021/22,3,5,B. Jerusalem,3,1,1,1,4,3,1,4
2021/22,3,6,Bnei Sakhnin,3,1,1,1,4,3,1,4
2021/22,3,7,Maccabi Haifa,3,1,1,1,3,3,0,4
2021/22,3,8,M. Tel Aviv,3,1,1,1,4,5,-1,4
2021/22,3,9,M. Petah Tikva,3,0,3,0,3,3,0,3
2021/22,3,10,Hapoel Hadera,3,0,3,0,2,2,0,3
2021/22,3,11,Maccabi Netanya,3,0,2,1,2,4,-2,2
2021/22,3,12,H. Jerusalem,3,0,2,1,0,3,-3,2
2021/22,3,13,Kiryat Shmona,3,0,1,2,1,4,-3,1
2021/22,3,14,FC Ashdod,3,0,0,3,2,7,-5,0
2021/22,4,1,Hapoel Haifa,4,3,1,0,6,1,5,10
2021/22,4,2,H. Beer Sheva,4,2,2,0,6,2,4,8
2021/22,4,3,H. Nof HaGalil,4,2,1,1,5,2,3,7
2021/22,4,4,Maccabi Haifa,4,2,1,1,5,3,2,7
2021/22,4,5,Hapoel Tel Aviv,4,2,1,1,5,4,1,7
2021/22,4,6,Hapoel Hadera,4,1,3,0,4,2,2,6
2021/22,4,7,Bnei Sakhnin,4,1,2,1,4,3,1,5
2021/22,4,8,B. Jerusalem,4,1,1,2,4,5,-1,4
2021/22,4,9,Kiryat Shmona,4,1,1,2,2,4,-2,4
2021/22,4,10,M. Tel Aviv,4,1,1,2,4,7,-3,4
2021/22,4,11,M. Petah Tikva,4,0,3,1,3,5,-2,3
2021/22,4,12,FC Ashdod,4,1,0,3,4,7,-3,3
2021/22,4,13,H. Jerusalem,4,0,3,1,0,3,-3,3
2021/22,4,14,Maccabi Netanya,4,0,2,2,2,6,-4,2
2021/22,5,1,H. Beer Sheva,5,3,2,0,8,3,5,11
2021/22,5,2,Hapoel Haifa,5,3,1,1,6,3,3,10
2021/22,5,3,Hapoel Hadera,5,2,3,0,6,3,3,9
2021/22,5,4,H. Nof HaGalil,5,2,2,1,7,4,3,8
