season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2022/23,1,1,M. Tel Aviv,1,1,0,0,5,0,5,3
2022/23,1,2,Maccabi Netanya,1,1,0,0,4,1,3,3
2022/23,1,3,Hapoel Haifa,1,1,0,0,2,0,2,3
2022/23,1,4,Kiryat Shmona,1,1,0,0,2,0,2,3
2022/23,1,5,FC Ashdod,1,1,0,0,2,1,1,3
2022/23,1,6,Maccabi Haifa,1,1,0,0,1,0,1,3
2022/23,1,7,H. Jerusalem,1,0,1,0,1,1,0,1
2022/23,1,8,Hapoel Hadera,1,0,1,0,1,1,0,1
2022/23,1,9,H. Beer Sheva,1,0,0,1,1,2,-1,0
2022/23,1,10,Bnei Sakhnin,1,0,0,1,0,1,-1,0
2022/23,1,11,Hapoel Tel Aviv,1,0,0,1,0,2,-2,0
2022/23,1,12,Sektzia Ness Ziona,1,0,0,1,0,2,-2,0
2022/23,1,13,B. Jerusalem,1,0,0,1,1,4,-3,0
2022/23,1,14,M. Bnei Reineh,1,0,0,1,0,5,-5,0
2022/23,2,1,M. Tel Aviv,2,2,0,0,11,0,11,6
2022/23,2,2,Maccabi Haifa,2,2,0,0,5,1,4,6
2022/23,2,3,FC Ashdod,2,2,0,0,3,1,2,6
2022/23,2,4,Hapoel Haifa,2,1,1,0,3,1,2,4
2022/23,2,5,Kiryat Shmona,2,1,1,0,3,1,2,4
2022/23,2,6,H. Beer Sheva,2,1,0,1,6,2,4,3
2022/23,2,7,Bnei Sakhnin,2,1,0,1,2,1,1,3
2022/23,2,8,Maccabi Netanya,2,1,0,1,5,5,0,3
2022/23,2,9,H. Jerusalem,2,0,2,0,2,2,0,2
2022/23,2,10,M. Bnei Reineh,2,0,1,1,1,6,-5,1
2022/23,2,11,Hapoel Hadera,2,0,1,1,1,7,-6,1
2022/23,2,12,Sektzia Ness Ziona,2,0,0,2,0,3,-3,0
2022/23,2,13,Hapoel Tel Aviv,2,0,0,2,0,4,-4,0
2022/23,2,14,B. Jerusalem,2,0,0,2,1,9,-8,0
2022/23,3,1,M. Tel Aviv,3,3,0,0,14,1,13,9
2022/23,3,2,Maccabi Haifa,3,3,0,0,7,2,5,9
2022/23,3,3,Bnei Sakhnin,3,2,0,1,4,2,2,6
2022/23,3,4,FC Ashdod,3,2,0,1,3,4,-1,6
2022/23,3,5,H. Jerusalem,3,1,2,0,5,2,3,5
2022/23,3,6,Hapoel Haifa,3,1,1,1,4,3,1,4
2022/23,3,7,Kiryat Shmona,3,1,1,1,4,4,0,4
2022/23,3,8,Hapoel Hadera,3,1,1,1,3,8,-5,4
2022/23,3,9,H. Beer Sheva,3,1,0,2,7,4,3,3
2022/23,3,10,Maccabi Netanya,3,1,0,2,5,7,-2,3
2022/23,3,11,Hapoel Tel Aviv,3,1,0,2,2,4,-2,3
2022/23,3,12,B. Jerusalem,3,1,0,2,4,9,-5,3
2022/23,3,13,M. Bnei Reineh,3,0,1,2,2,8,-6,1
2022/23,3,14,Sektzia Ness Ziona,3,0,0,3,0,6,-6,0
2022/23,4,1,Maccabi Haifa,4,4,0,0,10,3,7,12
2022/23,4,2,M. Tel Aviv,4,3,1,0,14,1,13,10
2022/23,4,3,H. Jerusalem,4,2,2,0,6,2,4,8
2022/23,4,4,Bnei Sakhnin,4,2,1,1,4,2,2,7
2022/23,4,5,FC Ashdod,4,2,1,1,3,4,-1,7
2022/23,4,6,H. Beer Sheva,4,2,0,2,10,6,4,6
2022/23,4,7,Hapoel Haifa,4,1,2,1,5,4,1,5
2022/23,4,8,Kiryat Shmona,4,1,2,1,5,5,0,5
2022/23,4,9,Hapoel Hadera,4,1,2,1,4,9,-5,5
2022/23,4,10,Maccabi Netanya,4,1,1,2,5,7,-2,4
2022/23,4,11,Hapoel Tel Aviv,4,1,0,3,4,7,-3,3
2022/23,4,12,B. Jerusalem,4,1,0,3,4,10,-6,3
2022/23,4,13,M. Bnei Reineh,4,0,2,2,3,9,-6,2
2022/23,4,14,Sektzia Ness Ziona,4,0,0,4,1,9,-8,0
2022/23,5,1,M. Tel Aviv,5,4,1,0,18,1,17,13
2022/23,5,2,Maccabi Haifa,5,4,0,1,10,6,4,12
2022/23,5,3,H. Jerusalem,5,3,2,0,9,2,7,11
2022/23,5,4,H. Beer Sheva,5,3,0,2,11,6,5,9
2022/23,5,5,FC Ashdod,5,2,2,1,4,5,-1,8
2022/23,5,6,Bnei Sakhnin,5,2,1,2,4,3,1,7
2022/23,5,7,Hapoel Haifa,5,1,3,1,5,4,1,6
2022/23,5,8,Kiryat Shmona,5,1,3,1,6,6,0,6
2022/23,5,9,Hapoel Hadera,5,1,3,1,5,10,-5,6
2022/23,5,10,Maccabi Netanya,5,1,2,2,5,7,-2,5
2022/23,5,11,Hapoel Tel Aviv,5,1,0,4,7,11,-4,3
2022/23,5,12,M. Bnei Reineh,5,0,3,2,4,10,-6,3
2022/23,5,13,Sektzia Ness Ziona,5,1,0,4,5,12,-7,3
2022/23,5,14,B. Jerusalem,5,1,0,4,4,14,-10,3
2022/23,6,1,Maccabi Haifa,6,5,0,1,12,6,6,15
2022/23,6,2,H. Jerusalem,6,4,2,0,12,3,9,14
2022/23,6,3,M. Tel Aviv,6,4,1,1,18,3,15,13
2022/23,6,4,H. Beer Sheva,6,4,0,2,13,7,6,12
2022/23,6,5,Bnei Sakhnin,6,3,1,2,6,3,3,10
2022/23,6,6,FC Ashdod,6,2,3,1,5,6,-1,9
2022/23,6,7,Hapoel Haifa,6,1,4,1,6,5,1,7
2022/23,6,8,Kiryat Shmona,6,1,4,1,7,7,0,7
2022/23,6,9,Hapoel Hadera,6,1,4,1,6,11,-5,7
2022/23,6,10,M. Bnei Reineh,6,1,3,2,7,12,-5,6
2022/23,6,11,Maccabi Netanya,6,1,2,3,6,9,-3,5
2022/23,6,12,Hapoel Tel Aviv,6,1,0,5,8,14,-6,3
