season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2023/24,16,6,M. Bnei Reineh,16,5,6,5,20,19,1,21
2023/24,16,7,Maccabi Netanya,16,6,3,7,22,22,0,21
2023/24,16,8,Bnei Sakhnin,16,4,9,3,18,20,-2,21
2023/24,16,9,Hapoel Tel Aviv,16,5,5,6,21,23,-2,20
2023/24,16,10,H. Jerusalem,16,4,4,8,15,21,-6,16
2023/24,16,11,M. Petah Tikva,16,4,3,9,20,35,-15,15
2023/24,16,12,H. Petah Tikva,16,3,5,8,13,23,-10,14
2023/24,16,13,Hapoel Hadera,16,4,2,10,11,29,-18,14
2023/24,16,14,FC Ashdod,16,2,4,10,11,27,-16,10
2023/24,17,1,M. Tel Aviv,17,13,3,1,38,14,24,42
2023/24,17,2,Maccabi Haifa,17,12,4,1,38,13,25,40
2023/24,17,3,Hapoel Haifa,17,10,3,4,24,19,5,33
2023/24,17,4,H. Beer Sheva,17,9,3,5,35,15,20,30
2023/24,17,5,M. Bnei Reineh,17,6,6,5,22,20,2,24
2023/24,17,6,Maccabi Netanya,17,7,3,7,24,23,1,24
2023/24,17,7,B. Jerusalem,17,6,4,7,26,24,2,22
2023/24,17,8,Bnei Sakhnin,17,4,9,4,18,23,-5,21
2023/24,17,9,Hapoel Tel Aviv,17,5,5,7,23,27,-4,20
2023/24,17,10,H. Jerusalem,17,4,4,9,16,23,-7,16
2023/24,17,11,M. Petah Tikva,17,4,3,10,21,37,-16,15
2023/24,17,12,H. Petah Tikva,17,3,5,9,13,25,-12,14
2023/24,17,13,Hapoel Hadera,17,4,2,11,11,31,-20,14
2023/24,17,14,FC Ashdod,17,3,4,10,13,28,-15,13
2023/24,18,1,Maccabi Haifa,18,13,4,1,42,13,29,43
2023/24,18,2,M. Tel Aviv,18,13,4,1,38,14,24,43
2023/24,18,3,Hapoel Haifa,18,10,4,4,24,19,5,34
2023/24,18,4,H. Beer Sheva,18,10,3,5,36,15,21,33
2023/24,18,5,B. Jerusalem,18,7,4,7,27,24,3,25
2023/24,18,6,M. Bnei Reineh,18,6,7,5,22,20,2,25
2023/24,18,7,Maccabi Netanya,18,7,3,8,24,27,-3,24
2023/24,18,8,Bnei Sakhnin,18,4,10,4,19,24,-5,22
2023/24,18,9,Hapoel Tel Aviv,18,5,5,8,23,28,-5,20
2023/24,18,10,H. Jerusalem,18,4,4,10,16,24,-8,16
2023/24,18,11,M. Petah Tikva,18,4,4,10,22,38,-16,16
2023/24,18,12,H. Petah Tikva,18,3,6,9,13,25,-12,15
2023/24,18,13,Hapoel Hadera,18,4,3,11,12,32,-20,15
2023/24,18,14,FC Ashdod,18,3,5,10,14,29,-15,14
2023/24,19,1,M. Tel Aviv,19,14,4,1,40,15,25,46
2023/24,19,2,Maccabi Haifa,19,13,4,2,43,15,28,43
2023/24,19,3,Hapoel Haifa,19,11,4,4,28,22,6,37
2023/24,19,4,H. Beer Sheva,19,11,3,5,38,16,22,36
2023/24,19,5,B. Jerusalem,19,7,5,7,29,26,3,26
2023/24,19,6,M. Bnei Reineh,19,6,7,6,22,21,1,25
2023/24,19,7,Bnei Sakhnin,19,5,10,4,20,24,-4,25
2023/24,19,8,Maccabi Netanya,19,7,3,9,24,28,-4,24
2023/24,19,9,Hapoel Tel Aviv,19,5,5,9,26,32,-6,20
2023/24,19,10,M. Petah Tikva,19,5,4,10,23,38,-15,19
2023/24,19,11,FC Ashdod,19,4,5,10,15,29,-14,17
2023/24,19,12,H. Jerusalem,19,4,4,11,17,26,-9,16
2023/24,19,13,H. Petah Tikva,19,3,7,9,15,27,-12,16
2023/24,19,14,Hapoel Hadera,19,4,3,12,12,33,-21,15
2023/24,20,1,Maccabi Haifa,20,14,4,2,45,15,30,46
2023/24,20,2,M. Tel Aviv,20,14,4,2,40,17,23,46
2023/24,20,3,Hapoel Haifa,20,12,4,4,30,22,8,40
2023/24,20,4,H. Beer Sheva,20,12,3,5,40,16,24,39
2023/24,20,5,M. Bnei Reineh,20,7,7,6,24,22,2,28
2023/24,20,6,B. Jerusalem,20,7,5,8,30,28,2,26
2023/24,20,7,Bnei Sakhnin,20,5,10,5,20,26,-6,25
2023/24,20,8,Maccabi Netanya,20,7,3,10,24,29,-5,24
2023/24,20,9,Hapoel Tel Aviv,20,6,5,9,29,33,-4,23
2023/24,20,10,M. Petah Tikva,20,6,4,10,24,38,-14,22
2023/24,20,11,H. Jerusalem,20,5,4,11,19,27,-8,19
2023/24,20,12,FC Ashdod,20,4,5,11,16,32,-16,17
2023/24,20,13,H. Petah Tikva,20,3,7,10,15,29,-14,16
2023/24,20,14,Hapoel Hadera,20,4,3,13,13,35,-22,15
2023/24,21,1,Maccabi Haifa,21,15,4,2,47,15,32,49
2023/24,21,2,M. Tel Aviv,21,14,5,2,41,18,23,47
2023/24,21,3,H. Beer Sheva,21,13,3,5,42,16,26,42
2023/24,21,4,Hapoel Haifa,21,12,4,5,32,25,7,40
2023/24,21,5,M. Bnei Reineh,21,7,7,7,24,23,1,28
2023/24,21,6,B. Jerusalem,21,7,5,9,30,30,0,26
2023/24,21,7,Bnei Sakhnin,21,5,11,5,21,27,-6,26
2023/24,21,8,M. Petah Tikva,21,7,4,10,25,38,-13,25
2023/24,21,9,Maccabi Netanya,21,7,3,11,24,31,-7,24
2023/24,21,10,Hapoel Tel Aviv,21,6,5,10,29,34,-5,23
2023/24,21,11,H. Jerusalem,21,6,4,11,22,29,-7,22
2023/24,21,12,FC Ashdod,21,5,5,11,18,32,-14,20
2023/24,21,13,Hapoel Hadera,21,5,3,13,14,35,-21,18
2023/24,21,14,H. Petah Tikva,21,3,7,11,15,31,-16,16
2023/24,22,1,Maccabi Haifa,22,15,5,2,48,16,32,50
2023/24,22,2,M. Tel Aviv,22,15,5,2,46,19,27,50
2023/24,22,3,H. Beer Sheva,22,13,4,5,43,17,26,43
2023/24,22,4,Hapoel Haifa,22,12,5,5,33,26,7,41
2023/24,22,5,M. Bnei Reineh,22,7,8,7,24,23,1,29
2023/24,22,6,Bnei Sakhnin,22,6,11,5,23,28,-5,29
2023/24,22,7,B. Jerusalem,22,7,5,10,31,32,-1,26
2023/24,22,8,M. Petah Tikva,22,7,5,10,26,39,-13,26
2023/24,22,9,Hapoel Tel Aviv,22,6,6,10,29,34,-5,24
2023/24,22,10,Maccabi Netanya,22,7,3,12,25,36,-11,24
2023/24,22,11,H. Jerusalem,22,6,5,11,23,30,-7,23
2023/24,22,12,FC Ashdod,22,5,6,11,19,33,-14,21
2023/24,22,13,Hapoel Hadera,22,6,3,13,16,35,-19,21
2023/24,22,14,H. Petah Tikva,22,3,7,12,15,33,-18,16
2023/24,23,1,Maccabi Haifa,23,16,5,2,53,16,37,53
2023/24,23,2,M. Tel Aviv,23,16,5,2,47,19,28,53
2023/24,23,3,H. Beer Sheva,23,13,4,6,43,18,25,43
2023/24,23,4,Hapoel Haifa,23,12,5,6,34,28,6,41
2023/24,23,5,Bnei Sakhnin,23,7,11,5,25,29,-4,32
2023/24,23,6,M. Bnei Reineh,23,7,9,7,25,24,1,30
2023/24,23,7,M. Petah Tikva,23,8,5,10,29,39,-10,29
2023/24,23,8,B. Jerusalem,23,7,6,10,31,32,-1,27
2023/24,23,9,Maccabi Netanya,23,7,4,12,25,36,-11,25
2023/24,23,10,H. Jerusalem,23,6,6,11,24,31,-7,24
2023/24,23,11,Hapoel Tel Aviv,23,6,6,11,29,37,-8,24
2023/24,23,12,Hapoel Hadera,23,6,4,13,17,36,-19,22
2023/24,23,13,FC Ashdod,23,5,6,12,19,38,-19,21
2023/24,23,14,H. Petah Tikva,23,3,8,12,16,34,-18,17
2023/24,24,1,Maccabi Haifa,24,17,5,2,54,16,38,56
2023/24,24,2,M. Tel Aviv,24,17,5,2,51,19,32,56
2023/24,24,3,H. Beer Sheva,24,14,4,6,44,18,26,46
2023/24,24,4,Hapoel Haifa,24,13,5,6,36,29,7,44
2023/24,24,5,Bnei Sakhnin,24,7,12,5,26,30,-4,33
2023/24,24,6,M. Bnei Reineh,24,7,9,8,25,25,0,30
2023/24,24,7,M. Petah Tikva,24,8,5,11,29,43,-14,29
2023/24,24,8,B. Jerusalem,24,7,6,11,31,33,-2,27
2023/24,24,9,H. Jerusalem,24,7,6,11,25,31,-6,27
2023/24,24,10,Hapoel Tel Aviv,24,6,7,11,29,37,-8,25
2023/24,24,11,Maccabi Netanya,24,7,4,13,26,38,-12,25
2023/24,24,12,FC Ashdod,24,5,7,12,20,39,-19,22
2023/24,24,13,Hapoel Hadera,24,6,4,14,17,37,-20,22
2023/24,24,14,H. Petah Tikva,24,3,9,12,16,34,-18,18
2023/24,25,1,M. Tel Aviv,25,18,5,2,52,19,33,59
2023/24,25,2,Maccabi Haifa,25,17,5,3,55,18,37,56
2023/24,25,3,Hapoel Haifa,25,14,5,6,37,29,8,47
2023/24,25,4,H. Beer Sheva,25,14,4,7,44,19,25,46
2023/24,25,5,M. Bnei Reineh,25,8,9,8,27,26,1,33
2023/24,25,6,Bnei Sakhnin,25,7,12,6,26,31,-5,33
2023/24,25,7,M. Petah Tikva,25,8,6,11,31,45,-14,30
2023/24,25,8,H. Jerusalem,25,7,7,11,25,31,-6,28
2023/24,25,9,Maccabi Netanya,25,8,4,13,28,38,-10,28
2023/24,25,10,B. Jerusalem,25,7,6,12,31,34,-3,27
2023/24,25,11,Hapoel Tel Aviv,25,6,8,11,29,37,-8,26
2023/24,25,12,Hapoel Hadera,25,7,4,14,18,37,-19,25
2023/24,25,13,FC Ashdod,25,5,7,13,20,41,-21,22
2023/24,25,14,H. Petah Tikva,25,3,10,12,18,36,-18,19
2023/24,26,1,M. Tel Aviv,26,19,5,2,55,20,35,62
2023/24,26,2,Maccabi Haifa,26,17,6,3,55,18,37,57
2023/24,26,3,H. Beer Sheva,26,15,4,7,45,19,26,49
2023/24,26,4,Hapoel Haifa,26,14,5,7,38,32,6,47
2023/24,26,5,M. Bnei Reineh,26,8,10,8,27,26,1,34
2023/24,26,6,Bnei Sakhnin,26,7,13,6,26,31,-5,34
2023/24,26,7,H. Jerusalem,26,8,7,11,28,33,-5,31
2023/24,26,8,B. Jerusalem,26,8,6,12,34,34,0,30
2023/24,26,9,M. Petah Tikva,26,8,6,12,31,48,-17,30
2023/24,26,10,Maccabi Netanya,26,8,4,14,29,41,-12,28
2023/24,26,11,Hapoel Hadera,26,8,4,14,21,38,-17,28
2023/24,26,12,Hapoel Tel Aviv,26,6,9,11,29,37,-8,27
2023/24,26,13,FC Ashdod,26,5,7,14,20,42,-22,22
2023/24,26,14,H. Petah Tikva,26,3,10,13,20,39,-19,19
