season,num_teams,has_kizzuz,Gini_regular,Gini_start_playoff,Gini_final,Delta_Gini_kizzuz,Delta_Gini_playoff,Delta_Gini_total,max_points_regular,min_points_regular,max_points_final,min_points_final,point_gap_regular,point_gap_final
2014/15,14,False,0.15500289184499705,0.15500289184499705,0.12039374053508323,0.0,-0.03460915130991382,-0.03460915130991382,56,22,56,23,34,33
2012/13,14,False,0.15120967741935476,0.15120967741935476,0.15447941888619865,0.0,0.0032697414668438896,0.0032697414668438896,59,24,67,25,35,42
2010/11,16,True,0.18540396341463405,0.1875,0.15459363957597172,0.0020960365853659457,-0.03290636042402828,-0.030810323838662335,70,12,50,12,58,38
2011/12,16,False,0.13562404287901986,0.13562404287901986,0.15715020576131677,0.0,0.021526162882296918,0.021526162882296918,66,27,66,27,39,39
2020/21,14,False,0.16039349871685205,0.16039349871685205,0.1575309240844045,0.0,-0.0028625746324475454,-0.0028625746324475454,59,22,79,23,37,56
2009/10,16,True,0.19786866359446997,0.1872614503816794,0.15887237762237771,-0.010607213212790567,-0.028389072759301692,-0.03899628597209226,77,20,52,20,57,32
2016/17,14,False,0.19208296815658787,0.19208296815658787,0.17377398720682313,0.0,-0.01830898094976474,-0.01830898094976474,59,18,59,18,41,41
2018/19,14,False,0.15861561119293088,0.15861561119293088,0.17921609076843747,0.0,0.02060047957550659,0.02060047957550659,66,21,66,22,45,44
2024/25,14,False,0.1951810664385516,0.1951810664385516,0.18429079816980165,0.0,-0.010890268268749947,-0.010890268268749947,60,20,62,22,40,40
2015/16,14,False,0.20510613884107864,0.20510613884107864,0.19039235412474853,0.0,-0.014713784716330114,-0.014713784716330114,64,11,64,12,53,52
2013/14,14,False,0.20485714285714285,0.20485714285714285,0.2020408163265306,0.0,-0.0028163265306122565,-0.0028163265306122565,66,20,66,20,46,46
2023/24,14,False,0.18904188181296622,0.18904188181296622,0.20973451327433623,0.0,0.020692631461370015,0.020692631461370015,62,19,76,19,43,57
2019/20,14,False,0.20887877063175875,0.20887877063175875,0.21328496372279204,0.0,0.004406193091033295,0.004406193091033295,64,16,73,16,48,57
2017/18,14,False,0.2311092101511263,0.2311092101511263,0.21530249110320288,0.0,-0.015806719047923412,-0.015806719047923412,57,14,62,17,43,45
2022/23,14,False,0.19941690962099123,0.19941690962099123,0.2153190390080082,0.0,0.01590212938701696,0.01590212938701696,62,17,84,17,45,67
2021/22,14,False,0.19825365015745788,0.19825365015745788,0.22704081632653073,0.0,0.028787166169072842,0.028787166169072842,59,20,78,20,39,58
