season,num_teams,has_kizzuz,Gini_regular,Gini_start_playoff,Gini_final,Delta_Gini_kizzuz,Delta_Gini_playoff,Delta_Gini_total,Gini_top_group_regular,Gini_top_group_final,Gini_bottom_group_regular,Gini_bottom_group_final,point_gap_regular,point_gap_final,max_points_regular,min_points_regular,max_points_final,min_points_final
2014/15,14,False,0.15500289184499705,0.15500289184499705,0.12039374053508323,0.0,-0.03460915130991382,-0.03460915130991382,0.0,0.0,0.07605633802816913,0.05174129353233825,34,33,56,22,56,23
2012/13,14,False,0.15120967741935476,0.15120967741935476,0.15447941888619865,0.0,0.0032697414668438896,0.0032697414668438896,0.05684754521963842,0.04444444444444451,0.030952380952380842,0.020270270270270174,35,42,59,24,67,25
2011/12,16,False,0.13562404287901986,0.13562404287901986,0.15715020576131677,0.0,0.021526162882296918,0.021526162882296918,0.03728813559322042,0.028965517241379413,0.04285714285714293,0.021739130434782705,39,39,66,27,66,27
2020/21,14,False,0.16039349871685205,0.16039349871685205,0.1575309240844045,0.0,-0.0028625746324475454,-0.0028625746324475454,0.0,0.0,0.07279693486590033,0.08539944903581254,37,56,59,22,79,23
2016/17,14,False,0.19208296815658787,0.19208296815658787,0.17377398720682313,0.0,-0.01830898094976474,-0.01830898094976474,0.006493506493506551,0.016129032258064502,0.025316455696202667,0.0181818181818183,41,41,59,18,59,18
2018/19,14,False,0.15861561119293088,0.15861561119293088,0.17921609076843747,0.0,0.02060047957550659,0.02060047957550659,0.06210191082802541,0.06127450980392157,0.08730158730158744,0.09433962264150941,45,44,66,21,66,22
2024/25,14,False,0.1951810664385516,0.1951810664385516,0.18429079816980165,0.0,-0.010890268268749947,-0.010890268268749947,0.058201058201058364,0.07127882599580726,0.06572769953051649,0.06734006734006748,40,40,60,20,62,22
2015/16,14,False,0.20510613884107864,0.20510613884107864,0.19039235412474853,0.0,-0.014713784716330114,-0.014713784716330114,0.013513513513513598,0.024752475247524774,0.15359999999999996,0.18095238095238098,53,52,64,11,64,12
2013/14,14,False,0.20485714285714285,0.20485714285714285,0.2020408163265306,0.0,-0.0028163265306122565,-0.0028163265306122565,0.027100271002710175,0.054166666666666696,0.09401709401709413,0.03300330033003318,46,46,66,20,66,20
2023/24,14,False,0.18904188181296622,0.18904188181296622,0.20973451327433623,0.0,0.020692631461370015,0.020692631461370015,0.11111111111111116,0.11481481481481493,0.008032128514056325,0.024691358024691468,43,57,62,19,76,19
2010/11,16,True,0.18540396341463405,0.1875,0.21229338842975198,0.0020960365853659457,0.024793388429751984,0.02688942501511793,0.10462555066079293,0.1071428571428572,0.0,0.0,58,39,70,12,45,6
2019/20,14,False,0.20887877063175875,0.20887877063175875,0.21328496372279204,0.0,0.004406193091033295,0.004406193091033295,0.10526315789473695,0.10317460317460325,0.08749999999999991,0.11688311688311681,48,57,64,16,73,16
2017/18,14,False,0.2311092101511263,0.2311092101511263,0.21530249110320288,0.0,-0.015806719047923412,-0.015806719047923412,0.05839416058394176,0.05128205128205132,0.15458937198067635,0.10884353741496611,43,45,57,14,62,17
2022/23,14,False,0.19941690962099123,0.19941690962099123,0.2153190390080082,0.0,0.01590212938701696,0.01590212938701696,0.1262626262626263,0.15116279069767447,0.02155172413793105,0.03523489932885915,45,67,62,17,84,17
2021/22,14,False,0.19825365015745788,0.19825365015745788,0.22704081632653073,0.0,0.028787166169072842,0.028787166169072842,0.09078212290502785,0.09716157205240172,0.045454545454545414,0.045454545454545414,39,58,59,20,78,20
2009/10,16,True,0.19786866359446997,0.19918224299065423,0.23153794037940378,0.0013135793961842612,0.03235569738874955,0.03366927678493381,0.11053540587219346,0.09523809523809534,0.06140350877192979,0.011111111111111072,57,38,77,20,48,10
