season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2010/11,2010,relegation,Beitar Jerusalem,Hapoel Ashkelon,0,1,-1,A,0,3
2010/11,2010,relegation,Beitar Jerusalem,Hapoel Petah Tikva,3,0,3,H,3,0
2010/11,2010,relegation,Beitar Jerusalem,Hapoel Ramat Gan,5,1,4,H,3,0
2010/11,2010,relegation,Bnei Sakhnin,Beitar Jerusalem,1,0,1,H,3,0
2010/11,2010,relegation,Bnei Sakhnin,F.C. Ashdod,1,0,1,H,3,0
2010/11,2010,relegation,F.C. Ashdod,Beitar Jerusalem,0,0,0,D,1,1
2010/11,2010,relegation,F.C. Ashdod,Hapoel Ashkelon,4,1,3,H,3,0
2010/11,2010,relegation,F.C. Ashdod,Hapoel Ramat Gan,1,0,1,H,3,0
2010/11,2010,relegation,Hapoel Ashkelon,Bnei Sakhnin,2,1,1,H,3,0
2010/11,2010,relegation,Hapoel Ashkelon,Hapoel Petah Tikva,0,3,-3,A,0,3
2010/11,2010,relegation,Hapoel Petah Tikva,Bnei Sakhnin,1,1,0,D,1,1
2010/11,2010,relegation,Hapoel Petah Tikva,F.C. Ashdod,1,1,0,D,1,1
2010/11,2010,relegation,Hapoel Petah Tikva,Hapoel Ramat Gan,1,2,-1,A,0,3
2010/11,2010,relegation,Hapoel Ramat Gan,Bnei Sakhnin,1,2,-1,A,0,3
2010/11,2010,relegation,Hapoel Ramat Gan,Hapoel Ashkelon,2,0,2,H,3,0
