season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2022/23,2022,,championship,Maccabi Haifa,Hapoel Be'er Sheva,1,0,1,H,3,0
2022/23,2022,34.0,championship,Maccabi Haifa,Maccabi Tel Aviv,3,1,2,H,3,0
2022/23,2022,36.0,championship,Maccabi Haifa,Hapoel Jerusalem,5,0,5,H,3,0
2022/23,2022,,championship,Maccabi Haifa,Maccabi Netanya,4,1,3,H,3,0
2022/23,2022,,championship,Maccabi Haifa,F.C. Ashdod,2,1,1,H,3,0
2022/23,2022,,championship,Hapoel Be'er Sheva,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,,championship,Hapoel Be'er Sheva,Hapoel Jerusalem,1,0,1,H,3,0
2022/23,2022,,championship,Hapoel Be'er Sheva,Maccabi Netanya,2,0,2,H,3,0
2022/23,2022,,championship,Hapoel Be'er Sheva,F.C. Ashdod,3,1,2,H,3,0
2022/23,2022,29.0,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2022/23,2022,,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,3,0,3,H,3,0
2022/23,2022,33.0,championship,Maccabi Tel Aviv,Hapoel Jerusalem,2,1,1,H,3,0
2022/23,2022,,championship,Maccabi Tel Aviv,Maccabi Netanya,2,0,2,H,3,0
2022/23,2022,,championship,Maccabi Tel Aviv,F.C. Ashdod,1,1,0,D,1,1
2022/23,2022,31.0,championship,Hapoel Jerusalem,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,,championship,Hapoel Jerusalem,Hapoel Be'er Sheva,1,2,-1,A,0,3
2022/23,2022,28.0,championship,Hapoel Jerusalem,Maccabi Tel Aviv,0,2,-2,A,0,3
2022/23,2022,,championship,Hapoel Jerusalem,Maccabi Netanya,1,4,-3,A,0,3
2022/23,2022,,championship,Hapoel Jerusalem,F.C. Ashdod,0,1,-1,A,0,3
2022/23,2022,,championship,Maccabi Netanya,Maccabi Haifa,1,5,-4,A,0,3
2022/23,2022,,championship,Maccabi Netanya,Hapoel Be'er Sheva,1,1,0,D,1,1
2022/23,2022,,championship,Maccabi Netanya,Maccabi Tel Aviv,0,0,0,D,1,1
2022/23,2022,,championship,Maccabi Netanya,Hapoel Jerusalem,0,2,-2,A,0,3
2022/23,2022,,championship,Maccabi Netanya,F.C. Ashdod,2,0,2,H,3,0
2022/23,2022,,championship,F.C. Ashdod,Maccabi Haifa,1,2,-1,A,0,3
2022/23,2022,,championship,F.C. Ashdod,Hapoel Be'er Sheva,0,1,-1,A,0,3
2022/23,2022,,championship,F.C. Ashdod,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,,championship,F.C. Ashdod,Hapoel Jerusalem,0,1,-1,A,0,3
2022/23,2022,,championship,F.C. Ashdod,Maccabi Netanya,3,2,1,H,3,0
