season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2019/20,2019,relegation,F.C. Ashdod,Hapoel Hadera,3,1,2,H,3,0
2019/20,2019,relegation,F.C. Ashdod,Hapoel Kfar Saba,2,3,-1,A,0,3
2019/20,2019,relegation,F.C. Ashdod,Hapoel Ra'anana,3,2,1,H,3,0
2019/20,2019,relegation,F.C. Ashdod,Ness Ziona,2,0,2,H,3,0
2019/20,2019,relegation,Bnei Yehuda,F.C. Ashdod,0,0,0,D,1,1
2019/20,2019,relegation,Bnei Yehuda,Hapoel Hadera,5,0,5,H,3,0
2019/20,2019,relegation,Bnei Yehuda,Hapoel Kfar Saba,0,0,0,D,1,1
2019/20,2019,relegation,Bnei Yehuda,Ironi Kiryat Shmona,2,0,2,H,3,0
2019/20,2019,relegation,Hapoel Hadera,Hapoel Kfar Saba,0,0,0,D,1,1
2019/20,2019,relegation,Hapoel Hadera,Hapoel Ra'anana,2,2,0,D,1,1
2019/20,2019,relegation,Hapoel Hadera,Maccabi Netanya,1,2,-1,A,0,3
2019/20,2019,relegation,Hapoel Hadera,Ness Ziona,2,2,0,D,1,1
2019/20,2019,relegation,Hapoel Kfar Saba,Hapoel Ra'anana,2,0,2,H,3,0
2019/20,2019,relegation,Hapoel Kfar Saba,Ironi Kiryat Shmona,0,0,0,D,1,1
2019/20,2019,relegation,Hapoel Kfar Saba,Ness Ziona,0,1,-1,A,0,3
2019/20,2019,relegation,Hapoel Ra'anana,Bnei Yehuda,0,4,-4,A,0,3
2019/20,2019,relegation,Hapoel Ra'anana,Ironi Kiryat Shmona,0,1,-1,A,0,3
2019/20,2019,relegation,Hapoel Ra'anana,Maccabi Netanya,2,4,-2,A,0,3
2019/20,2019,relegation,Ironi Kiryat Shmona,F.C. Ashdod,3,0,3,H,3,0
2019/20,2019,relegation,Ironi Kiryat Shmona,Hapoel Hadera,0,3,-3,A,0,3
2019/20,2019,relegation,Ironi Kiryat Shmona,Ness Ziona,1,0,1,H,3,0
2019/20,2019,relegation,Maccabi Netanya,F.C. Ashdod,2,5,-3,A,0,3
2019/20,2019,relegation,Maccabi Netanya,Bnei Yehuda,1,3,-2,A,0,3
2019/20,2019,relegation,Maccabi Netanya,Hapoel Kfar Saba,0,1,-1,A,0,3
2019/20,2019,relegation,Maccabi Netanya,Ironi Kiryat Shmona,3,1,2,H,3,0
2019/20,2019,relegation,Sektzia Ness Ziona,Bnei Yehuda,0,0,0,D,1,1
2019/20,2019,relegation,Sektzia Ness Ziona,Hapoel Ra'anana,2,1,1,H,3,0
2019/20,2019,relegation,Sektzia Ness Ziona,Maccabi Netanya,1,0,1,H,3,0
