,weekday_Monday,weekday_Tuesday,weekday_Wednesday,weekday_Thursday,weekday_Friday,weekday_Saturday,weekday_Sunday
total_goals,0.026251009426922534,-0.0036188072171017527,0.019633487093839743,-0.0016558428197662022,-0.008583533834730804,-0.01980209793575423,-0.0035645748679278247
goal_diff_abs,0.0193547523651863,0.026358785005140748,0.014058585606985844,-0.015512130033701367,-0.010445783356289958,-0.030895564258370815,0.010156904656385428
home_team_avg_attendance_proxy,0.1823835257009091,-0.012644607845879362,0.026010834842132714,-0.0048181626522684,0.004872146316518686,-0.18905529846412084,0.07842770051233741
capacity_utilization_proxy_pct,0.040313189172294345,0.0071956561606159085,0.012444360531682982,-0.027812106296735705,-0.022985727627471295,-0.08057076920668972,0.0683836948039854
round_verified,-0.027032745966996043,-0.029609409142452307,-0.03007529039877239,-0.009047024963348943,0.021023279894667526,0.07160647567332104,-0.042064058958213406
