season,season_year,round_verified,round_matches,round_days,first_date,last_date,round_span_days,round_weekend_share_pct
2019/20,2019,6,7,3,2019-10-05,2019-10-07,2,42.857142857142854
2019/20,2019,7,7,2,2019-10-19,2019-10-21,2,57.14285714285714
2019/20,2019,8,7,3,2019-10-26,2019-10-28,2,57.14285714285714
2019/20,2019,9,7,3,2019-11-02,2019-11-04,2,57.14285714285714
2019/20,2019,10,7,2,2019-11-09,2019-11-10,1,57.14285714285714
2019/20,2019,11,7,2,2019-11-30,2019-12-01,1,71.42857142857143
2019/20,2019,12,7,2,2019-12-03,2019-12-04,1,0.0
2019/20,2019,13,7,3,2019-12-07,2019-12-09,2,57.14285714285714
2019/20,2019,14,7,3,2019-12-14,2019-12-16,2,57.14285714285714
2019/20,2019,15,7,2,2019-12-24,2019-12-25,1,0.0
2019/20,2019,16,7,3,2019-12-28,2019-12-30,2,57.14285714285714
2019/20,2019,17,7,3,2020-01-04,2020-01-06,2,42.857142857142854
2019/20,2019,18,7,3,2020-01-11,2020-01-13,2,57.14285714285714
2019/20,2019,19,7,3,2020-01-18,2020-01-20,2,42.857142857142854
2019/20,2019,20,7,3,2020-01-25,2020-01-27,2,57.14285714285714
2019/20,2019,21,7,3,2020-01-29,2020-02-02,4,57.14285714285714
2019/20,2019,22,7,3,2020-02-03,2020-02-05,2,0.0
2019/20,2019,23,7,3,2020-02-08,2020-02-10,2,57.14285714285714
2019/20,2019,24,7,3,2020-02-15,2020-02-17,2,57.14285714285714
2019/20,2019,25,7,3,2020-02-22,2020-02-24,2,57.14285714285714
2019/20,2019,26,7,2,2020-02-29,2020-03-01,1,57.14285714285714
2020/21,2020,1,7,2,2020-08-29,2020-08-30,1,42.857142857142854
2020/21,2020,2,7,4,2020-09-12,2020-11-04,53,42.857142857142854
2020/21,2020,3,7,5,2020-09-21,2020-12-17,87,0.0
2020/21,2020,4,7,3,2020-10-31,2020-11-02,2,57.14285714285714
2020/21,2020,5,7,3,2020-10-25,2020-11-25,31,0.0
2020/21,2020,6,7,3,2020-11-07,2020-11-09,2,42.857142857142854
2020/21,2020,7,7,2,2020-11-21,2020-11-22,1,71.42857142857143
2020/21,2020,8,7,3,2020-11-28,2020-11-30,2,42.857142857142854
2020/21,2020,9,7,3,2020-12-05,2020-12-07,2,57.14285714285714
2020/21,2020,10,7,4,2020-12-12,2021-02-18,68,42.857142857142854
2020/21,2020,11,7,3,2020-12-19,2020-12-21,2,57.14285714285714
2020/21,2020,12,7,3,2020-12-22,2020-12-24,2,0.0
2020/21,2020,13,7,3,2020-12-26,2020-12-28,2,28.57142857142857
2020/21,2020,14,7,4,2021-01-02,2021-02-18,47,57.14285714285714
2020/21,2020,15,7,3,2021-01-05,2021-01-07,2,0.0
2020/21,2020,16,7,3,2021-01-23,2021-01-25,2,71.42857142857143
2020/21,2020,17,7,3,2021-01-26,2021-01-28,2,0.0
2020/21,2020,18,7,4,2021-01-30,2021-02-24,25,14.285714285714285
2020/21,2020,19,7,4,2021-02-06,2021-03-11,33,57.14285714285714
2020/21,2020,20,7,4,2021-02-09,2021-02-24,15,0.0
2020/21,2020,21,7,3,2021-02-13,2021-02-15,2,42.857142857142854
2020/21,2020,22,7,3,2021-02-27,2021-03-01,2,71.42857142857143
2020/21,2020,23,7,3,2021-03-02,2021-03-04,2,0.0
2020/21,2020,24,7,3,2021-03-06,2021-03-08,2,28.57142857142857
2020/21,2020,25,7,2,2021-03-13,2021-03-14,1,57.14285714285714
2020/21,2020,26,7,2,2021-03-20,2021-03-22,2,85.71428571428571
2021/22,2021,1,7,3,2021-08-28,2021-08-30,2,42.857142857142854
2021/22,2021,2,7,3,2021-09-11,2021-09-13,2,57.14285714285714
2021/22,2021,3,7,2,2021-09-18,2021-09-19,1,57.14285714285714
2021/22,2021,4,7,2,2021-09-25,2021-09-26,1,57.14285714285714
2021/22,2021,5,7,2,2021-10-02,2021-10-03,1,57.14285714285714
2021/22,2021,6,7,3,2021-10-16,2021-10-18,2,57.14285714285714
2021/22,2021,7,7,3,2021-10-23,2021-10-25,2,57.14285714285714
2021/22,2021,8,7,3,2021-10-30,2021-11-01,2,57.14285714285714
2021/22,2021,9,7,2,2021-11-06,2021-11-07,1,57.14285714285714
2021/22,2021,10,7,2,2021-11-27,2021-11-28,1,71.42857142857143
2021/22,2021,11,7,3,2021-11-30,2021-12-02,2,0.0
2021/22,2021,12,7,3,2021-12-04,2021-12-06,2,42.857142857142854
2021/22,2021,13,7,3,2021-12-11,2021-12-13,2,57.14285714285714
2021/22,2021,14,7,2,2021-12-21,2021-12-22,1,0.0
2021/22,2021,15,7,3,2021-12-25,2021-12-27,2,57.14285714285714
2021/22,2021,16,7,3,2022-01-01,2022-01-03,2,57.14285714285714
2021/22,2021,17,7,3,2022-01-08,2022-01-10,2,57.14285714285714
2021/22,2021,18,7,3,2022-01-15,2022-01-17,2,42.857142857142854
2021/22,2021,19,7,3,2022-01-22,2022-01-24,2,57.14285714285714
2021/22,2021,20,7,3,2022-01-29,2022-01-31,2,57.14285714285714
2021/22,2021,21,7,3,2022-02-05,2022-02-07,2,57.14285714285714
2021/22,2021,22,7,3,2022-02-12,2022-02-14,2,57.14285714285714
2021/22,2021,23,7,3,2022-02-19,2022-02-21,2,57.14285714285714
2021/22,2021,24,7,3,2022-02-26,2022-02-28,2,57.14285714285714
2021/22,2021,25,7,3,2022-03-05,2022-03-07,2,57.14285714285714
2021/22,2021,26,7,3,2022-03-12,2022-03-14,2,57.14285714285714
2022/23,2022,1,7,5,2022-08-20,2022-08-31,11,42.857142857142854
2022/23,2022,2,7,3,2022-08-27,2022-08-29,2,57.14285714285714
2022/23,2022,3,7,3,2022-09-03,2022-09-05,2,57.14285714285714
2022/23,2022,4,7,3,2022-09-10,2022-09-12,2,57.14285714285714
2022/23,2022,5,7,2,2022-09-17,2022-09-18,1,57.14285714285714
2022/23,2022,6,7,3,2022-10-01,2022-10-03,2,57.14285714285714
2022/23,2022,7,7,2,2022-10-08,2022-10-10,2,57.14285714285714
2022/23,2022,8,7,2,2022-10-15,2022-10-17,2,57.14285714285714
2022/23,2022,9,7,3,2022-10-22,2022-10-24,2,57.14285714285714
2022/23,2022,10,7,3,2022-10-29,2022-10-31,2,71.42857142857143
2022/23,2022,11,7,2,2022-11-05,2022-11-06,1,71.42857142857143
2022/23,2022,12,7,2,2022-11-08,2022-11-09,1,0.0
2022/23,2022,13,7,3,2022-11-12,2022-11-14,2,42.857142857142854
2022/23,2022,14,7,2,2022-12-17,2022-12-19,2,57.14285714285714
2022/23,2022,15,7,3,2022-12-24,2022-12-26,2,71.42857142857143
2022/23,2022,16,7,2,2022-12-31,2023-01-01,1,71.42857142857143
2022/23,2022,17,7,3,2023-01-07,2023-01-09,2,57.14285714285714
2022/23,2022,18,7,4,2023-01-14,2023-02-08,25,57.14285714285714
2022/23,2022,19,7,3,2023-01-21,2023-01-23,2,71.42857142857143
2022/23,2022,20,7,3,2023-01-28,2023-01-30,2,71.42857142857143
2022/23,2022,21,7,3,2023-02-04,2023-02-08,4,71.42857142857143
2022/23,2022,22,7,3,2023-02-11,2023-02-13,2,71.42857142857143
2022/23,2022,23,7,3,2023-02-18,2023-02-20,2,71.42857142857143
2022/23,2022,24,7,3,2023-02-25,2023-02-27,2,71.42857142857143
2022/23,2022,25,7,3,2023-03-04,2023-03-06,2,71.42857142857143
2022/23,2022,26,7,3,2023-03-11,2023-03-13,2,71.42857142857143
2023/24,2023,1,7,4,2023-08-26,2023-11-25,91,71.42857142857143
2023/24,2023,2,7,3,2023-09-02,2023-09-04,2,57.14285714285714
2023/24,2023,3,7,2,2023-09-17,2023-09-18,1,0.0
2023/24,2023,4,7,3,2023-09-23,2023-09-27,4,71.42857142857143
2023/24,2023,5,7,3,2023-09-30,2023-10-02,2,71.42857142857143
2023/24,2023,6,7,2,2023-12-02,2023-12-03,1,71.42857142857143
2023/24,2023,7,7,3,2023-12-05,2024-01-10,36,0.0
2023/24,2023,8,7,3,2023-12-09,2023-12-11,2,42.857142857142854
2023/24,2023,9,7,2,2023-12-16,2023-12-17,1,71.42857142857143
2023/24,2023,10,7,2,2023-12-19,2023-12-20,1,0.0
2023/24,2023,11,7,2,2023-12-23,2023-12-24,1,71.42857142857143
2023/24,2023,12,7,2,2023-12-26,2023-12-27,1,0.0
2023/24,2023,13,7,2,2023-12-30,2023-12-31,1,57.14285714285714
2023/24,2023,14,7,3,2024-01-02,2024-01-04,2,0.0
2023/24,2023,15,7,3,2024-01-06,2024-01-08,2,42.857142857142854
2023/24,2023,16,7,2,2024-01-13,2024-01-14,1,71.42857142857143
2023/24,2023,17,7,2,2024-01-16,2024-01-17,1,0.0
2023/24,2023,18,7,3,2024-01-20,2024-01-22,2,42.857142857142854
2023/24,2023,19,7,2,2024-01-30,2024-01-31,1,0.0
2023/24,2023,20,7,3,2024-02-03,2024-02-05,2,57.14285714285714
2023/24,2023,21,7,3,2024-02-10,2024-02-12,2,71.42857142857143
2023/24,2023,22,7,3,2024-02-17,2024-02-19,2,71.42857142857143
2023/24,2023,23,7,3,2024-02-24,2024-02-26,2,71.42857142857143
2023/24,2023,24,7,3,2024-03-02,2024-03-04,2,57.14285714285714
2023/24,2023,25,7,3,2024-03-09,2024-03-11,2,57.14285714285714
2023/24,2023,26,7,2,2024-03-16,2024-03-17,1,71.42857142857143
2024/25,2024,1,7,4,2024-08-24,2024-09-18,25,57.14285714285714
2024/25,2024,2,7,2,2024-08-31,2024-09-01,1,71.42857142857143
2024/25,2024,3,7,3,2024-09-14,2024-09-16,2,71.42857142857143
2024/25,2024,4,7,3,2024-09-21,2024-10-22,31,71.42857142857143
2024/25,2024,5,7,3,2024-09-28,2024-09-30,2,42.857142857142854
2024/25,2024,6,7,2,2024-10-05,2024-10-06,1,71.42857142857143
2024/25,2024,7,7,3,2024-10-19,2024-11-05,17,57.14285714285714
2024/25,2024,8,7,2,2024-10-26,2024-10-28,2,57.14285714285714
2024/25,2024,9,7,3,2024-11-02,2024-11-04,2,71.42857142857143
2024/25,2024,10,7,3,2024-11-08,2024-11-10,2,71.42857142857143
2024/25,2024,11,7,4,2024-11-29,2024-12-02,3,71.42857142857143
2024/25,2024,12,7,3,2024-12-03,2024-12-05,2,0.0
2024/25,2024,13,7,3,2024-12-07,2024-12-09,2,28.57142857142857
2024/25,2024,14,7,3,2024-12-14,2024-12-16,2,71.42857142857143
2024/25,2024,15,7,3,2024-12-21,2024-12-23,2,71.42857142857143
2024/25,2024,16,7,3,2024-12-31,2025-01-02,2,0.0
2024/25,2024,17,7,3,2025-01-04,2025-01-06,2,57.14285714285714
2024/25,2024,18,7,2,2025-01-11,2025-01-12,1,71.42857142857143
2024/25,2024,19,7,3,2025-01-18,2025-01-20,2,57.14285714285714
2024/25,2024,20,7,3,2025-01-25,2025-01-27,2,71.42857142857143
2024/25,2024,21,7,3,2025-02-01,2025-02-03,2,71.42857142857143
2024/25,2024,22,7,3,2025-02-08,2025-02-10,2,71.42857142857143
2024/25,2024,23,7,3,2025-02-15,2025-02-17,2,71.42857142857143
2024/25,2024,24,7,4,2025-02-21,2025-02-24,3,71.42857142857143
2024/25,2024,25,7,3,2025-03-01,2025-03-03,2,57.14285714285714
2024/25,2024,26,7,3,2025-03-08,2025-03-10,2,57.14285714285714
2025/26,2025,1,7,4,2025-08-23,2025-09-16,24,57.14285714285714
2025/26,2025,2,7,2,2025-08-30,2025-08-31,1,71.42857142857143
2025/26,2025,3,7,3,2025-09-13,2025-09-15,2,57.14285714285714
2025/26,2025,4,7,2,2025-09-20,2025-09-21,1,71.42857142857143
2025/26,2025,5,7,3,2025-09-27,2025-09-29,2,71.42857142857143
2025/26,2025,6,7,2,2025-10-04,2025-10-05,1,71.42857142857143
2025/26,2025,7,6,2,2025-10-18,2025-10-20,2,83.33333333333334
2025/26,2025,8,7,3,2025-10-25,2025-10-27,2,71.42857142857143
2025/26,2025,9,7,3,2025-11-01,2025-11-03,2,71.42857142857143
2025/26,2025,10,7,2,2025-11-08,2025-11-09,1,71.42857142857143
2025/26,2025,11,5,1,2025-11-29,2025-11-29,0,100.0
