season,stage,segment_label,team,prev_rank,new_rank
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),B. Jerusalem,2,3
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Bnei Yehuda,8,7
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),H. Kfar Saba,7,8
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Hadera,3,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Haifa,4,5
2020/21,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Tel Aviv,5,2
2020/21,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,B. Jerusalem,3,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Hapoel Hadera,4,5
2020/21,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Hapoel Haifa,5,2
2020/21,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Hapoel Tel Aviv,2,3
2020/21,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,B. Jerusalem,4,5
2020/21,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Hapoel Hadera,5,2
2020/21,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Hapoel Haifa,2,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Hapoel Tel Aviv,3,1
2020/21,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Maccabi Netanya,1,3
2020/21,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Hapoel Hadera,2,1
2020/21,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Hapoel Haifa,4,2
2020/21,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Hapoel Tel Aviv,1,3
2020/21,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Maccabi Netanya,3,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 31 vs after mini-league round 30,Hapoel Haifa,2,3
2020/21,relegation_playoff,relegation playoff: after mini-league round 31 vs after mini-league round 30,Hapoel Tel Aviv,3,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 31 vs after mini-league round 30,Maccabi Netanya,4,2
2020/21,relegation_playoff,relegation playoff: after mini-league round 32 vs after mini-league round 31,B. Jerusalem,5,6
2020/21,relegation_playoff,relegation playoff: after mini-league round 32 vs after mini-league round 31,Bnei Sakhnin,6,7
2020/21,relegation_playoff,relegation playoff: after mini-league round 32 vs after mini-league round 31,Bnei Yehuda,7,5
2020/21,relegation_playoff,relegation playoff: after mini-league round 33 vs after mini-league round 32,Hapoel Haifa,3,4
2020/21,relegation_playoff,relegation playoff: after mini-league round 33 vs after mini-league round 32,Hapoel Tel Aviv,4,3
2021/22,regular,Regular: after round 2 vs after round 1,B. Jerusalem,14,7
2021/22,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,1,6
2021/22,regular,Regular: after round 2 vs after round 1,FC Ashdod,12,14
2021/22,regular,Regular: after round 2 vs after round 1,H. Jerusalem,6,13
2021/22,regular,Regular: after round 2 vs after round 1,H. Nof HaGalil,7,3
2021/22,regular,Regular: after round 2 vs after round 1,Hapoel Haifa,9,4
2021/22,regular,Regular: after round 2 vs after round 1,Hapoel Tel Aviv,3,1
2021/22,regular,Regular: after round 2 vs after round 1,Kiryat Shmona,4,11
2021/22,regular,Regular: after round 2 vs after round 1,M. Petah Tikva,5,9
2021/22,regular,Regular: after round 2 vs after round 1,M. Tel Aviv,13,10
2021/22,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,10,5
2021/22,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,11,12
2021/22,regular,Regular: after round 3 vs after round 2,B. Jerusalem,7,5
2021/22,regular,Regular: after round 3 vs after round 2,H. Beer Sheva,2,4
2021/22,regular,Regular: after round 3 vs after round 2,H. Jerusalem,13,12
2021/22,regular,Regular: after round 3 vs after round 2,H. Nof HaGalil,3,1
2021/22,regular,Regular: after round 3 vs after round 2,Hapoel Hadera,8,10
2021/22,regular,Regular: after round 3 vs after round 2,Hapoel Haifa,4,3
2021/22,regular,Regular: after round 3 vs after round 2,Hapoel Tel Aviv,1,2
2021/22,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,11,13
2021/22,regular,Regular: after round 3 vs after round 2,M. Tel Aviv,10,8
2021/22,regular,Regular: after round 3 vs after round 2,Maccabi Haifa,5,7
2021/22,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,12,11
2021/22,regular,Regular: after round 4 vs after round 3,B. Jerusalem,5,8
2021/22,regular,Regular: after round 4 vs after round 3,Bnei Sakhnin,6,7
2021/22,regular,Regular: after round 4 vs after round 3,FC Ashdod,14,12
2021/22,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,4,2
2021/22,regular,Regular: after round 4 vs after round 3,H. Jerusalem,12,13
2021/22,regular,Regular: after round 4 vs after round 3,H. Nof HaGalil,1,3
2021/22,regular,Regular: after round 4 vs after round 3,Hapoel Hadera,10,6
2021/22,regular,Regular: after round 4 vs after round 3,Hapoel Haifa,3,1
2021/22,regular,Regular: after round 4 vs after round 3,Hapoel Tel Aviv,2,5
2021/22,regular,Regular: after round 4 vs after round 3,Kiryat Shmona,13,9
2021/22,regular,Regular: after round 4 vs after round 3,M. Petah Tikva,9,11
2021/22,regular,Regular: after round 4 vs after round 3,M. Tel Aviv,8,10
2021/22,regular,Regular: after round 4 vs after round 3,Maccabi Haifa,7,4
2021/22,regular,Regular: after round 4 vs after round 3,Maccabi Netanya,11,14
2021/22,regular,Regular: after round 5 vs after round 4,B. Jerusalem,8,9
2021/22,regular,Regular: after round 5 vs after round 4,Bnei Sakhnin,7,10
2021/22,regular,Regular: after round 5 vs after round 4,FC Ashdod,12,13
2021/22,regular,Regular: after round 5 vs after round 4,H. Beer Sheva,2,1
2021/22,regular,Regular: after round 5 vs after round 4,H. Jerusalem,13,14
2021/22,regular,Regular: after round 5 vs after round 4,H. Nof HaGalil,3,4
2021/22,regular,Regular: after round 5 vs after round 4,Hapoel Hadera,6,3
2021/22,regular,Regular: after round 5 vs after round 4,Hapoel Haifa,1,2
2021/22,regular,Regular: after round 5 vs after round 4,Kiryat Shmona,9,12
2021/22,regular,Regular: after round 5 vs after round 4,M. Petah Tikva,11,8
2021/22,regular,Regular: after round 5 vs after round 4,M. Tel Aviv,10,7
2021/22,regular,Regular: after round 5 vs after round 4,Maccabi Haifa,4,6
2021/22,regular,Regular: after round 5 vs after round 4,Maccabi Netanya,14,11
2021/22,regular,Regular: after round 6 vs after round 5,B. Jerusalem,9,11
2021/22,regular,Regular: after round 6 vs after round 5,Bnei Sakhnin,10,8
2021/22,regular,Regular: after round 6 vs after round 5,H. Nof HaGalil,4,6
2021/22,regular,Regular: after round 6 vs after round 5,Hapoel Tel Aviv,5,4
2021/22,regular,Regular: after round 6 vs after round 5,M. Petah Tikva,8,10
2021/22,regular,Regular: after round 6 vs after round 5,M. Tel Aviv,7,9
2021/22,regular,Regular: after round 6 vs after round 5,Maccabi Haifa,6,5
2021/22,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,11,7
2021/22,regular,Regular: after round 7 vs after round 6,B. Jerusalem,11,8
2021/22,regular,Regular: after round 7 vs after round 6,Bnei Sakhnin,8,11
2021/22,regular,Regular: after round 7 vs after round 6,H. Nof HaGalil,6,10
2021/22,regular,Regular: after round 7 vs after round 6,Hapoel Hadera,3,5
2021/22,regular,Regular: after round 7 vs after round 6,Hapoel Haifa,2,4
2021/22,regular,Regular: after round 7 vs after round 6,Hapoel Tel Aviv,4,2
2021/22,regular,Regular: after round 7 vs after round 6,Kiryat Shmona,12,7
2021/22,regular,Regular: after round 7 vs after round 6,M. Petah Tikva,10,6
2021/22,regular,Regular: after round 7 vs after round 6,M. Tel Aviv,9,12
2021/22,regular,Regular: after round 7 vs after round 6,Maccabi Haifa,5,3
2021/22,regular,Regular: after round 7 vs after round 6,Maccabi Netanya,7,9
2021/22,regular,Regular: after round 8 vs after round 7,B. Jerusalem,8,11
2021/22,regular,Regular: after round 8 vs after round 7,Bnei Sakhnin,11,6
2021/22,regular,Regular: after round 8 vs after round 7,H. Nof HaGalil,10,7
2021/22,regular,Regular: after round 8 vs after round 7,Hapoel Haifa,4,2
2021/22,regular,Regular: after round 8 vs after round 7,Hapoel Tel Aviv,2,4
2021/22,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,7,12
2021/22,regular,Regular: after round 8 vs after round 7,M. Petah Tikva,6,9
2021/22,regular,Regular: after round 8 vs after round 7,M. Tel Aviv,12,8
2021/22,regular,Regular: after round 8 vs after round 7,Maccabi Netanya,9,10
2021/22,regular,Regular: after round 9 vs after round 8,B. Jerusalem,11,8
2021/22,regular,Regular: after round 9 vs after round 8,H. Jerusalem,14,12
2021/22,regular,Regular: after round 9 vs after round 8,Hapoel Haifa,2,3
2021/22,regular,Regular: after round 9 vs after round 8,Kiryat Shmona,12,14
2021/22,regular,Regular: after round 9 vs after round 8,M. Petah Tikva,9,10
2021/22,regular,Regular: after round 9 vs after round 8,M. Tel Aviv,8,9
2021/22,regular,Regular: after round 9 vs after round 8,Maccabi Haifa,3,2
2021/22,regular,Regular: after round 9 vs after round 8,Maccabi Netanya,10,11
2021/22,regular,Regular: after round 10 vs after round 9,Bnei Sakhnin,6,4
2021/22,regular,Regular: after round 10 vs after round 9,FC Ashdod,13,11
2021/22,regular,Regular: after round 10 vs after round 9,H. Jerusalem,12,13
2021/22,regular,Regular: after round 10 vs after round 9,H. Nof HaGalil,7,10
2021/22,regular,Regular: after round 10 vs after round 9,Hapoel Hadera,5,7
2021/22,regular,Regular: after round 10 vs after round 9,Hapoel Tel Aviv,4,5
2021/22,regular,Regular: after round 10 vs after round 9,M. Petah Tikva,10,12
2021/22,regular,Regular: after round 10 vs after round 9,M. Tel Aviv,9,6
2021/22,regular,Regular: after round 10 vs after round 9,Maccabi Netanya,11,9
2021/22,regular,Regular: after round 11 vs after round 10,B. Jerusalem,8,10
2021/22,regular,Regular: after round 11 vs after round 10,Bnei Sakhnin,4,3
2021/22,regular,Regular: after round 11 vs after round 10,FC Ashdod,11,8
2021/22,regular,Regular: after round 11 vs after round 10,H. Jerusalem,13,14
2021/22,regular,Regular: after round 11 vs after round 10,H. Nof HaGalil,10,9
2021/22,regular,Regular: after round 11 vs after round 10,Hapoel Haifa,3,4
2021/22,regular,Regular: after round 11 vs after round 10,Kiryat Shmona,14,12
2021/22,regular,Regular: after round 11 vs after round 10,M. Petah Tikva,12,13
2021/22,regular,Regular: after round 11 vs after round 10,Maccabi Netanya,9,11
2021/22,regular,Regular: after round 12 vs after round 11,B. Jerusalem,10,11
2021/22,regular,Regular: after round 12 vs after round 11,FC Ashdod,8,7
2021/22,regular,Regular: after round 12 vs after round 11,H. Nof HaGalil,9,10
2021/22,regular,Regular: after round 12 vs after round 11,Hapoel Hadera,7,5
2021/22,regular,Regular: after round 12 vs after round 11,Hapoel Haifa,4,6
2021/22,regular,Regular: after round 12 vs after round 11,Hapoel Tel Aviv,5,8
2021/22,regular,Regular: after round 12 vs after round 11,Kiryat Shmona,12,9
2021/22,regular,Regular: after round 12 vs after round 11,M. Tel Aviv,6,4
2021/22,regular,Regular: after round 12 vs after round 11,Maccabi Netanya,11,12
2021/22,regular,Regular: after round 13 vs after round 12,B. Jerusalem,11,12
2021/22,regular,Regular: after round 13 vs after round 12,FC Ashdod,7,8
2021/22,regular,Regular: after round 13 vs after round 12,H. Jerusalem,14,13
2021/22,regular,Regular: after round 13 vs after round 12,H. Nof HaGalil,10,11
2021/22,regular,Regular: after round 13 vs after round 12,Hapoel Hadera,5,6
2021/22,regular,Regular: after round 13 vs after round 12,Hapoel Haifa,6,5
2021/22,regular,Regular: after round 13 vs after round 12,Hapoel Tel Aviv,8,7
2021/22,regular,Regular: after round 13 vs after round 12,M. Petah Tikva,13,14
2021/22,regular,Regular: after round 13 vs after round 12,Maccabi Netanya,12,10
2021/22,regular,Regular: after round 14 vs after round 13,B. Jerusalem,12,13
2021/22,regular,Regular: after round 14 vs after round 13,FC Ashdod,8,9
2021/22,regular,Regular: after round 14 vs after round 13,H. Jerusalem,13,11
2021/22,regular,Regular: after round 14 vs after round 13,H. Nof HaGalil,11,12
2021/22,regular,Regular: after round 14 vs after round 13,Hapoel Hadera,6,8
2021/22,regular,Regular: after round 14 vs after round 13,Hapoel Haifa,5,7
2021/22,regular,Regular: after round 14 vs after round 13,Hapoel Tel Aviv,7,5
2021/22,regular,Regular: after round 14 vs after round 13,Kiryat Shmona,9,6
2021/22,regular,Regular: after round 15 vs after round 14,B. Jerusalem,13,11
2021/22,regular,Regular: after round 15 vs after round 14,Bnei Sakhnin,3,5
2021/22,regular,Regular: after round 15 vs after round 14,FC Ashdod,9,10
2021/22,regular,Regular: after round 15 vs after round 14,H. Jerusalem,11,12
2021/22,regular,Regular: after round 15 vs after round 14,H. Nof HaGalil,12,13
2021/22,regular,Regular: after round 15 vs after round 14,Hapoel Hadera,8,9
2021/22,regular,Regular: after round 15 vs after round 14,Hapoel Haifa,7,6
2021/22,regular,Regular: after round 15 vs after round 14,Hapoel Tel Aviv,5,4
2021/22,regular,Regular: after round 15 vs after round 14,Kiryat Shmona,6,7
2021/22,regular,Regular: after round 15 vs after round 14,M. Tel Aviv,4,3
2021/22,regular,Regular: after round 15 vs after round 14,Maccabi Netanya,10,8
2021/22,regular,Regular: after round 16 vs after round 15,Bnei Sakhnin,5,6
2021/22,regular,Regular: after round 16 vs after round 15,FC Ashdod,10,9
2021/22,regular,Regular: after round 16 vs after round 15,Hapoel Hadera,9,10
2021/22,regular,Regular: after round 16 vs after round 15,Hapoel Haifa,6,5
2021/22,regular,Regular: after round 16 vs after round 15,Hapoel Tel Aviv,4,3
2021/22,regular,Regular: after round 16 vs after round 15,M. Tel Aviv,3,4
2021/22,regular,Regular: after round 17 vs after round 16,Bnei Sakhnin,6,5
2021/22,regular,Regular: after round 17 vs after round 16,FC Ashdod,9,7
2021/22,regular,Regular: after round 17 vs after round 16,H. Beer Sheva,1,2
2021/22,regular,Regular: after round 17 vs after round 16,Hapoel Haifa,5,8
2021/22,regular,Regular: after round 17 vs after round 16,Kiryat Shmona,7,6
2021/22,regular,Regular: after round 17 vs after round 16,Maccabi Haifa,2,1
2021/22,regular,Regular: after round 17 vs after round 16,Maccabi Netanya,8,9
2021/22,regular,Regular: after round 18 vs after round 17,Bnei Sakhnin,5,6
2021/22,regular,Regular: after round 18 vs after round 17,FC Ashdod,7,9
2021/22,regular,Regular: after round 18 vs after round 17,Hapoel Tel Aviv,3,4
2021/22,regular,Regular: after round 18 vs after round 17,Kiryat Shmona,6,5
2021/22,regular,Regular: after round 18 vs after round 17,M. Tel Aviv,4,3
2021/22,regular,Regular: after round 18 vs after round 17,Maccabi Netanya,9,7
2021/22,regular,Regular: after round 19 vs after round 18,Bnei Sakhnin,6,10
2021/22,regular,Regular: after round 19 vs after round 18,FC Ashdod,9,6
2021/22,regular,Regular: after round 19 vs after round 18,Hapoel Hadera,10,7
2021/22,regular,Regular: after round 19 vs after round 18,Hapoel Haifa,8,5
2021/22,regular,Regular: after round 19 vs after round 18,Hapoel Tel Aviv,4,3
2021/22,regular,Regular: after round 19 vs after round 18,Kiryat Shmona,5,9
2021/22,regular,Regular: after round 19 vs after round 18,M. Tel Aviv,3,4
2021/22,regular,Regular: after round 19 vs after round 18,Maccabi Netanya,7,8
2021/22,regular,Regular: after round 20 vs after round 19,Bnei Sakhnin,10,7
2021/22,regular,Regular: after round 20 vs after round 19,FC Ashdod,6,9
2021/22,regular,Regular: after round 20 vs after round 19,H. Jerusalem,12,13
2021/22,regular,Regular: after round 20 vs after round 19,H. Nof HaGalil,13,12
2021/22,regular,Regular: after round 20 vs after round 19,Hapoel Hadera,7,6
2021/22,regular,Regular: after round 20 vs after round 19,Hapoel Tel Aviv,3,4
2021/22,regular,Regular: after round 20 vs after round 19,Kiryat Shmona,9,10
2021/22,regular,Regular: after round 20 vs after round 19,M. Tel Aviv,4,3
2021/22,regular,Regular: after round 21 vs after round 20,Bnei Sakhnin,7,6
2021/22,regular,Regular: after round 21 vs after round 20,Hapoel Hadera,6,5
2021/22,regular,Regular: after round 21 vs after round 20,Hapoel Haifa,5,7
2021/22,regular,Regular: after round 22 vs after round 21,Bnei Sakhnin,6,7
2021/22,regular,Regular: after round 22 vs after round 21,FC Ashdod,9,10
2021/22,regular,Regular: after round 22 vs after round 21,Hapoel Haifa,7,8
2021/22,regular,Regular: after round 22 vs after round 21,Kiryat Shmona,10,9
2021/22,regular,Regular: after round 22 vs after round 21,Maccabi Netanya,8,6
2021/22,regular,Regular: after round 23 vs after round 22,Bnei Sakhnin,7,5
2021/22,regular,Regular: after round 23 vs after round 22,H. Jerusalem,13,12
2021/22,regular,Regular: after round 23 vs after round 22,H. Nof HaGalil,12,13
2021/22,regular,Regular: after round 23 vs after round 22,Hapoel Hadera,5,4
2021/22,regular,Regular: after round 23 vs after round 22,Hapoel Tel Aviv,4,6
2021/22,regular,Regular: after round 23 vs after round 22,Maccabi Netanya,6,7
2021/22,regular,Regular: after round 24 vs after round 23,Hapoel Hadera,4,6
2021/22,regular,Regular: after round 24 vs after round 23,Hapoel Tel Aviv,6,7
2021/22,regular,Regular: after round 24 vs after round 23,Maccabi Netanya,7,4
2021/22,regular,Regular: after round 25 vs after round 24,H. Jerusalem,12,13
2021/22,regular,Regular: after round 25 vs after round 24,H. Nof HaGalil,13,14
2021/22,regular,Regular: after round 25 vs after round 24,Hapoel Hadera,6,7
2021/22,regular,Regular: after round 25 vs after round 24,Hapoel Tel Aviv,7,6
2021/22,regular,Regular: after round 25 vs after round 24,M. Petah Tikva,14,12
2021/22,regular,Regular: after round 26 vs after round 25,B. Jerusalem,11,12
2021/22,regular,Regular: after round 26 vs after round 25,Bnei Sakhnin,5,4
2021/22,regular,Regular: after round 26 vs after round 25,H. Jerusalem,13,11
2021/22,regular,Regular: after round 26 vs after round 25,Hapoel Haifa,8,9
2021/22,regular,Regular: after round 26 vs after round 25,Kiryat Shmona,9,8
2021/22,regular,Regular: after round 26 vs after round 25,M. Petah Tikva,12,13
2021/22,regular,Regular: after round 26 vs after round 25,Maccabi Netanya,4,5
2021/22,championship_playoff,championship playoff: after mini-league round 2 vs after mini-league round 1,Bnei Sakhnin,4,5
2021/22,championship_playoff,championship playoff: after mini-league round 2 vs after mini-league round 1,Hapoel Tel Aviv,6,4
2021/22,championship_playoff,championship playoff: after mini-league round 2 vs after mini-league round 1,Maccabi Netanya,5,6
2021/22,championship_playoff,championship playoff: after mini-league round 5 vs after mini-league round 4,Bnei Sakhnin,5,6
2021/22,championship_playoff,championship playoff: after mini-league round 5 vs after mini-league round 4,Maccabi Netanya,6,5
2021/22,championship_playoff,championship playoff: after mini-league round 6 vs after mini-league round 5,Hapoel Tel Aviv,4,5
2021/22,championship_playoff,championship playoff: after mini-league round 6 vs after mini-league round 5,M. Tel Aviv,3,4
2021/22,championship_playoff,championship playoff: after mini-league round 6 vs after mini-league round 5,Maccabi Netanya,5,3
2021/22,championship_playoff,championship playoff: after mini-league round 7 vs after mini-league round 6,Hapoel Tel Aviv,5,4
2021/22,championship_playoff,championship playoff: after mini-league round 7 vs after mini-league round 6,M. Tel Aviv,4,5
2021/22,relegation_playoff,relegation playoff: after mini-league round 2 vs after mini-league round 1,Hapoel Hadera,1,2
2021/22,relegation_playoff,relegation playoff: after mini-league round 2 vs after mini-league round 1,Kiryat Shmona,2,1
2021/22,relegation_playoff,relegation playoff: after mini-league round 3 vs after mini-league round 2,Hapoel Hadera,2,3
2021/22,relegation_playoff,relegation playoff: after mini-league round 3 vs after mini-league round 2,Hapoel Haifa,3,2
2021/22,relegation_playoff,relegation playoff: after mini-league round 5 vs after mini-league round 4,Hapoel Hadera,3,2
2021/22,relegation_playoff,relegation playoff: after mini-league round 5 vs after mini-league round 4,Hapoel Haifa,2,3
2021/22,relegation_playoff,relegation playoff: after mini-league round 7 vs after mini-league round 6,B. Jerusalem,6,7
2021/22,relegation_playoff,relegation playoff: after mini-league round 7 vs after mini-league round 6,H. Jerusalem,5,6
2021/22,relegation_playoff,relegation playoff: after mini-league round 7 vs after mini-league round 6,H. Nof HaGalil,8,5
2021/22,relegation_playoff,relegation playoff: after mini-league round 7 vs after mini-league round 6,M. Petah Tikva,7,8
2022/23,regular,Regular: after round 2 vs after round 1,B. Jerusalem,13,14
2022/23,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,10,7
2022/23,regular,Regular: after round 2 vs after round 1,FC Ashdod,5,3
2022/23,regular,Regular: after round 2 vs after round 1,H. Beer Sheva,9,6
2022/23,regular,Regular: after round 2 vs after round 1,H. Jerusalem,7,9
2022/23,regular,Regular: after round 2 vs after round 1,Hapoel Hadera,8,11
2022/23,regular,Regular: after round 2 vs after round 1,Hapoel Haifa,3,4
2022/23,regular,Regular: after round 2 vs after round 1,Hapoel Tel Aviv,11,13
2022/23,regular,Regular: after round 2 vs after round 1,Kiryat Shmona,4,5
2022/23,regular,Regular: after round 2 vs after round 1,M. Bnei Reineh,14,10
2022/23,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,6,2
2022/23,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,2,8
2022/23,regular,Regular: after round 3 vs after round 2,B. Jerusalem,14,12
2022/23,regular,Regular: after round 3 vs after round 2,Bnei Sakhnin,7,3
2022/23,regular,Regular: after round 3 vs after round 2,FC Ashdod,3,4
2022/23,regular,Regular: after round 3 vs after round 2,H. Beer Sheva,6,9
2022/23,regular,Regular: after round 3 vs after round 2,H. Jerusalem,9,5
2022/23,regular,Regular: after round 3 vs after round 2,Hapoel Hadera,11,8
2022/23,regular,Regular: after round 3 vs after round 2,Hapoel Haifa,4,6
2022/23,regular,Regular: after round 3 vs after round 2,Hapoel Tel Aviv,13,11
2022/23,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,5,7
2022/23,regular,Regular: after round 3 vs after round 2,M. Bnei Reineh,10,13
2022/23,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,8,10
2022/23,regular,Regular: after round 3 vs after round 2,Ness Ziona,12,14
2022/23,regular,Regular: after round 4 vs after round 3,Bnei Sakhnin,3,4
2022/23,regular,Regular: after round 4 vs after round 3,FC Ashdod,4,5
2022/23,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,9,6
2022/23,regular,Regular: after round 4 vs after round 3,H. Jerusalem,5,3
2022/23,regular,Regular: after round 4 vs after round 3,Hapoel Hadera,8,9
2022/23,regular,Regular: after round 4 vs after round 3,Hapoel Haifa,6,7
2022/23,regular,Regular: after round 4 vs after round 3,Kiryat Shmona,7,8
2022/23,regular,Regular: after round 4 vs after round 3,M. Tel Aviv,1,2
2022/23,regular,Regular: after round 4 vs after round 3,Maccabi Haifa,2,1
2022/23,regular,Regular: after round 5 vs after round 4,B. Jerusalem,12,14
2022/23,regular,Regular: after round 5 vs after round 4,Bnei Sakhnin,4,6
2022/23,regular,Regular: after round 5 vs after round 4,H. Beer Sheva,6,4
2022/23,regular,Regular: after round 5 vs after round 4,M. Bnei Reineh,13,12
2022/23,regular,Regular: after round 5 vs after round 4,M. Tel Aviv,2,1
2022/23,regular,Regular: after round 5 vs after round 4,Maccabi Haifa,1,2
2022/23,regular,Regular: after round 5 vs after round 4,Ness Ziona,14,13
2022/23,regular,Regular: after round 6 vs after round 5,Bnei Sakhnin,6,5
2022/23,regular,Regular: after round 6 vs after round 5,FC Ashdod,5,6
2022/23,regular,Regular: after round 6 vs after round 5,H. Jerusalem,3,2
2022/23,regular,Regular: after round 6 vs after round 5,Hapoel Tel Aviv,11,12
2022/23,regular,Regular: after round 6 vs after round 5,M. Bnei Reineh,12,10
2022/23,regular,Regular: after round 6 vs after round 5,M. Tel Aviv,1,3
2022/23,regular,Regular: after round 6 vs after round 5,Maccabi Haifa,2,1
2022/23,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,10,11
2022/23,regular,Regular: after round 7 vs after round 6,H. Jerusalem,2,3
2022/23,regular,Regular: after round 7 vs after round 6,Hapoel Hadera,9,7
2022/23,regular,Regular: after round 7 vs after round 6,Hapoel Haifa,7,9
2022/23,regular,Regular: after round 7 vs after round 6,Hapoel Tel Aviv,12,13
2022/23,regular,Regular: after round 7 vs after round 6,Kiryat Shmona,8,10
2022/23,regular,Regular: after round 7 vs after round 6,M. Bnei Reineh,10,8
2022/23,regular,Regular: after round 7 vs after round 6,M. Tel Aviv,3,1
2022/23,regular,Regular: after round 7 vs after round 6,Maccabi Haifa,1,2
2022/23,regular,Regular: after round 7 vs after round 6,Ness Ziona,13,12
2022/23,regular,Regular: after round 8 vs after round 7,B. Jerusalem,14,13
2022/23,regular,Regular: after round 8 vs after round 7,Bnei Sakhnin,5,6
2022/23,regular,Regular: after round 8 vs after round 7,FC Ashdod,6,5
2022/23,regular,Regular: after round 8 vs after round 7,Hapoel Haifa,9,10
2022/23,regular,Regular: after round 8 vs after round 7,Hapoel Tel Aviv,13,12
2022/23,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,10,9
2022/23,regular,Regular: after round 8 vs after round 7,Ness Ziona,12,14
2022/23,regular,Regular: after round 9 vs after round 8,B. Jerusalem,13,9
2022/23,regular,Regular: after round 9 vs after round 8,H. Beer Sheva,4,3
2022/23,regular,Regular: after round 9 vs after round 8,H. Jerusalem,3,4
2022/23,regular,Regular: after round 9 vs after round 8,Hapoel Hadera,7,8
2022/23,regular,Regular: after round 9 vs after round 8,Hapoel Haifa,10,11
2022/23,regular,Regular: after round 9 vs after round 8,Hapoel Tel Aviv,12,13
2022/23,regular,Regular: after round 9 vs after round 8,Kiryat Shmona,9,10
2022/23,regular,Regular: after round 9 vs after round 8,M. Bnei Reineh,8,7
2022/23,regular,Regular: after round 9 vs after round 8,Maccabi Netanya,11,14
2022/23,regular,Regular: after round 9 vs after round 8,Ness Ziona,14,12
2022/23,regular,Regular: after round 10 vs after round 9,B. Jerusalem,9,10
2022/23,regular,Regular: after round 10 vs after round 9,Bnei Sakhnin,6,7
2022/23,regular,Regular: after round 10 vs after round 9,FC Ashdod,5,6
2022/23,regular,Regular: after round 10 vs after round 9,Hapoel Hadera,8,5
2022/23,regular,Regular: after round 10 vs after round 9,Hapoel Tel Aviv,13,9
2022/23,regular,Regular: after round 10 vs after round 9,Kiryat Shmona,10,13
2022/23,regular,Regular: after round 10 vs after round 9,M. Bnei Reineh,7,8
2022/23,regular,Regular: after round 10 vs after round 9,M. Tel Aviv,1,2
2022/23,regular,Regular: after round 10 vs after round 9,Maccabi Haifa,2,1
2022/23,regular,Regular: after round 10 vs after round 9,Maccabi Netanya,14,12
2022/23,regular,Regular: after round 10 vs after round 9,Ness Ziona,12,14
2022/23,regular,Regular: after round 11 vs after round 10,B. Jerusalem,10,11
2022/23,regular,Regular: after round 11 vs after round 10,Hapoel Haifa,11,8
2022/23,regular,Regular: after round 11 vs after round 10,Hapoel Tel Aviv,9,10
2022/23,regular,Regular: after round 11 vs after round 10,Kiryat Shmona,13,12
2022/23,regular,Regular: after round 11 vs after round 10,M. Bnei Reineh,8,9
2022/23,regular,Regular: after round 11 vs after round 10,Maccabi Netanya,12,13
2022/23,regular,Regular: after round 12 vs after round 11,B. Jerusalem,11,13
2022/23,regular,Regular: after round 12 vs after round 11,FC Ashdod,6,5
2022/23,regular,Regular: after round 12 vs after round 11,Hapoel Hadera,5,6
