season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2024/25,2024,Hapoel Be'er Sheva,MTA,2,2,0,D,1,1
2024/25,2024,Hapoel Be'er Sheva,MHA,3,3,0,D,1,1
2024/25,2024,Hapoel Be'er Sheva,BEI,4,1,3,H,3,0
2024/25,2024,Hapoel Be'er Sheva,HHA,3,0,3,H,3,0
2024/25,2024,Hapoel Be'er Sheva,MNE,1,0,1,H,3,0
2024/25,2024,Hapoel Be'er Sheva,IKS,5,1,4,H,3,0
2024/25,2024,Hapoel Be'er Sheva,MBR,1,1,0,D,1,1
2024/25,2024,Hapoel Be'er Sheva,HJE,3,1,2,H,3,0
2024/25,2024,Hapoel Be'er Sheva,ITI,4,0,4,H,3,0
2024/25,2024,Hapoel Be'er Sheva,MPT,1,0,1,H,3,0
2024/25,2024,Hapoel Be'er Sheva,ASH,3,1,2,H,3,0
2024/25,2024,Hapoel Be'er Sheva,HAH,2,1,1,H,3,0
2024/25,2024,Maccabi Tel Aviv,HBS,1,0,1,H,3,0
2024/25,2024,Maccabi Tel Aviv,MHA,2,0,2,H,3,0
2024/25,2024,Maccabi Tel Aviv,BEI,1,1,0,D,1,1
2024/25,2024,Maccabi Tel Aviv,HHA,2,0,2,H,3,0
2024/25,2024,Maccabi Tel Aviv,MNE,4,1,3,H,3,0
2024/25,2024,Maccabi Tel Aviv,IKS,0,1,-1,A,0,3
2024/25,2024,Maccabi Tel Aviv,MBR,0,1,-1,A,0,3
2024/25,2024,Maccabi Tel Aviv,HJE,2,1,1,H,3,0
2024/25,2024,Maccabi Tel Aviv,ITI,1,1,0,D,1,1
2024/25,2024,Maccabi Tel Aviv,MPT,3,2,1,H,3,0
2024/25,2024,Maccabi Tel Aviv,BnS,3,1,2,H,3,0
2024/25,2024,Maccabi Tel Aviv,ASH,5,1,4,H,3,0
2024/25,2024,Maccabi Tel Aviv,HAH,2,2,0,D,1,1
2024/25,2024,Maccabi Haifa,HBS,0,2,-2,A,0,3
2024/25,2024,Maccabi Haifa,BEI,1,3,-2,A,0,3
2024/25,2024,Maccabi Haifa,HHA,1,1,0,D,1,1
2024/25,2024,Maccabi Haifa,MNE,2,1,1,H,3,0
2024/25,2024,Maccabi Haifa,IKS,4,1,3,H,3,0
2024/25,2024,Maccabi Haifa,MBR,2,0,2,H,3,0
2024/25,2024,Maccabi Haifa,HJE,3,3,0,D,1,1
2024/25,2024,Maccabi Haifa,ITI,4,0,4,H,3,0
2024/25,2024,Maccabi Haifa,MPT,1,0,1,H,3,0
2024/25,2024,Maccabi Haifa,BnS,3,0,3,H,3,0
