season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2021/22,2021,Maccabi Haifa,HBS,1,2,-1,A,0,3
2021/22,2021,Maccabi Haifa,MTA,3,2,1,H,3,0
2021/22,2021,Maccabi Haifa,BnS,2,1,1,H,3,0
2021/22,2021,Maccabi Haifa,MNE,2,0,2,H,3,0
2021/22,2021,Maccabi Haifa,HTA,2,0,2,H,3,0
2021/22,2021,Maccabi Haifa,HAH,1,0,1,H,3,0
2021/22,2021,Maccabi Haifa,IKS,4,0,4,H,3,0
2021/22,2021,Maccabi Haifa,HHA,5,1,4,H,3,0
2021/22,2021,Maccabi Haifa,ASH,6,0,6,H,3,0
2021/22,2021,Maccabi Haifa,HJE,1,1,0,D,1,1
2021/22,2021,Maccabi Haifa,BEI,2,1,1,H,3,0
2021/22,2021,Maccabi Haifa,MPT,2,0,2,H,3,0
2021/22,2021,Maccabi Haifa,HNG,1,1,0,D,1,1
2021/22,2021,Hapoel Be'er Sheva,MHA,1,2,-1,A,0,3
2021/22,2021,Hapoel Be'er Sheva,MTA,2,0,2,H,3,0
2021/22,2021,Hapoel Be'er Sheva,BnS,3,0,3,H,3,0
2021/22,2021,Hapoel Be'er Sheva,MNE,0,1,-1,A,0,3
2021/22,2021,Hapoel Be'er Sheva,HTA,2,1,1,H,3,0
2021/22,2021,Hapoel Be'er Sheva,HAH,2,2,0,D,1,1
2021/22,2021,Hapoel Be'er Sheva,IKS,0,0,0,D,1,1
2021/22,2021,Hapoel Be'er Sheva,HHA,3,1,2,H,3,0
2021/22,2021,Hapoel Be'er Sheva,ASH,1,1,0,D,1,1
2021/22,2021,Hapoel Be'er Sheva,HJE,3,1,2,H,3,0
2021/22,2021,Hapoel Be'er Sheva,BEI,3,1,2,H,3,0
2021/22,2021,Hapoel Be'er Sheva,MPT,1,0,1,H,3,0
2021/22,2021,Hapoel Be'er Sheva,HNG,2,0,2,H,3,0
2021/22,2021,Maccabi Tel Aviv,MHA,2,1,1,H,3,0
2021/22,2021,Maccabi Tel Aviv,HBS,1,0,1,H,3,0
2021/22,2021,Maccabi Tel Aviv,BnS,1,1,0,D,1,1
2021/22,2021,Maccabi Tel Aviv,MNE,2,2,0,D,1,1
2021/22,2021,Maccabi Tel Aviv,HTA,1,1,0,D,1,1
2021/22,2021,Maccabi Tel Aviv,HAH,3,0,3,H,3,0
2021/22,2021,Maccabi Tel Aviv,IKS,1,0,1,H,3,0
2021/22,2021,Maccabi Tel Aviv,HHA,2,0,2,H,3,0
2021/22,2021,Maccabi Tel Aviv,ASH,0,2,-2,A,0,3
2021/22,2021,Maccabi Tel Aviv,HJE,1,0,1,H,3,0
2021/22,2021,Maccabi Tel Aviv,BEI,3,1,2,H,3,0
2021/22,2021,Maccabi Tel Aviv,MPT,1,1,0,D,1,1
2021/22,2021,Maccabi Tel Aviv,HNG,1,1,0,D,1,1
2021/22,2021,Bnei Sakhnin,MHA,0,6,-6,A,0,3
2021/22,2021,Bnei Sakhnin,HBS,0,0,0,D,1,1
2021/22,2021,Bnei Sakhnin,MTA,3,1,2,H,3,0
2021/22,2021,Bnei Sakhnin,MNE,1,3,-2,A,0,3
2021/22,2021,Bnei Sakhnin,HTA,1,0,1,H,3,0
2021/22,2021,Bnei Sakhnin,HAH,1,0,1,H,3,0
2021/22,2021,Bnei Sakhnin,IKS,0,3,-3,A,0,3
2021/22,2021,Bnei Sakhnin,HHA,2,2,0,D,1,1
2021/22,2021,Bnei Sakhnin,ASH,0,1,-1,A,0,3
2021/22,2021,Bnei Sakhnin,HJE,2,1,1,H,3,0
2021/22,2021,Bnei Sakhnin,BEI,2,0,2,H,3,0
2021/22,2021,Bnei Sakhnin,MPT,1,0,1,H,3,0
2021/22,2021,Bnei Sakhnin,HNG,2,0,2,H,3,0
2021/22,2021,Maccabi Netanya,MHA,1,1,0,D,1,1
2021/22,2021,Maccabi Netanya,HBS,1,1,0,D,1,1
2021/22,2021,Maccabi Netanya,MTA,4,2,2,H,3,0
2021/22,2021,Maccabi Netanya,BnS,1,0,1,H,3,0
2021/22,2021,Maccabi Netanya,HTA,1,1,0,D,1,1
2021/22,2021,Maccabi Netanya,HAH,0,2,-2,A,0,3
2021/22,2021,Maccabi Netanya,IKS,3,1,2,H,3,0
