season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2018/19,2018,relegation,Beitar Jerusalem,BnS,0,0,0,D,1,1
2018/19,2018,relegation,Beitar Jerusalem,ASH,2,3,-1,A,0,3
2018/19,2018,relegation,Beitar Jerusalem,MPT,4,1,3,H,3,0
2018/19,2018,relegation,Bnei Sakhnin,HHA,1,2,-1,A,0,3
2018/19,2018,relegation,Bnei Sakhnin,IKS,0,2,-2,A,0,3
2018/19,2018,relegation,Bnei Sakhnin,MPT,1,1,0,D,1,1
2018/19,2018,relegation,F.C. Ashdod,BnS,1,2,-1,A,0,3
2018/19,2018,relegation,F.C. Ashdod,HHA,1,0,1,H,3,0
2018/19,2018,relegation,F.C. Ashdod,IKS,3,2,1,H,3,0
2018/19,2018,relegation,Hapoel Haifa,BEI,0,0,0,D,1,1
2018/19,2018,relegation,Hapoel Haifa,HRA,0,2,-2,A,0,3
2018/19,2018,relegation,Hapoel Haifa,HTA,0,0,0,D,1,1
2018/19,2018,relegation,Hapoel Haifa,MPT,0,3,-3,A,0,3
2018/19,2018,relegation,Hapoel Ra'anana,BEI,1,2,-1,A,0,3
2018/19,2018,relegation,Hapoel Ra'anana,BnS,2,2,0,D,1,1
2018/19,2018,relegation,Hapoel Ra'anana,ASH,1,2,-1,A,0,3
2018/19,2018,relegation,Hapoel Ra'anana,HTA,2,1,1,H,3,0
2018/19,2018,relegation,Hapoel Tel Aviv,BEI,1,2,-1,A,0,3
2018/19,2018,relegation,Hapoel Tel Aviv,BnS,3,0,3,H,3,0
2018/19,2018,relegation,Hapoel Tel Aviv,ASH,5,1,4,H,3,0
2018/19,2018,relegation,Hapoel Tel Aviv,IKS,2,2,0,D,1,1
2018/19,2018,relegation,Ironi Kiryat Shmona,BEI,0,1,-1,A,0,3
2018/19,2018,relegation,Ironi Kiryat Shmona,HHA,3,0,3,H,3,0
2018/19,2018,relegation,Ironi Kiryat Shmona,HRA,0,0,0,D,1,1
2018/19,2018,relegation,Ironi Kiryat Shmona,MPT,0,1,-1,A,0,3
2018/19,2018,relegation,Maccabi Petah Tikva,ASH,0,3,-3,A,0,3
2018/19,2018,relegation,Maccabi Petah Tikva,HRA,1,1,0,D,1,1
2018/19,2018,relegation,Maccabi Petah Tikva,HTA,0,2,-2,A,0,3
