season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he
2018/19,2018,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2018/19,2018,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה
2018/19,2018,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2018/19,2018,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2018/19,2018,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2019/20,2019,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2019/20,2019,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2019/20,2019,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2019/20,2019,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2019/20,2019,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2019/20,2019,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2019/20,2019,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה
2019/20,2019,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה
2019/20,2019,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2019/20,2019,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2019/20,2019,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה
2019/20,2019,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2019/20,2019,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2019/20,2019,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2020/21,2020,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2020/21,2020,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2020/21,2020,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2020/21,2020,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2020/21,2020,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2020/21,2020,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2020/21,2020,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה
2020/21,2020,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2020/21,2020,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2020/21,2020,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2020/21,2020,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2020/21,2020,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2020/21,2020,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2020/21,2020,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2021/22,2021,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2021/22,2021,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2021/22,2021,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2021/22,2021,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2021/22,2021,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2021/22,2021,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2021/22,2021,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2021/22,2021,2024,2024,2024,H. Nof HaGalil,Hapoel Nof HaGalil,נוף הגליל,Nof HaGalil,1061,45805.0,הצפון,,עירייה
2021/22,2021,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2021/22,2021,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2021/22,2021,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2021/22,2021,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2021/22,2021,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2021/22,2021,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2022/23,2022,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2022/23,2022,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2022/23,2022,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2022/23,2022,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2022/23,2022,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2022/23,2022,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2022/23,2022,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2022/23,2022,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה
2022/23,2022,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2022/23,2022,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2022/23,2022,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2022/23,2022,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית
2022/23,2022,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2022/23,2022,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2023/24,2023,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2023/24,2023,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2023/24,2023,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2023/24,2023,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2023/24,2023,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2023/24,2023,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2023/24,2023,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2023/24,2023,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2023/24,2023,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2023/24,2023,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2023/24,2023,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2023/24,2023,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית
2023/24,2023,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2023/24,2023,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2024/25,2024,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2024/25,2024,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2024/25,2024,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה
2024/25,2024,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2024/25,2024,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2024/25,2024,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה
2024/25,2024,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2024/25,2024,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2024/25,2024,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2024/25,2024,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2024/25,2024,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2024/25,2024,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2024/25,2024,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית
2024/25,2024,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2025/26,2025,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה
2025/26,2025,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה
2025/26,2025,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2025/26,2025,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה
2025/26,2025,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה
2025/26,2025,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2025/26,2025,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה
2025/26,2025,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה
2025/26,2025,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה
2025/26,2025,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה
2025/26,2025,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה
2025/26,2025,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית
2025/26,2025,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
2025/26,2025,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה
