season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2018/19,1,1,Hapoel Haifa,1,1,0,0,5,0,5,3
2018/19,1,2,M. Petah Tikva,1,1,0,0,4,1,3,3
2018/19,1,3,M. Tel Aviv,1,1,0,0,2,0,2,3
2018/19,1,4,Hapoel Hadera,1,1,0,0,2,1,1,3
2018/19,1,5,FC Ashdod,1,1,0,0,1,0,1,3
2018/19,1,6,H. Beer Sheva,1,0,1,0,1,1,0,1
2018/19,1,7,Kiryat Shmona,1,0,1,0,1,1,0,1
2018/19,1,8,Bnei Sakhnin,1,0,1,0,0,0,0,1
2018/19,1,9,Hapoel Ra'anana,1,0,1,0,0,0,0,1
2018/19,1,10,Hapoel Tel Aviv,1,0,0,1,1,2,-1,0
2018/19,1,11,Bnei Yehuda,1,0,0,1,0,1,-1,0
2018/19,1,12,Maccabi Haifa,1,0,0,1,0,2,-2,0
2018/19,1,13,B. Jerusalem,1,0,0,1,1,4,-3,0
2018/19,1,14,Maccabi Netanya,1,0,0,1,0,5,-5,0
2018/19,2,1,Hapoel Hadera,2,2,0,0,3,1,2,6
2018/19,2,2,M. Petah Tikva,2,1,1,0,6,3,3,4
2018/19,2,3,M. Tel Aviv,2,1,1,0,3,1,2,4
2018/19,2,4,Hapoel Ra'anana,2,1,1,0,2,1,1,4
2018/19,2,5,Hapoel Haifa,2,1,0,1,5,1,4,3
2018/19,2,6,Hapoel Tel Aviv,2,1,0,1,2,2,0,3
2018/19,2,7,Maccabi Haifa,2,1,0,1,2,2,0,3
2018/19,2,8,FC Ashdod,2,1,0,1,1,2,-1,3
2018/19,2,9,H. Beer Sheva,2,0,2,0,2,2,0,2
2018/19,2,10,Bnei Sakhnin,2,0,2,0,1,1,0,2
2018/19,2,11,Bnei Yehuda,2,0,1,1,2,3,-1,1
2018/19,2,12,Kiryat Shmona,2,0,1,1,2,3,-1,1
2018/19,2,13,Maccabi Netanya,2,0,1,1,1,6,-5,1
2018/19,2,14,B. Jerusalem,2,0,0,2,1,5,-4,0
2018/19,3,1,M. Tel Aviv,3,2,1,0,7,2,5,7
2018/19,3,2,Hapoel Hadera,3,2,1,0,4,2,2,7
2018/19,3,3,FC Ashdod,3,2,0,1,2,2,0,6
2018/19,3,4,M. Petah Tikva,3,1,2,0,7,4,3,5
2018/19,3,5,Hapoel Haifa,3,1,1,1,7,3,4,4
2018/19,3,6,Hapoel Tel Aviv,3,1,1,1,3,3,0,4
2018/19,3,7,Kiryat Shmona,3,1,1,1,3,3,0,4
2018/19,3,8,Maccabi Haifa,3,1,1,1,3,3,0,4
2018/19,3,9,Hapoel Ra'anana,3,1,1,1,3,5,-2,4
2018/19,3,10,Bnei Sakhnin,3,0,3,0,2,2,0,3
2018/19,3,11,Bnei Yehuda,3,0,2,1,3,4,-1,2
2018/19,3,12,H. Beer Sheva,3,0,2,1,2,3,-1,2
2018/19,3,13,B. Jerusalem,3,0,1,2,3,7,-4,1
2018/19,3,14,Maccabi Netanya,3,0,1,2,1,7,-6,1
2018/19,4,1,M. Tel Aviv,4,3,1,0,9,3,6,10
2018/19,4,2,Hapoel Hadera,4,3,1,0,6,2,4,10
2018/19,4,3,M. Petah Tikva,4,2,2,0,9,5,4,8
2018/19,4,4,FC Ashdod,4,2,1,1,3,3,0,7
2018/19,4,5,Hapoel Tel Aviv,4,1,2,1,3,3,0,5
2018/19,4,6,Kiryat Shmona,4,1,2,1,3,3,0,5
2018/19,4,7,Hapoel Ra'anana,4,1,2,1,4,6,-2,5
2018/19,4,8,Hapoel Haifa,4,1,1,2,7,5,2,4
2018/19,4,9,Maccabi Haifa,4,1,1,2,4,5,-1,4
2018/19,4,10,B. Jerusalem,4,1,1,2,6,9,-3,4
2018/19,4,11,Bnei Sakhnin,4,0,3,1,4,5,-1,3
2018/19,4,12,Bnei Yehuda,4,0,3,1,3,4,-1,3
2018/19,4,13,H. Beer Sheva,4,0,3,1,2,3,-1,3
2018/19,4,14,Maccabi Netanya,4,0,1,3,2,9,-7,1
2018/19,5,1,Hapoel Hadera,5,4,1,0,8,3,5,13
2018/19,5,2,M. Tel Aviv,5,3,2,0,9,3,6,11
2018/19,5,3,M. Petah Tikva,5,2,3,0,10,6,4,9
2018/19,5,4,Kiryat Shmona,5,2,2,1,5,3,2,8
2018/19,5,5,FC Ashdod,5,2,1,2,4,7,-3,7
2018/19,5,6,Bnei Yehuda,5,1,3,1,6,4,2,6
2018/19,5,7,Hapoel Tel Aviv,5,1,3,1,3,3,0,6
2018/19,5,8,Hapoel Haifa,5,1,2,2,8,6,2,5
2018/19,5,9,Maccabi Haifa,5,1,2,2,4,5,-1,5
2018/19,5,10,Hapoel Ra'anana,5,1,2,2,4,9,-5,5
2018/19,5,11,H. Beer Sheva,5,0,4,1,2,3,-1,4
2018/19,5,12,Maccabi Netanya,5,1,1,3,6,10,-4,4
2018/19,5,13,B. Jerusalem,5,1,1,3,6,11,-5,4
2018/19,5,14,Bnei Sakhnin,5,0,3,2,5,7,-2,3
2018/19,6,1,Hapoel Hadera,6,5,1,0,9,3,6,16
2018/19,6,2,M. Tel Aviv,6,4,2,0,11,3,8,14
2018/19,6,3,Bnei Yehuda,6,2,3,1,9,5,4,9
2018/19,6,4,M. Petah Tikva,6,2,3,1,11,10,1,9
2018/19,6,5,Kiryat Shmona,6,2,2,2,5,4,1,8
2018/19,6,6,FC Ashdod,6,2,2,2,4,7,-3,8
2018/19,6,7,H. Beer Sheva,6,1,4,1,6,4,2,7
2018/19,6,8,Hapoel Tel Aviv,6,1,4,1,3,3,0,7
2018/19,6,9,Bnei Sakhnin,6,1,3,2,8,7,1,6
2018/19,6,10,Maccabi Haifa,6,1,3,2,5,6,-1,6
2018/19,6,11,Hapoel Ra'anana,6,1,3,2,5,10,-5,6
2018/19,6,12,Hapoel Haifa,6,1,2,3,8,9,-1,5
2018/19,6,13,Maccabi Netanya,6,1,1,4,7,13,-6,4
2018/19,6,14,B. Jerusalem,6,1,1,4,6,13,-7,4
2018/19,7,1,M. Tel Aviv,7,5,2,0,15,3,12,17
2018/19,7,2,Hapoel Hadera,7,5,1,1,9,7,2,16
2018/19,7,3,Bnei Yehuda,7,2,4,1,9,5,4,10
2018/19,7,4,H. Beer Sheva,7,2,4,1,8,4,4,10
2018/19,7,5,M. Petah Tikva,7,2,4,1,11,10,1,10
2018/19,7,6,Kiryat Shmona,7,2,3,2,6,5,1,9
2018/19,7,7,FC Ashdod,7,2,3,2,5,8,-3,9
2018/19,7,8,Hapoel Tel Aviv,7,1,5,1,3,3,0,8
2018/19,7,9,Bnei Sakhnin,7,1,4,2,8,7,1,7
2018/19,7,10,Maccabi Netanya,7,2,1,4,9,13,-4,7
2018/19,7,11,Hapoel Haifa,7,1,3,3,9,10,-1,6
2018/19,7,12,Maccabi Haifa,7,1,3,3,5,8,-3,6
2018/19,7,13,Hapoel Ra'anana,7,1,3,3,5,12,-7,6
2018/19,7,14,B. Jerusalem,7,1,2,4,7,14,-7,5
2018/19,8,1,M. Tel Aviv,8,6,2,0,18,4,14,20
2018/19,8,2,Hapoel Hadera,8,6,1,1,12,9,3,19
2018/19,8,3,Bnei Yehuda,8,3,4,1,14,6,8,13
2018/19,8,4,Kiryat Shmona,8,3,3,2,9,5,4,12
2018/19,8,5,H. Beer Sheva,8,2,4,2,8,5,3,10
2018/19,8,6,M. Petah Tikva,8,2,4,2,11,11,0,10
2018/19,8,7,Maccabi Netanya,8,3,1,4,10,13,-3,10
2018/19,8,8,Maccabi Haifa,8,2,3,3,7,9,-2,9
2018/19,8,9,FC Ashdod,8,2,3,3,7,11,-4,9
2018/19,8,10,Hapoel Ra'anana,8,2,3,3,6,12,-6,9
2018/19,8,11,Hapoel Tel Aviv,8,1,5,2,4,5,-1,8
2018/19,8,12,Bnei Sakhnin,8,1,4,3,8,10,-2,7
2018/19,8,13,Hapoel Haifa,8,1,3,4,10,13,-3,6
2018/19,8,14,B. Jerusalem,8,1,2,5,8,19,-11,5
2018/19,9,1,M. Tel Aviv,9,7,2,0,21,4,17,23
2018/19,9,2,Hapoel Hadera,9,6,1,2,12,11,1,19
2018/19,9,3,Bnei Yehuda,9,4,4,1,16,6,10,16
2018/19,9,4,Kiryat Shmona,9,4,3,2,10,5,5,15
2018/19,9,5,H. Beer Sheva,9,3,4,2,10,6,4,13
2018/19,9,6,Maccabi Netanya,9,4,1,4,12,14,-2,13
