season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2010/11,4,10,FC Ashdod,4,1,1,2,5,7,-2,4
2010/11,4,11,Bnei Yehuda,4,1,1,2,3,5,-2,4
2010/11,4,12,H. Beer Sheva,4,1,1,2,3,7,-4,4
2010/11,4,13,B. Jerusalem,4,1,0,3,7,8,-1,3
2010/11,4,14,Hapoel Acre,4,0,2,2,7,9,-2,2
2010/11,4,15,H. Petah Tikva,4,0,2,2,5,9,-4,2
2010/11,4,16,Bnei Sakhnin,4,0,1,3,3,10,-7,1
2010/11,5,1,Kiryat Shmona,5,4,1,0,12,5,7,13
2010/11,5,2,M. Tel Aviv,5,4,0,1,9,3,6,12
2010/11,5,3,Maccabi Haifa,5,3,2,0,9,6,3,11
2010/11,5,4,Hapoel Haifa,5,3,0,2,7,5,2,9
2010/11,5,5,Maccabi Netanya,5,2,2,1,9,6,3,8
2010/11,5,6,H. Ashkelon,5,2,2,1,7,8,-1,8
2010/11,5,7,Hapoel Tel Aviv,5,2,1,2,12,9,3,7
2010/11,5,8,M. Petah Tikva,5,2,1,2,7,7,0,7
2010/11,5,9,H. Beer Sheva,5,2,1,2,4,7,-3,7
2010/11,5,10,Hapoel Acre,5,1,2,2,9,10,-1,5
2010/11,5,11,H. Ramat Gan,5,1,2,2,5,6,-1,5
2010/11,5,12,FC Ashdod,5,1,2,2,7,9,-2,5
2010/11,5,13,Bnei Yehuda,5,1,2,2,3,5,-2,5
2010/11,5,14,B. Jerusalem,5,1,1,3,10,11,-1,4
2010/11,5,15,H. Petah Tikva,5,0,2,3,6,11,-5,2
2010/11,5,16,Bnei Sakhnin,5,0,1,4,3,11,-8,1
2010/11,6,1,Kiryat Shmona,6,5,1,0,16,6,10,16
2010/11,6,2,Maccabi Haifa,6,4,2,0,11,7,4,14
2010/11,6,3,M. Tel Aviv,6,4,0,2,9,4,5,12
2010/11,6,4,Maccabi Netanya,6,3,2,1,10,6,4,11
2010/11,6,5,Hapoel Tel Aviv,6,3,1,2,13,9,4,10
2010/11,6,6,M. Petah Tikva,6,3,1,2,11,8,3,10
2010/11,6,7,Hapoel Haifa,6,3,0,3,8,9,-1,9
2010/11,6,8,H. Ashkelon,6,2,3,1,7,8,-1,9
2010/11,6,9,Bnei Yehuda,6,2,2,2,5,6,-1,8
2010/11,6,10,H. Beer Sheva,6,2,2,2,7,10,-3,8
2010/11,6,11,Hapoel Acre,6,1,3,2,9,10,-1,6
2010/11,6,12,FC Ashdod,6,1,3,2,10,12,-2,6
2010/11,6,13,H. Ramat Gan,6,1,2,3,5,7,-2,5
2010/11,6,14,B. Jerusalem,6,1,1,4,11,13,-2,4
2010/11,6,15,H. Petah Tikva,6,0,2,4,7,15,-8,2
2010/11,6,16,Bnei Sakhnin,6,0,1,5,4,13,-9,1
2010/11,7,1,Kiryat Shmona,7,5,2,0,18,8,10,17
2010/11,7,2,M. Tel Aviv,7,5,0,2,11,4,7,15
2010/11,7,3,Maccabi Haifa,7,4,3,0,12,8,4,15
2010/11,7,4,Hapoel Tel Aviv,7,4,1,2,15,10,5,13
2010/11,7,5,Maccabi Netanya,7,3,3,1,11,7,4,12
2010/11,7,6,M. Petah Tikva,7,3,1,3,12,10,2,10
2010/11,7,7,H. Ashkelon,7,2,4,1,9,10,-1,10
2010/11,7,8,Hapoel Haifa,7,3,1,3,9,10,-1,10
2010/11,7,9,Hapoel Acre,7,2,3,2,12,11,1,9
2010/11,7,10,H. Beer Sheva,7,2,3,2,7,10,-3,9
2010/11,7,11,Bnei Yehuda,7,2,2,3,6,9,-3,8
2010/11,7,12,FC Ashdod,7,1,4,2,11,13,-2,7
2010/11,7,13,B. Jerusalem,7,1,2,4,11,13,-2,5
2010/11,7,14,H. Ramat Gan,7,1,2,4,5,9,-4,5
2010/11,7,15,H. Petah Tikva,7,0,3,4,7,15,-8,3
2010/11,7,16,Bnei Sakhnin,7,0,2,5,4,13,-9,2
2010/11,8,1,Maccabi Haifa,8,5,3,0,13,8,5,18
2010/11,8,2,Kiryat Shmona,8,5,2,1,18,11,7,17
2010/11,8,3,M. Tel Aviv,8,5,1,2,11,4,7,16
2010/11,8,4,Hapoel Tel Aviv,8,5,1,2,18,12,6,16
2010/11,8,5,Maccabi Netanya,8,4,3,1,15,7,8,15
2010/11,8,6,M. Petah Tikva,8,4,1,3,14,10,4,13
2010/11,8,7,Hapoel Acre,8,3,3,2,15,11,4,12
2010/11,8,8,Hapoel Haifa,8,3,2,3,9,10,-1,11
2010/11,8,9,Bnei Yehuda,8,3,2,3,8,9,-1,11
2010/11,8,10,FC Ashdod,8,2,4,2,14,13,1,10
2010/11,8,11,H. Ashkelon,8,2,4,2,9,14,-5,10
2010/11,8,12,H. Beer Sheva,8,2,3,3,9,13,-4,9
2010/11,8,13,B. Jerusalem,8,1,2,5,11,16,-5,5
2010/11,8,14,H. Ramat Gan,8,1,2,5,5,11,-6,5
2010/11,8,15,H. Petah Tikva,8,0,3,5,7,16,-9,3
2010/11,8,16,Bnei Sakhnin,8,0,2,6,4,15,-11,2
2010/11,9,1,M. Tel Aviv,9,6,1,2,13,4,9,19
2010/11,9,2,Hapoel Tel Aviv,9,6,1,2,20,12,8,19
2010/11,9,3,Kiryat Shmona,9,5,3,1,20,13,7,18
2010/11,9,4,Maccabi Haifa,9,5,3,1,13,10,3,18
2010/11,9,5,Hapoel Acre,9,4,3,2,18,12,6,15
2010/11,9,6,Maccabi Netanya,9,4,3,2,16,10,6,15
2010/11,9,7,Hapoel Haifa,9,4,2,3,12,12,0,14
2010/11,9,8,FC Ashdod,9,3,4,2,16,13,3,13
2010/11,9,9,M. Petah Tikva,9,4,1,4,16,13,3,13
2010/11,9,10,Bnei Yehuda,9,3,3,3,10,11,-1,12
2010/11,9,11,H. Beer Sheva,9,3,3,3,11,13,-2,12
2010/11,9,12,H. Ashkelon,9,2,4,3,9,16,-7,10
2010/11,9,13,H. Petah Tikva,9,1,3,5,9,16,-7,6
2010/11,9,14,B. Jerusalem,9,1,2,6,11,18,-7,5
2010/11,9,15,H. Ramat Gan,9,1,2,6,5,13,-8,5
2010/11,9,16,Bnei Sakhnin,9,0,2,7,4,17,-13,2
2010/11,10,1,Kiryat Shmona,10,6,3,1,23,13,10,21
2010/11,10,2,Maccabi Haifa,10,6,3,1,16,11,5,21
2010/11,10,3,Hapoel Tel Aviv,10,6,2,2,20,12,8,20
2010/11,10,4,M. Tel Aviv,10,6,1,3,14,7,7,19
2010/11,10,5,Hapoel Acre,10,5,3,2,21,13,8,18
2010/11,10,6,M. Petah Tikva,10,5,1,4,17,13,4,16
2010/11,10,7,Maccabi Netanya,10,4,3,3,16,13,3,15
2010/11,10,8,Hapoel Haifa,10,4,3,3,13,13,0,15
2010/11,10,9,FC Ashdod,10,3,5,2,16,13,3,14
2010/11,10,10,Bnei Yehuda,10,3,4,3,10,11,-1,13
2010/11,10,11,H. Beer Sheva,10,3,4,3,12,14,-2,13
2010/11,10,12,H. Ashkelon,10,2,4,4,9,17,-8,10
2010/11,10,13,B. Jerusalem,10,1,3,6,11,18,-7,6
2010/11,10,14,H. Petah Tikva,10,1,3,6,9,17,-8,6
2010/11,10,15,H. Ramat Gan,10,1,2,7,6,16,-10,5
2010/11,10,16,Bnei Sakhnin,10,1,2,7,5,17,-12,5
2010/11,11,1,Kiryat Shmona,11,7,3,1,24,13,11,24
2010/11,11,2,Hapoel Tel Aviv,11,7,2,2,23,13,10,23
2010/11,11,3,Maccabi Haifa,11,6,4,1,16,11,5,22
2010/11,11,4,Hapoel Acre,11,5,4,2,22,14,8,19
2010/11,11,5,M. Tel Aviv,11,6,1,4,14,8,6,19
2010/11,11,6,M. Petah Tikva,11,5,2,4,18,14,4,17
2010/11,11,7,Maccabi Netanya,11,4,4,3,16,13,3,16
2010/11,11,8,Hapoel Haifa,11,4,4,3,13,13,0,16
2010/11,11,9,H. Beer Sheva,11,4,4,3,13,14,-1,16
2010/11,11,10,FC Ashdod,11,3,5,3,17,15,2,14
2010/11,11,11,Bnei Yehuda,11,3,5,3,10,11,-1,14
2010/11,11,12,H. Ashkelon,11,2,4,5,9,18,-9,10
2010/11,11,13,B. Jerusalem,11,2,3,6,14,20,-6,9
2010/11,11,14,H. Petah Tikva,11,2,3,6,11,18,-7,9
2010/11,11,15,H. Ramat Gan,11,1,2,8,8,19,-11,5
2010/11,11,16,Bnei Sakhnin,11,1,2,8,6,20,-14,5
2010/11,12,1,Kiryat Shmona,12,7,4,1,26,15,11,25
2010/11,12,2,Maccabi Haifa,12,7,4,1,19,11,8,25
2010/11,12,3,Hapoel Tel Aviv,12,7,2,3,23,15,8,23
2010/11,12,4,M. Tel Aviv,12,7,1,4,16,8,8,22
2010/11,12,5,Hapoel Acre,12,5,4,3,24,17,7,19
2010/11,12,6,H. Beer Sheva,12,5,4,3,16,16,0,19
2010/11,12,7,M. Petah Tikva,12,5,3,4,20,16,4,18
2010/11,12,8,FC Ashdod,12,4,5,3,19,15,4,17
2010/11,12,9,Bnei Yehuda,12,4,5,3,12,11,1,17
2010/11,12,10,Maccabi Netanya,12,4,4,4,16,15,1,16
2010/11,12,11,Hapoel Haifa,12,4,4,4,13,15,-2,16
2010/11,12,12,B. Jerusalem,12,3,3,6,16,20,-4,12
2010/11,12,13,H. Ashkelon,12,2,4,6,9,21,-12,10
2010/11,12,14,H. Petah Tikva,12,2,3,7,11,20,-9,9
2010/11,12,15,Bnei Sakhnin,12,2,2,8,8,21,-13,8
2010/11,12,16,H. Ramat Gan,12,1,2,9,9,21,-12,5
2010/11,13,1,Maccabi Haifa,13,8,4,1,22,12,10,28
2010/11,13,2,Hapoel Tel Aviv,13,8,2,3,28,16,12,26
2010/11,13,3,Kiryat Shmona,13,7,5,1,27,16,11,26
2010/11,13,4,M. Tel Aviv,13,8,1,4,18,8,10,25
2010/11,13,5,M. Petah Tikva,13,6,3,4,22,16,6,21
2010/11,13,6,H. Beer Sheva,13,5,5,3,17,17,0,20
2010/11,13,7,Hapoel Acre,13,5,4,4,25,20,5,19
2010/11,13,8,Hapoel Haifa,13,5,4,4,16,16,0,19
2010/11,13,9,FC Ashdod,13,4,6,3,21,17,4,18
2010/11,13,10,Bnei Yehuda,13,4,5,4,12,13,-1,17
2010/11,13,11,Maccabi Netanya,13,4,4,5,16,17,-1,16
2010/11,13,12,B. Jerusalem,13,4,3,6,20,20,0,15
2010/11,13,13,H. Ashkelon,13,2,4,7,9,25,-16,10
2010/11,13,14,H. Petah Tikva,13,2,3,8,12,25,-13,9
2010/11,13,15,Bnei Sakhnin,13,2,2,9,9,24,-15,8
2010/11,13,16,H. Ramat Gan,13,1,3,9,11,23,-12,6
2010/11,14,1,Maccabi Haifa,14,9,4,1,23,12,11,31
2010/11,14,2,Hapoel Tel Aviv,14,9,2,3,29,16,13,29
2010/11,14,3,Kiryat Shmona,14,7,5,2,27,17,10,26
2010/11,14,4,M. Tel Aviv,14,8,2,4,19,9,10,26
2010/11,14,5,Hapoel Acre,14,6,4,4,28,20,8,22
2010/11,14,6,M. Petah Tikva,14,6,4,4,23,17,6,22
2010/11,14,7,Hapoel Haifa,14,6,4,4,18,16,2,22
2010/11,14,8,H. Beer Sheva,14,5,5,4,17,18,-1,20
2010/11,14,9,Maccabi Netanya,14,5,4,5,17,17,0,19
2010/11,14,10,FC Ashdod,14,4,6,4,21,19,2,18
2010/11,14,11,Bnei Yehuda,14,4,5,5,12,14,-2,17
2010/11,14,12,B. Jerusalem,14,4,3,7,20,23,-3,15
2010/11,14,13,H. Ashkelon,14,3,4,7,10,25,-15,13
2010/11,14,14,H. Petah Tikva,14,2,4,8,13,26,-13,10
2010/11,14,15,Bnei Sakhnin,14,2,2,10,9,25,-16,8
2010/11,14,16,H. Ramat Gan,14,1,4,9,12,24,-12,7
2010/11,15,1,Maccabi Haifa,15,10,4,1,26,12,14,34
2010/11,15,2,Hapoel Tel Aviv,15,10,2,3,33,16,17,32
2010/11,15,3,M. Tel Aviv,15,9,2,4,20,9,11,29
2010/11,15,4,Kiryat Shmona,15,7,5,3,27,18,9,26
2010/11,15,5,Hapoel Acre,15,7,4,4,29,20,9,25
2010/11,15,6,M. Petah Tikva,15,7,4,4,26,17,9,25
2010/11,15,7,Hapoel Haifa,15,6,4,5,18,18,0,22
2010/11,15,8,FC Ashdod,15,5,6,4,24,21,3,21
2010/11,15,9,H. Beer Sheva,15,5,5,5,17,19,-2,20
2010/11,15,10,Maccabi Netanya,15,5,4,6,17,20,-3,19
2010/11,15,11,B. Jerusalem,15,5,3,7,21,23,-2,18
2010/11,15,12,Bnei Yehuda,15,4,5,6,12,17,-5,17
2010/11,15,13,H. Petah Tikva,15,3,4,8,15,26,-11,13
2010/11,15,14,H. Ashkelon,15,3,4,8,12,28,-16,13
2010/11,15,15,Bnei Sakhnin,15,2,2,11,9,26,-17,8
2010/11,15,16,H. Ramat Gan,15,1,4,10,12,28,-16,7
2010/11,16,1,Maccabi Haifa,16,11,4,1,29,12,17,37
2010/11,16,2,Hapoel Tel Aviv,16,11,2,3,38,16,22,35
2010/11,16,3,M. Tel Aviv,16,9,2,5,20,12,8,29
2010/11,16,4,Kiryat Shmona,16,7,5,4,27,19,8,26
2010/11,16,5,M. Petah Tikva,16,7,4,5,27,19,8,25
2010/11,16,6,Hapoel Acre,16,7,4,5,30,23,7,25
2010/11,16,7,FC Ashdod,16,6,6,4,27,22,5,24
2010/11,16,8,H. Beer Sheva,16,6,5,5,19,20,-1,23
2010/11,16,9,Hapoel Haifa,16,6,4,6,18,23,-5,22
2010/11,16,10,Maccabi Netanya,16,5,5,6,17,20,-3,20
2010/11,16,11,B. Jerusalem,16,5,4,7,21,23,-2,19
2010/11,16,12,Bnei Yehuda,16,4,6,6,13,18,-5,18
2010/11,16,13,H. Ashkelon,16,4,4,8,14,28,-14,16
2010/11,16,14,H. Petah Tikva,16,3,4,9,15,28,-13,13
2010/11,16,15,Bnei Sakhnin,16,3,2,11,10,26,-16,11
2010/11,16,16,H. Ramat Gan,16,1,5,10,13,29,-16,8
2010/11,17,1,Maccabi Haifa,17,12,4,1,32,13,19,40
2010/11,17,2,Hapoel Tel Aviv,17,12,2,3,40,16,24,38
2010/11,17,3,M. Tel Aviv,17,10,2,5,21,12,9,32
2010/11,17,4,Kiryat Shmona,17,8,5,4,30,19,11,29
2010/11,17,5,Hapoel Acre,17,8,4,5,33,23,10,28
2010/11,17,6,M. Petah Tikva,17,7,4,6,28,22,6,25
2010/11,17,7,Hapoel Haifa,17,7,4,6,20,23,-3,25
2010/11,17,8,FC Ashdod,17,6,6,5,27,25,2,24
2010/11,17,9,H. Beer Sheva,17,6,6,5,19,20,-1,24
2010/11,17,10,Maccabi Netanya,17,6,5,6,18,20,-2,23
2010/11,17,11,B. Jerusalem,17,5,4,8,21,24,-3,19
2010/11,17,12,Bnei Yehuda,17,4,7,6,13,18,-5,19
2010/11,17,13,H. Ashkelon,17,4,4,9,14,30,-16,16
2010/11,17,14,H. Petah Tikva,17,3,4,10,15,31,-16,13
2010/11,17,15,Bnei Sakhnin,17,3,2,12,10,27,-17,11
2010/11,17,16,H. Ramat Gan,17,1,5,11,13,31,-18,8
2010/11,18,1,Hapoel Tel Aviv,18,13,2,3,44,17,27,41
2010/11,18,2,Maccabi Haifa,18,12,5,1,34,15,19,41
2010/11,18,3,M. Tel Aviv,18,11,2,5,24,13,11,35
2010/11,18,4,Kiryat Shmona,18,9,5,4,33,20,13,32
2010/11,18,5,M. Petah Tikva,18,8,4,6,30,22,8,28
2010/11,18,6,Hapoel Acre,18,8,4,6,34,27,7,28
2010/11,18,7,FC Ashdod,18,7,6,5,28,25,3,27
2010/11,18,8,H. Beer Sheva,18,6,7,5,21,22,-1,25
2010/11,18,9,Hapoel Haifa,18,7,4,7,22,26,-4,25
2010/11,18,10,Maccabi Netanya,18,6,5,7,18,21,-3,23
2010/11,18,11,Bnei Yehuda,18,5,7,6,16,20,-4,22
2010/11,18,12,B. Jerusalem,18,5,4,9,21,26,-5,19
2010/11,18,13,H. Ashkelon,18,5,4,9,18,30,-12,19
2010/11,18,14,H. Petah Tikva,18,3,4,11,16,34,-18,13
2010/11,18,15,Bnei Sakhnin,18,3,2,13,11,30,-19,11
2010/11,18,16,H. Ramat Gan,18,1,5,12,13,35,-22,8
2010/11,19,1,Maccabi Haifa,19,13,5,1,35,15,20,44
2010/11,19,2,Hapoel Tel Aviv,19,13,3,3,45,18,27,42
2010/11,19,3,M. Tel Aviv,19,12,2,5,28,14,14,38
2010/11,19,4,Kiryat Shmona,19,9,6,4,34,21,13,33
2010/11,19,5,Hapoel Acre,19,8,5,6,34,27,7,29
2010/11,19,6,M. Petah Tikva,19,8,4,7,31,24,7,28
2010/11,19,7,FC Ashdod,19,7,6,6,29,29,0,27
2010/11,19,8,Hapoel Haifa,19,7,5,7,22,26,-4,26
2010/11,19,9,H. Beer Sheva,19,6,7,6,22,24,-2,25
2010/11,19,10,Maccabi Netanya,19,6,6,7,21,24,-3,24
2010/11,19,11,B. Jerusalem,19,6,4,9,23,27,-4,22
2010/11,19,12,Bnei Yehuda,19,5,7,7,16,21,-5,22
2010/11,19,13,H. Ashkelon,19,5,5,9,18,30,-12,20
2010/11,19,14,H. Petah Tikva,19,3,5,11,19,37,-18,14
2010/11,19,15,Bnei Sakhnin,19,4,2,13,13,31,-18,14
2010/11,19,16,H. Ramat Gan,19,1,6,12,13,35,-22,9
2010/11,20,1,Hapoel Tel Aviv,20,14,3,3,47,19,28,45
2010/11,20,2,Maccabi Haifa,20,13,6,1,35,15,20,45
2010/11,20,3,M. Tel Aviv,20,13,2,5,29,14,15,41
2010/11,20,4,Kiryat Shmona,20,10,6,4,37,21,16,36
2010/11,20,5,M. Petah Tikva,20,9,4,7,34,25,9,31
2010/11,20,6,Hapoel Acre,20,8,6,6,35,28,7,30
2010/11,20,7,FC Ashdod,20,7,6,7,30,32,-2,27
2010/11,20,8,Hapoel Haifa,20,7,6,7,23,27,-4,27
2010/11,20,9,H. Beer Sheva,20,6,8,6,23,25,-2,26
2010/11,20,10,Bnei Yehuda,20,6,7,7,18,21,-3,25
2010/11,20,11,Maccabi Netanya,20,6,6,8,22,26,-4,24
2010/11,20,12,B. Jerusalem,20,6,5,9,23,27,-4,23
2010/11,20,13,H. Ashkelon,20,5,5,10,18,32,-14,20
2010/11,20,14,Bnei Sakhnin,20,4,3,13,14,32,-18,15
2010/11,20,15,H. Petah Tikva,20,3,5,12,19,38,-19,14
2010/11,20,16,H. Ramat Gan,20,1,6,13,13,38,-25,9
2010/11,21,1,Maccabi Haifa,21,14,6,1,36,15,21,48
2010/11,21,2,Hapoel Tel Aviv,21,14,4,3,48,20,28,46
2010/11,21,3,M. Tel Aviv,21,13,3,5,30,15,15,42
2010/11,21,4,Kiryat Shmona,21,10,6,5,38,24,14,36
2010/11,21,5,Hapoel Acre,21,9,6,6,36,28,8,33
2010/11,21,6,M. Petah Tikva,21,9,4,8,36,28,8,31
2010/11,21,7,Hapoel Haifa,21,8,6,7,26,28,-2,30
2010/11,21,8,H. Beer Sheva,21,7,8,6,28,25,3,29
2010/11,21,9,Maccabi Netanya,21,7,6,8,24,26,-2,27
2010/11,21,10,FC Ashdod,21,7,6,8,30,37,-7,27
2010/11,21,11,Bnei Yehuda,21,6,8,7,19,22,-3,26
2010/11,21,12,B. Jerusalem,21,6,6,9,24,28,-4,24
2010/11,21,13,H. Ashkelon,21,5,5,11,18,33,-15,20
2010/11,21,14,H. Petah Tikva,21,4,5,12,22,40,-18,17
2010/11,21,15,Bnei Sakhnin,21,4,3,14,14,33,-19,15
2010/11,21,16,H. Ramat Gan,21,1,6,14,13,40,-27,9
2010/11,22,1,Maccabi Haifa,22,15,6,1,38,16,22,51
2010/11,22,2,Hapoel Tel Aviv,22,15,4,3,50,20,30,49
2010/11,22,3,M. Tel Aviv,22,14,3,5,33,15,18,45
2010/11,22,4,Kiryat Shmona,22,11,6,5,39,24,15,39
2010/11,22,5,Hapoel Acre,22,9,6,7,36,29,7,33
2010/11,22,6,M. Petah Tikva,22,9,4,9,36,30,6,31
2010/11,22,7,Maccabi Netanya,22,8,6,8,26,27,-1,30
2010/11,22,8,Hapoel Haifa,22,8,6,8,27,30,-3,30
2010/11,22,9,H. Beer Sheva,22,7,8,7,29,28,1,29
2010/11,22,10,Bnei Yehuda,22,7,8,7,20,22,-2,29
2010/11,22,11,FC Ashdod,22,7,6,9,31,39,-8,27
2010/11,22,12,B. Jerusalem,22,6,6,10,24,29,-5,24
2010/11,22,13,H. Petah Tikva,22,5,5,12,25,41,-16,20
2010/11,22,14,H. Ashkelon,22,5,5,12,18,34,-16,20
2010/11,22,15,Bnei Sakhnin,22,5,3,14,15,33,-18,18
2010/11,22,16,H. Ramat Gan,22,1,6,15,13,43,-30,9
2010/11,23,1,Maccabi Haifa,23,16,6,1,40,16,24,54
2010/11,23,2,Hapoel Tel Aviv,23,16,4,3,53,20,33,52
2010/11,23,3,M. Tel Aviv,23,14,3,6,33,16,17,45
2010/11,23,4,Kiryat Shmona,23,11,7,5,41,26,15,40
2010/11,23,5,M. Petah Tikva,23,10,4,9,40,31,9,34
2010/11,23,6,Hapoel Acre,23,9,7,7,38,31,7,34
2010/11,23,7,Maccabi Netanya,23,9,6,8,29,27,2,33
2010/11,23,8,Hapoel Haifa,23,9,6,8,28,30,-2,33
2010/11,23,9,Bnei Yehuda,23,8,8,7,21,22,-1,32
2010/11,23,10,H. Beer Sheva,23,7,8,8,29,31,-2,29
2010/11,23,11,FC Ashdod,23,7,7,9,31,39,-8,28
2010/11,23,12,B. Jerusalem,23,6,7,10,24,29,-5,25
2010/11,23,13,H. Petah Tikva,23,5,5,13,25,43,-18,20
2010/11,23,14,H. Ashkelon,23,5,5,13,18,37,-19,20
2010/11,23,15,Bnei Sakhnin,23,5,3,15,15,34,-19,18
2010/11,23,16,H. Ramat Gan,23,1,6,16,14,47,-33,9
2010/11,24,1,Hapoel Tel Aviv,24,17,4,3,57,21,36,55
2010/11,24,2,Maccabi Haifa,24,16,6,2,41,20,21,54
2010/11,24,3,M. Tel Aviv,24,15,3,6,37,18,19,48
2010/11,24,4,Kiryat Shmona,24,11,7,6,42,29,13,40
2010/11,24,5,M. Petah Tikva,24,10,5,9,41,32,9,35
2010/11,24,6,Hapoel Acre,24,9,8,7,38,31,7,35
2010/11,24,7,Bnei Yehuda,24,9,8,7,24,23,1,35
2010/11,24,8,Maccabi Netanya,24,9,7,8,29,27,2,34
2010/11,24,9,Hapoel Haifa,24,9,7,8,29,31,-2,34
2010/11,24,10,H. Beer Sheva,24,7,9,8,29,31,-2,30
2010/11,24,11,FC Ashdod,24,7,8,9,31,39,-8,29
2010/11,24,12,B. Jerusalem,24,6,7,11,24,30,-6,25
2010/11,24,13,H. Petah Tikva,24,6,5,13,26,43,-17,23
2010/11,24,14,H. Ashkelon,24,5,5,14,20,41,-21,20
2010/11,24,15,Bnei Sakhnin,24,5,4,15,15,34,-19,19
2010/11,24,16,H. Ramat Gan,24,1,7,16,14,47,-33,10
2010/11,25,1,Maccabi Haifa,25,17,6,2,44,22,22,57
2010/11,25,2,Hapoel Tel Aviv,25,17,4,4,57,22,35,55
2010/11,25,3,M. Tel Aviv,25,15,4,6,39,20,19,49
2010/11,25,4,Kiryat Shmona,25,11,8,6,43,30,13,41
2010/11,25,5,M. Petah Tikva,25,11,5,9,45,32,13,38
2010/11,25,6,Bnei Yehuda,25,10,8,7,26,24,2,38
2010/11,25,7,Hapoel Haifa,25,10,7,8,31,31,0,37
2010/11,25,8,Hapoel Acre,25,9,9,7,40,33,7,36
2010/11,25,9,Maccabi Netanya,25,9,8,8,30,28,2,35
