season,round,leader,leader_points,leader_gd,leader_gf,first_place_changed,prev_leader,change_count
2024/25,17,H. Beer Sheva,40,24,36,False,H. Beer Sheva,2
2024/25,18,H. Beer Sheva,43,25,37,False,H. Beer Sheva,2
2024/25,19,H. Beer Sheva,46,27,39,False,H. Beer Sheva,2
2024/25,20,H. Beer Sheva,49,28,40,False,H. Beer Sheva,2
2024/25,21,H. Beer Sheva,49,27,40,False,H. Beer Sheva,2
2024/25,22,H. Beer Sheva,52,29,42,False,H. Beer Sheva,2
2024/25,23,H. Beer Sheva,55,33,46,False,H. Beer Sheva,2
2024/25,24,H. Beer Sheva,58,34,48,False,H. Beer Sheva,2
2024/25,25,H. Beer Sheva,59,34,51,False,H. Beer Sheva,2
2024/25,26,H. Beer Sheva,60,34,52,False,H. Beer Sheva,2
2025/26,1,M. Tel Aviv,3,4,4,False,,0
2025/26,2,H. Beer Sheva,6,9,11,True,M. Tel Aviv,1
2025/26,3,H. Beer Sheva,9,13,16,False,H. Beer Sheva,1
2025/26,4,H. Beer Sheva,12,15,19,False,H. Beer Sheva,1
2025/26,5,H. Beer Sheva,15,16,20,False,H. Beer Sheva,1
2025/26,6,H. Beer Sheva,18,17,22,False,H. Beer Sheva,1
2025/26,7,H. Beer Sheva,18,16,22,False,H. Beer Sheva,1
2025/26,8,H. Beer Sheva,21,17,23,False,H. Beer Sheva,1
2025/26,9,H. Beer Sheva,24,18,24,False,H. Beer Sheva,1
2025/26,10,H. Beer Sheva,28,19,30,False,H. Beer Sheva,1
2025/26,11,H. Beer Sheva,28,19,30,False,H. Beer Sheva,1
