season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2009/10,3,2,Bnei Yehuda,3,2,1,0,5,0,5,7
2009/10,3,3,M. Tel Aviv,3,2,1,0,5,1,4,7
2009/10,3,4,Hapoel Haifa,3,2,0,1,5,3,2,6
2009/10,3,5,FC Ashdod,3,2,0,1,2,3,-1,6
2009/10,3,6,Hapoel Tel Aviv,3,1,2,0,4,2,2,5
2009/10,3,7,B. Jerusalem,3,1,2,0,3,1,2,5
2009/10,3,8,Bnei Sakhnin,3,1,1,1,3,3,0,4
2009/10,3,9,H. Beer Sheva,3,1,1,1,5,6,-1,4
2009/10,3,10,H. Petah Tikva,3,1,0,2,2,5,-3,3
2009/10,3,11,Maccabi Netanya,3,0,2,1,3,4,-1,2
2009/10,3,12,H. Ramat Gan,3,0,2,1,4,6,-2,2
2009/10,3,13,M. Petah Tikva,3,0,2,1,3,5,-2,2
2009/10,3,14,Hapoel Acre,3,0,1,2,2,4,-2,1
2009/10,3,15,Hapoel Ra'anana,3,0,1,2,3,6,-3,1
2009/10,3,16,M. Ahi Nazareth,3,0,0,3,2,7,-5,0
2009/10,4,1,Maccabi Haifa,4,4,0,0,10,4,6,12
2009/10,4,2,Bnei Yehuda,4,3,1,0,7,1,6,10
2009/10,4,3,Hapoel Haifa,4,3,0,1,8,4,4,9
2009/10,4,4,B. Jerusalem,4,2,2,0,6,1,5,8
2009/10,4,5,M. Tel Aviv,4,2,1,1,6,4,2,7
2009/10,4,6,FC Ashdod,4,2,1,1,3,4,-1,7
2009/10,4,7,M. Petah Tikva,4,1,2,1,6,5,1,5
2009/10,4,8,Hapoel Tel Aviv,4,1,2,1,5,4,1,5
2009/10,4,9,H. Ramat Gan,4,1,2,1,5,6,-1,5
2009/10,4,10,Bnei Sakhnin,4,1,1,2,4,5,-1,4
2009/10,4,11,H. Beer Sheva,4,1,1,2,5,9,-4,4
2009/10,4,12,M. Ahi Nazareth,4,1,0,3,3,7,-4,3
2009/10,4,13,H. Petah Tikva,4,1,0,3,2,8,-6,3
2009/10,4,14,Maccabi Netanya,4,0,2,2,3,5,-2,2
2009/10,4,15,Hapoel Ra'anana,4,0,2,2,4,7,-3,2
2009/10,4,16,Hapoel Acre,4,0,1,3,2,5,-3,1
2009/10,5,1,Maccabi Haifa,5,5,0,0,12,4,8,15
2009/10,5,2,Hapoel Haifa,5,4,0,1,11,4,7,12
2009/10,5,3,Bnei Yehuda,5,3,2,0,8,2,6,11
2009/10,5,4,B. Jerusalem,5,2,2,1,8,4,4,8
2009/10,5,5,Hapoel Tel Aviv,5,2,2,1,8,4,4,8
2009/10,5,6,M. Tel Aviv,5,2,2,1,7,5,2,8
2009/10,5,7,FC Ashdod,5,2,2,1,3,4,-1,8
2009/10,5,8,H. Beer Sheva,5,2,1,2,8,11,-3,7
2009/10,5,9,H. Ramat Gan,5,1,3,1,5,6,-1,6
2009/10,5,10,M. Ahi Nazareth,5,2,0,3,5,8,-3,6
2009/10,5,11,M. Petah Tikva,5,1,2,2,6,7,-1,5
2009/10,5,12,Bnei Sakhnin,5,1,1,3,4,8,-4,4
2009/10,5,13,H. Petah Tikva,5,1,1,3,3,9,-6,4
2009/10,5,14,Hapoel Acre,5,0,2,3,3,6,-3,2
2009/10,5,15,Hapoel Ra'anana,5,0,2,3,5,9,-4,2
2009/10,5,16,Maccabi Netanya,5,0,2,3,3,8,-5,2
2009/10,6,1,Maccabi Haifa,6,6,0,0,15,5,10,18
2009/10,6,2,Hapoel Haifa,6,4,0,2,12,6,6,12
2009/10,6,3,M. Tel Aviv,6,3,2,1,10,5,5,11
2009/10,6,4,B. Jerusalem,6,3,2,1,9,4,5,11
2009/10,6,5,Bnei Yehuda,6,3,2,1,8,3,5,11
2009/10,6,6,Hapoel Tel Aviv,6,2,3,1,10,6,4,9
2009/10,6,7,FC Ashdod,6,2,3,1,5,6,-1,9
2009/10,6,8,M. Ahi Nazareth,6,3,0,3,8,10,-2,9
2009/10,6,9,H. Beer Sheva,6,2,1,3,9,14,-5,7
2009/10,6,10,H. Petah Tikva,6,2,1,3,5,10,-5,7
2009/10,6,11,H. Ramat Gan,6,1,3,2,7,9,-2,6
2009/10,6,12,Maccabi Netanya,6,1,2,3,6,8,-2,5
2009/10,6,13,M. Petah Tikva,6,1,2,3,6,10,-4,5
2009/10,6,14,Bnei Sakhnin,6,1,2,3,4,8,-4,5
2009/10,6,15,Hapoel Acre,6,0,3,3,3,6,-3,3
2009/10,6,16,Hapoel Ra'anana,6,0,2,4,5,12,-7,2
2009/10,7,1,Maccabi Haifa,7,7,0,0,17,6,11,21
2009/10,7,2,M. Tel Aviv,7,4,2,1,13,6,7,14
2009/10,7,3,Bnei Yehuda,7,4,2,1,10,3,7,14
2009/10,7,4,Hapoel Tel Aviv,7,3,3,1,14,6,8,12
2009/10,7,5,Hapoel Haifa,7,4,0,3,12,8,4,12
2009/10,7,6,B. Jerusalem,7,3,2,2,10,6,4,11
2009/10,7,7,FC Ashdod,7,2,4,1,6,7,-1,10
2009/10,7,8,M. Ahi Nazareth,7,3,0,4,8,14,-6,9
2009/10,7,9,H. Beer Sheva,7,2,2,3,11,16,-5,8
2009/10,7,10,H. Petah Tikva,7,2,2,3,6,11,-5,8
2009/10,7,11,Maccabi Netanya,7,1,3,3,8,10,-2,6
2009/10,7,12,H. Ramat Gan,7,1,3,3,8,12,-4,6
2009/10,7,13,M. Petah Tikva,7,1,3,3,7,11,-4,6
2009/10,7,14,Bnei Sakhnin,7,1,3,3,5,9,-4,6
2009/10,7,15,Hapoel Acre,7,0,4,3,4,7,-3,4
2009/10,7,16,Hapoel Ra'anana,7,0,3,4,6,13,-7,3
2009/10,8,1,Maccabi Haifa,8,8,0,0,19,6,13,24
2009/10,8,2,Hapoel Tel Aviv,8,4,3,1,15,6,9,15
2009/10,8,3,Bnei Yehuda,8,4,3,1,11,4,7,15
2009/10,8,4,B. Jerusalem,8,4,2,2,13,7,6,14
2009/10,8,5,M. Tel Aviv,8,4,2,2,13,7,6,14
2009/10,8,6,Hapoel Haifa,8,4,0,4,13,11,2,12
2009/10,8,7,H. Beer Sheva,8,3,2,3,12,16,-4,11
2009/10,8,8,FC Ashdod,8,2,4,2,6,8,-2,10
2009/10,8,9,H. Ramat Gan,8,2,3,3,9,12,-3,9
2009/10,8,10,M. Petah Tikva,8,2,3,3,8,11,-3,9
2009/10,8,11,M. Ahi Nazareth,8,3,0,5,8,15,-7,9
2009/10,8,12,H. Petah Tikva,8,2,2,4,7,13,-6,8
2009/10,8,13,Maccabi Netanya,8,1,3,4,8,12,-4,6
2009/10,8,14,Bnei Sakhnin,8,1,3,4,5,10,-5,6
2009/10,8,15,Hapoel Ra'anana,8,1,3,4,8,14,-6,6
2009/10,8,16,Hapoel Acre,8,0,5,3,5,8,-3,5
2009/10,9,1,Maccabi Haifa,9,9,0,0,20,6,14,27
2009/10,9,2,Hapoel Tel Aviv,9,5,3,1,17,7,10,18
2009/10,9,3,Bnei Yehuda,9,5,3,1,13,5,8,18
2009/10,9,4,M. Tel Aviv,9,4,3,2,14,8,6,15
2009/10,9,5,B. Jerusalem,9,4,2,3,13,10,3,14
2009/10,9,6,H. Beer Sheva,9,4,2,3,16,17,-1,14
2009/10,9,7,Hapoel Haifa,9,4,0,5,15,15,0,12
2009/10,9,8,H. Ramat Gan,9,2,4,3,9,12,-3,10
2009/10,9,9,M. Petah Tikva,9,2,4,3,9,12,-3,10
2009/10,9,10,FC Ashdod,9,2,4,3,6,9,-3,10
2009/10,9,11,Maccabi Netanya,9,2,3,4,11,12,-1,9
2009/10,9,12,H. Petah Tikva,9,2,3,4,7,13,-6,9
2009/10,9,13,M. Ahi Nazareth,9,3,0,6,9,19,-10,9
2009/10,9,14,Hapoel Acre,9,1,5,3,9,10,-1,8
2009/10,9,15,Bnei Sakhnin,9,1,3,5,6,12,-6,6
2009/10,9,16,Hapoel Ra'anana,9,1,3,5,9,16,-7,6
2009/10,10,1,Maccabi Haifa,10,10,0,0,24,7,17,30
2009/10,10,2,Hapoel Tel Aviv,10,6,3,1,24,8,16,21
2009/10,10,3,Bnei Yehuda,10,6,3,1,15,5,10,21
2009/10,10,4,M. Tel Aviv,10,5,3,2,17,9,8,18
2009/10,10,5,B. Jerusalem,10,4,3,3,14,11,3,15
2009/10,10,6,H. Beer Sheva,10,4,2,4,17,20,-3,14
2009/10,10,7,FC Ashdod,10,3,4,3,7,9,-2,13
2009/10,10,8,Hapoel Haifa,10,4,0,6,16,17,-1,12
2009/10,10,9,M. Petah Tikva,10,2,4,4,10,14,-4,10
2009/10,10,10,H. Ramat Gan,10,2,4,4,9,14,-5,10
2009/10,10,11,Hapoel Acre,10,1,6,3,10,11,-1,9
2009/10,10,12,Maccabi Netanya,10,2,3,5,11,13,-2,9
2009/10,10,13,Bnei Sakhnin,10,2,3,5,8,13,-5,9
2009/10,10,14,Hapoel Ra'anana,10,2,3,5,11,17,-6,9
2009/10,10,15,H. Petah Tikva,10,2,3,5,8,20,-12,9
2009/10,10,16,M. Ahi Nazareth,10,3,0,7,10,23,-13,9
2009/10,11,1,Maccabi Haifa,11,10,0,1,24,8,16,30
2009/10,11,2,Hapoel Tel Aviv,11,7,3,1,25,8,17,24
2009/10,11,3,M. Tel Aviv,11,6,3,2,18,9,9,21
2009/10,11,4,Bnei Yehuda,11,6,3,2,15,6,9,21
2009/10,11,5,FC Ashdod,11,4,4,3,9,9,0,16
2009/10,11,6,B. Jerusalem,11,4,3,4,14,13,1,15
2009/10,11,7,H. Beer Sheva,11,4,3,4,18,21,-3,15
2009/10,11,8,Hapoel Haifa,11,4,1,6,17,18,-1,13
2009/10,11,9,Maccabi Netanya,11,3,3,5,14,14,0,12
2009/10,11,10,M. Petah Tikva,11,2,5,4,11,15,-4,11
2009/10,11,11,H. Ramat Gan,11,2,5,4,10,15,-5,11
2009/10,11,12,Hapoel Acre,11,1,7,3,11,12,-1,10
2009/10,11,13,Bnei Sakhnin,11,2,4,5,9,14,-5,10
2009/10,11,14,Hapoel Ra'anana,11,2,4,5,12,18,-6,10
2009/10,11,15,H. Petah Tikva,11,2,4,5,9,21,-12,10
2009/10,11,16,M. Ahi Nazareth,11,3,0,8,11,26,-15,9
2009/10,12,1,Maccabi Haifa,12,11,0,1,25,8,17,33
2009/10,12,2,Hapoel Tel Aviv,12,8,3,1,27,8,19,27
2009/10,12,3,Bnei Yehuda,12,7,3,2,16,6,10,24
2009/10,12,4,M. Tel Aviv,12,6,3,3,18,10,8,21
2009/10,12,5,FC Ashdod,12,5,4,3,11,10,1,19
2009/10,12,6,B. Jerusalem,12,5,3,4,17,14,3,18
2009/10,12,7,H. Beer Sheva,12,5,3,4,20,21,-1,18
2009/10,12,8,Maccabi Netanya,12,4,3,5,15,14,1,15
2009/10,12,9,Hapoel Haifa,12,4,1,7,17,20,-3,13
2009/10,12,10,H. Ramat Gan,12,2,6,4,11,16,-5,12
2009/10,12,11,Hapoel Acre,12,1,8,3,12,13,-1,11
2009/10,12,12,M. Petah Tikva,12,2,5,5,11,16,-5,11
2009/10,12,13,Bnei Sakhnin,12,2,4,6,9,15,-6,10
2009/10,12,14,Hapoel Ra'anana,12,2,4,6,13,21,-8,10
2009/10,12,15,H. Petah Tikva,12,2,4,6,9,23,-14,10
2009/10,12,16,M. Ahi Nazareth,12,3,0,9,12,28,-16,9
2009/10,13,1,Maccabi Haifa,13,12,0,1,29,8,21,36
2009/10,13,2,Hapoel Tel Aviv,13,8,4,1,28,9,19,28
2009/10,13,3,Bnei Yehuda,13,7,4,2,18,8,10,25
2009/10,13,4,M. Tel Aviv,13,7,3,3,20,10,10,24
2009/10,13,5,B. Jerusalem,13,6,3,4,18,14,4,21
2009/10,13,6,H. Beer Sheva,13,5,4,4,22,23,-1,19
2009/10,13,7,FC Ashdod,13,5,4,4,11,12,-1,19
2009/10,13,8,Maccabi Netanya,13,5,3,5,18,14,4,18
2009/10,13,9,Hapoel Haifa,13,5,1,7,19,20,-1,16
2009/10,13,10,H. Ramat Gan,13,3,6,4,12,16,-4,15
2009/10,13,11,Hapoel Acre,13,1,9,3,13,14,-1,12
2009/10,13,12,M. Petah Tikva,13,2,5,6,11,18,-7,11
2009/10,13,13,Hapoel Ra'anana,13,2,4,7,13,22,-9,10
2009/10,13,14,Bnei Sakhnin,13,2,4,7,9,18,-9,10
2009/10,13,15,H. Petah Tikva,13,2,4,7,9,27,-18,10
2009/10,13,16,M. Ahi Nazareth,13,3,0,10,12,29,-17,9
2009/10,14,1,Maccabi Haifa,14,13,0,1,31,8,23,39
2009/10,14,2,Hapoel Tel Aviv,14,9,4,1,33,9,24,31
2009/10,14,3,M. Tel Aviv,14,7,4,3,23,13,10,25
2009/10,14,4,Bnei Yehuda,14,7,4,3,18,10,8,25
2009/10,14,5,B. Jerusalem,14,7,3,4,19,14,5,24
2009/10,14,6,Maccabi Netanya,14,6,3,5,19,14,5,21
2009/10,14,7,FC Ashdod,14,5,5,4,11,12,-1,20
2009/10,14,8,Hapoel Haifa,14,6,1,7,22,22,0,19
2009/10,14,9,H. Beer Sheva,14,5,4,5,24,26,-2,19
2009/10,14,10,Hapoel Acre,14,2,9,3,16,16,0,15
2009/10,14,11,H. Ramat Gan,14,3,6,5,12,17,-5,15
2009/10,14,12,M. Petah Tikva,14,2,5,7,13,21,-8,11
2009/10,14,13,Bnei Sakhnin,14,2,5,7,9,18,-9,11
2009/10,14,14,Hapoel Ra'anana,14,2,4,8,13,27,-14,10
2009/10,14,15,M. Ahi Nazareth,14,3,1,10,15,32,-17,10
2009/10,14,16,H. Petah Tikva,14,2,4,8,9,28,-19,10
2009/10,15,1,Maccabi Haifa,15,14,0,1,32,8,24,42
2009/10,15,2,Hapoel Tel Aviv,15,10,4,1,36,9,27,34
2009/10,15,3,M. Tel Aviv,15,8,4,3,27,16,11,28
2009/10,15,4,Bnei Yehuda,15,8,4,3,20,11,9,28
2009/10,15,5,B. Jerusalem,15,7,3,5,22,18,4,24
2009/10,15,6,H. Beer Sheva,15,6,4,5,27,27,0,22
2009/10,15,7,Maccabi Netanya,15,6,3,6,20,16,4,21
2009/10,15,8,FC Ashdod,15,5,6,4,12,13,-1,21
2009/10,15,9,Hapoel Haifa,15,6,1,8,22,23,-1,19
2009/10,15,10,Hapoel Acre,15,2,9,4,17,19,-2,15
2009/10,15,11,H. Ramat Gan,15,3,6,6,12,20,-8,15
2009/10,15,12,Hapoel Ra'anana,15,3,4,8,16,28,-12,13
2009/10,15,13,Bnei Sakhnin,15,2,6,7,10,19,-9,12
2009/10,15,14,M. Petah Tikva,15,2,5,8,14,24,-10,11
2009/10,15,15,M. Ahi Nazareth,15,3,2,10,16,33,-17,11
2009/10,15,16,H. Petah Tikva,15,2,5,8,10,29,-19,11
2009/10,16,1,Maccabi Haifa,16,15,0,1,35,8,27,45
2009/10,16,2,Hapoel Tel Aviv,16,11,4,1,40,12,28,37
2009/10,16,3,M. Tel Aviv,16,8,5,3,27,16,11,29
2009/10,16,4,Bnei Yehuda,16,8,4,4,22,14,8,28
2009/10,16,5,B. Jerusalem,16,7,3,6,25,22,3,24
2009/10,16,6,FC Ashdod,16,6,6,4,15,15,0,24
2009/10,16,7,H. Beer Sheva,16,6,5,5,29,29,0,23
2009/10,16,8,Maccabi Netanya,16,6,4,6,20,16,4,22
2009/10,16,9,Hapoel Haifa,16,6,2,8,22,23,-1,20
2009/10,16,10,Hapoel Acre,16,2,9,5,17,22,-5,15
2009/10,16,11,H. Ramat Gan,16,3,6,7,12,23,-11,15
2009/10,16,12,M. Petah Tikva,16,3,5,8,17,24,-7,14
2009/10,16,13,Hapoel Ra'anana,16,3,5,8,18,30,-12,14
2009/10,16,14,H. Petah Tikva,16,3,5,8,13,29,-16,14
2009/10,16,15,Bnei Sakhnin,16,2,7,7,10,19,-9,13
2009/10,16,16,M. Ahi Nazareth,16,3,2,11,16,36,-20,11
2009/10,17,1,Maccabi Haifa,17,16,0,1,38,8,30,48
2009/10,17,2,Hapoel Tel Aviv,17,11,5,1,40,12,28,38
2009/10,17,3,M. Tel Aviv,17,9,5,3,28,16,12,32
2009/10,17,4,Bnei Yehuda,17,8,5,4,24,16,8,29
2009/10,17,5,B. Jerusalem,17,8,3,6,26,22,4,27
2009/10,17,6,FC Ashdod,17,7,6,4,16,15,1,27
2009/10,17,7,H. Beer Sheva,17,7,5,5,30,29,1,26
2009/10,17,8,Maccabi Netanya,17,7,4,6,21,16,5,25
2009/10,17,9,Hapoel Haifa,17,6,2,9,22,24,-2,20
2009/10,17,10,Hapoel Acre,17,2,9,6,17,23,-6,15
2009/10,17,11,M. Petah Tikva,17,3,6,8,17,24,-7,15
2009/10,17,12,H. Ramat Gan,17,3,6,8,12,24,-12,15
2009/10,17,13,Hapoel Ra'anana,17,3,5,9,18,33,-15,14
2009/10,17,14,H. Petah Tikva,17,3,5,9,13,30,-17,14
2009/10,17,15,Bnei Sakhnin,17,2,7,8,10,20,-10,13
2009/10,17,16,M. Ahi Nazareth,17,3,3,11,18,38,-20,12
2009/10,18,1,Maccabi Haifa,18,17,0,1,43,8,35,51
2009/10,18,2,Hapoel Tel Aviv,18,12,5,1,44,13,31,41
2009/10,18,3,M. Tel Aviv,18,10,5,3,29,16,13,35
2009/10,18,4,Bnei Yehuda,18,8,5,5,24,17,7,29
2009/10,18,5,FC Ashdod,18,7,7,4,17,16,1,28
2009/10,18,6,B. Jerusalem,18,8,3,7,27,24,3,27
2009/10,18,7,Maccabi Netanya,18,7,5,6,22,17,5,26
2009/10,18,8,H. Beer Sheva,18,7,5,6,31,33,-2,26
2009/10,18,9,Hapoel Haifa,18,6,3,9,24,26,-2,21
2009/10,18,10,M. Petah Tikva,18,4,6,8,19,25,-6,18
2009/10,18,11,Hapoel Acre,18,2,10,6,18,24,-6,16
2009/10,18,12,Hapoel Ra'anana,18,3,6,9,19,34,-15,15
2009/10,18,13,H. Petah Tikva,18,3,6,9,13,30,-17,15
2009/10,18,14,H. Ramat Gan,18,3,6,9,12,29,-17,15
2009/10,18,15,Bnei Sakhnin,18,2,8,8,10,20,-10,14
2009/10,18,16,M. Ahi Nazareth,18,3,4,11,20,40,-20,13
2009/10,19,1,Maccabi Haifa,19,17,1,1,43,8,35,52
2009/10,19,2,Hapoel Tel Aviv,19,12,6,1,44,13,31,42
2009/10,19,3,M. Tel Aviv,19,11,5,3,30,16,14,38
2009/10,19,4,Bnei Yehuda,19,8,5,6,24,19,5,29
2009/10,19,5,FC Ashdod,19,7,8,4,17,16,1,29
2009/10,19,6,B. Jerusalem,19,8,4,7,27,24,3,28
2009/10,19,7,Maccabi Netanya,19,7,5,7,24,20,4,26
2009/10,19,8,H. Beer Sheva,19,7,5,7,31,34,-3,26
2009/10,19,9,Hapoel Haifa,19,6,3,10,24,27,-3,21
2009/10,19,10,M. Petah Tikva,19,5,6,8,20,25,-5,21
2009/10,19,11,H. Ramat Gan,19,4,6,9,15,31,-16,18
2009/10,19,12,Bnei Sakhnin,19,3,8,8,12,20,-8,17
2009/10,19,13,Hapoel Acre,19,2,10,7,18,25,-7,16
2009/10,19,14,Hapoel Ra'anana,19,3,7,9,19,34,-15,16
2009/10,19,15,H. Petah Tikva,19,3,7,9,13,30,-17,16
2009/10,19,16,M. Ahi Nazareth,19,4,4,11,21,40,-19,16
2009/10,20,1,Maccabi Haifa,20,18,1,1,44,8,36,55
2009/10,20,2,Hapoel Tel Aviv,20,12,7,1,47,16,31,43
2009/10,20,3,M. Tel Aviv,20,12,5,3,33,18,15,41
2009/10,20,4,Bnei Yehuda,20,8,6,6,25,20,5,30
2009/10,20,5,FC Ashdod,20,7,9,4,18,17,1,30
2009/10,20,6,B. Jerusalem,20,8,5,7,28,25,3,29
2009/10,20,7,Maccabi Netanya,20,7,6,7,27,23,4,27
2009/10,20,8,H. Beer Sheva,20,7,6,7,32,35,-3,27
2009/10,20,9,Hapoel Haifa,20,6,3,11,24,28,-4,21
2009/10,20,10,M. Petah Tikva,20,5,6,9,20,26,-6,21
2009/10,20,11,Bnei Sakhnin,20,4,8,8,13,20,-7,20
2009/10,20,12,H. Ramat Gan,20,4,7,9,16,32,-16,19
2009/10,20,13,Hapoel Ra'anana,20,3,8,9,20,35,-15,17
2009/10,20,14,H. Petah Tikva,20,3,8,9,14,31,-17,17
2009/10,20,15,M. Ahi Nazareth,20,4,5,11,22,41,-19,17
2009/10,20,16,Hapoel Acre,20,2,10,8,20,28,-8,16
2009/10,21,1,Maccabi Haifa,21,19,1,1,48,9,39,58
2009/10,21,2,Hapoel Tel Aviv,21,13,7,1,51,16,35,46
2009/10,21,3,M. Tel Aviv,21,13,5,3,35,18,17,44
2009/10,21,4,Bnei Yehuda,21,8,7,6,25,20,5,31
2009/10,21,5,B. Jerusalem,21,8,6,7,28,25,3,30
2009/10,21,6,FC Ashdod,21,7,9,5,18,21,-3,30
2009/10,21,7,Maccabi Netanya,21,7,7,7,29,25,4,28
2009/10,21,8,H. Beer Sheva,21,7,6,8,33,39,-6,27
2009/10,21,9,Bnei Sakhnin,21,5,8,8,14,20,-6,23
2009/10,21,10,Hapoel Haifa,21,6,4,11,26,30,-4,22
2009/10,21,11,M. Petah Tikva,21,5,7,9,22,28,-6,22
2009/10,21,12,H. Ramat Gan,21,5,7,9,17,32,-15,22
2009/10,21,13,H. Petah Tikva,21,3,9,9,16,33,-17,18
2009/10,21,14,Hapoel Ra'anana,21,3,8,10,20,37,-17,17
2009/10,21,15,M. Ahi Nazareth,21,4,5,12,22,42,-20,17
2009/10,21,16,Hapoel Acre,21,2,10,9,20,29,-9,16
2009/10,22,1,Maccabi Haifa,22,20,1,1,51,9,42,61
2009/10,22,2,Hapoel Tel Aviv,22,14,7,1,55,16,39,49
2009/10,22,3,M. Tel Aviv,22,14,5,3,39,19,20,47
2009/10,22,4,Bnei Yehuda,22,9,7,6,28,20,8,34
2009/10,22,5,FC Ashdod,22,7,10,5,19,22,-3,31
2009/10,22,6,B. Jerusalem,22,8,6,8,28,28,0,30
2009/10,22,7,H. Beer Sheva,22,8,6,8,35,39,-4,30
2009/10,22,8,Maccabi Netanya,22,7,7,8,29,27,2,28
2009/10,22,9,Bnei Sakhnin,22,6,8,8,15,20,-5,26
2009/10,22,10,M. Petah Tikva,22,5,8,9,23,29,-6,23
2009/10,22,11,Hapoel Haifa,22,6,4,12,26,33,-7,22
2009/10,22,12,H. Ramat Gan,22,5,7,10,18,36,-18,22
2009/10,22,13,H. Petah Tikva,22,3,10,9,16,33,-17,19
2009/10,22,14,Hapoel Acre,22,2,11,9,20,29,-9,17
2009/10,22,15,Hapoel Ra'anana,22,3,8,11,20,38,-18,17
2009/10,22,16,M. Ahi Nazareth,22,4,5,13,22,46,-24,17
2009/10,23,1,Maccabi Haifa,23,20,1,2,51,10,41,61
2009/10,23,2,Hapoel Tel Aviv,23,15,7,1,59,18,41,52
2009/10,23,3,M. Tel Aviv,23,14,5,4,41,23,18,47
2009/10,23,4,Bnei Yehuda,23,10,7,6,30,21,9,37
2009/10,23,5,FC Ashdod,23,8,10,5,24,24,0,34
2009/10,23,6,Maccabi Netanya,23,8,7,8,30,27,3,31
2009/10,23,7,B. Jerusalem,23,8,6,9,30,31,-1,30
2009/10,23,8,H. Beer Sheva,23,8,6,9,37,44,-7,30
2009/10,23,9,Bnei Sakhnin,23,7,8,8,18,21,-3,29
2009/10,23,10,M. Petah Tikva,23,6,8,9,25,30,-5,26
2009/10,23,11,Hapoel Haifa,23,7,4,12,29,35,-6,25
2009/10,23,12,H. Petah Tikva,23,4,10,9,18,34,-16,22
2009/10,23,13,H. Ramat Gan,23,5,7,11,19,39,-20,22
2009/10,23,14,Hapoel Acre,23,2,11,10,21,31,-10,17
2009/10,23,15,Hapoel Ra'anana,23,3,8,12,21,40,-19,17
2009/10,23,16,M. Ahi Nazareth,23,4,5,14,23,48,-25,17
2009/10,24,1,Maccabi Haifa,24,21,1,2,52,10,42,64
2009/10,24,2,Hapoel Tel Aviv,24,16,7,1,60,18,42,55
2009/10,24,3,M. Tel Aviv,24,14,5,5,42,25,17,47
2009/10,24,4,Bnei Yehuda,24,11,7,6,33,21,12,40
2009/10,24,5,FC Ashdod,24,8,10,6,24,25,-1,34
2009/10,24,6,B. Jerusalem,24,9,6,9,33,32,1,33
2009/10,24,7,Maccabi Netanya,24,8,7,9,31,30,1,31
2009/10,24,8,H. Beer Sheva,24,8,7,9,39,46,-7,31
2009/10,24,9,M. Petah Tikva,24,7,8,9,27,31,-4,29
2009/10,24,10,Bnei Sakhnin,24,7,8,9,18,22,-4,29
2009/10,24,11,Hapoel Haifa,24,7,5,12,31,37,-6,26
2009/10,24,12,H. Petah Tikva,24,4,11,9,18,34,-16,23
2009/10,24,13,H. Ramat Gan,24,5,8,11,19,39,-20,23
2009/10,24,14,Hapoel Acre,24,2,12,10,23,33,-10,18
2009/10,24,15,M. Ahi Nazareth,24,4,6,14,25,50,-25,18
2009/10,24,16,Hapoel Ra'anana,24,3,8,13,21,43,-22,17
2009/10,25,1,Maccabi Haifa,25,22,1,2,57,10,47,67
2009/10,25,2,Hapoel Tel Aviv,25,16,8,1,61,19,42,56
2009/10,25,3,M. Tel Aviv,25,14,6,5,43,26,17,48
2009/10,25,4,Bnei Yehuda,25,11,7,7,34,23,11,40
2009/10,25,5,FC Ashdod,25,9,10,6,27,25,2,37
