season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2020/21,2020,Beitar Jerusalem,BnS,2,3,-1,A,0,3
2020/21,2020,Beitar Jerusalem,BnY,1,1,0,D,1,1
2020/21,2020,Beitar Jerusalem,ASH,1,2,-1,A,0,3
2020/21,2020,Beitar Jerusalem,HAH,4,0,4,H,3,0
2020/21,2020,Beitar Jerusalem,HBS,1,2,-1,A,0,3
2020/21,2020,Beitar Jerusalem,HHA,3,3,0,D,1,1
2020/21,2020,Beitar Jerusalem,HKS,2,1,1,H,3,0
2020/21,2020,Beitar Jerusalem,HTA,0,1,-1,A,0,3
2020/21,2020,Beitar Jerusalem,IKS,1,0,1,H,3,0
2020/21,2020,Beitar Jerusalem,MHA,0,3,-3,A,0,3
2020/21,2020,Beitar Jerusalem,MNE,1,1,0,D,1,1
2020/21,2020,Beitar Jerusalem,MPT,1,2,-1,A,0,3
2020/21,2020,Beitar Jerusalem,MTA,0,0,0,D,1,1
2020/21,2020,Bnei Sakhnin,BEI,0,0,0,D,1,1
2020/21,2020,Bnei Sakhnin,BnY,0,3,-3,A,0,3
2020/21,2020,Bnei Sakhnin,ASH,1,0,1,H,3,0
2020/21,2020,Bnei Sakhnin,HAH,0,2,-2,A,0,3
2020/21,2020,Bnei Sakhnin,HBS,1,0,1,H,3,0
2020/21,2020,Bnei Sakhnin,HHA,0,1,-1,A,0,3
2020/21,2020,Bnei Sakhnin,HKS,0,1,-1,A,0,3
2020/21,2020,Bnei Sakhnin,HTA,0,1,-1,A,0,3
2020/21,2020,Bnei Sakhnin,IKS,0,2,-2,A,0,3
2020/21,2020,Bnei Sakhnin,MHA,0,3,-3,A,0,3
2020/21,2020,Bnei Sakhnin,MNE,0,1,-1,A,0,3
2020/21,2020,Bnei Sakhnin,MPT,1,0,1,H,3,0
2020/21,2020,Bnei Sakhnin,MTA,1,2,-1,A,0,3
2020/21,2020,Bnei Yehuda,BEI,1,0,1,H,3,0
2020/21,2020,Bnei Yehuda,BnS,1,1,0,D,1,1
2020/21,2020,Bnei Yehuda,ASH,1,0,1,H,3,0
2020/21,2020,Bnei Yehuda,HAH,0,3,-3,A,0,3
2020/21,2020,Bnei Yehuda,HBS,0,2,-2,A,0,3
2020/21,2020,Bnei Yehuda,HHA,0,2,-2,A,0,3
2020/21,2020,Bnei Yehuda,HKS,1,3,-2,A,0,3
2020/21,2020,Bnei Yehuda,HTA,1,0,1,H,3,0
2020/21,2020,Bnei Yehuda,IKS,1,0,1,H,3,0
2020/21,2020,Bnei Yehuda,MHA,0,2,-2,A,0,3
2020/21,2020,Bnei Yehuda,MNE,1,1,0,D,1,1
2020/21,2020,Bnei Yehuda,MPT,0,1,-1,A,0,3
2020/21,2020,Bnei Yehuda,MTA,2,2,0,D,1,1
2020/21,2020,F.C. Ashdod,BEI,2,0,2,H,3,0
2020/21,2020,F.C. Ashdod,BnS,0,0,0,D,1,1
2020/21,2020,F.C. Ashdod,BnY,4,0,4,H,3,0
