round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,Maccabi Netanya,1:4,Maccabi Haifa,2011/12,2011,20/08/11,4:15 PM,2011-08-20,Saturday,שבת,5
1,1,2,Hapoel Acre,2:0,Bnei Yehuda,2011/12,2011,20/08/11,6:30 PM,2011-08-20,Saturday,שבת,5
1,1,3,Hapoel Haifa,0:1,Kiryat Shmona,2011/12,2011,20/08/11,6:30 PM,2011-08-20,Saturday,שבת,5
1,1,4,H Rishon leZion,4:2,Bnei Sakhnin,2011/12,2011,20/08/11,7:00 PM,2011-08-20,Saturday,שבת,5
1,1,5,H. Petah Tikva,1:3,M. Tel Aviv,2011/12,2011,21/08/11,7:00 PM,2011-08-21,Sunday,יום ראשון,6
1,1,6,Hapoel Tel Aviv,4:1,M. Petah Tikva,2011/12,2011,22/08/11,7:50 PM,2011-08-22,Monday,יום שני,0
1,1,7,H. Beer Sheva,0:1,B. Jerusalem,2011/12,2011,30/08/11,7:00 PM,2011-08-30,Tuesday,יום שלישי,1
1,1,8,FC Ashdod,2:0,Ramat haSharon,2011/12,2011,13/09/11,6:30 PM,2011-09-13,Tuesday,יום שלישי,1
2,2,9,Maccabi Haifa,2:2,H. Petah Tikva,2011/12,2011,27/08/11,4:15 PM,2011-08-27,Saturday,שבת,5
2,2,10,B. Jerusalem,3:1,Hapoel Acre,2011/12,2011,27/08/11,6:30 PM,2011-08-27,Saturday,שבת,5
2,2,11,Kiryat Shmona,1:3,Maccabi Netanya,2011/12,2011,27/08/11,6:30 PM,2011-08-27,Saturday,שבת,5
2,2,12,Ramat haSharon,1:2,H Rishon leZion,2011/12,2011,27/08/11,6:30 PM,2011-08-27,Saturday,שבת,5
2,2,13,Bnei Sakhnin,4:3,H. Beer Sheva,2011/12,2011,27/08/11,7:00 PM,2011-08-27,Saturday,שבת,5
2,2,14,M. Petah Tikva,2:1,Hapoel Haifa,2011/12,2011,28/08/11,6:00 PM,2011-08-28,Sunday,יום ראשון,6
2,2,15,Bnei Yehuda,1:1,Hapoel Tel Aviv,2011/12,2011,28/08/11,7:50 PM,2011-08-28,Sunday,יום ראשון,6
2,2,16,M. Tel Aviv,4:0,FC Ashdod,2011/12,2011,29/08/11,7:00 PM,2011-08-29,Monday,יום שני,0
3,3,17,H Rishon leZion,0:2,M. Tel Aviv,2011/12,2011,10/09/11,4:00 PM,2011-09-10,Saturday,שבת,5
3,3,18,FC Ashdod,1:0,Maccabi Haifa,2011/12,2011,10/09/11,6:10 PM,2011-09-10,Saturday,שבת,5
3,3,19,Hapoel Haifa,0:2,Bnei Yehuda,2011/12,2011,10/09/11,6:30 PM,2011-09-10,Saturday,שבת,5
3,3,20,Maccabi Netanya,0:1,M. Petah Tikva,2011/12,2011,10/09/11,6:30 PM,2011-09-10,Saturday,שבת,5
3,3,21,H. Petah Tikva,1:1,Kiryat Shmona,2011/12,2011,10/09/11,6:30 PM,2011-09-10,Saturday,שבת,5
3,3,22,Bnei Sakhnin,3:0,Ramat haSharon,2011/12,2011,10/09/11,6:30 PM,2011-09-10,Saturday,שבת,5
3,3,23,Hapoel Tel Aviv,1:0,B. Jerusalem,2011/12,2011,11/09/11,7:50 PM,2011-09-11,Sunday,יום ראשון,6
3,3,24,Hapoel Acre,2:0,H. Beer Sheva,2011/12,2011,12/09/11,6:50 PM,2011-09-12,Monday,יום שני,0
4,4,25,M. Petah Tikva,1:1,H. Petah Tikva,2011/12,2011,17/09/11,4:00 PM,2011-09-17,Saturday,שבת,5
4,4,26,Bnei Yehuda,1:2,Maccabi Netanya,2011/12,2011,17/09/11,6:30 PM,2011-09-17,Saturday,שבת,5
4,4,27,Kiryat Shmona,0:0,FC Ashdod,2011/12,2011,17/09/11,6:30 PM,2011-09-17,Saturday,שבת,5
4,4,28,H. Beer Sheva,1:3,Ramat haSharon,2011/12,2011,17/09/11,6:30 PM,2011-09-17,Saturday,שבת,5
4,4,29,B. Jerusalem,1:0,Hapoel Haifa,2011/12,2011,17/09/11,7:45 PM,2011-09-17,Saturday,שבת,5
4,4,30,Hapoel Acre,0:2,Hapoel Tel Aviv,2011/12,2011,18/09/11,6:00 PM,2011-09-18,Sunday,יום ראשון,6
4,4,31,Maccabi Haifa,3:1,H Rishon leZion,2011/12,2011,18/09/11,7:00 PM,2011-09-18,Sunday,יום ראשון,6
4,4,32,M. Tel Aviv,2:0,Bnei Sakhnin,2011/12,2011,18/09/11,7:50 PM,2011-09-18,Sunday,יום ראשון,6
5,5,33,Ramat haSharon,3:1,M. Tel Aviv,2011/12,2011,21/09/11,6:00 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,34,Hapoel Haifa,2:4,Hapoel Acre,2011/12,2011,21/09/11,6:30 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,35,H. Petah Tikva,0:1,Bnei Yehuda,2011/12,2011,21/09/11,6:30 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,36,FC Ashdod,1:3,M. Petah Tikva,2011/12,2011,21/09/11,6:30 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,37,H Rishon leZion,1:1,Kiryat Shmona,2011/12,2011,21/09/11,6:30 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,38,Hapoel Tel Aviv,2:0,H. Beer Sheva,2011/12,2011,21/09/11,6:45 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,39,Maccabi Netanya,1:1,B. Jerusalem,2011/12,2011,21/09/11,7:30 PM,2011-09-21,Wednesday,יום רביעי,2
5,5,40,Bnei Sakhnin,2:0,Maccabi Haifa,2011/12,2011,21/09/11,8:00 PM,2011-09-21,Wednesday,יום רביעי,2
6,6,41,Hapoel Tel Aviv,0:0,Hapoel Haifa,2011/12,2011,24/09/11,4:00 PM,2011-09-24,Saturday,שבת,5
6,6,42,Hapoel Acre,1:2,Maccabi Netanya,2011/12,2011,24/09/11,6:00 PM,2011-09-24,Saturday,שבת,5
6,6,43,B. Jerusalem,1:2,H. Petah Tikva,2011/12,2011,24/09/11,6:30 PM,2011-09-24,Saturday,שבת,5
6,6,44,Kiryat Shmona,0:0,Bnei Sakhnin,2011/12,2011,24/09/11,6:30 PM,2011-09-24,Saturday,שבת,5
6,6,45,Maccabi Haifa,5:0,Ramat haSharon,2011/12,2011,24/09/11,6:30 PM,2011-09-24,Saturday,שבת,5
6,6,46,H. Beer Sheva,1:4,M. Tel Aviv,2011/12,2011,25/09/11,7:50 PM,2011-09-25,Sunday,יום ראשון,6
6,6,47,M. Petah Tikva,2:2,H Rishon leZion,2011/12,2011,26/09/11,6:30 PM,2011-09-26,Monday,יום שני,0
6,6,48,Bnei Yehuda,1:0,FC Ashdod,2011/12,2011,26/09/11,7:00 PM,2011-09-26,Monday,יום שני,0
7,7,49,Hapoel Haifa,0:2,H. Beer Sheva,2011/12,2011,01/10/11,4:00 PM,2011-10-01,Saturday,שבת,5
7,7,50,H. Petah Tikva,0:0,Hapoel Acre,2011/12,2011,01/10/11,6:30 PM,2011-10-01,Saturday,שבת,5
7,7,51,FC Ashdod,3:0,B. Jerusalem,2011/12,2011,01/10/11,6:30 PM,2011-10-01,Saturday,שבת,5
7,7,52,H Rishon leZion,0:1,Bnei Yehuda,2011/12,2011,01/10/11,6:30 PM,2011-10-01,Saturday,שבת,5
7,7,53,Ramat haSharon,0:1,Kiryat Shmona,2011/12,2011,01/10/11,6:30 PM,2011-10-01,Saturday,שבת,5
7,7,54,Bnei Sakhnin,3:0,M. Petah Tikva,2011/12,2011,02/10/11,7:30 PM,2011-10-02,Sunday,יום ראשון,6
7,7,55,Maccabi Netanya,2:1,Hapoel Tel Aviv,2011/12,2011,03/10/11,7:30 PM,2011-10-03,Monday,יום שני,0
7,7,56,M. Tel Aviv,1:1,Maccabi Haifa,2011/12,2011,03/10/11,8:50 PM,2011-10-03,Monday,יום שני,0
8,8,57,Bnei Yehuda,1:1,Bnei Sakhnin,2011/12,2011,15/10/11,3:30 PM,2011-10-15,Saturday,שבת,5
8,8,58,H. Beer Sheva,1:1,Maccabi Haifa,2011/12,2011,15/10/11,5:00 PM,2011-10-15,Saturday,שבת,5
8,8,59,Hapoel Haifa,1:1,Maccabi Netanya,2011/12,2011,15/10/11,7:30 PM,2011-10-15,Saturday,שבת,5
8,8,60,Hapoel Tel Aviv,5:0,H. Petah Tikva,2011/12,2011,15/10/11,7:30 PM,2011-10-15,Saturday,שבת,5
8,8,61,Hapoel Acre,2:2,FC Ashdod,2011/12,2011,15/10/11,7:30 PM,2011-10-15,Saturday,שבת,5
8,8,62,M. Petah Tikva,2:3,Ramat haSharon,2011/12,2011,15/10/11,7:30 PM,2011-10-15,Saturday,שבת,5
8,8,63,Kiryat Shmona,2:1,M. Tel Aviv,2011/12,2011,16/10/11,8:50 PM,2011-10-16,Sunday,יום ראשון,6
8,8,64,B. Jerusalem,1:1,H Rishon leZion,2011/12,2011,17/10/11,8:00 PM,2011-10-17,Monday,יום שני,0
9,9,65,Maccabi Netanya,2:1,H. Beer Sheva,2011/12,2011,22/10/11,7:30 PM,2011-10-22,Saturday,שבת,5
9,9,66,H. Petah Tikva,0:1,Hapoel Haifa,2011/12,2011,22/10/11,7:30 PM,2011-10-22,Saturday,שבת,5
9,9,67,H Rishon leZion,0:3,Hapoel Acre,2011/12,2011,22/10/11,7:30 PM,2011-10-22,Saturday,שבת,5
9,9,68,Ramat haSharon,2:1,Bnei Yehuda,2011/12,2011,22/10/11,7:30 PM,2011-10-22,Saturday,שבת,5
9,9,69,Maccabi Haifa,0:3,Kiryat Shmona,2011/12,2011,23/10/11,6:55 PM,2011-10-23,Sunday,יום ראשון,6
9,9,70,FC Ashdod,2:0,Hapoel Tel Aviv,2011/12,2011,23/10/11,8:00 PM,2011-10-23,Sunday,יום ראשון,6
9,9,71,M. Tel Aviv,1:0,M. Petah Tikva,2011/12,2011,23/10/11,8:50 PM,2011-10-23,Sunday,יום ראשון,6
9,9,72,Bnei Sakhnin,3:0,B. Jerusalem,2011/12,2011,24/10/11,8:50 PM,2011-10-24,Monday,יום שני,0
10,10,73,Hapoel Tel Aviv,6:0,H Rishon leZion,2011/12,2011,29/10/11,5:30 PM,2011-10-29,Saturday,שבת,5
10,10,74,Maccabi Netanya,1:1,H. Petah Tikva,2011/12,2011,29/10/11,7:30 PM,2011-10-29,Saturday,שבת,5
10,10,75,Hapoel Haifa,2:2,FC Ashdod,2011/12,2011,29/10/11,7:30 PM,2011-10-29,Saturday,שבת,5
10,10,76,Hapoel Acre,2:1,Bnei Sakhnin,2011/12,2011,29/10/11,7:30 PM,2011-10-29,Saturday,שבת,5
10,10,77,H. Beer Sheva,0:3,Kiryat Shmona,2011/12,2011,29/10/11,7:30 PM,2011-10-29,Saturday,שבת,5
10,10,78,M. Petah Tikva,1:4,Maccabi Haifa,2011/12,2011,29/10/11,7:30 PM,2011-10-29,Saturday,שבת,5
10,10,79,B. Jerusalem,0:1,Ramat haSharon,2011/12,2011,30/10/11,7:00 PM,2011-10-30,Sunday,יום ראשון,6
10,10,80,Bnei Yehuda,0:0,M. Tel Aviv,2011/12,2011,31/10/11,7:50 PM,2011-10-31,Monday,יום שני,0
11,11,81,FC Ashdod,2:1,Maccabi Netanya,2011/12,2011,05/11/11,6:00 PM,2011-11-05,Saturday,שבת,5
11,11,82,H Rishon leZion,1:1,Hapoel Haifa,2011/12,2011,05/11/11,6:00 PM,2011-11-05,Saturday,שבת,5
11,11,83,Ramat haSharon,1:1,Hapoel Acre,2011/12,2011,05/11/11,6:00 PM,2011-11-05,Saturday,שבת,5
11,11,84,Kiryat Shmona,1:1,M. Petah Tikva,2011/12,2011,05/11/11,6:00 PM,2011-11-05,Saturday,שבת,5
11,11,85,H. Petah Tikva,2:0,H. Beer Sheva,2011/12,2011,05/11/11,6:30 PM,2011-11-05,Saturday,שבת,5
11,11,86,Maccabi Haifa,1:1,Bnei Yehuda,2011/12,2011,06/11/11,7:00 PM,2011-11-06,Sunday,יום ראשון,6
11,11,87,Bnei Sakhnin,0:1,Hapoel Tel Aviv,2011/12,2011,06/11/11,7:30 PM,2011-11-06,Sunday,יום ראשון,6
11,11,88,M. Tel Aviv,0:1,B. Jerusalem,2011/12,2011,07/11/11,7:50 PM,2011-11-07,Monday,יום שני,0
12,12,89,Bnei Yehuda,0:1,Kiryat Shmona,2011/12,2011,19/11/11,2:00 PM,2011-11-19,Saturday,שבת,5
12,12,90,Hapoel Acre,3:0,M. Tel Aviv,2011/12,2011,19/11/11,4:00 PM,2011-11-19,Saturday,שבת,5
12,12,91,H. Petah Tikva,0:1,FC Ashdod,2011/12,2011,19/11/11,6:00 PM,2011-11-19,Saturday,שבת,5
12,12,92,Maccabi Netanya,6:2,H Rishon leZion,2011/12,2011,19/11/11,6:00 PM,2011-11-19,Saturday,שבת,5
12,12,93,Hapoel Haifa,1:2,Bnei Sakhnin,2011/12,2011,19/11/11,6:00 PM,2011-11-19,Saturday,שבת,5
12,12,94,H. Beer Sheva,0:0,M. Petah Tikva,2011/12,2011,19/11/11,6:00 PM,2011-11-19,Saturday,שבת,5
12,12,95,Hapoel Tel Aviv,0:0,Ramat haSharon,2011/12,2011,20/11/11,7:00 PM,2011-11-20,Sunday,יום ראשון,6
