round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,Bnei Yehuda,1:1,Bnei Sakhnin,2016/17,2016,20/08/16,5:00 PM,2016-08-20,Saturday,שבת,5
1,1,2,Kiryat Shmona,1:0,FC Ashdod,2016/17,2016,20/08/16,7:00 PM,2016-08-20,Saturday,שבת,5
1,1,3,H. Ashkelon,3:2,Hapoel Haifa,2016/17,2016,20/08/16,7:00 PM,2016-08-20,Saturday,שבת,5
1,1,4,H. Beer Sheva,2:1,Hapoel Raanana,2016/17,2016,20/08/16,7:10 PM,2016-08-20,Saturday,שבת,5
1,1,5,M. Petah Tikva,2:2,B. Jerusalem,2016/17,2016,21/08/16,7:00 PM,2016-08-21,Sunday,יום ראשון,6
1,1,6,M. Tel Aviv,3:1,H. Kfar Saba,2016/17,2016,21/08/16,7:45 PM,2016-08-21,Sunday,יום ראשון,6
1,1,7,Maccabi Haifa,1:0,Hapoel Tel Aviv,2016/17,2016,22/08/16,7:45 PM,2016-08-22,Monday,יום שני,0
2,2,8,Hapoel Haifa,1:0,Bnei Yehuda,2016/17,2016,27/08/16,5:00 PM,2016-08-27,Saturday,שבת,5
2,2,9,Hapoel Raanana,0:1,M. Petah Tikva,2016/17,2016,27/08/16,6:00 PM,2016-08-27,Saturday,שבת,5
2,2,10,Bnei Sakhnin,1:0,Maccabi Haifa,2016/17,2016,27/08/16,7:10 PM,2016-08-27,Saturday,שבת,5
2,2,11,Hapoel Tel Aviv,0:0,H. Beer Sheva,2016/17,2016,27/08/16,8:00 PM,2016-08-27,Saturday,שבת,5
2,2,12,B. Jerusalem,2:2,Kiryat Shmona,2016/17,2016,28/08/16,7:15 PM,2016-08-28,Sunday,יום ראשון,6
2,2,13,FC Ashdod,1:2,M. Tel Aviv,2016/17,2016,28/08/16,8:00 PM,2016-08-28,Sunday,יום ראשון,6
2,2,14,H. Kfar Saba,1:1,H. Ashkelon,2016/17,2016,29/08/16,8:00 PM,2016-08-29,Monday,יום שני,0
3,3,15,Bnei Yehuda,1:1,Maccabi Haifa,2016/17,2016,10/09/16,5:00 PM,2016-09-10,Saturday,שבת,5
3,3,16,Kiryat Shmona,0:0,Hapoel Raanana,2016/17,2016,10/09/16,5:00 PM,2016-09-10,Saturday,שבת,5
3,3,17,Hapoel Haifa,1:2,H. Kfar Saba,2016/17,2016,10/09/16,7:00 PM,2016-09-10,Saturday,שבת,5
3,3,18,H. Beer Sheva,3:0,Bnei Sakhnin,2016/17,2016,10/09/16,7:10 PM,2016-09-10,Saturday,שבת,5
3,3,19,H. Ashkelon,0:0,FC Ashdod,2016/17,2016,11/09/16,6:30 PM,2016-09-11,Sunday,יום ראשון,6
3,3,20,M. Tel Aviv,2:2,B. Jerusalem,2016/17,2016,11/09/16,7:45 PM,2016-09-11,Sunday,יום ראשון,6
3,3,21,M. Petah Tikva,2:0,Hapoel Tel Aviv,2016/17,2016,12/09/16,7:30 PM,2016-09-12,Monday,יום שני,0
4,4,22,Hapoel Tel Aviv,3:3,Kiryat Shmona,2016/17,2016,17/09/16,5:00 PM,2016-09-17,Saturday,שבת,5
4,4,23,FC Ashdod,1:3,Hapoel Haifa,2016/17,2016,17/09/16,7:00 PM,2016-09-17,Saturday,שבת,5
4,4,24,H. Kfar Saba,0:1,Bnei Yehuda,2016/17,2016,17/09/16,7:10 PM,2016-09-17,Saturday,שבת,5
4,4,25,B. Jerusalem,3:0,H. Ashkelon,2016/17,2016,17/09/16,7:10 PM,2016-09-17,Saturday,שבת,5
4,4,26,Bnei Sakhnin,0:1,M. Petah Tikva,2016/17,2016,18/09/16,6:00 PM,2016-09-18,Sunday,יום ראשון,6
4,4,27,Hapoel Raanana,0:3,M. Tel Aviv,2016/17,2016,18/09/16,7:15 PM,2016-09-18,Sunday,יום ראשון,6
4,4,28,Maccabi Haifa,2:1,H. Beer Sheva,2016/17,2016,19/09/16,7:45 PM,2016-09-19,Monday,יום שני,0
5,5,29,Kiryat Shmona,2:2,Bnei Sakhnin,2016/17,2016,24/09/16,5:00 PM,2016-09-24,Saturday,שבת,5
5,5,30,H. Kfar Saba,1:0,FC Ashdod,2016/17,2016,24/09/16,5:00 PM,2016-09-24,Saturday,שבת,5
5,5,31,H. Ashkelon,0:0,Hapoel Raanana,2016/17,2016,24/09/16,7:00 PM,2016-09-24,Saturday,שבת,5
5,5,32,Hapoel Haifa,4:0,B. Jerusalem,2016/17,2016,24/09/16,7:10 PM,2016-09-24,Saturday,שבת,5
5,5,33,Bnei Yehuda,0:3,H. Beer Sheva,2016/17,2016,25/09/16,7:00 PM,2016-09-25,Sunday,יום ראשון,6
5,5,34,M. Tel Aviv,5:0,Hapoel Tel Aviv,2016/17,2016,25/09/16,8:00 PM,2016-09-25,Sunday,יום ראשון,6
5,5,35,M. Petah Tikva,2:2,Maccabi Haifa,2016/17,2016,26/09/16,7:30 PM,2016-09-26,Monday,יום שני,0
6,6,36,Bnei Sakhnin,0:3,M. Tel Aviv,2016/17,2016,21/09/16,8:00 PM,2016-09-21,Wednesday,יום רביעי,2
6,6,37,Hapoel Raanana,2:0,Hapoel Haifa,2016/17,2016,01/10/16,5:00 PM,2016-10-01,Saturday,שבת,5
6,6,38,Maccabi Haifa,0:0,Kiryat Shmona,2016/17,2016,01/10/16,5:00 PM,2016-10-01,Saturday,שבת,5
6,6,39,Hapoel Tel Aviv,2:0,H. Ashkelon,2016/17,2016,01/10/16,7:00 PM,2016-10-01,Saturday,שבת,5
6,6,40,FC Ashdod,2:2,Bnei Yehuda,2016/17,2016,01/10/16,7:10 PM,2016-10-01,Saturday,שבת,5
6,6,41,B. Jerusalem,1:0,H. Kfar Saba,2016/17,2016,01/10/16,7:10 PM,2016-10-01,Saturday,שבת,5
6,6,42,H. Beer Sheva,5:0,M. Petah Tikva,2016/17,2016,15/10/16,6:30 PM,2016-10-15,Saturday,שבת,5
