round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
13,13,91,B. Jerusalem,0:0,Hapoel Raanana,2014/15,2014,15/12/14,7:00 PM,2014-12-15,Monday,יום שני,0
14,14,92,Hapoel Haifa,1:0,Hapoel Acre,2014/15,2014,20/12/14,5:00 PM,2014-12-20,Saturday,שבת,5
14,14,93,Kiryat Shmona,1:0,FC Ashdod,2014/15,2014,20/12/14,5:00 PM,2014-12-20,Saturday,שבת,5
14,14,94,H. Petah Tikva,0:0,Hapoel Raanana,2014/15,2014,20/12/14,5:30 PM,2014-12-20,Saturday,שבת,5
14,14,95,Bnei Sakhnin,1:1,Maccabi Haifa,2014/15,2014,20/12/14,5:45 PM,2014-12-20,Saturday,שבת,5
14,14,96,Maccabi Netanya,0:2,Hapoel Tel Aviv,2014/15,2014,20/12/14,6:30 PM,2014-12-20,Saturday,שבת,5
14,14,97,M. Tel Aviv,3:0,M. Petah Tikva,2014/15,2014,21/12/14,7:15 PM,2014-12-21,Sunday,יום ראשון,6
14,14,98,B. Jerusalem,0:3,H. Beer Sheva,2014/15,2014,22/12/14,7:55 PM,2014-12-22,Monday,יום שני,0
15,15,99,H. Beer Sheva,2:1,H. Petah Tikva,2014/15,2014,27/12/14,4:45 PM,2014-12-27,Saturday,שבת,5
15,15,100,Hapoel Acre,1:3,Bnei Sakhnin,2014/15,2014,27/12/14,5:00 PM,2014-12-27,Saturday,שבת,5
15,15,101,M. Petah Tikva,0:1,Maccabi Netanya,2014/15,2014,27/12/14,5:30 PM,2014-12-27,Saturday,שבת,5
15,15,102,FC Ashdod,0:1,Hapoel Haifa,2014/15,2014,27/12/14,5:30 PM,2014-12-27,Saturday,שבת,5
15,15,103,Maccabi Haifa,1:3,B. Jerusalem,2014/15,2014,27/12/14,7:00 PM,2014-12-27,Saturday,שבת,5
15,15,104,Hapoel Raanana,0:2,M. Tel Aviv,2014/15,2014,28/12/14,7:30 PM,2014-12-28,Sunday,יום ראשון,6
15,15,105,Hapoel Tel Aviv,0:1,Kiryat Shmona,2014/15,2014,29/12/14,7:55 PM,2014-12-29,Monday,יום שני,0
16,16,106,Hapoel Raanana,0:0,M. Petah Tikva,2014/15,2014,03/01/15,4:00 PM,2015-01-03,Saturday,שבת,5
16,16,107,Hapoel Haifa,1:1,Hapoel Tel Aviv,2014/15,2014,03/01/15,4:00 PM,2015-01-03,Saturday,שבת,5
16,16,108,Bnei Sakhnin,2:3,FC Ashdod,2014/15,2014,03/01/15,5:30 PM,2015-01-03,Saturday,שבת,5
16,16,109,Kiryat Shmona,3:1,Maccabi Netanya,2014/15,2014,03/01/15,6:10 PM,2015-01-03,Saturday,שבת,5
16,16,110,B. Jerusalem,4:0,Hapoel Acre,2014/15,2014,03/01/15,6:30 PM,2015-01-03,Saturday,שבת,5
16,16,111,H. Petah Tikva,2:2,Maccabi Haifa,2014/15,2014,04/01/15,7:15 PM,2015-01-04,Sunday,יום ראשון,6
16,16,112,M. Tel Aviv,0:0,H. Beer Sheva,2014/15,2014,05/01/15,7:55 PM,2015-01-05,Monday,יום שני,0
17,17,113,H. Beer Sheva,0:1,Hapoel Raanana,2014/15,2014,10/01/15,2:00 PM,2015-01-10,Saturday,שבת,5
17,17,114,Hapoel Tel Aviv,1:1,Bnei Sakhnin,2014/15,2014,10/01/15,4:15 PM,2015-01-10,Saturday,שבת,5
17,17,115,M. Petah Tikva,3:0,Kiryat Shmona,2014/15,2014,10/01/15,5:30 PM,2015-01-10,Saturday,שבת,5
17,17,116,Maccabi Netanya,0:2,Hapoel Haifa,2014/15,2014,10/01/15,5:30 PM,2015-01-10,Saturday,שבת,5
17,17,117,Hapoel Acre,1:1,H. Petah Tikva,2014/15,2014,10/01/15,5:30 PM,2015-01-10,Saturday,שבת,5
17,17,118,FC Ashdod,3:3,B. Jerusalem,2014/15,2014,10/01/15,6:45 PM,2015-01-10,Saturday,שבת,5
17,17,119,Maccabi Haifa,0:1,M. Tel Aviv,2014/15,2014,11/01/15,7:55 PM,2015-01-11,Sunday,יום ראשון,6
18,18,120,Hapoel Haifa,1:2,Kiryat Shmona,2014/15,2014,17/01/15,5:00 PM,2015-01-17,Saturday,שבת,5
18,18,121,H. Petah Tikva,1:2,FC Ashdod,2014/15,2014,17/01/15,5:30 PM,2015-01-17,Saturday,שבת,5
18,18,122,H. Beer Sheva,1:0,M. Petah Tikva,2014/15,2014,17/01/15,6:15 PM,2015-01-17,Saturday,שבת,5
18,18,123,M. Tel Aviv,3:0,Hapoel Acre,2014/15,2014,17/01/15,7:00 PM,2015-01-17,Saturday,שבת,5
18,18,124,Hapoel Raanana,1:0,Maccabi Haifa,2014/15,2014,18/01/15,7:15 PM,2015-01-18,Sunday,יום ראשון,6
18,18,125,Bnei Sakhnin,0:2,Maccabi Netanya,2014/15,2014,19/01/15,6:30 PM,2015-01-19,Monday,יום שני,0
18,18,126,B. Jerusalem,1:1,Hapoel Tel Aviv,2014/15,2014,19/01/15,7:55 PM,2015-01-19,Monday,יום שני,0
19,19,127,Hapoel Tel Aviv,0:0,H. Petah Tikva,2014/15,2014,24/01/15,4:00 PM,2015-01-24,Saturday,שבת,5
19,19,128,FC Ashdod,0:1,M. Tel Aviv,2014/15,2014,24/01/15,4:30 PM,2015-01-24,Saturday,שבת,5
19,19,129,Hapoel Acre,0:2,Hapoel Raanana,2014/15,2014,24/01/15,5:00 PM,2015-01-24,Saturday,שבת,5
19,19,130,M. Petah Tikva,0:0,Hapoel Haifa,2014/15,2014,24/01/15,5:30 PM,2015-01-24,Saturday,שבת,5
19,19,131,Maccabi Haifa,1:0,H. Beer Sheva,2014/15,2014,24/01/15,7:00 PM,2015-01-24,Saturday,שבת,5
19,19,132,Kiryat Shmona,1:1,Bnei Sakhnin,2014/15,2014,25/01/15,7:55 PM,2015-01-25,Sunday,יום ראשון,6
19,19,133,Maccabi Netanya,2:0,B. Jerusalem,2014/15,2014,26/01/15,7:15 PM,2015-01-26,Monday,יום שני,0
20,20,134,Maccabi Haifa,0:1,M. Petah Tikva,2014/15,2014,31/01/15,4:00 PM,2015-01-31,Saturday,שבת,5
20,20,135,Bnei Sakhnin,2:0,Hapoel Haifa,2014/15,2014,31/01/15,5:00 PM,2015-01-31,Saturday,שבת,5
20,20,136,H. Petah Tikva,1:1,Maccabi Netanya,2014/15,2014,31/01/15,5:30 PM,2015-01-31,Saturday,שבת,5
20,20,137,H. Beer Sheva,3:0,Hapoel Acre,2014/15,2014,31/01/15,6:20 PM,2015-01-31,Saturday,שבת,5
20,20,138,B. Jerusalem,3:1,Kiryat Shmona,2014/15,2014,01/02/15,7:15 PM,2015-02-01,Sunday,יום ראשון,6
20,20,139,Hapoel Raanana,2:0,FC Ashdod,2014/15,2014,02/02/15,6:00 PM,2015-02-02,Monday,יום שני,0
20,20,140,M. Tel Aviv,2:0,Hapoel Tel Aviv,2014/15,2014,02/02/15,7:55 PM,2015-02-02,Monday,יום שני,0
21,21,141,Hapoel Tel Aviv,2:1,Hapoel Raanana,2014/15,2014,07/02/15,4:00 PM,2015-02-07,Saturday,שבת,5
21,21,142,Kiryat Shmona,3:2,H. Petah Tikva,2014/15,2014,07/02/15,5:00 PM,2015-02-07,Saturday,שבת,5
21,21,143,M. Petah Tikva,2:0,Bnei Sakhnin,2014/15,2014,07/02/15,5:30 PM,2015-02-07,Saturday,שבת,5
21,21,144,FC Ashdod,2:2,H. Beer Sheva,2014/15,2014,07/02/15,5:30 PM,2015-02-07,Saturday,שבת,5
21,21,145,Hapoel Acre,0:0,Maccabi Haifa,2014/15,2014,07/02/15,6:20 PM,2015-02-07,Saturday,שבת,5
21,21,146,Maccabi Netanya,3:3,M. Tel Aviv,2014/15,2014,08/02/15,7:55 PM,2015-02-08,Sunday,יום ראשון,6
21,21,147,Hapoel Haifa,3:4,B. Jerusalem,2014/15,2014,09/02/15,7:15 PM,2015-02-09,Monday,יום שני,0
22,22,148,Maccabi Haifa,5:0,FC Ashdod,2014/15,2014,14/02/15,4:30 PM,2015-02-14,Saturday,שבת,5
22,22,149,Hapoel Acre,0:2,M. Petah Tikva,2014/15,2014,14/02/15,5:00 PM,2015-02-14,Saturday,שבת,5
22,22,150,H. Petah Tikva,2:1,Hapoel Haifa,2014/15,2014,14/02/15,5:00 PM,2015-02-14,Saturday,שבת,5
22,22,151,Hapoel Raanana,2:1,Maccabi Netanya,2014/15,2014,14/02/15,6:00 PM,2015-02-14,Saturday,שבת,5
22,22,152,H. Beer Sheva,1:0,Hapoel Tel Aviv,2014/15,2014,14/02/15,6:20 PM,2015-02-14,Saturday,שבת,5
22,22,153,B. Jerusalem,1:2,Bnei Sakhnin,2014/15,2014,15/02/15,7:15 PM,2015-02-15,Sunday,יום ראשון,6
22,22,154,M. Tel Aviv,1:1,Kiryat Shmona,2014/15,2014,16/02/15,7:55 PM,2015-02-16,Monday,יום שני,0
23,23,155,Maccabi Netanya,4:2,H. Beer Sheva,2014/15,2014,21/02/15,4:00 PM,2015-02-21,Saturday,שבת,5
23,23,156,Kiryat Shmona,1:1,Hapoel Raanana,2014/15,2014,21/02/15,5:00 PM,2015-02-21,Saturday,שבת,5
23,23,157,Bnei Sakhnin,0:0,H. Petah Tikva,2014/15,2014,21/02/15,5:30 PM,2015-02-21,Saturday,שבת,5
23,23,158,FC Ashdod,0:0,Hapoel Acre,2014/15,2014,21/02/15,5:30 PM,2015-02-21,Saturday,שבת,5
23,23,159,Hapoel Haifa,2:0,M. Tel Aviv,2014/15,2014,21/02/15,6:20 PM,2015-02-21,Saturday,שבת,5
23,23,160,M. Petah Tikva,1:1,B. Jerusalem,2014/15,2014,22/02/15,7:30 PM,2015-02-22,Sunday,יום ראשון,6
23,23,161,Hapoel Tel Aviv,2:2,Maccabi Haifa,2014/15,2014,23/02/15,7:55 PM,2015-02-23,Monday,יום שני,0
24,24,162,Hapoel Acre,1:0,Hapoel Tel Aviv,2014/15,2014,28/02/15,4:00 PM,2015-02-28,Saturday,שבת,5
24,24,163,FC Ashdod,0:0,M. Petah Tikva,2014/15,2014,28/02/15,5:30 PM,2015-02-28,Saturday,שבת,5
24,24,164,Hapoel Raanana,2:0,Hapoel Haifa,2014/15,2014,28/02/15,5:30 PM,2015-02-28,Saturday,שבת,5
24,24,165,M. Tel Aviv,2:0,Bnei Sakhnin,2014/15,2014,28/02/15,6:20 PM,2015-02-28,Saturday,שבת,5
24,24,166,H. Petah Tikva,0:1,B. Jerusalem,2014/15,2014,28/02/15,6:30 PM,2015-02-28,Saturday,שבת,5
24,24,167,H. Beer Sheva,2:1,Kiryat Shmona,2014/15,2014,01/03/15,7:55 PM,2015-03-01,Sunday,יום ראשון,6
24,24,168,Maccabi Haifa,2:1,Maccabi Netanya,2014/15,2014,02/03/15,6:45 PM,2015-03-02,Monday,יום שני,0
25,25,169,Hapoel Haifa,1:1,H. Beer Sheva,2014/15,2014,07/03/15,4:00 PM,2015-03-07,Saturday,שבת,5
25,25,170,Bnei Sakhnin,2:0,Hapoel Raanana,2014/15,2014,07/03/15,5:00 PM,2015-03-07,Saturday,שבת,5
25,25,171,H. Petah Tikva,0:0,M. Petah Tikva,2014/15,2014,07/03/15,6:00 PM,2015-03-07,Saturday,שבת,5
25,25,172,Maccabi Netanya,1:1,Hapoel Acre,2014/15,2014,07/03/15,6:00 PM,2015-03-07,Saturday,שבת,5
25,25,173,Hapoel Tel Aviv,3:1,FC Ashdod,2014/15,2014,07/03/15,6:20 PM,2015-03-07,Saturday,שבת,5
25,25,174,Kiryat Shmona,0:1,Maccabi Haifa,2014/15,2014,08/03/15,7:15 PM,2015-03-08,Sunday,יום ראשון,6
25,25,175,B. Jerusalem,1:0,M. Tel Aviv,2014/15,2014,09/03/15,7:55 PM,2015-03-09,Monday,יום שני,0
26,26,176,FC Ashdod,2:3,Maccabi Netanya,2014/15,2014,14/03/15,6:00 PM,2015-03-14,Saturday,שבת,5
26,26,177,Hapoel Acre,2:0,Kiryat Shmona,2014/15,2014,14/03/15,6:00 PM,2015-03-14,Saturday,שבת,5
26,26,178,M. Petah Tikva,2:1,Hapoel Tel Aviv,2014/15,2014,14/03/15,6:30 PM,2015-03-14,Saturday,שבת,5
26,26,179,Maccabi Haifa,2:0,Hapoel Haifa,2014/15,2014,14/03/15,6:30 PM,2015-03-14,Saturday,שבת,5
26,26,180,Hapoel Raanana,0:2,B. Jerusalem,2014/15,2014,14/03/15,6:30 PM,2015-03-14,Saturday,שבת,5
26,26,181,H. Beer Sheva,2:0,Bnei Sakhnin,2014/15,2014,15/03/15,7:15 PM,2015-03-15,Sunday,יום ראשון,6
26,26,182,M. Tel Aviv,2:0,H. Petah Tikva,2014/15,2014,16/03/15,7:55 PM,2015-03-16,Monday,יום שני,0
