round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
4,4,27,Kiryat Shmona,1:1,M. Bnei Reineh,2022/23,2022,11/09/22,7:45 PM,2022-09-11,Sunday,יום ראשון,6
4,4,28,B. Jerusalem,0:1,H. Jerusalem,2022/23,2022,12/09/22,7:30 PM,2022-09-12,Monday,יום שני,0
5,5,29,Ness Ziona,4:3,Hapoel Tel Aviv,2022/23,2022,17/09/22,5:00 PM,2022-09-17,Saturday,שבת,5
5,5,30,M. Bnei Reineh,1:1,FC Ashdod,2022/23,2022,17/09/22,6:30 PM,2022-09-17,Saturday,שבת,5
5,5,31,Hapoel Haifa,0:0,Maccabi Netanya,2022/23,2022,17/09/22,7:00 PM,2022-09-17,Saturday,שבת,5
5,5,32,M. Tel Aviv,4:0,B. Jerusalem,2022/23,2022,17/09/22,7:30 PM,2022-09-17,Saturday,שבת,5
5,5,33,Hapoel Hadera,1:1,Kiryat Shmona,2022/23,2022,18/09/22,6:00 PM,2022-09-18,Sunday,יום ראשון,6
5,5,34,H. Beer Sheva,1:0,Bnei Sakhnin,2022/23,2022,18/09/22,7:00 PM,2022-09-18,Sunday,יום ראשון,6
5,5,35,H. Jerusalem,3:0,Maccabi Haifa,2022/23,2022,18/09/22,7:15 PM,2022-09-18,Sunday,יום ראשון,6
6,6,36,Kiryat Shmona,1:1,Hapoel Haifa,2022/23,2022,01/10/22,5:00 PM,2022-10-01,Saturday,שבת,5
6,6,37,FC Ashdod,1:1,Hapoel Hadera,2022/23,2022,01/10/22,6:15 PM,2022-10-01,Saturday,שבת,5
6,6,38,Maccabi Netanya,1:2,H. Beer Sheva,2022/23,2022,01/10/22,7:00 PM,2022-10-01,Saturday,שבת,5
6,6,39,Maccabi Haifa,2:0,M. Tel Aviv,2022/23,2022,01/10/22,7:30 PM,2022-10-01,Saturday,שבת,5
6,6,40,Bnei Sakhnin,2:0,Ness Ziona,2022/23,2022,02/10/22,6:00 PM,2022-10-02,Sunday,יום ראשון,6
6,6,41,Hapoel Tel Aviv,1:3,H. Jerusalem,2022/23,2022,02/10/22,7:15 PM,2022-10-02,Sunday,יום ראשון,6
6,6,42,B. Jerusalem,2:3,M. Bnei Reineh,2022/23,2022,03/10/22,7:15 PM,2022-10-03,Monday,יום שני,0
7,7,43,Ness Ziona,1:1,Maccabi Netanya,2022/23,2022,08/10/22,5:00 PM,2022-10-08,Saturday,שבת,5
7,7,44,H. Jerusalem,1:2,Bnei Sakhnin,2022/23,2022,08/10/22,6:00 PM,2022-10-08,Saturday,שבת,5
7,7,45,Hapoel Hadera,2:1,B. Jerusalem,2022/23,2022,08/10/22,6:30 PM,2022-10-08,Saturday,שבת,5
7,7,46,M. Bnei Reineh,1:0,Maccabi Haifa,2022/23,2022,08/10/22,7:15 PM,2022-10-08,Saturday,שבת,5
7,7,47,Kiryat Shmona,1:1,FC Ashdod,2022/23,2022,10/10/22,6:00 PM,2022-10-10,Monday,יום שני,0
7,7,48,H. Beer Sheva,2:2,Hapoel Haifa,2022/23,2022,10/10/22,7:00 PM,2022-10-10,Monday,יום שני,0
7,7,49,M. Tel Aviv,3:0,Hapoel Tel Aviv,2022/23,2022,10/10/22,7:30 PM,2022-10-10,Monday,יום שני,0
8,8,50,Hapoel Tel Aviv,2:0,M. Bnei Reineh,2022/23,2022,15/10/22,4:30 PM,2022-10-15,Saturday,שבת,5
8,8,51,FC Ashdod,4:0,Hapoel Haifa,2022/23,2022,15/10/22,6:00 PM,2022-10-15,Saturday,שבת,5
8,8,52,B. Jerusalem,2:0,Kiryat Shmona,2022/23,2022,15/10/22,6:45 PM,2022-10-15,Saturday,שבת,5
8,8,53,Bnei Sakhnin,0:1,M. Tel Aviv,2022/23,2022,15/10/22,7:15 PM,2022-10-15,Saturday,שבת,5
8,8,54,Maccabi Netanya,0:2,H. Jerusalem,2022/23,2022,17/10/22,6:30 PM,2022-10-17,Monday,יום שני,0
8,8,55,H. Beer Sheva,1:1,Ness Ziona,2022/23,2022,17/10/22,7:00 PM,2022-10-17,Monday,יום שני,0
8,8,56,Maccabi Haifa,1:0,Hapoel Hadera,2022/23,2022,17/10/22,7:30 PM,2022-10-17,Monday,יום שני,0
9,9,57,H. Jerusalem,1:4,H. Beer Sheva,2022/23,2022,22/10/22,4:30 PM,2022-10-22,Saturday,שבת,5
9,9,58,Hapoel Haifa,0:1,Ness Ziona,2022/23,2022,22/10/22,5:45 PM,2022-10-22,Saturday,שבת,5
9,9,59,FC Ashdod,0:2,B. Jerusalem,2022/23,2022,22/10/22,6:45 PM,2022-10-22,Saturday,שבת,5
9,9,60,Kiryat Shmona,2:3,Maccabi Haifa,2022/23,2022,22/10/22,7:15 PM,2022-10-22,Saturday,שבת,5
9,9,61,M. Bnei Reineh,2:0,Bnei Sakhnin,2022/23,2022,23/10/22,6:00 PM,2022-10-23,Sunday,יום ראשון,6
9,9,62,Hapoel Hadera,0:0,Hapoel Tel Aviv,2022/23,2022,23/10/22,8:00 PM,2022-10-23,Sunday,יום ראשון,6
9,9,63,M. Tel Aviv,3:0,Maccabi Netanya,2022/23,2022,24/10/22,7:30 PM,2022-10-24,Monday,יום שני,0
10,10,64,Maccabi Haifa,3:1,FC Ashdod,2022/23,2022,29/10/22,4:00 PM,2022-10-29,Saturday,שבת,5
10,10,65,Bnei Sakhnin,1:4,Hapoel Hadera,2022/23,2022,29/10/22,5:45 PM,2022-10-29,Saturday,שבת,5
10,10,66,Ness Ziona,0:2,H. Jerusalem,2022/23,2022,29/10/22,5:45 PM,2022-10-29,Saturday,שבת,5
10,10,67,Maccabi Netanya,2:1,M. Bnei Reineh,2022/23,2022,29/10/22,6:30 PM,2022-10-29,Saturday,שבת,5
10,10,68,B. Jerusalem,0:0,Hapoel Haifa,2022/23,2022,29/10/22,7:15 PM,2022-10-29,Saturday,שבת,5
10,10,69,Hapoel Tel Aviv,2:1,Kiryat Shmona,2022/23,2022,30/10/22,7:15 PM,2022-10-30,Sunday,יום ראשון,6
10,10,70,H. Beer Sheva,2:0,M. Tel Aviv,2022/23,2022,31/10/22,7:30 PM,2022-10-31,Monday,יום שני,0
11,11,71,M. Tel Aviv,1:1,Ness Ziona,2022/23,2022,05/11/22,2:00 PM,2022-11-05,Saturday,שבת,5
11,11,72,Hapoel Hadera,3:1,Maccabi Netanya,2022/23,2022,05/11/22,4:30 PM,2022-11-05,Saturday,שבת,5
11,11,73,Hapoel Haifa,1:0,H. Jerusalem,2022/23,2022,05/11/22,5:00 PM,2022-11-05,Saturday,שבת,5
11,11,74,Kiryat Shmona,1:1,Bnei Sakhnin,2022/23,2022,05/11/22,5:00 PM,2022-11-05,Saturday,שבת,5
11,11,75,FC Ashdod,1:0,Hapoel Tel Aviv,2022/23,2022,05/11/22,6:30 PM,2022-11-05,Saturday,שבת,5
11,11,76,M. Bnei Reineh,0:3,H. Beer Sheva,2022/23,2022,06/11/22,7:15 PM,2022-11-06,Sunday,יום ראשון,6
11,11,77,B. Jerusalem,1:4,Maccabi Haifa,2022/23,2022,06/11/22,7:30 PM,2022-11-06,Sunday,יום ראשון,6
12,12,78,Bnei Sakhnin,1:1,FC Ashdod,2022/23,2022,08/11/22,6:00 PM,2022-11-08,Tuesday,יום שלישי,1
12,12,79,Maccabi Netanya,1:0,Kiryat Shmona,2022/23,2022,08/11/22,7:00 PM,2022-11-08,Tuesday,יום שלישי,1
12,12,80,H. Jerusalem,0:3,M. Tel Aviv,2022/23,2022,08/11/22,7:15 PM,2022-11-08,Tuesday,יום שלישי,1
12,12,81,Ness Ziona,3:3,M. Bnei Reineh,2022/23,2022,09/11/22,6:00 PM,2022-11-09,Wednesday,יום רביעי,2
12,12,82,H. Beer Sheva,3:0,Hapoel Hadera,2022/23,2022,09/11/22,7:00 PM,2022-11-09,Wednesday,יום רביעי,2
12,12,83,Hapoel Tel Aviv,2:1,B. Jerusalem,2022/23,2022,09/11/22,7:15 PM,2022-11-09,Wednesday,יום רביעי,2
12,12,84,Hapoel Haifa,0:1,Maccabi Haifa,2022/23,2022,09/11/22,7:30 PM,2022-11-09,Wednesday,יום רביעי,2
13,13,85,FC Ashdod,2:3,Maccabi Netanya,2022/23,2022,12/11/22,2:00 PM,2022-11-12,Saturday,שבת,5
13,13,86,Hapoel Hadera,0:0,Ness Ziona,2022/23,2022,12/11/22,4:30 PM,2022-11-12,Saturday,שבת,5
13,13,87,M. Tel Aviv,1:0,Hapoel Haifa,2022/23,2022,12/11/22,6:30 PM,2022-11-12,Saturday,שבת,5
13,13,88,M. Bnei Reineh,0:2,H. Jerusalem,2022/23,2022,13/11/22,6:00 PM,2022-11-13,Sunday,יום ראשון,6
13,13,89,Kiryat Shmona,0:2,H. Beer Sheva,2022/23,2022,13/11/22,7:00 PM,2022-11-13,Sunday,יום ראשון,6
13,13,90,Maccabi Haifa,5:2,Hapoel Tel Aviv,2022/23,2022,13/11/22,7:30 PM,2022-11-13,Sunday,יום ראשון,6
13,13,91,B. Jerusalem,2:1,Bnei Sakhnin,2022/23,2022,14/11/22,7:15 PM,2022-11-14,Monday,יום שני,0
14,14,92,Hapoel Tel Aviv,3:3,Hapoel Haifa,2022/23,2022,17/12/22,2:00 PM,2022-12-17,Saturday,שבת,5
14,14,93,Hapoel Hadera,0:0,H. Jerusalem,2022/23,2022,17/12/22,2:00 PM,2022-12-17,Saturday,שבת,5
14,14,94,B. Jerusalem,6:3,Maccabi Netanya,2022/23,2022,17/12/22,7:30 PM,2022-12-17,Saturday,שבת,5
14,14,95,FC Ashdod,0:1,H. Beer Sheva,2022/23,2022,17/12/22,7:30 PM,2022-12-17,Saturday,שבת,5
14,14,96,Kiryat Shmona,3:3,Ness Ziona,2022/23,2022,19/12/22,6:00 PM,2022-12-19,Monday,יום שני,0
14,14,97,M. Bnei Reineh,0:2,M. Tel Aviv,2022/23,2022,19/12/22,7:15 PM,2022-12-19,Monday,יום שני,0
14,14,98,Maccabi Haifa,3:1,Bnei Sakhnin,2022/23,2022,19/12/22,7:30 PM,2022-12-19,Monday,יום שני,0
15,15,99,M. Tel Aviv,5:0,Hapoel Hadera,2022/23,2022,24/12/22,2:00 PM,2022-12-24,Saturday,שבת,5
15,15,100,H. Jerusalem,1:1,Kiryat Shmona,2022/23,2022,24/12/22,4:30 PM,2022-12-24,Saturday,שבת,5
15,15,101,Hapoel Haifa,0:0,M. Bnei Reineh,2022/23,2022,24/12/22,5:00 PM,2022-12-24,Saturday,שבת,5
15,15,102,Ness Ziona,2:0,FC Ashdod,2022/23,2022,24/12/22,5:00 PM,2022-12-24,Saturday,שבת,5
15,15,103,H. Beer Sheva,3:2,B. Jerusalem,2022/23,2022,24/12/22,6:30 PM,2022-12-24,Saturday,שבת,5
15,15,104,Bnei Sakhnin,1:1,Hapoel Tel Aviv,2022/23,2022,25/12/22,7:15 PM,2022-12-25,Sunday,יום ראשון,6
15,15,105,Maccabi Netanya,0:2,Maccabi Haifa,2022/23,2022,26/12/22,7:30 PM,2022-12-26,Monday,יום שני,0
16,16,106,B. Jerusalem,3:2,Ness Ziona,2022/23,2022,31/12/22,2:00 PM,2022-12-31,Saturday,שבת,5
16,16,107,Hapoel Tel Aviv,1:1,Maccabi Netanya,2022/23,2022,31/12/22,4:30 PM,2022-12-31,Saturday,שבת,5
16,16,108,Bnei Sakhnin,1:2,Hapoel Haifa,2022/23,2022,31/12/22,5:00 PM,2022-12-31,Saturday,שבת,5
16,16,109,FC Ashdod,1:1,H. Jerusalem,2022/23,2022,31/12/22,6:10 PM,2022-12-31,Saturday,שבת,5
16,16,110,Kiryat Shmona,1:1,M. Tel Aviv,2022/23,2022,31/12/22,6:30 PM,2022-12-31,Saturday,שבת,5
16,16,111,Hapoel Hadera,2:2,M. Bnei Reineh,2022/23,2022,01/01/23,6:00 PM,2023-01-01,Sunday,יום ראשון,6
16,16,112,Maccabi Haifa,2:0,H. Beer Sheva,2022/23,2022,01/01/23,7:30 PM,2023-01-01,Sunday,יום ראשון,6
17,17,113,Maccabi Netanya,0:0,Bnei Sakhnin,2022/23,2022,07/01/23,2:00 PM,2023-01-07,Saturday,שבת,5
17,17,114,M. Tel Aviv,3:0,FC Ashdod,2022/23,2022,07/01/23,4:30 PM,2023-01-07,Saturday,שבת,5
17,17,115,Hapoel Haifa,3:0,Hapoel Hadera,2022/23,2022,07/01/23,5:00 PM,2023-01-07,Saturday,שבת,5
17,17,116,H. Jerusalem,1:1,B. Jerusalem,2022/23,2022,07/01/23,6:30 PM,2023-01-07,Saturday,שבת,5
17,17,117,M. Bnei Reineh,0:1,Kiryat Shmona,2022/23,2022,08/01/23,6:00 PM,2023-01-08,Sunday,יום ראשון,6
17,17,118,Ness Ziona,0:2,Maccabi Haifa,2022/23,2022,08/01/23,7:15 PM,2023-01-08,Sunday,יום ראשון,6
17,17,119,H. Beer Sheva,6:0,Hapoel Tel Aviv,2022/23,2022,09/01/23,6:30 PM,2023-01-09,Monday,יום שני,0
18,18,120,Hapoel Tel Aviv,1:1,Ness Ziona,2022/23,2022,14/01/23,2:00 PM,2023-01-14,Saturday,שבת,5
18,18,121,Kiryat Shmona,2:2,Hapoel Hadera,2022/23,2022,14/01/23,4:30 PM,2023-01-14,Saturday,שבת,5
18,18,122,FC Ashdod,3:0,M. Bnei Reineh,2022/23,2022,14/01/23,5:00 PM,2023-01-14,Saturday,שבת,5
18,18,123,Maccabi Netanya,1:0,Hapoel Haifa,2022/23,2022,14/01/23,6:00 PM,2023-01-14,Saturday,שבת,5
18,18,124,Maccabi Haifa,2:1,H. Jerusalem,2022/23,2022,15/01/23,7:15 PM,2023-01-15,Sunday,יום ראשון,6
18,18,125,B. Jerusalem,2:2,M. Tel Aviv,2022/23,2022,16/01/23,7:30 PM,2023-01-16,Monday,יום שני,0
18,18,126,Bnei Sakhnin,0:1,H. Beer Sheva,2022/23,2022,08/02/23,6:45 PM,2023-02-08,Wednesday,יום רביעי,2
19,19,127,H. Jerusalem,0:0,Hapoel Tel Aviv,2022/23,2022,21/01/23,2:00 PM,2023-01-21,Saturday,שבת,5
19,19,128,Hapoel Haifa,1:0,Kiryat Shmona,2022/23,2022,21/01/23,4:30 PM,2023-01-21,Saturday,שבת,5
19,19,129,Hapoel Hadera,0:2,FC Ashdod,2022/23,2022,21/01/23,5:00 PM,2023-01-21,Saturday,שבת,5
19,19,130,Ness Ziona,0:0,Bnei Sakhnin,2022/23,2022,21/01/23,5:00 PM,2023-01-21,Saturday,שבת,5
19,19,131,M. Bnei Reineh,0:2,B. Jerusalem,2022/23,2022,21/01/23,6:30 PM,2023-01-21,Saturday,שבת,5
19,19,132,H. Beer Sheva,2:2,Maccabi Netanya,2022/23,2022,22/01/23,7:15 PM,2023-01-22,Sunday,יום ראשון,6
19,19,133,M. Tel Aviv,3:0,Maccabi Haifa,2022/23,2022,23/01/23,7:30 PM,2023-01-23,Monday,יום שני,0
20,20,134,Maccabi Haifa,0:0,M. Bnei Reineh,2022/23,2022,28/01/23,2:00 PM,2023-01-28,Saturday,שבת,5
20,20,135,FC Ashdod,1:1,Kiryat Shmona,2022/23,2022,28/01/23,4:30 PM,2023-01-28,Saturday,שבת,5
20,20,136,Maccabi Netanya,3:0,Ness Ziona,2022/23,2022,28/01/23,5:00 PM,2023-01-28,Saturday,שבת,5
20,20,137,B. Jerusalem,0:2,Hapoel Hadera,2022/23,2022,28/01/23,6:30 PM,2023-01-28,Saturday,שבת,5
20,20,138,Hapoel Tel Aviv,0:0,M. Tel Aviv,2022/23,2022,28/01/23,7:00 PM,2023-01-28,Saturday,שבת,5
20,20,139,Hapoel Haifa,0:1,H. Beer Sheva,2022/23,2022,29/01/23,7:15 PM,2023-01-29,Sunday,יום ראשון,6
20,20,140,Bnei Sakhnin,2:1,H. Jerusalem,2022/23,2022,30/01/23,7:00 PM,2023-01-30,Monday,יום שני,0
21,21,141,Ness Ziona,0:1,H. Beer Sheva,2022/23,2022,04/02/23,2:00 PM,2023-02-04,Saturday,שבת,5
21,21,142,M. Tel Aviv,1:1,Bnei Sakhnin,2022/23,2022,04/02/23,4:30 PM,2023-02-04,Saturday,שבת,5
21,21,143,Hapoel Haifa,1:1,FC Ashdod,2022/23,2022,04/02/23,5:00 PM,2023-02-04,Saturday,שבת,5
21,21,144,H. Jerusalem,0:2,Maccabi Netanya,2022/23,2022,04/02/23,5:00 PM,2023-02-04,Saturday,שבת,5
21,21,145,Kiryat Shmona,0:3,B. Jerusalem,2022/23,2022,04/02/23,6:30 PM,2023-02-04,Saturday,שבת,5
21,21,146,M. Bnei Reineh,1:1,Hapoel Tel Aviv,2022/23,2022,05/02/23,7:15 PM,2023-02-05,Sunday,יום ראשון,6
21,21,147,Hapoel Hadera,1:1,Maccabi Haifa,2022/23,2022,08/02/23,7:30 PM,2023-02-08,Wednesday,יום רביעי,2
22,22,148,B. Jerusalem,2:1,FC Ashdod,2022/23,2022,11/02/23,2:00 PM,2023-02-11,Saturday,שבת,5
22,22,149,H. Beer Sheva,0:0,H. Jerusalem,2022/23,2022,11/02/23,4:30 PM,2023-02-11,Saturday,שבת,5
22,22,150,Ness Ziona,0:2,Hapoel Haifa,2022/23,2022,11/02/23,5:30 PM,2023-02-11,Saturday,שבת,5
22,22,151,Bnei Sakhnin,1:1,M. Bnei Reineh,2022/23,2022,11/02/23,5:30 PM,2023-02-11,Saturday,שבת,5
22,22,152,Maccabi Haifa,2:0,Kiryat Shmona,2022/23,2022,11/02/23,6:30 PM,2023-02-11,Saturday,שבת,5
22,22,153,Hapoel Tel Aviv,0:0,Hapoel Hadera,2022/23,2022,12/02/23,7:15 PM,2023-02-12,Sunday,יום ראשון,6
22,22,154,Maccabi Netanya,2:1,M. Tel Aviv,2022/23,2022,13/02/23,7:30 PM,2023-02-13,Monday,יום שני,0
23,23,155,Kiryat Shmona,0:1,Hapoel Tel Aviv,2022/23,2022,18/02/23,2:00 PM,2023-02-18,Saturday,שבת,5
23,23,156,M. Bnei Reineh,1:2,Maccabi Netanya,2022/23,2022,18/02/23,4:30 PM,2023-02-18,Saturday,שבת,5
23,23,157,Hapoel Hadera,1:3,Bnei Sakhnin,2022/23,2022,18/02/23,5:30 PM,2023-02-18,Saturday,שבת,5
23,23,158,H. Jerusalem,1:0,Ness Ziona,2022/23,2022,18/02/23,5:30 PM,2023-02-18,Saturday,שבת,5
23,23,159,FC Ashdod,3:1,Maccabi Haifa,2022/23,2022,18/02/23,6:30 PM,2023-02-18,Saturday,שבת,5
23,23,160,Hapoel Haifa,0:0,B. Jerusalem,2022/23,2022,19/02/23,7:15 PM,2023-02-19,Sunday,יום ראשון,6
23,23,161,M. Tel Aviv,1:0,H. Beer Sheva,2022/23,2022,20/02/23,7:30 PM,2023-02-20,Monday,יום שני,0
24,24,162,Hapoel Tel Aviv,1:2,FC Ashdod,2022/23,2022,25/02/23,2:00 PM,2023-02-25,Saturday,שבת,5
24,24,163,Ness Ziona,0:2,M. Tel Aviv,2022/23,2022,25/02/23,4:30 PM,2023-02-25,Saturday,שבת,5
24,24,164,Bnei Sakhnin,1:3,Kiryat Shmona,2022/23,2022,25/02/23,5:30 PM,2023-02-25,Saturday,שבת,5
24,24,165,Maccabi Netanya,1:0,Hapoel Hadera,2022/23,2022,25/02/23,6:00 PM,2023-02-25,Saturday,שבת,5
24,24,166,Maccabi Haifa,2:1,B. Jerusalem,2022/23,2022,25/02/23,7:00 PM,2023-02-25,Saturday,שבת,5
24,24,167,H. Jerusalem,2:2,Hapoel Haifa,2022/23,2022,26/02/23,7:15 PM,2023-02-26,Sunday,יום ראשון,6
24,24,168,H. Beer Sheva,2:0,M. Bnei Reineh,2022/23,2022,27/02/23,7:00 PM,2023-02-27,Monday,יום שני,0
25,25,169,Kiryat Shmona,2:2,Maccabi Netanya,2022/23,2022,04/03/23,2:00 PM,2023-03-04,Saturday,שבת,5
25,25,170,Hapoel Hadera,0:3,H. Beer Sheva,2022/23,2022,04/03/23,4:30 PM,2023-03-04,Saturday,שבת,5
25,25,171,FC Ashdod,1:1,Bnei Sakhnin,2022/23,2022,04/03/23,5:30 PM,2023-03-04,Saturday,שבת,5
25,25,172,M. Bnei Reineh,3:2,Ness Ziona,2022/23,2022,04/03/23,5:30 PM,2023-03-04,Saturday,שבת,5
25,25,173,M. Tel Aviv,1:2,H. Jerusalem,2022/23,2022,04/03/23,6:30 PM,2023-03-04,Saturday,שבת,5
25,25,174,B. Jerusalem,1:3,Hapoel Tel Aviv,2022/23,2022,05/03/23,7:15 PM,2023-03-05,Sunday,יום ראשון,6
25,25,175,Maccabi Haifa,4:1,Hapoel Haifa,2022/23,2022,06/03/23,7:30 PM,2023-03-06,Monday,יום שני,0
26,26,176,Hapoel Haifa,1:1,M. Tel Aviv,2022/23,2022,11/03/23,7:00 PM,2023-03-11,Saturday,שבת,5
26,26,177,H. Jerusalem,0:1,M. Bnei Reineh,2022/23,2022,11/03/23,7:00 PM,2023-03-11,Saturday,שבת,5
26,26,178,Ness Ziona,1:3,Hapoel Hadera,2022/23,2022,11/03/23,7:00 PM,2023-03-11,Saturday,שבת,5
26,26,179,Maccabi Netanya,0:2,FC Ashdod,2022/23,2022,11/03/23,7:00 PM,2023-03-11,Saturday,שבת,5
26,26,180,Bnei Sakhnin,2:0,B. Jerusalem,2022/23,2022,11/03/23,7:00 PM,2023-03-11,Saturday,שבת,5
26,26,181,H. Beer Sheva,2:1,Kiryat Shmona,2022/23,2022,12/03/23,7:15 PM,2023-03-12,Sunday,יום ראשון,6
26,26,182,Hapoel Tel Aviv,0:1,Maccabi Haifa,2022/23,2022,13/03/23,7:30 PM,2023-03-13,Monday,יום שני,0
