round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
18,18,121,Hapoel Raanana,2:1,H. Beer Sheva,2019/20,2019,11/01/20,4:30 PM,2020-01-11,Saturday,שבת,5
18,18,122,Kiryat Shmona,0:1,Hapoel Hadera,2019/20,2019,11/01/20,5:30 PM,2020-01-11,Saturday,שבת,5
18,18,123,Maccabi Netanya,0:2,Maccabi Haifa,2019/20,2019,11/01/20,6:50 PM,2020-01-11,Saturday,שבת,5
18,18,124,Ness Ziona,0:1,H. Kfar Saba,2019/20,2019,12/01/20,6:00 PM,2020-01-12,Sunday,יום ראשון,6
18,18,125,Bnei Yehuda,1:2,Hapoel Tel Aviv,2019/20,2019,12/01/20,7:15 PM,2020-01-12,Sunday,יום ראשון,6
18,18,126,M. Tel Aviv,0:0,B. Jerusalem,2019/20,2019,13/01/20,8:15 PM,2020-01-13,Monday,יום שני,0
19,19,127,FC Ashdod,1:0,Kiryat Shmona,2019/20,2019,18/01/20,2:00 PM,2020-01-18,Saturday,שבת,5
19,19,128,Maccabi Haifa,4:0,Ness Ziona,2019/20,2019,18/01/20,5:30 PM,2020-01-18,Saturday,שבת,5
19,19,129,Hapoel Hadera,0:3,M. Tel Aviv,2019/20,2019,18/01/20,6:50 PM,2020-01-18,Saturday,שבת,5
19,19,130,Hapoel Tel Aviv,3:1,Hapoel Raanana,2019/20,2019,19/01/20,7:15 PM,2020-01-19,Sunday,יום ראשון,6
19,19,131,H. Kfar Saba,0:1,Bnei Yehuda,2019/20,2019,20/01/20,6:00 PM,2020-01-20,Monday,יום שני,0
19,19,132,H. Beer Sheva,1:0,Hapoel Haifa,2019/20,2019,20/01/20,7:00 PM,2020-01-20,Monday,יום שני,0
19,19,133,B. Jerusalem,3:1,Maccabi Netanya,2019/20,2019,20/01/20,7:15 PM,2020-01-20,Monday,יום שני,0
20,20,134,H. Kfar Saba,1:2,Hapoel Tel Aviv,2019/20,2019,25/01/20,2:00 PM,2020-01-25,Saturday,שבת,5
20,20,135,Kiryat Shmona,0:0,H. Beer Sheva,2019/20,2019,25/01/20,4:30 PM,2020-01-25,Saturday,שבת,5
20,20,136,Hapoel Haifa,2:2,Hapoel Raanana,2019/20,2019,25/01/20,5:30 PM,2020-01-25,Saturday,שבת,5
20,20,137,M. Tel Aviv,2:0,FC Ashdod,2019/20,2019,25/01/20,6:50 PM,2020-01-25,Saturday,שבת,5
20,20,138,Maccabi Netanya,1:0,Hapoel Hadera,2019/20,2019,26/01/20,6:00 PM,2020-01-26,Sunday,יום ראשון,6
20,20,139,B. Jerusalem,1:0,Ness Ziona,2019/20,2019,26/01/20,7:15 PM,2020-01-26,Sunday,יום ראשון,6
20,20,140,Bnei Yehuda,1:3,Maccabi Haifa,2019/20,2019,27/01/20,7:15 PM,2020-01-27,Monday,יום שני,0
21,21,141,Hapoel Raanana,1:1,Kiryat Shmona,2019/20,2019,29/01/20,6:00 PM,2020-01-29,Wednesday,יום רביעי,2
21,21,142,H. Beer Sheva,1:1,M. Tel Aviv,2019/20,2019,29/01/20,7:15 PM,2020-01-29,Wednesday,יום רביעי,2
21,21,143,FC Ashdod,0:0,Maccabi Netanya,2019/20,2019,01/02/20,2:00 PM,2020-02-01,Saturday,שבת,5
21,21,144,Maccabi Haifa,0:1,H. Kfar Saba,2019/20,2019,01/02/20,4:30 PM,2020-02-01,Saturday,שבת,5
21,21,145,Hapoel Hadera,1:0,Ness Ziona,2019/20,2019,01/02/20,5:30 PM,2020-02-01,Saturday,שבת,5
21,21,146,Hapoel Tel Aviv,0:1,Hapoel Haifa,2019/20,2019,01/02/20,6:50 PM,2020-02-01,Saturday,שבת,5
21,21,147,B. Jerusalem,1:3,Bnei Yehuda,2019/20,2019,02/02/20,7:15 PM,2020-02-02,Sunday,יום ראשון,6
22,22,148,M. Tel Aviv,2:1,Hapoel Raanana,2019/20,2019,03/02/20,7:15 PM,2020-02-03,Monday,יום שני,0
22,22,149,Ness Ziona,0:2,FC Ashdod,2019/20,2019,04/02/20,6:00 PM,2020-02-04,Tuesday,יום שלישי,1
22,22,150,Kiryat Shmona,1:2,Hapoel Haifa,2019/20,2019,04/02/20,6:00 PM,2020-02-04,Tuesday,יום שלישי,1
22,22,151,Maccabi Haifa,5:0,Hapoel Tel Aviv,2019/20,2019,04/02/20,7:15 PM,2020-02-04,Tuesday,יום שלישי,1
22,22,152,Bnei Yehuda,0:1,Hapoel Hadera,2019/20,2019,05/02/20,6:00 PM,2020-02-05,Wednesday,יום רביעי,2
22,22,153,Maccabi Netanya,1:1,H. Beer Sheva,2019/20,2019,05/02/20,7:00 PM,2020-02-05,Wednesday,יום רביעי,2
22,22,154,H. Kfar Saba,2:1,B. Jerusalem,2019/20,2019,05/02/20,7:15 PM,2020-02-05,Wednesday,יום רביעי,2
23,23,155,Hapoel Tel Aviv,2:0,Kiryat Shmona,2019/20,2019,08/02/20,2:00 PM,2020-02-08,Saturday,שבת,5
23,23,156,Hapoel Raanana,1:2,Maccabi Netanya,2019/20,2019,08/02/20,4:30 PM,2020-02-08,Saturday,שבת,5
23,23,157,Hapoel Hadera,2:0,H. Kfar Saba,2019/20,2019,08/02/20,5:30 PM,2020-02-08,Saturday,שבת,5
23,23,158,Hapoel Haifa,1:1,M. Tel Aviv,2019/20,2019,08/02/20,6:50 PM,2020-02-08,Saturday,שבת,5
23,23,159,FC Ashdod,0:1,Bnei Yehuda,2019/20,2019,09/02/20,6:00 PM,2020-02-09,Sunday,יום ראשון,6
23,23,160,H. Beer Sheva,3:0,Ness Ziona,2019/20,2019,09/02/20,7:15 PM,2020-02-09,Sunday,יום ראשון,6
23,23,161,B. Jerusalem,2:0,Maccabi Haifa,2019/20,2019,10/02/20,7:15 PM,2020-02-10,Monday,יום שני,0
24,24,162,Maccabi Netanya,0:0,Hapoel Haifa,2019/20,2019,15/02/20,2:00 PM,2020-02-15,Saturday,שבת,5
24,24,163,Bnei Yehuda,0:1,H. Beer Sheva,2019/20,2019,15/02/20,4:30 PM,2020-02-15,Saturday,שבת,5
24,24,164,H. Kfar Saba,1:3,FC Ashdod,2019/20,2019,15/02/20,5:30 PM,2020-02-15,Saturday,שבת,5
24,24,165,Maccabi Haifa,1:0,Hapoel Hadera,2019/20,2019,15/02/20,6:50 PM,2020-02-15,Saturday,שבת,5
24,24,166,Ness Ziona,3:0,Hapoel Raanana,2019/20,2019,16/02/20,6:00 PM,2020-02-16,Sunday,יום ראשון,6
24,24,167,M. Tel Aviv,3:0,Kiryat Shmona,2019/20,2019,16/02/20,7:15 PM,2020-02-16,Sunday,יום ראשון,6
24,24,168,B. Jerusalem,0:1,Hapoel Tel Aviv,2019/20,2019,17/02/20,7:15 PM,2020-02-17,Monday,יום שני,0
25,25,169,Kiryat Shmona,3:0,Maccabi Netanya,2019/20,2019,22/02/20,2:00 PM,2020-02-22,Saturday,שבת,5
25,25,170,FC Ashdod,1:2,Maccabi Haifa,2019/20,2019,22/02/20,4:30 PM,2020-02-22,Saturday,שבת,5
25,25,171,Hapoel Haifa,2:0,Ness Ziona,2019/20,2019,22/02/20,5:30 PM,2020-02-22,Saturday,שבת,5
25,25,172,Hapoel Hadera,1:4,B. Jerusalem,2019/20,2019,22/02/20,6:50 PM,2020-02-22,Saturday,שבת,5
25,25,173,Hapoel Raanana,0:1,Bnei Yehuda,2019/20,2019,23/02/20,6:00 PM,2020-02-23,Sunday,יום ראשון,6
25,25,174,H. Beer Sheva,3:1,H. Kfar Saba,2019/20,2019,23/02/20,7:15 PM,2020-02-23,Sunday,יום ראשון,6
25,25,175,M. Tel Aviv,3:0,Hapoel Tel Aviv,2019/20,2019,24/02/20,7:15 PM,2020-02-24,Monday,יום שני,0
26,26,176,H. Kfar Saba,3:0,Hapoel Raanana,2019/20,2019,29/02/20,2:00 PM,2020-02-29,Saturday,שבת,5
26,26,177,Maccabi Netanya,0:1,M. Tel Aviv,2019/20,2019,29/02/20,4:15 PM,2020-02-29,Saturday,שבת,5
26,26,178,Hapoel Tel Aviv,2:1,Hapoel Hadera,2019/20,2019,29/02/20,6:50 PM,2020-02-29,Saturday,שבת,5
26,26,179,Bnei Yehuda,0:0,Hapoel Haifa,2019/20,2019,29/02/20,6:50 PM,2020-02-29,Saturday,שבת,5
26,26,180,Ness Ziona,1:0,Kiryat Shmona,2019/20,2019,01/03/20,6:00 PM,2020-03-01,Sunday,יום ראשון,6
26,26,181,B. Jerusalem,2:1,FC Ashdod,2019/20,2019,01/03/20,7:00 PM,2020-03-01,Sunday,יום ראשון,6
26,26,182,Maccabi Haifa,4:0,H. Beer Sheva,2019/20,2019,01/03/20,7:15 PM,2020-03-01,Sunday,יום ראשון,6
