round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
13,13,76,Maccabi Haifa,3:0,FC Ashdod,2007/08,2007,15/12/07,12:00 AM,2007-12-15,Saturday,שבת,5
13,13,77,M. Tel Aviv,2:1,M. Petah Tikva,2007/08,2007,15/12/07,12:00 AM,2007-12-15,Saturday,שבת,5
13,13,78,B. Jerusalem,1:0,Hapoel Tel Aviv,2007/08,2007,16/12/07,12:00 AM,2007-12-16,Sunday,יום ראשון,6
14,14,79,Bnei Sakhnin,0:0,Maccabi Netanya,2007/08,2007,05/01/08,12:00 AM,2008-01-05,Saturday,שבת,5
14,14,80,H. Kfar Saba,0:3,M. Tel Aviv,2007/08,2007,05/01/08,12:00 AM,2008-01-05,Saturday,שבת,5
14,14,81,Hapoel Tel Aviv,1:0,Bnei Yehuda,2007/08,2007,05/01/08,12:00 AM,2008-01-05,Saturday,שבת,5
14,14,82,FC Ashdod,0:0,Kiryat Shmona,2007/08,2007,05/01/08,12:00 AM,2008-01-05,Saturday,שבת,5
14,14,83,Maccabi Herzlya,1:1,B. Jerusalem,2007/08,2007,05/01/08,12:00 AM,2008-01-05,Saturday,שבת,5
14,14,84,M. Petah Tikva,1:1,Maccabi Haifa,2007/08,2007,06/01/08,12:00 AM,2008-01-06,Sunday,יום ראשון,6
15,15,85,Hapoel Tel Aviv,1:2,H. Kfar Saba,2007/08,2007,12/01/08,12:00 AM,2008-01-12,Saturday,שבת,5
15,15,86,Kiryat Shmona,2:1,M. Petah Tikva,2007/08,2007,12/01/08,12:00 AM,2008-01-12,Saturday,שבת,5
15,15,87,Maccabi Netanya,3:0,FC Ashdod,2007/08,2007,12/01/08,12:00 AM,2008-01-12,Saturday,שבת,5
15,15,88,Bnei Yehuda,0:1,Maccabi Herzlya,2007/08,2007,12/01/08,12:00 AM,2008-01-12,Saturday,שבת,5
15,15,89,B. Jerusalem,0:1,Bnei Sakhnin,2007/08,2007,12/01/08,12:00 AM,2008-01-12,Saturday,שבת,5
15,15,90,Maccabi Haifa,3:1,M. Tel Aviv,2007/08,2007,13/01/08,12:00 AM,2008-01-13,Sunday,יום ראשון,6
16,16,91,Bnei Sakhnin,0:0,Bnei Yehuda,2007/08,2007,19/01/08,12:00 AM,2008-01-19,Saturday,שבת,5
16,16,92,Maccabi Herzlya,2:3,Hapoel Tel Aviv,2007/08,2007,19/01/08,12:00 AM,2008-01-19,Saturday,שבת,5
16,16,93,M. Petah Tikva,0:0,Maccabi Netanya,2007/08,2007,19/01/08,12:00 AM,2008-01-19,Saturday,שבת,5
16,16,94,M. Tel Aviv,2:2,Kiryat Shmona,2007/08,2007,19/01/08,12:00 AM,2008-01-19,Saturday,שבת,5
16,16,95,H. Kfar Saba,0:3,Maccabi Haifa,2007/08,2007,19/01/08,12:00 AM,2008-01-19,Saturday,שבת,5
16,16,96,FC Ashdod,1:2,B. Jerusalem,2007/08,2007,20/01/08,12:00 AM,2008-01-20,Sunday,יום ראשון,6
17,17,97,Hapoel Tel Aviv,0:1,Bnei Sakhnin,2007/08,2007,26/01/08,12:00 AM,2008-01-26,Saturday,שבת,5
17,17,98,Kiryat Shmona,1:1,Maccabi Haifa,2007/08,2007,26/01/08,12:00 AM,2008-01-26,Saturday,שבת,5
17,17,99,Maccabi Herzlya,0:0,H. Kfar Saba,2007/08,2007,26/01/08,12:00 AM,2008-01-26,Saturday,שבת,5
17,17,100,B. Jerusalem,2:1,M. Petah Tikva,2007/08,2007,26/01/08,12:00 AM,2008-01-26,Saturday,שבת,5
17,17,101,Bnei Yehuda,3:2,FC Ashdod,2007/08,2007,26/01/08,12:00 AM,2008-01-26,Saturday,שבת,5
17,17,102,Maccabi Netanya,1:0,M. Tel Aviv,2007/08,2007,27/01/08,12:00 AM,2008-01-27,Sunday,יום ראשון,6
18,18,103,FC Ashdod,1:1,Hapoel Tel Aviv,2007/08,2007,02/02/08,12:00 AM,2008-02-02,Saturday,שבת,5
18,18,104,Bnei Sakhnin,0:3,Maccabi Herzlya,2007/08,2007,02/02/08,12:00 AM,2008-02-02,Saturday,שבת,5
18,18,105,H. Kfar Saba,2:3,Kiryat Shmona,2007/08,2007,02/02/08,12:00 AM,2008-02-02,Saturday,שבת,5
18,18,106,M. Petah Tikva,1:0,Bnei Yehuda,2007/08,2007,02/02/08,12:00 AM,2008-02-02,Saturday,שבת,5
18,18,107,Maccabi Haifa,0:2,Maccabi Netanya,2007/08,2007,02/02/08,12:00 AM,2008-02-02,Saturday,שבת,5
18,18,108,M. Tel Aviv,0:0,B. Jerusalem,2007/08,2007,03/02/08,12:00 AM,2008-02-03,Sunday,יום ראשון,6
19,19,109,Bnei Yehuda,0:4,M. Tel Aviv,2007/08,2007,09/02/08,12:00 AM,2008-02-09,Saturday,שבת,5
19,19,110,Bnei Sakhnin,1:1,H. Kfar Saba,2007/08,2007,09/02/08,12:00 AM,2008-02-09,Saturday,שבת,5
19,19,111,Maccabi Netanya,0:0,Kiryat Shmona,2007/08,2007,09/02/08,12:00 AM,2008-02-09,Saturday,שבת,5
19,19,112,Maccabi Herzlya,1:1,FC Ashdod,2007/08,2007,09/02/08,12:00 AM,2008-02-09,Saturday,שבת,5
19,19,113,Hapoel Tel Aviv,2:1,M. Petah Tikva,2007/08,2007,09/02/08,12:00 AM,2008-02-09,Saturday,שבת,5
19,19,114,B. Jerusalem,1:0,Maccabi Haifa,2007/08,2007,19/02/08,12:00 AM,2008-02-19,Tuesday,יום שלישי,1
20,20,115,H. Kfar Saba,1:2,Maccabi Netanya,2007/08,2007,16/02/08,12:00 AM,2008-02-16,Saturday,שבת,5
20,20,116,Maccabi Haifa,1:0,Bnei Yehuda,2007/08,2007,16/02/08,12:00 AM,2008-02-16,Saturday,שבת,5
20,20,117,FC Ashdod,3:1,Bnei Sakhnin,2007/08,2007,16/02/08,12:00 AM,2008-02-16,Saturday,שבת,5
20,20,118,M. Petah Tikva,1:1,Maccabi Herzlya,2007/08,2007,16/02/08,12:00 AM,2008-02-16,Saturday,שבת,5
20,20,119,Kiryat Shmona,0:3,B. Jerusalem,2007/08,2007,16/02/08,12:00 AM,2008-02-16,Saturday,שבת,5
20,20,120,M. Tel Aviv,1:3,Hapoel Tel Aviv,2007/08,2007,17/02/08,12:00 AM,2008-02-17,Sunday,יום ראשון,6
21,21,121,Bnei Yehuda,1:1,Kiryat Shmona,2007/08,2007,23/02/08,12:00 AM,2008-02-23,Saturday,שבת,5
21,21,122,Bnei Sakhnin,1:0,M. Petah Tikva,2007/08,2007,23/02/08,12:00 AM,2008-02-23,Saturday,שבת,5
21,21,123,Maccabi Herzlya,1:3,M. Tel Aviv,2007/08,2007,23/02/08,12:00 AM,2008-02-23,Saturday,שבת,5
21,21,124,FC Ashdod,2:4,H. Kfar Saba,2007/08,2007,23/02/08,12:00 AM,2008-02-23,Saturday,שבת,5
21,21,125,Hapoel Tel Aviv,2:0,Maccabi Haifa,2007/08,2007,23/02/08,12:00 AM,2008-02-23,Saturday,שבת,5
21,21,126,B. Jerusalem,2:0,Maccabi Netanya,2007/08,2007,24/02/08,12:00 AM,2008-02-24,Sunday,יום ראשון,6
22,22,127,Kiryat Shmona,2:1,Hapoel Tel Aviv,2007/08,2007,01/03/08,5:00 PM,2008-03-01,Saturday,שבת,5
22,22,128,Maccabi Haifa,1:1,Maccabi Herzlya,2007/08,2007,01/03/08,7:10 PM,2008-03-01,Saturday,שבת,5
22,22,129,M. Petah Tikva,0:0,FC Ashdod,2007/08,2007,01/03/08,7:10 PM,2008-03-01,Saturday,שבת,5
22,22,130,Maccabi Netanya,0:0,Bnei Yehuda,2007/08,2007,01/03/08,7:10 PM,2008-03-01,Saturday,שבת,5
22,22,131,M. Tel Aviv,0:0,Bnei Sakhnin,2007/08,2007,01/03/08,7:30 PM,2008-03-01,Saturday,שבת,5
22,22,132,H. Kfar Saba,1:1,B. Jerusalem,2007/08,2007,02/03/08,8:50 PM,2008-03-02,Sunday,יום ראשון,6
23,23,133,Kiryat Shmona,2:0,Bnei Yehuda,2007/08,2007,08/03/08,12:00 AM,2008-03-08,Saturday,שבת,5
23,23,134,Bnei Sakhnin,1:1,Maccabi Netanya,2007/08,2007,08/03/08,12:00 AM,2008-03-08,Saturday,שבת,5
23,23,135,H. Kfar Saba,3:3,Maccabi Herzlya,2007/08,2007,08/03/08,12:00 AM,2008-03-08,Saturday,שבת,5
23,23,136,Maccabi Haifa,0:1,B. Jerusalem,2007/08,2007,08/03/08,12:00 AM,2008-03-08,Saturday,שבת,5
23,23,137,M. Petah Tikva,0:3,FC Ashdod,2007/08,2007,08/03/08,12:00 AM,2008-03-08,Saturday,שבת,5
23,23,138,M. Tel Aviv,2:1,Hapoel Tel Aviv,2007/08,2007,09/03/08,12:00 AM,2008-03-09,Sunday,יום ראשון,6
24,24,139,Kiryat Shmona,0:1,Bnei Sakhnin,2007/08,2007,15/03/08,12:00 AM,2008-03-15,Saturday,שבת,5
24,24,140,Bnei Yehuda,2:3,Hapoel Tel Aviv,2007/08,2007,15/03/08,12:00 AM,2008-03-15,Saturday,שבת,5
24,24,141,B. Jerusalem,4:0,M. Petah Tikva,2007/08,2007,15/03/08,12:00 AM,2008-03-15,Saturday,שבת,5
24,24,142,FC Ashdod,3:1,H. Kfar Saba,2007/08,2007,15/03/08,12:00 AM,2008-03-15,Saturday,שבת,5
24,24,143,Maccabi Herzlya,1:0,M. Tel Aviv,2007/08,2007,15/03/08,12:00 AM,2008-03-15,Saturday,שבת,5
24,24,144,Maccabi Netanya,0:2,Maccabi Haifa,2007/08,2007,16/03/08,12:00 AM,2008-03-16,Sunday,יום ראשון,6
25,25,145,Bnei Sakhnin,1:3,Bnei Yehuda,2007/08,2007,22/03/08,12:00 AM,2008-03-22,Saturday,שבת,5
25,25,146,Maccabi Haifa,2:1,Kiryat Shmona,2007/08,2007,22/03/08,12:00 AM,2008-03-22,Saturday,שבת,5
25,25,147,Hapoel Tel Aviv,2:1,Maccabi Herzlya,2007/08,2007,22/03/08,12:00 AM,2008-03-22,Saturday,שבת,5
25,25,148,H. Kfar Saba,0:4,B. Jerusalem,2007/08,2007,22/03/08,12:00 AM,2008-03-22,Saturday,שבת,5
25,25,149,M. Petah Tikva,0:1,Maccabi Netanya,2007/08,2007,22/03/08,12:00 AM,2008-03-22,Saturday,שבת,5
25,25,150,M. Tel Aviv,2:0,FC Ashdod,2007/08,2007,23/03/08,12:00 AM,2008-03-23,Sunday,יום ראשון,6
26,26,151,Bnei Sakhnin,1:0,Maccabi Haifa,2007/08,2007,29/03/08,12:00 AM,2008-03-29,Saturday,שבת,5
26,26,152,Kiryat Shmona,1:0,M. Petah Tikva,2007/08,2007,29/03/08,12:00 AM,2008-03-29,Saturday,שבת,5
26,26,153,Maccabi Netanya,1:1,H. Kfar Saba,2007/08,2007,29/03/08,12:00 AM,2008-03-29,Saturday,שבת,5
26,26,154,Bnei Yehuda,2:0,Maccabi Herzlya,2007/08,2007,29/03/08,12:00 AM,2008-03-29,Saturday,שבת,5
26,26,155,FC Ashdod,2:1,Hapoel Tel Aviv,2007/08,2007,29/03/08,12:00 AM,2008-03-29,Saturday,שבת,5
26,26,156,B. Jerusalem,1:1,M. Tel Aviv,2007/08,2007,30/03/08,12:00 AM,2008-03-30,Sunday,יום ראשון,6
27,27,157,Maccabi Herzlya,2:0,FC Ashdod,2007/08,2007,05/04/08,12:00 AM,2008-04-05,Saturday,שבת,5
27,27,158,H. Kfar Saba,1:3,Kiryat Shmona,2007/08,2007,05/04/08,12:00 AM,2008-04-05,Saturday,שבת,5
27,27,159,Maccabi Haifa,0:1,Bnei Yehuda,2007/08,2007,05/04/08,12:00 AM,2008-04-05,Saturday,שבת,5
27,27,160,M. Tel Aviv,0:0,Maccabi Netanya,2007/08,2007,05/04/08,12:00 AM,2008-04-05,Saturday,שבת,5
27,27,161,M. Petah Tikva,0:4,Bnei Sakhnin,2007/08,2007,05/04/08,12:00 AM,2008-04-05,Saturday,שבת,5
27,27,162,Hapoel Tel Aviv,3:1,B. Jerusalem,2007/08,2007,06/04/08,12:00 AM,2008-04-06,Sunday,יום ראשון,6
28,28,163,Kiryat Shmona,3:1,M. Tel Aviv,2007/08,2007,12/04/08,12:00 AM,2008-04-12,Saturday,שבת,5
28,28,164,Maccabi Haifa,0:0,M. Petah Tikva,2007/08,2007,12/04/08,12:00 AM,2008-04-12,Saturday,שבת,5
28,28,165,Bnei Sakhnin,2:0,H. Kfar Saba,2007/08,2007,12/04/08,12:00 AM,2008-04-12,Saturday,שבת,5
28,28,166,Bnei Yehuda,2:0,FC Ashdod,2007/08,2007,12/04/08,12:00 AM,2008-04-12,Saturday,שבת,5
28,28,167,Maccabi Netanya,3:0,Hapoel Tel Aviv,2007/08,2007,12/04/08,12:00 AM,2008-04-12,Saturday,שבת,5
28,28,168,B. Jerusalem,3:1,Maccabi Herzlya,2007/08,2007,20/05/08,12:00 AM,2008-05-20,Tuesday,יום שלישי,1
29,29,169,M. Tel Aviv,3:1,Bnei Sakhnin,2007/08,2007,03/05/08,12:00 AM,2008-05-03,Saturday,שבת,5
29,29,170,H. Kfar Saba,1:0,Maccabi Haifa,2007/08,2007,03/05/08,12:00 AM,2008-05-03,Saturday,שבת,5
29,29,171,Maccabi Herzlya,0:2,Maccabi Netanya,2007/08,2007,03/05/08,12:00 AM,2008-05-03,Saturday,שבת,5
29,29,172,M. Petah Tikva,0:1,Bnei Yehuda,2007/08,2007,03/05/08,12:00 AM,2008-05-03,Saturday,שבת,5
29,29,173,Hapoel Tel Aviv,2:0,Kiryat Shmona,2007/08,2007,03/05/08,12:00 AM,2008-05-03,Saturday,שבת,5
29,29,174,FC Ashdod,1:0,B. Jerusalem,2007/08,2007,05/05/08,12:00 AM,2008-05-05,Monday,יום שני,0
30,30,175,M. Petah Tikva,1:0,H. Kfar Saba,2007/08,2007,10/05/08,12:00 AM,2008-05-10,Saturday,שבת,5
30,30,176,Bnei Sakhnin,0:1,Hapoel Tel Aviv,2007/08,2007,10/05/08,12:00 AM,2008-05-10,Saturday,שבת,5
30,30,177,Kiryat Shmona,2:2,Maccabi Herzlya,2007/08,2007,10/05/08,12:00 AM,2008-05-10,Saturday,שבת,5
30,30,178,Maccabi Netanya,1:0,FC Ashdod,2007/08,2007,10/05/08,12:00 AM,2008-05-10,Saturday,שבת,5
30,30,179,B. Jerusalem,0:1,Bnei Yehuda,2007/08,2007,10/05/08,12:00 AM,2008-05-10,Saturday,שבת,5
30,30,180,Maccabi Haifa,3:3,M. Tel Aviv,2007/08,2007,11/05/08,12:00 AM,2008-05-11,Sunday,יום ראשון,6
31,31,181,Bnei Yehuda,3:0,H. Kfar Saba,2007/08,2007,17/05/08,12:00 AM,2008-05-17,Saturday,שבת,5
31,31,182,FC Ashdod,2:0,Kiryat Shmona,2007/08,2007,17/05/08,12:00 AM,2008-05-17,Saturday,שבת,5
31,31,183,B. Jerusalem,3:0,Maccabi Netanya,2007/08,2007,17/05/08,12:00 AM,2008-05-17,Saturday,שבת,5
31,31,184,Maccabi Herzlya,0:2,Bnei Sakhnin,2007/08,2007,17/05/08,12:00 AM,2008-05-17,Saturday,שבת,5
31,31,185,M. Tel Aviv,2:1,M. Petah Tikva,2007/08,2007,17/05/08,12:00 AM,2008-05-17,Saturday,שבת,5
31,31,186,Hapoel Tel Aviv,1:1,Maccabi Haifa,2007/08,2007,18/05/08,12:00 AM,2008-05-18,Sunday,יום ראשון,6
32,32,187,Bnei Sakhnin,1:2,FC Ashdod,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
32,32,188,H. Kfar Saba,2:3,M. Tel Aviv,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
32,32,189,Kiryat Shmona,3:2,B. Jerusalem,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
32,32,190,Maccabi Haifa,3:0,Maccabi Herzlya,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
32,32,191,M. Petah Tikva,1:2,Hapoel Tel Aviv,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
32,32,192,Maccabi Netanya,3:2,Bnei Yehuda,2007/08,2007,24/05/08,12:00 AM,2008-05-24,Saturday,שבת,5
33,33,193,B. Jerusalem,1:2,Bnei Sakhnin,2007/08,2007,30/05/08,4:00 PM,2008-05-30,Friday,יום שישי,4
33,33,194,Bnei Yehuda,1:0,M. Tel Aviv,2007/08,2007,31/05/08,7:00 PM,2008-05-31,Saturday,שבת,5
33,33,195,Hapoel Tel Aviv,0:1,H. Kfar Saba,2007/08,2007,31/05/08,7:00 PM,2008-05-31,Saturday,שבת,5
33,33,196,Maccabi Herzlya,0:1,M. Petah Tikva,2007/08,2007,31/05/08,7:00 PM,2008-05-31,Saturday,שבת,5
33,33,197,FC Ashdod,2:0,Maccabi Haifa,2007/08,2007,31/05/08,7:00 PM,2008-05-31,Saturday,שבת,5
33,33,198,Maccabi Netanya,1:2,Kiryat Shmona,2007/08,2007,01/06/08,8:50 PM,2008-06-01,Sunday,יום ראשון,6
