season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2008/09,2008,Beitar Jerusalem,BnS,0,0,0,D,1,1
2008/09,2008,Beitar Jerusalem,BnY,1,0,1,H,3,0
2008/09,2008,Beitar Jerusalem,ASH,3,2,1,H,3,0
2008/09,2008,Beitar Jerusalem,HAR,3,0,3,H,3,0
2008/09,2008,Beitar Jerusalem,HPT,2,2,0,D,1,1
2008/09,2008,Beitar Jerusalem,HTA,0,2,-2,A,0,3
2008/09,2008,Beitar Jerusalem,IKS,2,2,0,D,1,1
2008/09,2008,Beitar Jerusalem,MHA,1,1,0,D,1,1
2008/09,2008,Beitar Jerusalem,MNE,2,1,1,H,3,0
2008/09,2008,Beitar Jerusalem,MPT,1,1,0,D,1,1
2008/09,2008,Beitar Jerusalem,MTA,0,0,0,D,1,1
2008/09,2008,Bnei Sakhnin,BEI,0,0,0,D,1,1
2008/09,2008,Bnei Sakhnin,BnY,0,2,-2,A,0,3
2008/09,2008,Bnei Sakhnin,ASH,0,2,-2,A,0,3
2008/09,2008,Bnei Sakhnin,HAR,0,1,-1,A,0,3
2008/09,2008,Bnei Sakhnin,HPT,0,3,-3,A,0,3
2008/09,2008,Bnei Sakhnin,HTA,1,0,1,H,3,0
2008/09,2008,Bnei Sakhnin,IKS,1,0,1,H,3,0
2008/09,2008,Bnei Sakhnin,MHA,0,1,-1,A,0,3
2008/09,2008,Bnei Sakhnin,MNE,0,1,-1,A,0,3
2008/09,2008,Bnei Sakhnin,MPT,2,1,1,H,3,0
2008/09,2008,Bnei Sakhnin,MTA,2,3,-1,A,0,3
2008/09,2008,Bnei Yehuda,BEI,0,3,-3,A,0,3
2008/09,2008,Bnei Yehuda,BnS,2,0,2,H,3,0
2008/09,2008,Bnei Yehuda,ASH,1,0,1,H,3,0
2008/09,2008,Bnei Yehuda,HAR,2,2,0,D,1,1
2008/09,2008,Bnei Yehuda,HPT,1,0,1,H,3,0
2008/09,2008,Bnei Yehuda,HTA,3,0,3,H,3,0
2008/09,2008,Bnei Yehuda,IKS,0,1,-1,A,0,3
2008/09,2008,Bnei Yehuda,MHA,0,1,-1,A,0,3
2008/09,2008,Bnei Yehuda,MNE,1,1,0,D,1,1
2008/09,2008,Bnei Yehuda,MPT,1,0,1,H,3,0
2008/09,2008,Bnei Yehuda,MTA,3,2,1,H,3,0
2008/09,2008,F.C. Ironi Ashdod,BEI,1,2,-1,A,0,3
2008/09,2008,F.C. Ironi Ashdod,BnS,4,2,2,H,3,0
2008/09,2008,F.C. Ironi Ashdod,BnY,0,2,-2,A,0,3
2008/09,2008,F.C. Ironi Ashdod,HAR,3,2,1,H,3,0
2008/09,2008,F.C. Ironi Ashdod,HPT,4,1,3,H,3,0
2008/09,2008,F.C. Ironi Ashdod,HTA,1,0,1,H,3,0
2008/09,2008,F.C. Ironi Ashdod,IKS,2,0,2,H,3,0
2008/09,2008,F.C. Ironi Ashdod,MHA,1,3,-2,A,0,3
2008/09,2008,F.C. Ironi Ashdod,MNE,3,3,0,D,1,1
2008/09,2008,F.C. Ironi Ashdod,MPT,1,1,0,D,1,1
2008/09,2008,F.C. Ironi Ashdod,MTA,1,0,1,H,3,0
2008/09,2008,Hakoah Amidar Ramat Gan,BEI,2,4,-2,A,0,3
2008/09,2008,Hakoah Amidar Ramat Gan,BnS,0,0,0,D,1,1
2008/09,2008,Hakoah Amidar Ramat Gan,BnY,0,1,-1,A,0,3
2008/09,2008,Hakoah Amidar Ramat Gan,ASH,1,1,0,D,1,1
2008/09,2008,Hakoah Amidar Ramat Gan,HPT,0,1,-1,A,0,3
2008/09,2008,Hakoah Amidar Ramat Gan,HTA,2,2,0,D,1,1
2008/09,2008,Hakoah Amidar Ramat Gan,IKS,1,0,1,H,3,0
2008/09,2008,Hakoah Amidar Ramat Gan,MHA,0,3,-3,A,0,3
2008/09,2008,Hakoah Amidar Ramat Gan,MNE,1,2,-1,A,0,3
2008/09,2008,Hakoah Amidar Ramat Gan,MPT,2,2,0,D,1,1
2008/09,2008,Hakoah Amidar Ramat Gan,MTA,0,1,-1,A,0,3
2008/09,2008,Hapoel Petah Tikva,BEI,0,2,-2,A,0,3
2008/09,2008,Hapoel Petah Tikva,BnS,1,1,0,D,1,1
2008/09,2008,Hapoel Petah Tikva,BnY,1,0,1,H,3,0
2008/09,2008,Hapoel Petah Tikva,ASH,2,1,1,H,3,0
2008/09,2008,Hapoel Petah Tikva,HAR,1,0,1,H,3,0
2008/09,2008,Hapoel Petah Tikva,HTA,0,2,-2,A,0,3
2008/09,2008,Hapoel Petah Tikva,IKS,3,0,3,H,3,0
2008/09,2008,Hapoel Petah Tikva,MHA,1,4,-3,A,0,3
2008/09,2008,Hapoel Petah Tikva,MNE,0,0,0,D,1,1
2008/09,2008,Hapoel Petah Tikva,MPT,0,1,-1,A,0,3
2008/09,2008,Hapoel Petah Tikva,MTA,0,1,-1,A,0,3
2008/09,2008,Hapoel Tel Aviv,BEI,4,0,4,H,3,0
2008/09,2008,Hapoel Tel Aviv,BnS,1,0,1,H,3,0
2008/09,2008,Hapoel Tel Aviv,BnY,2,0,2,H,3,0
2008/09,2008,Hapoel Tel Aviv,ASH,2,0,2,H,3,0
2008/09,2008,Hapoel Tel Aviv,HAR,3,0,3,H,3,0
2008/09,2008,Hapoel Tel Aviv,HPT,3,2,1,H,3,0
2008/09,2008,Hapoel Tel Aviv,IKS,1,1,0,D,1,1
2008/09,2008,Hapoel Tel Aviv,MHA,0,0,0,D,1,1
2008/09,2008,Hapoel Tel Aviv,MNE,2,1,1,H,3,0
2008/09,2008,Hapoel Tel Aviv,MPT,1,1,0,D,1,1
2008/09,2008,Hapoel Tel Aviv,MTA,2,0,2,H,3,0
2008/09,2008,Ironi Kiryat Shmona,BEI,1,0,1,H,3,0
2008/09,2008,Ironi Kiryat Shmona,BnS,1,2,-1,A,0,3
2008/09,2008,Ironi Kiryat Shmona,BnY,0,2,-2,A,0,3
2008/09,2008,Ironi Kiryat Shmona,ASH,1,1,0,D,1,1
2008/09,2008,Ironi Kiryat Shmona,HAR,0,2,-2,A,0,3
2008/09,2008,Ironi Kiryat Shmona,HPT,0,0,0,D,1,1
2008/09,2008,Ironi Kiryat Shmona,HTA,0,0,0,D,1,1
2008/09,2008,Ironi Kiryat Shmona,MHA,1,0,1,H,3,0
2008/09,2008,Ironi Kiryat Shmona,MNE,0,3,-3,A,0,3
2008/09,2008,Ironi Kiryat Shmona,MPT,0,0,0,D,1,1
2008/09,2008,Ironi Kiryat Shmona,MTA,1,2,-1,A,0,3
2008/09,2008,Maccabi Haifa,BEI,0,0,0,D,1,1
2008/09,2008,Maccabi Haifa,BnS,2,1,1,H,3,0
2008/09,2008,Maccabi Haifa,BnY,1,0,1,H,3,0
2008/09,2008,Maccabi Haifa,ASH,3,1,2,H,3,0
2008/09,2008,Maccabi Haifa,HAR,2,0,2,H,3,0
2008/09,2008,Maccabi Haifa,HPT,1,0,1,H,3,0
2008/09,2008,Maccabi Haifa,HTA,2,2,0,D,1,1
2008/09,2008,Maccabi Haifa,IKS,1,1,0,D,1,1
2008/09,2008,Maccabi Haifa,MNE,2,3,-1,A,0,3
2008/09,2008,Maccabi Haifa,MPT,3,1,2,H,3,0
2008/09,2008,Maccabi Haifa,MTA,3,2,1,H,3,0
2008/09,2008,Maccabi Netanya,BEI,1,2,-1,A,0,3
2008/09,2008,Maccabi Netanya,BnS,1,1,0,D,1,1
2008/09,2008,Maccabi Netanya,BnY,2,2,0,D,1,1
2008/09,2008,Maccabi Netanya,ASH,2,1,1,H,3,0
2008/09,2008,Maccabi Netanya,HAR,2,2,0,D,1,1
2008/09,2008,Maccabi Netanya,HPT,3,1,2,H,3,0
2008/09,2008,Maccabi Netanya,HTA,0,0,0,D,1,1
2008/09,2008,Maccabi Netanya,IKS,2,1,1,H,3,0
2008/09,2008,Maccabi Netanya,MHA,2,0,2,H,3,0
2008/09,2008,Maccabi Netanya,MPT,0,0,0,D,1,1
2008/09,2008,Maccabi Netanya,MTA,1,0,1,H,3,0
2008/09,2008,Maccabi Petah Tikva,BEI,0,1,-1,A,0,3
2008/09,2008,Maccabi Petah Tikva,BnS,1,0,1,H,3,0
2008/09,2008,Maccabi Petah Tikva,BnY,0,0,0,D,1,1
2008/09,2008,Maccabi Petah Tikva,ASH,2,3,-1,A,0,3
2008/09,2008,Maccabi Petah Tikva,HAR,1,0,1,H,3,0
2008/09,2008,Maccabi Petah Tikva,HPT,2,1,1,H,3,0
2008/09,2008,Maccabi Petah Tikva,HTA,1,1,0,D,1,1
2008/09,2008,Maccabi Petah Tikva,IKS,2,1,1,H,3,0
2008/09,2008,Maccabi Petah Tikva,MHA,2,0,2,H,3,0
2008/09,2008,Maccabi Petah Tikva,MNE,1,1,0,D,1,1
2008/09,2008,Maccabi Petah Tikva,MTA,0,0,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,BEI,0,0,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,BnS,1,1,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,BnY,2,1,1,H,3,0
2008/09,2008,Maccabi Tel Aviv,ASH,2,2,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,HAR,0,0,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,HPT,1,2,-1,A,0,3
2008/09,2008,Maccabi Tel Aviv,HTA,1,3,-2,A,0,3
2008/09,2008,Maccabi Tel Aviv,IKS,0,1,-1,A,0,3
2008/09,2008,Maccabi Tel Aviv,MHA,1,1,0,D,1,1
2008/09,2008,Maccabi Tel Aviv,MNE,0,1,-1,A,0,3
2008/09,2008,Maccabi Tel Aviv,MPT,0,0,0,D,1,1
