season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2009/10,2009,Beitar Jerusalem,BnY,1,0,1,H,3,0
2009/10,2009,Beitar Jerusalem,BnS,1,0,1,H,3,0
2009/10,2009,Beitar Jerusalem,ASH,2,0,2,H,3,0
2009/10,2009,Beitar Jerusalem,HAC,1,1,0,D,1,1
2009/10,2009,Beitar Jerusalem,HBS,1,1,0,D,1,1
2009/10,2009,Beitar Jerusalem,HHA,3,1,2,H,3,0
2009/10,2009,Beitar Jerusalem,HPT,3,0,3,H,3,0
2009/10,2009,Beitar Jerusalem,HRG,1,0,1,H,3,0
2009/10,2009,Beitar Jerusalem,HRA,3,1,2,H,3,0
2009/10,2009,Beitar Jerusalem,HTA,0,0,0,D,1,1
2009/10,2009,Beitar Jerusalem,MAN,5,0,5,H,3,0
2009/10,2009,Beitar Jerusalem,MHA,0,3,-3,A,0,3
2009/10,2009,Beitar Jerusalem,MNE,3,1,2,H,3,0
2009/10,2009,Beitar Jerusalem,MPT,1,2,-1,A,0,3
2009/10,2009,Beitar Jerusalem,MTA,0,1,-1,A,0,3
2009/10,2009,Bnei Yehuda,BEI,0,0,0,D,1,1
2009/10,2009,Bnei Yehuda,BnS,2,1,1,H,3,0
2009/10,2009,Bnei Yehuda,ASH,2,3,-1,A,0,3
2009/10,2009,Bnei Yehuda,HAC,2,1,1,H,3,0
2009/10,2009,Bnei Yehuda,HBS,2,2,0,D,1,1
2009/10,2009,Bnei Yehuda,HHA,2,0,2,H,3,0
2009/10,2009,Bnei Yehuda,HPT,1,1,0,D,1,1
2009/10,2009,Bnei Yehuda,HRG,1,2,-1,A,0,3
2009/10,2009,Bnei Yehuda,HRA,2,1,1,H,3,0
2009/10,2009,Bnei Yehuda,HTA,0,1,-1,A,0,3
2009/10,2009,Bnei Yehuda,MAN,2,0,2,H,3,0
2009/10,2009,Bnei Yehuda,MHA,0,2,-2,A,0,3
2009/10,2009,Bnei Yehuda,MNE,2,1,1,H,3,0
2009/10,2009,Bnei Yehuda,MPT,2,0,2,H,3,0
2009/10,2009,Bnei Yehuda,MTA,0,1,-1,A,0,3
2009/10,2009,Bnei Sakhnin,BEI,0,0,0,D,1,1
2009/10,2009,Bnei Sakhnin,BnY,2,0,2,H,3,0
2009/10,2009,Bnei Sakhnin,ASH,1,0,1,H,3,0
2009/10,2009,Bnei Sakhnin,HAC,1,0,1,H,3,0
2009/10,2009,Bnei Sakhnin,HBS,1,1,0,D,1,1
2009/10,2009,Bnei Sakhnin,HHA,0,3,-3,A,0,3
2009/10,2009,Bnei Sakhnin,HPT,2,0,2,H,3,0
2009/10,2009,Bnei Sakhnin,HRG,3,1,2,H,3,0
2009/10,2009,Bnei Sakhnin,HRA,1,1,0,D,1,1
2009/10,2009,Bnei Sakhnin,HTA,1,2,-1,A,0,3
2009/10,2009,Bnei Sakhnin,MAN,1,1,0,D,1,1
2009/10,2009,Bnei Sakhnin,MHA,2,1,1,H,3,0
2009/10,2009,Bnei Sakhnin,MNE,0,3,-3,A,0,3
2009/10,2009,Bnei Sakhnin,MPT,3,4,-1,A,0,3
2009/10,2009,Bnei Sakhnin,MTA,0,0,0,D,1,1
2009/10,2009,F.C. Ironi Ashdod,BEI,2,0,2,H,3,0
2009/10,2009,F.C. Ironi Ashdod,BnS,0,0,0,D,1,1
2009/10,2009,F.C. Ironi Ashdod,HAC,1,0,1,H,3,0
2009/10,2009,F.C. Ironi Ashdod,HBS,5,2,3,H,3,0
2009/10,2009,F.C. Ironi Ashdod,HHA,1,0,1,H,3,0
2009/10,2009,F.C. Ironi Ashdod,HPT,2,1,1,H,3,0
2009/10,2009,F.C. Ironi Ashdod,HRG,0,0,0,D,1,1
2009/10,2009,F.C. Ironi Ashdod,HRA,0,0,0,D,1,1
2009/10,2009,F.C. Ironi Ashdod,HTA,0,4,-4,A,0,3
2009/10,2009,F.C. Ironi Ashdod,MAN,2,1,1,H,3,0
2009/10,2009,F.C. Ironi Ashdod,MHA,0,1,-1,A,0,3
2009/10,2009,F.C. Ironi Ashdod,MNE,3,0,3,H,3,0
2009/10,2009,F.C. Ironi Ashdod,MPT,1,1,0,D,1,1
2009/10,2009,F.C. Ironi Ashdod,MTA,3,1,2,H,3,0
2009/10,2009,Hapoel Acre,BEI,0,3,-3,A,0,3
2009/10,2009,Hapoel Acre,BnY,1,1,0,D,1,1
2009/10,2009,Hapoel Acre,BnS,0,0,0,D,1,1
2009/10,2009,Hapoel Acre,ASH,1,1,0,D,1,1
2009/10,2009,Hapoel Acre,HBS,1,3,-2,A,0,3
2009/10,2009,Hapoel Acre,HHA,2,2,0,D,1,1
2009/10,2009,Hapoel Acre,HPT,0,0,0,D,1,1
2009/10,2009,Hapoel Acre,HRG,1,0,1,H,3,0
2009/10,2009,Hapoel Acre,HRA,1,1,0,D,1,1
2009/10,2009,Hapoel Acre,HTA,1,1,0,D,1,1
2009/10,2009,Hapoel Acre,MAN,0,1,-1,A,0,3
2009/10,2009,Hapoel Acre,MHA,0,3,-3,A,0,3
2009/10,2009,Hapoel Acre,MNE,1,1,0,D,1,1
2009/10,2009,Hapoel Acre,MPT,2,2,0,D,1,1
2009/10,2009,Hapoel Acre,MTA,2,3,-1,A,0,3
2009/10,2009,Hapoel Be'er Sheva,BEI,3,2,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,BnY,0,0,0,D,1,1
2009/10,2009,Hapoel Be'er Sheva,BnS,1,0,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,ASH,1,0,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,HAC,3,2,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,HHA,2,3,-1,A,0,3
2009/10,2009,Hapoel Be'er Sheva,HPT,2,0,2,H,3,0
2009/10,2009,Hapoel Be'er Sheva,HRG,1,0,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,HRA,2,1,1,H,3,0
2009/10,2009,Hapoel Be'er Sheva,HTA,1,3,-2,A,0,3
2009/10,2009,Hapoel Be'er Sheva,MAN,2,2,0,D,1,1
2009/10,2009,Hapoel Be'er Sheva,MHA,1,3,-2,A,0,3
2009/10,2009,Hapoel Be'er Sheva,MNE,2,0,2,H,3,0
2009/10,2009,Hapoel Be'er Sheva,MPT,0,1,-1,A,0,3
2009/10,2009,Hapoel Be'er Sheva,MTA,1,3,-2,A,0,3
2009/10,2009,Hapoel Haifa,BEI,3,2,1,H,3,0
2009/10,2009,Hapoel Haifa,BnY,0,3,-3,A,0,3
2009/10,2009,Hapoel Haifa,BnS,0,1,-1,A,0,3
2009/10,2009,Hapoel Haifa,ASH,0,1,-1,A,0,3
2009/10,2009,Hapoel Haifa,HAC,2,4,-2,A,0,3
2009/10,2009,Hapoel Haifa,HBS,0,0,0,D,1,1
2009/10,2009,Hapoel Haifa,HPT,1,2,-1,A,0,3
2009/10,2009,Hapoel Haifa,HRG,1,1,0,D,1,1
2009/10,2009,Hapoel Haifa,HRA,3,1,2,H,3,0
2009/10,2009,Hapoel Haifa,HTA,1,2,-1,A,0,3
2009/10,2009,Hapoel Haifa,MAN,2,2,0,D,1,1
2009/10,2009,Hapoel Haifa,MHA,0,1,-1,A,0,3
2009/10,2009,Hapoel Haifa,MNE,0,0,0,D,1,1
2009/10,2009,Hapoel Haifa,MPT,2,0,2,H,3,0
2009/10,2009,Hapoel Haifa,MTA,3,1,2,H,3,0
2009/10,2009,Hapoel Petah Tikva,BEI,0,0,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,BnY,1,1,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,BnS,0,0,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,ASH,1,1,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,HAC,1,1,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,HBS,1,0,1,H,3,0
2009/10,2009,Hapoel Petah Tikva,HHA,2,2,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,HRG,0,0,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,HRA,2,1,1,H,3,0
2009/10,2009,Hapoel Petah Tikva,HTA,1,1,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,MAN,3,0,3,H,3,0
2009/10,2009,Hapoel Petah Tikva,MHA,0,4,-4,A,0,3
2009/10,2009,Hapoel Petah Tikva,MNE,2,1,1,H,3,0
2009/10,2009,Hapoel Petah Tikva,MPT,1,1,0,D,1,1
2009/10,2009,Hapoel Petah Tikva,MTA,0,2,-2,A,0,3
2009/10,2009,Hapoel Ramat Gan,BEI,0,0,0,D,1,1
2009/10,2009,Hapoel Ramat Gan,BnY,0,2,-2,A,0,3
2009/10,2009,Hapoel Ramat Gan,BnS,1,0,1,H,3,0
2009/10,2009,Hapoel Ramat Gan,ASH,1,1,0,D,1,1
2009/10,2009,Hapoel Ramat Gan,HAC,1,1,0,D,1,1
2009/10,2009,Hapoel Ramat Gan,HBS,2,2,0,D,1,1
2009/10,2009,Hapoel Ramat Gan,HHA,3,2,1,H,3,0
2009/10,2009,Hapoel Ramat Gan,HPT,0,0,0,D,1,1
2009/10,2009,Hapoel Ramat Gan,HRA,1,0,1,H,3,0
2009/10,2009,Hapoel Ramat Gan,HTA,0,3,-3,A,0,3
2009/10,2009,Hapoel Ramat Gan,MAN,2,3,-1,A,0,3
2009/10,2009,Hapoel Ramat Gan,MHA,0,5,-5,A,0,3
2009/10,2009,Hapoel Ramat Gan,MNE,1,0,1,H,3,0
2009/10,2009,Hapoel Ramat Gan,MPT,0,3,-3,A,0,3
2009/10,2009,Hapoel Ramat Gan,MTA,1,4,-3,A,0,3
2009/10,2009,Hapoel Ra'anana,BEI,1,3,-2,A,0,3
2009/10,2009,Hapoel Ra'anana,BnY,0,3,-3,A,0,3
2009/10,2009,Hapoel Ra'anana,BnS,0,1,-1,A,0,3
2009/10,2009,Hapoel Ra'anana,ASH,1,1,0,D,1,1
2009/10,2009,Hapoel Ra'anana,HAC,0,1,-1,A,0,3
2009/10,2009,Hapoel Ra'anana,HBS,2,2,0,D,1,1
2009/10,2009,Hapoel Ra'anana,HHA,2,1,1,H,3,0
2009/10,2009,Hapoel Ra'anana,HPT,2,1,1,H,3,0
2009/10,2009,Hapoel Ra'anana,HRG,0,1,-1,A,0,3
2009/10,2009,Hapoel Ra'anana,HTA,1,4,-3,A,0,3
2009/10,2009,Hapoel Ra'anana,MAN,1,1,0,D,1,1
2009/10,2009,Hapoel Ra'anana,MHA,1,3,-2,A,0,3
2009/10,2009,Hapoel Ra'anana,MNE,1,1,0,D,1,1
2009/10,2009,Hapoel Ra'anana,MPT,3,1,2,H,3,0
2009/10,2009,Hapoel Ra'anana,MTA,0,3,-3,A,0,3
2009/10,2009,Hapoel Tel Aviv,BEI,4,3,1,H,3,0
2009/10,2009,Hapoel Tel Aviv,BnY,4,0,4,H,3,0
2009/10,2009,Hapoel Tel Aviv,BnS,1,0,1,H,3,0
2009/10,2009,Hapoel Tel Aviv,ASH,2,2,0,D,1,1
2009/10,2009,Hapoel Tel Aviv,HAC,5,3,2,H,3,0
2009/10,2009,Hapoel Tel Aviv,HBS,4,1,3,H,3,0
2009/10,2009,Hapoel Tel Aviv,HHA,2,0,2,H,3,0
2009/10,2009,Hapoel Tel Aviv,HPT,7,1,6,H,3,0
2009/10,2009,Hapoel Tel Aviv,HRG,3,1,2,H,3,0
2009/10,2009,Hapoel Tel Aviv,HRA,5,0,5,H,3,0
2009/10,2009,Hapoel Tel Aviv,MAN,4,0,4,H,3,0
2009/10,2009,Hapoel Tel Aviv,MHA,1,2,-1,A,0,3
2009/10,2009,Hapoel Tel Aviv,MNE,3,3,0,D,1,1
2009/10,2009,Hapoel Tel Aviv,MPT,1,1,0,D,1,1
2009/10,2009,Hapoel Tel Aviv,MTA,1,0,1,H,3,0
2009/10,2009,Maccabi Ahi Nazareth,BEI,0,1,-1,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,BnY,2,2,0,D,1,1
2009/10,2009,Maccabi Ahi Nazareth,BnS,0,2,-2,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,ASH,1,0,1,H,3,0
2009/10,2009,Maccabi Ahi Nazareth,HAC,1,0,1,H,3,0
2009/10,2009,Maccabi Ahi Nazareth,HBS,1,4,-3,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,HHA,1,3,-2,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,HPT,1,2,-1,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,HRG,0,1,-1,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,HRA,2,1,1,H,3,0
2009/10,2009,Maccabi Ahi Nazareth,HTA,0,4,-4,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,MHA,0,5,-5,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,MNE,1,3,-2,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,MPT,1,2,-1,A,0,3
2009/10,2009,Maccabi Ahi Nazareth,MTA,3,3,0,D,1,1
2009/10,2009,Maccabi Haifa,BEI,2,1,1,H,3,0
2009/10,2009,Maccabi Haifa,BnY,2,0,2,H,3,0
2009/10,2009,Maccabi Haifa,BnS,1,0,1,H,3,0
2009/10,2009,Maccabi Haifa,ASH,1,0,1,H,3,0
2009/10,2009,Maccabi Haifa,HAC,2,1,1,H,3,0
