round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,FC Ashdod,0:2,Kiryat Shmona,2020/21,2020,29/08/20,6:00 PM,2020-08-29,Saturday,שבת,5
1,1,2,Bnei Sakhnin,0:3,Bnei Yehuda,2020/21,2020,29/08/20,6:45 PM,2020-08-29,Saturday,שבת,5
1,1,3,H. Kfar Saba,2:1,Hapoel Tel Aviv,2020/21,2020,29/08/20,7:30 PM,2020-08-29,Saturday,שבת,5
1,1,4,H. Beer Sheva,3:2,Maccabi Netanya,2020/21,2020,30/08/20,7:00 PM,2020-08-30,Sunday,יום ראשון,6
1,1,5,Hapoel Haifa,0:1,B. Jerusalem,2020/21,2020,30/08/20,7:15 PM,2020-08-30,Sunday,יום ראשון,6
1,1,6,Hapoel Hadera,1:2,Maccabi Haifa,2020/21,2020,30/08/20,7:30 PM,2020-08-30,Sunday,יום ראשון,6
1,1,7,M. Tel Aviv,1:2,M. Petah Tikva,2020/21,2020,30/08/20,8:00 PM,2020-08-30,Sunday,יום ראשון,6
2,2,8,Kiryat Shmona,1:1,Hapoel Haifa,2020/21,2020,12/09/20,5:00 PM,2020-09-12,Saturday,שבת,5
2,2,9,M. Petah Tikva,2:0,H. Kfar Saba,2020/21,2020,12/09/20,6:00 PM,2020-09-12,Saturday,שבת,5
2,2,10,Bnei Yehuda,2:2,M. Tel Aviv,2020/21,2020,12/09/20,7:30 PM,2020-09-12,Saturday,שבת,5
2,2,11,Hapoel Tel Aviv,0:2,FC Ashdod,2020/21,2020,13/09/20,7:30 PM,2020-09-13,Sunday,יום ראשון,6
2,2,12,Maccabi Haifa,3:1,H. Beer Sheva,2020/21,2020,13/09/20,8:00 PM,2020-09-13,Sunday,יום ראשון,6
2,2,13,Maccabi Netanya,7:0,Bnei Sakhnin,2020/21,2020,14/09/20,7:00 PM,2020-09-14,Monday,יום שני,0
2,2,14,B. Jerusalem,4:0,Hapoel Hadera,2020/21,2020,04/11/20,7:00 PM,2020-11-04,Wednesday,יום רביעי,2
3,3,15,FC Ashdod,1:0,M. Petah Tikva,2020/21,2020,21/09/20,6:00 PM,2020-09-21,Monday,יום שני,0
3,3,16,H. Kfar Saba,3:1,Bnei Yehuda,2020/21,2020,21/09/20,7:00 PM,2020-09-21,Monday,יום שני,0
3,3,17,Bnei Sakhnin,0:3,Maccabi Haifa,2020/21,2020,08/12/20,7:00 PM,2020-12-08,Tuesday,יום שלישי,1
3,3,18,Hapoel Haifa,2:0,Hapoel Tel Aviv,2020/21,2020,09/12/20,7:00 PM,2020-12-09,Wednesday,יום רביעי,2
3,3,19,Hapoel Hadera,2:2,H. Beer Sheva,2020/21,2020,16/12/20,7:00 PM,2020-12-16,Wednesday,יום רביעי,2
3,3,20,M. Tel Aviv,2:2,Maccabi Netanya,2020/21,2020,16/12/20,7:45 PM,2020-12-16,Wednesday,יום רביעי,2
3,3,21,B. Jerusalem,1:0,Kiryat Shmona,2020/21,2020,17/12/20,7:00 PM,2020-12-17,Thursday,יום חמישי,3
4,4,22,M. Petah Tikva,2:0,Hapoel Haifa,2020/21,2020,31/10/20,3:15 PM,2020-10-31,Saturday,שבת,5
4,4,23,Maccabi Netanya,3:0,H. Kfar Saba,2020/21,2020,31/10/20,4:15 PM,2020-10-31,Saturday,שבת,5
4,4,24,Kiryat Shmona,1:1,Hapoel Hadera,2020/21,2020,31/10/20,5:15 PM,2020-10-31,Saturday,שבת,5
4,4,25,Hapoel Tel Aviv,1:1,B. Jerusalem,2020/21,2020,31/10/20,6:50 PM,2020-10-31,Saturday,שבת,5
4,4,26,Bnei Yehuda,1:0,FC Ashdod,2020/21,2020,01/11/20,7:30 PM,2020-11-01,Sunday,יום ראשון,6
4,4,27,H. Beer Sheva,2:2,Bnei Sakhnin,2020/21,2020,02/11/20,7:15 PM,2020-11-02,Monday,יום שני,0
4,4,28,Maccabi Haifa,2:2,M. Tel Aviv,2020/21,2020,02/11/20,8:00 PM,2020-11-02,Monday,יום שני,0
5,5,29,M. Tel Aviv,0:0,H. Beer Sheva,2020/21,2020,25/10/20,8:00 PM,2020-10-25,Sunday,יום ראשון,6
5,5,30,Hapoel Haifa,2:1,Bnei Yehuda,2020/21,2020,24/11/20,5:00 PM,2020-11-24,Tuesday,יום שלישי,1
5,5,31,Kiryat Shmona,1:0,Hapoel Tel Aviv,2020/21,2020,24/11/20,6:00 PM,2020-11-24,Tuesday,יום שלישי,1
5,5,32,H. Kfar Saba,3:2,Maccabi Haifa,2020/21,2020,24/11/20,7:00 PM,2020-11-24,Tuesday,יום שלישי,1
5,5,33,Hapoel Hadera,4:0,Bnei Sakhnin,2020/21,2020,25/11/20,5:00 PM,2020-11-25,Wednesday,יום רביעי,2
5,5,34,FC Ashdod,4:0,Maccabi Netanya,2020/21,2020,25/11/20,6:00 PM,2020-11-25,Wednesday,יום רביעי,2
5,5,35,B. Jerusalem,1:2,M. Petah Tikva,2020/21,2020,25/11/20,7:00 PM,2020-11-25,Wednesday,יום רביעי,2
6,6,36,Maccabi Netanya,2:1,Hapoel Haifa,2020/21,2020,07/11/20,2:00 PM,2020-11-07,Saturday,שבת,5
6,6,37,Maccabi Haifa,2:1,FC Ashdod,2020/21,2020,07/11/20,5:45 PM,2020-11-07,Saturday,שבת,5
6,6,38,Bnei Yehuda,1:0,B. Jerusalem,2020/21,2020,07/11/20,7:30 PM,2020-11-07,Saturday,שבת,5
6,6,39,M. Petah Tikva,0:1,Kiryat Shmona,2020/21,2020,08/11/20,6:00 PM,2020-11-08,Sunday,יום ראשון,6
6,6,40,Bnei Sakhnin,1:2,M. Tel Aviv,2020/21,2020,08/11/20,7:15 PM,2020-11-08,Sunday,יום ראשון,6
6,6,41,H. Beer Sheva,0:0,H. Kfar Saba,2020/21,2020,08/11/20,7:45 PM,2020-11-08,Sunday,יום ראשון,6
6,6,42,Hapoel Tel Aviv,1:0,Hapoel Hadera,2020/21,2020,09/11/20,7:30 PM,2020-11-09,Monday,יום שני,0
