season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2019/20,2019,F.C. Ashdod,BEI,2,2,0,D,1,1
2019/20,2019,F.C. Ashdod,BnY,0,1,-1,A,0,3
2019/20,2019,F.C. Ashdod,HAH,0,2,-2,A,0,3
2019/20,2019,F.C. Ashdod,HBS,2,2,0,D,1,1
2019/20,2019,F.C. Ashdod,HHA,1,1,0,D,1,1
2019/20,2019,F.C. Ashdod,HKS,0,0,0,D,1,1
2019/20,2019,F.C. Ashdod,HRA,3,0,3,H,3,0
2019/20,2019,F.C. Ashdod,HTA,2,1,1,H,3,0
2019/20,2019,F.C. Ashdod,IKS,1,0,1,H,3,0
2019/20,2019,F.C. Ashdod,MHA,1,2,-1,A,0,3
2019/20,2019,F.C. Ashdod,MNE,0,0,0,D,1,1
2019/20,2019,F.C. Ashdod,MTA,0,1,-1,A,0,3
2019/20,2019,F.C. Ashdod,NES,2,1,1,H,3,0
2019/20,2019,Beitar Jerusalem,ASH,2,1,1,H,3,0
2019/20,2019,Beitar Jerusalem,BnY,1,3,-2,A,0,3
2019/20,2019,Beitar Jerusalem,HAH,2,0,2,H,3,0
2019/20,2019,Beitar Jerusalem,HBS,0,0,0,D,1,1
2019/20,2019,Beitar Jerusalem,HHA,0,2,-2,A,0,3
2019/20,2019,Beitar Jerusalem,HKS,1,0,1,H,3,0
2019/20,2019,Beitar Jerusalem,HRA,2,0,2,H,3,0
2019/20,2019,Beitar Jerusalem,HTA,0,1,-1,A,0,3
2019/20,2019,Beitar Jerusalem,IKS,2,2,0,D,1,1
2019/20,2019,Beitar Jerusalem,MHA,2,0,2,H,3,0
2019/20,2019,Beitar Jerusalem,MNE,3,1,2,H,3,0
2019/20,2019,Beitar Jerusalem,MTA,0,4,-4,A,0,3
2019/20,2019,Beitar Jerusalem,NES,1,0,1,H,3,0
2019/20,2019,Bnei Yehuda,ASH,2,0,2,H,3,0
2019/20,2019,Bnei Yehuda,BEI,0,2,-2,A,0,3
2019/20,2019,Bnei Yehuda,HAH,0,1,-1,A,0,3
2019/20,2019,Bnei Yehuda,HBS,0,1,-1,A,0,3
2019/20,2019,Bnei Yehuda,HHA,0,0,0,D,1,1
2019/20,2019,Bnei Yehuda,HKS,0,1,-1,A,0,3
2019/20,2019,Bnei Yehuda,HRA,1,1,0,D,1,1
2019/20,2019,Bnei Yehuda,HTA,1,2,-1,A,0,3
2019/20,2019,Bnei Yehuda,IKS,2,1,1,H,3,0
2019/20,2019,Bnei Yehuda,MHA,1,3,-2,A,0,3
2019/20,2019,Bnei Yehuda,MNE,0,0,0,D,1,1
2019/20,2019,Bnei Yehuda,MTA,0,3,-3,A,0,3
2019/20,2019,Bnei Yehuda,NES,1,2,-1,A,0,3
2019/20,2019,Hapoel Hadera,ASH,1,1,0,D,1,1
2019/20,2019,Hapoel Hadera,BEI,1,2,-1,A,0,3
2019/20,2019,Hapoel Hadera,BnY,0,0,0,D,1,1
2019/20,2019,Hapoel Hadera,HBS,0,1,-1,A,0,3
2019/20,2019,Hapoel Hadera,HHA,2,0,2,H,3,0
2019/20,2019,Hapoel Hadera,HKS,2,0,2,H,3,0
2019/20,2019,Hapoel Hadera,HRA,4,0,4,H,3,0
2019/20,2019,Hapoel Hadera,HTA,0,1,-1,A,0,3
2019/20,2019,Hapoel Hadera,IKS,2,2,0,D,1,1
2019/20,2019,Hapoel Hadera,MHA,0,3,-3,A,0,3
2019/20,2019,Hapoel Hadera,MNE,1,0,1,H,3,0
2019/20,2019,Hapoel Hadera,MTA,0,3,-3,A,0,3
2019/20,2019,Hapoel Hadera,NES,1,0,1,H,3,0
2019/20,2019,Hapoel Be'er Sheva,ASH,2,1,1,H,3,0
2019/20,2019,Hapoel Be'er Sheva,BEI,0,1,-1,A,0,3
2019/20,2019,Hapoel Be'er Sheva,BnY,1,2,-1,A,0,3
2019/20,2019,Hapoel Be'er Sheva,HAH,3,0,3,H,3,0
2019/20,2019,Hapoel Be'er Sheva,HHA,1,0,1,H,3,0
2019/20,2019,Hapoel Be'er Sheva,HKS,3,1,2,H,3,0
2019/20,2019,Hapoel Be'er Sheva,HRA,1,0,1,H,3,0
2019/20,2019,Hapoel Be'er Sheva,HTA,3,0,3,H,3,0
2019/20,2019,Hapoel Be'er Sheva,IKS,2,1,1,H,3,0
2019/20,2019,Hapoel Be'er Sheva,MHA,0,2,-2,A,0,3
2019/20,2019,Hapoel Be'er Sheva,MNE,2,0,2,H,3,0
2019/20,2019,Hapoel Be'er Sheva,MTA,1,1,0,D,1,1
2019/20,2019,Hapoel Be'er Sheva,NES,3,0,3,H,3,0
2019/20,2019,Hapoel Haifa,ASH,1,0,1,H,3,0
2019/20,2019,Hapoel Haifa,BEI,1,4,-3,A,0,3
2019/20,2019,Hapoel Haifa,BnY,3,0,3,H,3,0
2019/20,2019,Hapoel Haifa,HAH,1,2,-1,A,0,3
2019/20,2019,Hapoel Haifa,HBS,0,3,-3,A,0,3
2019/20,2019,Hapoel Haifa,HKS,0,2,-2,A,0,3
2019/20,2019,Hapoel Haifa,HRA,2,2,0,D,1,1
2019/20,2019,Hapoel Haifa,HTA,3,0,3,H,3,0
2019/20,2019,Hapoel Haifa,IKS,2,1,1,H,3,0
2019/20,2019,Hapoel Haifa,MHA,0,0,0,D,1,1
2019/20,2019,Hapoel Haifa,MNE,1,3,-2,A,0,3
2019/20,2019,Hapoel Haifa,MTA,1,1,0,D,1,1
2019/20,2019,Hapoel Haifa,NES,2,0,2,H,3,0
2019/20,2019,Hapoel Kfar Saba,ASH,1,3,-2,A,0,3
2019/20,2019,Hapoel Kfar Saba,BEI,2,1,1,H,3,0
2019/20,2019,Hapoel Kfar Saba,BnY,0,1,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,HAH,0,0,0,D,1,1
2019/20,2019,Hapoel Kfar Saba,HBS,0,1,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,HHA,0,1,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,HRA,3,0,3,H,3,0
2019/20,2019,Hapoel Kfar Saba,HTA,1,2,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,IKS,0,3,-3,A,0,3
2019/20,2019,Hapoel Kfar Saba,MHA,0,3,-3,A,0,3
2019/20,2019,Hapoel Kfar Saba,MNE,1,2,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,MTA,0,1,-1,A,0,3
2019/20,2019,Hapoel Kfar Saba,NES,1,1,0,D,1,1
2019/20,2019,Hapoel Ra'anana,ASH,1,1,0,D,1,1
2019/20,2019,Hapoel Ra'anana,BEI,2,1,1,H,3,0
2019/20,2019,Hapoel Ra'anana,BnY,0,1,-1,A,0,3
2019/20,2019,Hapoel Ra'anana,HAH,1,1,0,D,1,1
2019/20,2019,Hapoel Ra'anana,HBS,2,1,1,H,3,0
2019/20,2019,Hapoel Ra'anana,HHA,0,0,0,D,1,1
2019/20,2019,Hapoel Ra'anana,HKS,1,1,0,D,1,1
2019/20,2019,Hapoel Ra'anana,HTA,2,2,0,D,1,1
2019/20,2019,Hapoel Ra'anana,IKS,1,1,0,D,1,1
2019/20,2019,Hapoel Ra'anana,MHA,0,0,0,D,1,1
2019/20,2019,Hapoel Ra'anana,MNE,1,2,-1,A,0,3
2019/20,2019,Hapoel Ra'anana,MTA,0,2,-2,A,0,3
2019/20,2019,Hapoel Ra'anana,NES,0,0,0,D,1,1
2019/20,2019,Hapoel Tel Aviv,ASH,0,0,0,D,1,1
2019/20,2019,Hapoel Tel Aviv,BEI,0,1,-1,A,0,3
2019/20,2019,Hapoel Tel Aviv,BnY,1,1,0,D,1,1
2019/20,2019,Hapoel Tel Aviv,HAH,2,1,1,H,3,0
2019/20,2019,Hapoel Tel Aviv,HBS,1,0,1,H,3,0
2019/20,2019,Hapoel Tel Aviv,HHA,0,1,-1,A,0,3
2019/20,2019,Hapoel Tel Aviv,HKS,2,1,1,H,3,0
2019/20,2019,Hapoel Tel Aviv,HRA,3,1,2,H,3,0
2019/20,2019,Hapoel Tel Aviv,IKS,2,0,2,H,3,0
2019/20,2019,Hapoel Tel Aviv,MHA,1,2,-1,A,0,3
2019/20,2019,Hapoel Tel Aviv,MNE,0,0,0,D,1,1
2019/20,2019,Hapoel Tel Aviv,MTA,0,3,-3,A,0,3
2019/20,2019,Hapoel Tel Aviv,NES,1,1,0,D,1,1
2019/20,2019,Ironi Kiryat Shmona,ASH,2,0,2,H,3,0
2019/20,2019,Ironi Kiryat Shmona,BEI,0,2,-2,A,0,3
2019/20,2019,Ironi Kiryat Shmona,BnY,2,1,1,H,3,0
