round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,Bnei Sakhnin,1:1,Hapoel Tel Aviv,2023/24,2023,26/08/23,6:00 PM,2023-08-26,Saturday,שבת,5
1,1,2,M. Petah Tikva,1:1,H. Jerusalem,2023/24,2023,26/08/23,6:15 PM,2023-08-26,Saturday,שבת,5
1,1,3,Maccabi Netanya,1:1,M. Bnei Reineh,2023/24,2023,26/08/23,7:00 PM,2023-08-26,Saturday,שבת,5
1,1,4,H. Beer Sheva,3:0,Hapoel Hadera,2023/24,2023,26/08/23,7:00 PM,2023-08-26,Saturday,שבת,5
1,1,5,M. Tel Aviv,4:1,FC Ashdod,2023/24,2023,27/08/23,7:15 PM,2023-08-27,Sunday,יום ראשון,6
1,1,6,B. Jerusalem,1:2,Hapoel Haifa,2023/24,2023,28/08/23,7:00 PM,2023-08-28,Monday,יום שני,0
1,1,7,Maccabi Haifa,2:1,H. Petah Tikva,2023/24,2023,25/11/23,7:00 PM,2023-11-25,Saturday,שבת,5
2,2,8,M. Bnei Reineh,1:1,H. Beer Sheva,2023/24,2023,02/09/23,6:00 PM,2023-09-02,Saturday,שבת,5
2,2,9,H. Petah Tikva,1:1,Bnei Sakhnin,2023/24,2023,02/09/23,6:00 PM,2023-09-02,Saturday,שבת,5
2,2,10,Hapoel Haifa,2:2,M. Petah Tikva,2023/24,2023,02/09/23,7:00 PM,2023-09-02,Saturday,שבת,5
2,2,11,Hapoel Tel Aviv,2:0,Maccabi Netanya,2023/24,2023,02/09/23,7:00 PM,2023-09-02,Saturday,שבת,5
2,2,12,H. Jerusalem,1:2,Maccabi Haifa,2023/24,2023,03/09/23,7:00 PM,2023-09-03,Sunday,יום ראשון,6
2,2,13,Hapoel Hadera,0:3,M. Tel Aviv,2023/24,2023,03/09/23,7:30 PM,2023-09-03,Sunday,יום ראשון,6
2,2,14,FC Ashdod,1:2,B. Jerusalem,2023/24,2023,04/09/23,7:00 PM,2023-09-04,Monday,יום שני,0
3,3,15,Hapoel Haifa,2:0,FC Ashdod,2023/24,2023,17/09/23,12:00 AM,2023-09-17,Sunday,יום ראשון,6
3,3,16,Bnei Sakhnin,2:1,H. Jerusalem,2023/24,2023,17/09/23,6:30 PM,2023-09-17,Sunday,יום ראשון,6
3,3,17,M. Tel Aviv,1:1,M. Bnei Reineh,2023/24,2023,17/09/23,6:45 PM,2023-09-17,Sunday,יום ראשון,6
3,3,18,M. Petah Tikva,3:2,Maccabi Haifa,2023/24,2023,17/09/23,7:00 PM,2023-09-17,Sunday,יום ראשון,6
3,3,19,Maccabi Netanya,4:1,H. Petah Tikva,2023/24,2023,17/09/23,7:00 PM,2023-09-17,Sunday,יום ראשון,6
3,3,20,B. Jerusalem,2:0,Hapoel Hadera,2023/24,2023,18/09/23,7:00 PM,2023-09-18,Monday,יום שני,0
3,3,21,H. Beer Sheva,0:0,Hapoel Tel Aviv,2023/24,2023,18/09/23,7:30 PM,2023-09-18,Monday,יום שני,0
4,4,22,H. Petah Tikva,1:0,H. Beer Sheva,2023/24,2023,23/09/23,5:00 PM,2023-09-23,Saturday,שבת,5
4,4,23,Hapoel Hadera,1:2,Hapoel Haifa,2023/24,2023,23/09/23,6:30 PM,2023-09-23,Saturday,שבת,5
4,4,24,FC Ashdod,1:1,M. Petah Tikva,2023/24,2023,23/09/23,6:45 PM,2023-09-23,Saturday,שבת,5
4,4,25,H. Jerusalem,1:1,Maccabi Netanya,2023/24,2023,23/09/23,6:45 PM,2023-09-23,Saturday,שבת,5
4,4,26,M. Bnei Reineh,2:1,B. Jerusalem,2023/24,2023,23/09/23,7:00 PM,2023-09-23,Saturday,שבת,5
4,4,27,Hapoel Tel Aviv,0:5,M. Tel Aviv,2023/24,2023,26/09/23,7:30 PM,2023-09-26,Tuesday,יום שלישי,1
