round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,M. Tel Aviv,3:2,Bnei Sakhnin,2015/16,2015,22/08/15,4:45 PM,2015-08-22,Saturday,שבת,5
1,1,2,Hapoel Raanana,2:2,H. Kfar Saba,2015/16,2015,22/08/15,6:00 PM,2015-08-22,Saturday,שבת,5
1,1,3,M. Petah Tikva,1:0,Maccabi Netanya,2015/16,2015,22/08/15,6:00 PM,2015-08-22,Saturday,שבת,5
1,1,4,Hapoel Acre,0:1,Hapoel Haifa,2015/16,2015,22/08/15,7:00 PM,2015-08-22,Saturday,שבת,5
1,1,5,Maccabi Haifa,0:3,Bnei Yehuda,2015/16,2015,22/08/15,7:10 PM,2015-08-22,Saturday,שבת,5
1,1,6,Kiryat Shmona,1:3,H. Beer Sheva,2015/16,2015,23/08/15,7:00 PM,2015-08-23,Sunday,יום ראשון,6
1,1,7,B. Jerusalem,0:0,Hapoel Tel Aviv,2015/16,2015,24/08/15,7:55 PM,2015-08-24,Monday,יום שני,0
2,2,8,H. Kfar Saba,1:0,Maccabi Haifa,2015/16,2015,29/08/15,4:45 PM,2015-08-29,Saturday,שבת,5
2,2,9,Hapoel Haifa,0:3,M. Petah Tikva,2015/16,2015,29/08/15,6:00 PM,2015-08-29,Saturday,שבת,5
2,2,10,Bnei Sakhnin,2:3,Hapoel Raanana,2015/16,2015,29/08/15,6:00 PM,2015-08-29,Saturday,שבת,5
2,2,11,Hapoel Tel Aviv,0:3,Kiryat Shmona,2015/16,2015,29/08/15,7:00 PM,2015-08-29,Saturday,שבת,5
2,2,12,Maccabi Netanya,0:0,B. Jerusalem,2015/16,2015,30/08/15,7:15 PM,2015-08-30,Sunday,יום ראשון,6
2,2,13,H. Beer Sheva,0:1,M. Tel Aviv,2015/16,2015,30/08/15,7:55 PM,2015-08-30,Sunday,יום ראשון,6
2,2,14,Bnei Yehuda,0:2,Hapoel Acre,2015/16,2015,31/08/15,7:00 PM,2015-08-31,Monday,יום שני,0
3,3,15,Hapoel Tel Aviv,1:1,Maccabi Netanya,2015/16,2015,12/09/15,4:00 PM,2015-09-12,Saturday,שבת,5
3,3,16,M. Petah Tikva,3:1,Bnei Yehuda,2015/16,2015,12/09/15,4:30 PM,2015-09-12,Saturday,שבת,5
3,3,17,Maccabi Haifa,0:0,Bnei Sakhnin,2015/16,2015,12/09/15,4:45 PM,2015-09-12,Saturday,שבת,5
3,3,18,Hapoel Raanana,2:3,H. Beer Sheva,2015/16,2015,12/09/15,5:00 PM,2015-09-12,Saturday,שבת,5
3,3,19,Hapoel Acre,1:0,H. Kfar Saba,2015/16,2015,12/09/15,7:00 PM,2015-09-12,Saturday,שבת,5
3,3,20,B. Jerusalem,1:1,Hapoel Haifa,2015/16,2015,12/09/15,7:00 PM,2015-09-12,Saturday,שבת,5
3,3,21,Kiryat Shmona,1:1,M. Tel Aviv,2015/16,2015,12/09/15,7:55 PM,2015-09-12,Saturday,שבת,5
4,4,22,Hapoel Haifa,0:1,Hapoel Tel Aviv,2015/16,2015,19/09/15,4:45 PM,2015-09-19,Saturday,שבת,5
4,4,23,H. Kfar Saba,0:1,M. Petah Tikva,2015/16,2015,19/09/15,6:00 PM,2015-09-19,Saturday,שבת,5
4,4,24,Bnei Sakhnin,2:0,Hapoel Acre,2015/16,2015,19/09/15,6:00 PM,2015-09-19,Saturday,שבת,5
4,4,25,Maccabi Netanya,1:1,Kiryat Shmona,2015/16,2015,19/09/15,7:00 PM,2015-09-19,Saturday,שבת,5
4,4,26,Bnei Yehuda,2:1,B. Jerusalem,2015/16,2015,19/09/15,7:00 PM,2015-09-19,Saturday,שבת,5
4,4,27,M. Tel Aviv,1:2,Hapoel Raanana,2015/16,2015,20/09/15,7:15 PM,2015-09-20,Sunday,יום ראשון,6
4,4,28,H. Beer Sheva,0:0,Maccabi Haifa,2015/16,2015,21/09/15,7:55 PM,2015-09-21,Monday,יום שני,0
5,5,29,Kiryat Shmona,0:0,Hapoel Raanana,2015/16,2015,26/09/15,6:00 PM,2015-09-26,Saturday,שבת,5
