round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,FC Ashdod,1:2,M. Petah Tikva,2017/18,2017,19/08/17,5:00 PM,2017-08-19,Saturday,שבת,5
1,1,2,Hapoel Raanana,0:0,Kiryat Shmona,2017/18,2017,19/08/17,6:00 PM,2017-08-19,Saturday,שבת,5
1,1,3,Hapoel Haifa,3:1,H. Ashkelon,2017/18,2017,19/08/17,6:15 PM,2017-08-19,Saturday,שבת,5
1,1,4,H. Beer Sheva,1:1,Maccabi Netanya,2017/18,2017,19/08/17,7:30 PM,2017-08-19,Saturday,שבת,5
1,1,5,Hapoel Acre,1:2,Bnei Sakhnin,2017/18,2017,20/08/17,6:00 PM,2017-08-20,Sunday,יום ראשון,6
1,1,6,M. Tel Aviv,0:3,B. Jerusalem,2017/18,2017,20/08/17,8:00 PM,2017-08-20,Sunday,יום ראשון,6
1,1,7,Bnei Yehuda,2:0,Maccabi Haifa,2017/18,2017,21/08/17,7:30 PM,2017-08-21,Monday,יום שני,0
2,2,8,Bnei Sakhnin,2:1,Hapoel Raanana,2017/18,2017,26/08/17,5:00 PM,2017-08-26,Saturday,שבת,5
2,2,9,H. Ashkelon,1:1,Bnei Yehuda,2017/18,2017,26/08/17,5:30 PM,2017-08-26,Saturday,שבת,5
2,2,10,Maccabi Netanya,2:2,Hapoel Acre,2017/18,2017,26/08/17,7:15 PM,2017-08-26,Saturday,שבת,5
2,2,11,M. Petah Tikva,0:2,Hapoel Haifa,2017/18,2017,26/08/17,7:30 PM,2017-08-26,Saturday,שבת,5
2,2,12,Kiryat Shmona,1:2,M. Tel Aviv,2017/18,2017,27/08/17,7:10 PM,2017-08-27,Sunday,יום ראשון,6
2,2,13,Maccabi Haifa,3:1,H. Beer Sheva,2017/18,2017,27/08/17,8:00 PM,2017-08-27,Sunday,יום ראשון,6
2,2,14,B. Jerusalem,4:1,FC Ashdod,2017/18,2017,28/08/17,7:30 PM,2017-08-28,Monday,יום שני,0
3,3,15,M. Tel Aviv,2:0,Bnei Sakhnin,2017/18,2017,09/09/17,5:00 PM,2017-09-09,Saturday,שבת,5
3,3,16,Hapoel Haifa,2:1,Bnei Yehuda,2017/18,2017,09/09/17,6:15 PM,2017-09-09,Saturday,שבת,5
3,3,17,FC Ashdod,0:2,Kiryat Shmona,2017/18,2017,09/09/17,6:15 PM,2017-09-09,Saturday,שבת,5
3,3,18,H. Beer Sheva,1:0,H. Ashkelon,2017/18,2017,09/09/17,7:30 PM,2017-09-09,Saturday,שבת,5
3,3,19,Hapoel Raanana,0:3,Maccabi Netanya,2017/18,2017,10/09/17,6:00 PM,2017-09-10,Sunday,יום ראשון,6
3,3,20,Hapoel Acre,2:0,Maccabi Haifa,2017/18,2017,10/09/17,7:15 PM,2017-09-10,Sunday,יום ראשון,6
3,3,21,M. Petah Tikva,1:2,B. Jerusalem,2017/18,2017,11/09/17,8:00 PM,2017-09-11,Monday,יום שני,0
4,4,22,Kiryat Shmona,3:1,M. Petah Tikva,2017/18,2017,16/09/17,5:00 PM,2017-09-16,Saturday,שבת,5
4,4,23,Maccabi Haifa,4:2,Hapoel Raanana,2017/18,2017,16/09/17,6:00 PM,2017-09-16,Saturday,שבת,5
4,4,24,H. Ashkelon,2:1,Hapoel Acre,2017/18,2017,16/09/17,6:30 PM,2017-09-16,Saturday,שבת,5
4,4,25,B. Jerusalem,3:3,Hapoel Haifa,2017/18,2017,16/09/17,7:30 PM,2017-09-16,Saturday,שבת,5
4,4,26,Bnei Sakhnin,0:0,FC Ashdod,2017/18,2017,17/09/17,6:00 PM,2017-09-17,Sunday,יום ראשון,6
4,4,27,Bnei Yehuda,0:1,H. Beer Sheva,2017/18,2017,17/09/17,7:15 PM,2017-09-17,Sunday,יום ראשון,6
4,4,28,Maccabi Netanya,2:3,M. Tel Aviv,2017/18,2017,18/09/17,8:00 PM,2017-09-18,Monday,יום שני,0
5,5,29,Hapoel Acre,1:1,Bnei Yehuda,2017/18,2017,23/09/17,5:00 PM,2017-09-23,Saturday,שבת,5
5,5,30,Hapoel Raanana,0:3,H. Ashkelon,2017/18,2017,23/09/17,6:00 PM,2017-09-23,Saturday,שבת,5
5,5,31,FC Ashdod,0:3,Maccabi Netanya,2017/18,2017,23/09/17,6:15 PM,2017-09-23,Saturday,שבת,5
5,5,32,Hapoel Haifa,1:1,H. Beer Sheva,2017/18,2017,23/09/17,7:30 PM,2017-09-23,Saturday,שבת,5
5,5,33,M. Petah Tikva,1:0,Bnei Sakhnin,2017/18,2017,24/09/17,6:00 PM,2017-09-24,Sunday,יום ראשון,6
5,5,34,M. Tel Aviv,0:0,Maccabi Haifa,2017/18,2017,24/09/17,8:00 PM,2017-09-24,Sunday,יום ראשון,6
5,5,35,B. Jerusalem,1:1,Kiryat Shmona,2017/18,2017,25/09/17,7:30 PM,2017-09-25,Monday,יום שני,0
6,6,36,Bnei Yehuda,1:0,Hapoel Raanana,2017/18,2017,01/10/17,6:00 PM,2017-10-01,Sunday,יום ראשון,6
6,6,37,Kiryat Shmona,0:1,Hapoel Haifa,2017/18,2017,01/10/17,7:00 PM,2017-10-01,Sunday,יום ראשון,6
6,6,38,Maccabi Haifa,1:0,FC Ashdod,2017/18,2017,01/10/17,7:00 PM,2017-10-01,Sunday,יום ראשון,6
6,6,39,H. Ashkelon,2:2,M. Tel Aviv,2017/18,2017,01/10/17,8:00 PM,2017-10-01,Sunday,יום ראשון,6
6,6,40,Maccabi Netanya,4:0,M. Petah Tikva,2017/18,2017,02/10/17,7:15 PM,2017-10-02,Monday,יום שני,0
6,6,41,Bnei Sakhnin,3:2,B. Jerusalem,2017/18,2017,02/10/17,8:00 PM,2017-10-02,Monday,יום שני,0
6,6,42,H. Beer Sheva,3:1,Hapoel Acre,2017/18,2017,18/11/17,7:30 PM,2017-11-18,Saturday,שבת,5
7,7,43,M. Petah Tikva,2:2,Maccabi Haifa,2017/18,2017,14/10/17,5:00 PM,2017-10-14,Saturday,שבת,5
7,7,44,Hapoel Haifa,4:0,Hapoel Acre,2017/18,2017,14/10/17,5:30 PM,2017-10-14,Saturday,שבת,5
7,7,45,FC Ashdod,1:1,H. Ashkelon,2017/18,2017,14/10/17,6:00 PM,2017-10-14,Saturday,שבת,5
7,7,46,Hapoel Raanana,1:3,H. Beer Sheva,2017/18,2017,14/10/17,7:30 PM,2017-10-14,Saturday,שבת,5
7,7,47,Kiryat Shmona,0:0,Bnei Sakhnin,2017/18,2017,15/10/17,6:00 PM,2017-10-15,Sunday,יום ראשון,6
7,7,48,M. Tel Aviv,2:0,Bnei Yehuda,2017/18,2017,15/10/17,7:15 PM,2017-10-15,Sunday,יום ראשון,6
7,7,49,B. Jerusalem,4:1,Maccabi Netanya,2017/18,2017,16/10/17,8:00 PM,2017-10-16,Monday,יום שני,0
8,8,50,Bnei Yehuda,1:2,FC Ashdod,2017/18,2017,21/10/17,3:00 PM,2017-10-21,Saturday,שבת,5
8,8,51,Hapoel Acre,0:2,Hapoel Raanana,2017/18,2017,21/10/17,5:00 PM,2017-10-21,Saturday,שבת,5
8,8,52,Maccabi Netanya,3:1,Kiryat Shmona,2017/18,2017,21/10/17,5:15 PM,2017-10-21,Saturday,שבת,5
8,8,53,Maccabi Haifa,1:2,B. Jerusalem,2017/18,2017,21/10/17,7:30 PM,2017-10-21,Saturday,שבת,5
8,8,54,H. Ashkelon,1:3,M. Petah Tikva,2017/18,2017,22/10/17,6:00 PM,2017-10-22,Sunday,יום ראשון,6
8,8,55,Bnei Sakhnin,0:1,Hapoel Haifa,2017/18,2017,22/10/17,7:15 PM,2017-10-22,Sunday,יום ראשון,6
8,8,56,H. Beer Sheva,2:1,M. Tel Aviv,2017/18,2017,23/10/17,8:00 PM,2017-10-23,Monday,יום שני,0
9,9,57,Bnei Sakhnin,0:0,Maccabi Netanya,2017/18,2017,28/10/17,3:00 PM,2017-10-28,Saturday,שבת,5
9,9,58,Hapoel Haifa,2:0,Hapoel Raanana,2017/18,2017,28/10/17,5:00 PM,2017-10-28,Saturday,שבת,5
9,9,59,Kiryat Shmona,1:0,Maccabi Haifa,2017/18,2017,28/10/17,5:15 PM,2017-10-28,Saturday,שבת,5
9,9,60,B. Jerusalem,2:0,H. Ashkelon,2017/18,2017,28/10/17,7:30 PM,2017-10-28,Saturday,שבת,5
9,9,61,M. Tel Aviv,5:2,Hapoel Acre,2017/18,2017,29/10/17,7:10 PM,2017-10-29,Sunday,יום ראשון,6
9,9,62,FC Ashdod,1:3,H. Beer Sheva,2017/18,2017,29/10/17,8:00 PM,2017-10-29,Sunday,יום ראשון,6
9,9,63,M. Petah Tikva,1:2,Bnei Yehuda,2017/18,2017,30/10/17,8:00 PM,2017-10-30,Monday,יום שני,0
10,10,64,Hapoel Acre,1:0,FC Ashdod,2017/18,2017,04/11/17,3:00 PM,2017-11-04,Saturday,שבת,5
