round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,FC Ashdod,1:0,Bnei Yehuda,2018/19,2018,25/08/18,5:00 PM,2018-08-25,Saturday,שבת,5
1,1,2,Hapoel Hadera,2:1,Hapoel Tel Aviv,2018/19,2018,25/08/18,5:45 PM,2018-08-25,Saturday,שבת,5
1,1,3,Hapoel Haifa,5:0,Maccabi Netanya,2018/19,2018,25/08/18,6:30 PM,2018-08-25,Saturday,שבת,5
1,1,4,Kiryat Shmona,1:1,H. Beer Sheva,2018/19,2018,25/08/18,7:45 PM,2018-08-25,Saturday,שבת,5
1,1,5,Bnei Sakhnin,0:0,Hapoel Raanana,2018/19,2018,26/08/18,6:00 PM,2018-08-26,Sunday,יום ראשון,6
1,1,6,M. Tel Aviv,2:0,Maccabi Haifa,2018/19,2018,26/08/18,8:00 PM,2018-08-26,Sunday,יום ראשון,6
1,1,7,M. Petah Tikva,4:1,B. Jerusalem,2018/19,2018,27/08/18,7:30 PM,2018-08-27,Monday,יום שני,0
2,2,8,Hapoel Raanana,2:1,Kiryat Shmona,2018/19,2018,01/09/18,5:00 PM,2018-09-01,Saturday,שבת,5
2,2,9,Maccabi Haifa,2:0,FC Ashdod,2018/19,2018,01/09/18,5:45 PM,2018-09-01,Saturday,שבת,5
2,2,10,Maccabi Netanya,1:1,Bnei Sakhnin,2018/19,2018,01/09/18,7:00 PM,2018-09-01,Saturday,שבת,5
2,2,11,Hapoel Tel Aviv,1:0,Hapoel Haifa,2018/19,2018,01/09/18,7:45 PM,2018-09-01,Saturday,שבת,5
2,2,12,Bnei Yehuda,2:2,M. Petah Tikva,2018/19,2018,02/09/18,6:00 PM,2018-09-02,Sunday,יום ראשון,6
2,2,13,H. Beer Sheva,1:1,M. Tel Aviv,2018/19,2018,02/09/18,8:15 PM,2018-09-02,Sunday,יום ראשון,6
2,2,14,B. Jerusalem,0:1,Hapoel Hadera,2018/19,2018,03/09/18,7:30 PM,2018-09-03,Monday,יום שני,0
3,3,15,M. Tel Aviv,4:1,Hapoel Raanana,2018/19,2018,15/09/18,5:00 PM,2018-09-15,Saturday,שבת,5
3,3,16,M. Petah Tikva,1:1,Hapoel Hadera,2018/19,2018,15/09/18,6:00 PM,2018-09-15,Saturday,שבת,5
3,3,17,Bnei Sakhnin,1:1,Hapoel Tel Aviv,2018/19,2018,15/09/18,6:45 PM,2018-09-15,Saturday,שבת,5
3,3,18,FC Ashdod,1:0,H. Beer Sheva,2018/19,2018,15/09/18,7:30 PM,2018-09-15,Saturday,שבת,5
3,3,19,Kiryat Shmona,1:0,Maccabi Netanya,2018/19,2018,16/09/18,6:00 PM,2018-09-16,Sunday,יום ראשון,6
3,3,20,Bnei Yehuda,1:1,Maccabi Haifa,2018/19,2018,16/09/18,7:30 PM,2018-09-16,Sunday,יום ראשון,6
3,3,21,Hapoel Haifa,2:2,B. Jerusalem,2018/19,2018,17/09/18,8:00 PM,2018-09-17,Monday,יום שני,0
4,4,22,Hapoel Tel Aviv,0:0,Kiryat Shmona,2018/19,2018,22/09/18,5:00 PM,2018-09-22,Saturday,שבת,5
4,4,23,Hapoel Raanana,1:1,FC Ashdod,2018/19,2018,22/09/18,5:45 PM,2018-09-22,Saturday,שבת,5
4,4,24,Maccabi Haifa,1:2,M. Petah Tikva,2018/19,2018,22/09/18,6:45 PM,2018-09-22,Saturday,שבת,5
4,4,25,Maccabi Netanya,1:2,M. Tel Aviv,2018/19,2018,22/09/18,7:30 PM,2018-09-22,Saturday,שבת,5
4,4,26,Hapoel Hadera,2:0,Hapoel Haifa,2018/19,2018,24/09/18,6:00 PM,2018-09-24,Monday,יום שני,0
4,4,27,H. Beer Sheva,0:0,Bnei Yehuda,2018/19,2018,24/09/18,7:00 PM,2018-09-24,Monday,יום שני,0
4,4,28,B. Jerusalem,3:2,Bnei Sakhnin,2018/19,2018,24/09/18,8:00 PM,2018-09-24,Monday,יום שני,0
5,5,29,M. Petah Tikva,1:1,Hapoel Haifa,2018/19,2018,29/09/18,5:00 PM,2018-09-29,Saturday,שבת,5
5,5,30,Bnei Sakhnin,1:2,Hapoel Hadera,2018/19,2018,29/09/18,5:45 PM,2018-09-29,Saturday,שבת,5
