round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,B. Jerusalem,0:0,Hapoel Tel Aviv,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,2,M. Petah Tikva,1:1,H. Ramat Gan,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,3,H. Beer Sheva,2:1,Hapoel Raanana,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,4,Maccabi Haifa,2:1,Hapoel Acre,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,5,Maccabi Netanya,1:2,Hapoel Haifa,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,6,FC Ashdod,0:3,Bnei Yehuda,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,7,M. Ahi Nazareth,1:2,H. Petah Tikva,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
1,1,8,M. Tel Aviv,3:1,Bnei Sakhnin,2009/10,2009,22/08/09,5:00 PM,2009-08-22,Saturday,שבת,5
2,2,9,Hapoel Raanana,1:3,Maccabi Haifa,2009/10,2009,29/08/09,4:00 PM,2009-08-29,Saturday,שבת,5
2,2,10,H. Petah Tikva,0:2,M. Tel Aviv,2009/10,2009,29/08/09,4:15 PM,2009-08-29,Saturday,שבת,5
2,2,11,Hapoel Haifa,0:1,FC Ashdod,2009/10,2009,29/08/09,6:00 PM,2009-08-29,Saturday,שבת,5
2,2,12,Hapoel Acre,1:1,Maccabi Netanya,2009/10,2009,29/08/09,6:00 PM,2009-08-29,Saturday,שבת,5
2,2,13,H. Ramat Gan,2:2,H. Beer Sheva,2009/10,2009,29/08/09,6:00 PM,2009-08-29,Saturday,שבת,5
2,2,14,Hapoel Tel Aviv,1:1,M. Petah Tikva,2009/10,2009,29/08/09,7:40 PM,2009-08-29,Saturday,שבת,5
2,2,15,Bnei Yehuda,2:0,M. Ahi Nazareth,2009/10,2009,30/08/09,6:00 PM,2009-08-30,Sunday,יום ראשון,6
2,2,16,Bnei Sakhnin,0:0,B. Jerusalem,2009/10,2009,31/08/09,7:00 PM,2009-08-31,Monday,יום שני,0
3,3,17,Maccabi Haifa,3:1,H. Ramat Gan,2009/10,2009,12/09/09,4:00 PM,2009-09-12,Saturday,שבת,5
3,3,18,M. Ahi Nazareth,1:3,Hapoel Haifa,2009/10,2009,12/09/09,4:00 PM,2009-09-12,Saturday,שבת,5
3,3,19,Maccabi Netanya,1:1,Hapoel Raanana,2009/10,2009,12/09/09,6:00 PM,2009-09-12,Saturday,שבת,5
3,3,20,FC Ashdod,1:0,Hapoel Acre,2009/10,2009,12/09/09,6:00 PM,2009-09-12,Saturday,שבת,5
3,3,21,M. Petah Tikva,1:3,B. Jerusalem,2009/10,2009,12/09/09,6:30 PM,2009-09-12,Saturday,שבת,5
3,3,22,Bnei Sakhnin,2:0,H. Petah Tikva,2009/10,2009,12/09/09,6:30 PM,2009-09-12,Saturday,שבת,5
3,3,23,H. Beer Sheva,1:3,Hapoel Tel Aviv,2009/10,2009,13/09/09,7:20 PM,2009-09-13,Sunday,יום ראשון,6
3,3,24,M. Tel Aviv,0:0,Bnei Yehuda,2009/10,2009,14/09/09,7:00 PM,2009-09-14,Monday,יום שני,0
4,4,25,Hapoel Tel Aviv,1:2,Maccabi Haifa,2009/10,2009,21/09/09,7:00 PM,2009-09-21,Monday,יום שני,0
4,4,26,Hapoel Haifa,3:1,M. Tel Aviv,2009/10,2009,26/09/09,4:00 PM,2009-09-26,Saturday,שבת,5
4,4,27,Bnei Yehuda,2:1,Bnei Sakhnin,2009/10,2009,26/09/09,6:00 PM,2009-09-26,Saturday,שבת,5
4,4,28,Hapoel Acre,0:1,M. Ahi Nazareth,2009/10,2009,26/09/09,6:00 PM,2009-09-26,Saturday,שבת,5
