round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
1,1,1,Hapoel Acre,0:2,M. Tel Aviv,2013/14,2013,24/08/13,4:50 PM,2013-08-24,Saturday,שבת,5
1,1,2,Ramat haSharon,0:2,Hapoel Haifa,2013/14,2013,24/08/13,6:00 PM,2013-08-24,Saturday,שבת,5
1,1,3,Hapoel Raanana,1:0,M. Petah Tikva,2013/14,2013,24/08/13,6:00 PM,2013-08-24,Saturday,שבת,5
1,1,4,Bnei Yehuda,1:0,FC Ashdod,2013/14,2013,24/08/13,6:00 PM,2013-08-24,Saturday,שבת,5
1,1,5,B. Jerusalem,0:2,H. Beer Sheva,2013/14,2013,24/08/13,7:15 PM,2013-08-24,Saturday,שבת,5
1,1,6,Hapoel Tel Aviv,0:0,Bnei Sakhnin,2013/14,2013,25/08/13,7:00 PM,2013-08-25,Sunday,יום ראשון,6
1,1,7,Maccabi Haifa,3:1,Kiryat Shmona,2013/14,2013,25/08/13,8:00 PM,2013-08-25,Sunday,יום ראשון,6
2,2,8,Bnei Sakhnin,1:0,Hapoel Acre,2013/14,2013,31/08/13,5:00 PM,2013-08-31,Saturday,שבת,5
2,2,9,Kiryat Shmona,4:1,Ramat haSharon,2013/14,2013,31/08/13,6:00 PM,2013-08-31,Saturday,שבת,5
2,2,10,Hapoel Haifa,1:1,Hapoel Raanana,2013/14,2013,31/08/13,6:00 PM,2013-08-31,Saturday,שבת,5
2,2,11,H. Beer Sheva,2:0,Hapoel Tel Aviv,2013/14,2013,31/08/13,6:30 PM,2013-08-31,Saturday,שבת,5
2,2,12,M. Petah Tikva,1:3,B. Jerusalem,2013/14,2013,31/08/13,7:15 PM,2013-08-31,Saturday,שבת,5
2,2,13,FC Ashdod,3:2,Maccabi Haifa,2013/14,2013,01/09/13,7:00 PM,2013-09-01,Sunday,יום ראשון,6
2,2,14,M. Tel Aviv,1:0,Bnei Yehuda,2013/14,2013,01/09/13,8:00 PM,2013-09-01,Sunday,יום ראשון,6
3,3,15,Hapoel Acre,1:2,H. Beer Sheva,2013/14,2013,21/09/13,4:30 PM,2013-09-21,Saturday,שבת,5
3,3,16,Bnei Yehuda,2:4,Bnei Sakhnin,2013/14,2013,21/09/13,6:00 PM,2013-09-21,Saturday,שבת,5
3,3,17,Kiryat Shmona,1:0,FC Ashdod,2013/14,2013,21/09/13,6:00 PM,2013-09-21,Saturday,שבת,5
3,3,18,Ramat haSharon,1:3,Hapoel Raanana,2013/14,2013,21/09/13,6:00 PM,2013-09-21,Saturday,שבת,5
3,3,19,B. Jerusalem,0:1,Hapoel Haifa,2013/14,2013,21/09/13,7:15 PM,2013-09-21,Saturday,שבת,5
3,3,20,Hapoel Tel Aviv,3:1,M. Petah Tikva,2013/14,2013,22/09/13,7:10 PM,2013-09-22,Sunday,יום ראשון,6
3,3,21,Maccabi Haifa,0:3,M. Tel Aviv,2013/14,2013,23/09/13,8:00 PM,2013-09-23,Monday,יום שני,0
4,4,22,Bnei Sakhnin,0:0,Maccabi Haifa,2013/14,2013,28/09/13,4:30 PM,2013-09-28,Saturday,שבת,5
4,4,23,FC Ashdod,3:0,Ramat haSharon,2013/14,2013,28/09/13,6:00 PM,2013-09-28,Saturday,שבת,5
4,4,24,M. Petah Tikva,1:1,Hapoel Acre,2013/14,2013,28/09/13,6:00 PM,2013-09-28,Saturday,שבת,5
4,4,25,Hapoel Haifa,0:4,Hapoel Tel Aviv,2013/14,2013,28/09/13,6:15 PM,2013-09-28,Saturday,שבת,5
4,4,26,M. Tel Aviv,3:0,Kiryat Shmona,2013/14,2013,28/09/13,7:00 PM,2013-09-28,Saturday,שבת,5
4,4,27,Hapoel Raanana,2:2,B. Jerusalem,2013/14,2013,29/09/13,7:10 PM,2013-09-29,Sunday,יום ראשון,6
4,4,28,H. Beer Sheva,2:1,Bnei Yehuda,2013/14,2013,30/09/13,8:00 PM,2013-09-30,Monday,יום שני,0
5,5,29,Hapoel Tel Aviv,0:0,Hapoel Raanana,2013/14,2013,05/10/13,3:15 PM,2013-10-05,Saturday,שבת,5
5,5,30,Hapoel Acre,2:1,Hapoel Haifa,2013/14,2013,05/10/13,6:00 PM,2013-10-05,Saturday,שבת,5
5,5,31,Kiryat Shmona,1:1,Bnei Sakhnin,2013/14,2013,05/10/13,6:00 PM,2013-10-05,Saturday,שבת,5
5,5,32,Ramat haSharon,0:2,B. Jerusalem,2013/14,2013,05/10/13,7:00 PM,2013-10-05,Saturday,שבת,5
5,5,33,Bnei Yehuda,2:4,M. Petah Tikva,2013/14,2013,05/10/13,7:15 PM,2013-10-05,Saturday,שבת,5
5,5,34,FC Ashdod,0:0,M. Tel Aviv,2013/14,2013,06/10/13,7:10 PM,2013-10-06,Sunday,יום ראשון,6
5,5,35,Maccabi Haifa,0:0,H. Beer Sheva,2013/14,2013,06/10/13,7:40 PM,2013-10-06,Sunday,יום ראשון,6
