round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
6,6,38,M. Petah Tikva,2:1,M. Bnei Reineh,2024/25,2024,05/10/24,6:45 PM,2024-10-05,Saturday,שבת,5
6,6,39,Ironi Tiberias,1:1,Hapoel Hadera,2024/25,2024,05/10/24,7:00 PM,2024-10-05,Saturday,שבת,5
6,6,40,B. Jerusalem,1:1,Kiryat Shmona,2024/25,2024,05/10/24,7:00 PM,2024-10-05,Saturday,שבת,5
6,6,41,H. Beer Sheva,3:1,H. Jerusalem,2024/25,2024,06/10/24,7:15 PM,2024-10-06,Sunday,יום ראשון,6
6,6,42,Maccabi Netanya,1:2,M. Tel Aviv,2024/25,2024,06/10/24,7:30 PM,2024-10-06,Sunday,יום ראשון,6
7,7,43,M. Bnei Reineh,1:0,Kiryat Shmona,2024/25,2024,19/10/24,5:45 PM,2024-10-19,Saturday,שבת,5
7,7,44,Hapoel Hadera,2:2,Maccabi Netanya,2024/25,2024,19/10/24,6:00 PM,2024-10-19,Saturday,שבת,5
7,7,45,Hapoel Haifa,1:0,Ironi Tiberias,2024/25,2024,19/10/24,6:30 PM,2024-10-19,Saturday,שבת,5
7,7,46,M. Tel Aviv,2:0,Maccabi Haifa,2024/25,2024,19/10/24,7:30 PM,2024-10-19,Saturday,שבת,5
7,7,47,H. Jerusalem,1:0,FC Ashdod,2024/25,2024,20/10/24,7:00 PM,2024-10-20,Sunday,יום ראשון,6
7,7,48,M. Petah Tikva,2:5,H. Beer Sheva,2024/25,2024,20/10/24,7:15 PM,2024-10-20,Sunday,יום ראשון,6
7,7,49,Bnei Sakhnin,2:1,B. Jerusalem,2024/25,2024,05/11/24,6:30 PM,2024-11-05,Tuesday,יום שלישי,1
8,8,50,Kiryat Shmona,2:1,Bnei Sakhnin,2024/25,2024,26/10/24,5:45 PM,2024-10-26,Saturday,שבת,5
8,8,51,FC Ashdod,0:0,M. Petah Tikva,2024/25,2024,26/10/24,6:00 PM,2024-10-26,Saturday,שבת,5
8,8,52,Ironi Tiberias,0:2,H. Jerusalem,2024/25,2024,26/10/24,6:00 PM,2024-10-26,Saturday,שבת,5
8,8,53,H. Beer Sheva,1:1,M. Bnei Reineh,2024/25,2024,26/10/24,6:30 PM,2024-10-26,Saturday,שבת,5
8,8,54,Maccabi Netanya,0:3,Hapoel Haifa,2024/25,2024,28/10/24,7:00 PM,2024-10-28,Monday,יום שני,0
8,8,55,B. Jerusalem,3:1,M. Tel Aviv,2024/25,2024,28/10/24,7:00 PM,2024-10-28,Monday,יום שני,0
8,8,56,Maccabi Haifa,4:2,Hapoel Hadera,2024/25,2024,28/10/24,7:30 PM,2024-10-28,Monday,יום שני,0
9,9,57,H. Jerusalem,2:3,Maccabi Netanya,2024/25,2024,02/11/24,2:00 PM,2024-11-02,Saturday,שבת,5
9,9,58,M. Tel Aviv,0:1,Kiryat Shmona,2024/25,2024,02/11/24,4:30 PM,2024-11-02,Saturday,שבת,5
9,9,59,M. Bnei Reineh,0:1,Bnei Sakhnin,2024/25,2024,02/11/24,5:00 PM,2024-11-02,Saturday,שבת,5
9,9,60,M. Petah Tikva,0:0,Ironi Tiberias,2024/25,2024,02/11/24,5:00 PM,2024-11-02,Saturday,שבת,5
9,9,61,Hapoel Hadera,0:4,B. Jerusalem,2024/25,2024,02/11/24,6:30 PM,2024-11-02,Saturday,שבת,5
9,9,62,H. Beer Sheva,3:1,FC Ashdod,2024/25,2024,03/11/24,7:15 PM,2024-11-03,Sunday,יום ראשון,6
9,9,63,Hapoel Haifa,1:4,Maccabi Haifa,2024/25,2024,04/11/24,7:30 PM,2024-11-04,Monday,יום שני,0
10,10,64,H. Jerusalem,0:0,Maccabi Haifa,2024/25,2024,08/11/24,2:00 PM,2024-11-08,Friday,יום שישי,4
10,10,65,B. Jerusalem,1:0,Hapoel Haifa,2024/25,2024,09/11/24,2:00 PM,2024-11-09,Saturday,שבת,5
10,10,66,Ironi Tiberias,0:2,H. Beer Sheva,2024/25,2024,09/11/24,4:30 PM,2024-11-09,Saturday,שבת,5
10,10,67,FC Ashdod,1:2,M. Bnei Reineh,2024/25,2024,09/11/24,5:00 PM,2024-11-09,Saturday,שבת,5
10,10,68,Kiryat Shmona,1:1,Hapoel Hadera,2024/25,2024,09/11/24,5:00 PM,2024-11-09,Saturday,שבת,5
10,10,69,Maccabi Netanya,1:2,M. Petah Tikva,2024/25,2024,10/11/24,7:00 PM,2024-11-10,Sunday,יום ראשון,6
10,10,70,Bnei Sakhnin,0:4,M. Tel Aviv,2024/25,2024,10/11/24,7:15 PM,2024-11-10,Sunday,יום ראשון,6
11,11,71,Kiryat Shmona,2:1,Hapoel Haifa,2024/25,2024,29/11/24,2:00 PM,2024-11-29,Friday,יום שישי,4
11,11,72,M. Petah Tikva,1:2,Maccabi Haifa,2024/25,2024,30/11/24,2:00 PM,2024-11-30,Saturday,שבת,5
11,11,73,Hapoel Hadera,0:0,Bnei Sakhnin,2024/25,2024,30/11/24,5:00 PM,2024-11-30,Saturday,שבת,5
11,11,74,FC Ashdod,1:0,Ironi Tiberias,2024/25,2024,30/11/24,5:00 PM,2024-11-30,Saturday,שבת,5
11,11,75,H. Beer Sheva,1:0,Maccabi Netanya,2024/25,2024,30/11/24,6:30 PM,2024-11-30,Saturday,שבת,5
11,11,76,H. Jerusalem,3:3,B. Jerusalem,2024/25,2024,01/12/24,7:30 PM,2024-12-01,Sunday,יום ראשון,6
11,11,77,M. Bnei Reineh,1:2,M. Tel Aviv,2024/25,2024,02/12/24,7:00 PM,2024-12-02,Monday,יום שני,0
12,12,78,Bnei Sakhnin,0:2,Hapoel Haifa,2024/25,2024,03/12/24,6:45 PM,2024-12-03,Tuesday,יום שלישי,1
12,12,79,Maccabi Netanya,2:2,FC Ashdod,2024/25,2024,03/12/24,7:00 PM,2024-12-03,Tuesday,יום שלישי,1
12,12,80,Kiryat Shmona,2:0,H. Jerusalem,2024/25,2024,04/12/24,6:45 PM,2024-12-04,Wednesday,יום רביעי,2
12,12,81,B. Jerusalem,5:0,M. Petah Tikva,2024/25,2024,04/12/24,7:00 PM,2024-12-04,Wednesday,יום רביעי,2
12,12,82,Maccabi Haifa,0:2,H. Beer Sheva,2024/25,2024,04/12/24,7:30 PM,2024-12-04,Wednesday,יום רביעי,2
12,12,83,M. Bnei Reineh,1:0,Ironi Tiberias,2024/25,2024,05/12/24,6:45 PM,2024-12-05,Thursday,יום חמישי,3
12,12,84,M. Tel Aviv,2:2,Hapoel Hadera,2024/25,2024,05/12/24,7:00 PM,2024-12-05,Thursday,יום חמישי,3
13,13,85,M. Petah Tikva,0:1,Kiryat Shmona,2024/25,2024,07/12/24,2:00 PM,2024-12-07,Saturday,שבת,5
13,13,86,FC Ashdod,1:3,Maccabi Haifa,2024/25,2024,07/12/24,6:30 PM,2024-12-07,Saturday,שבת,5
13,13,87,H. Jerusalem,1:0,Bnei Sakhnin,2024/25,2024,08/12/24,7:00 PM,2024-12-08,Sunday,יום ראשון,6
13,13,88,Hapoel Haifa,1:1,M. Tel Aviv,2024/25,2024,08/12/24,7:15 PM,2024-12-08,Sunday,יום ראשון,6
13,13,89,Hapoel Hadera,2:1,M. Bnei Reineh,2024/25,2024,09/12/24,6:45 PM,2024-12-09,Monday,יום שני,0
13,13,90,Ironi Tiberias,2:3,Maccabi Netanya,2024/25,2024,09/12/24,7:00 PM,2024-12-09,Monday,יום שני,0
13,13,91,H. Beer Sheva,4:1,B. Jerusalem,2024/25,2024,09/12/24,7:30 PM,2024-12-09,Monday,יום שני,0
14,14,92,Maccabi Netanya,2:0,M. Bnei Reineh,2024/25,2024,14/12/24,2:00 PM,2024-12-14,Saturday,שבת,5
14,14,93,H. Beer Sheva,5:1,Kiryat Shmona,2024/25,2024,14/12/24,4:30 PM,2024-12-14,Saturday,שבת,5
14,14,94,M. Petah Tikva,1:1,Bnei Sakhnin,2024/25,2024,14/12/24,5:00 PM,2024-12-14,Saturday,שבת,5
14,14,95,Hapoel Haifa,3:0,Hapoel Hadera,2024/25,2024,14/12/24,5:00 PM,2024-12-14,Saturday,שבת,5
14,14,96,FC Ashdod,2:3,B. Jerusalem,2024/25,2024,14/12/24,6:30 PM,2024-12-14,Saturday,שבת,5
14,14,97,Ironi Tiberias,0:0,Maccabi Haifa,2024/25,2024,15/12/24,7:15 PM,2024-12-15,Sunday,יום ראשון,6
14,14,98,H. Jerusalem,2:3,M. Tel Aviv,2024/25,2024,16/12/24,7:30 PM,2024-12-16,Monday,יום שני,0
15,15,99,M. Tel Aviv,3:2,M. Petah Tikva,2024/25,2024,21/12/24,2:00 PM,2024-12-21,Saturday,שבת,5
15,15,100,M. Bnei Reineh,0:2,Hapoel Haifa,2024/25,2024,21/12/24,4:30 PM,2024-12-21,Saturday,שבת,5
15,15,101,Hapoel Hadera,1:1,H. Jerusalem,2024/25,2024,21/12/24,5:00 PM,2024-12-21,Saturday,שבת,5
15,15,102,Bnei Sakhnin,0:0,H. Beer Sheva,2024/25,2024,21/12/24,6:30 PM,2024-12-21,Saturday,שבת,5
15,15,103,Maccabi Haifa,2:1,Maccabi Netanya,2024/25,2024,21/12/24,7:00 PM,2024-12-21,Saturday,שבת,5
15,15,104,Kiryat Shmona,3:2,FC Ashdod,2024/25,2024,22/12/24,7:00 PM,2024-12-22,Sunday,יום ראשון,6
15,15,105,B. Jerusalem,1:1,Ironi Tiberias,2024/25,2024,23/12/24,7:00 PM,2024-12-23,Monday,יום שני,0
16,16,106,Ironi Tiberias,3:1,Kiryat Shmona,2024/25,2024,31/12/24,6:30 PM,2024-12-31,Tuesday,יום שלישי,1
16,16,107,M. Petah Tikva,0:0,Hapoel Hadera,2024/25,2024,31/12/24,6:45 PM,2024-12-31,Tuesday,יום שלישי,1
16,16,108,FC Ashdod,3:5,Bnei Sakhnin,2024/25,2024,31/12/24,7:00 PM,2024-12-31,Tuesday,יום שלישי,1
16,16,109,H. Jerusalem,1:0,Hapoel Haifa,2024/25,2024,01/01/25,6:45 PM,2025-01-01,Wednesday,יום רביעי,2
16,16,110,Maccabi Netanya,3:0,B. Jerusalem,2024/25,2024,01/01/25,7:00 PM,2025-01-01,Wednesday,יום רביעי,2
16,16,111,H. Beer Sheva,2:2,M. Tel Aviv,2024/25,2024,01/01/25,7:30 PM,2025-01-01,Wednesday,יום רביעי,2
16,16,112,Maccabi Haifa,2:0,M. Bnei Reineh,2024/25,2024,02/01/25,7:00 PM,2025-01-02,Thursday,יום חמישי,3
17,17,113,Hapoel Haifa,5:1,M. Petah Tikva,2024/25,2024,04/01/25,2:00 PM,2025-01-04,Saturday,שבת,5
17,17,114,M. Tel Aviv,5:1,FC Ashdod,2024/25,2024,04/01/25,4:30 PM,2025-01-04,Saturday,שבת,5
17,17,115,Bnei Sakhnin,0:0,Ironi Tiberias,2024/25,2024,04/01/25,5:00 PM,2025-01-04,Saturday,שבת,5
17,17,116,Hapoel Hadera,1:2,H. Beer Sheva,2024/25,2024,04/01/25,6:30 PM,2025-01-04,Saturday,שבת,5
17,17,117,Kiryat Shmona,0:1,Maccabi Netanya,2024/25,2024,05/01/25,7:15 PM,2025-01-05,Sunday,יום ראשון,6
17,17,118,M. Bnei Reineh,0:0,H. Jerusalem,2024/25,2024,06/01/25,7:00 PM,2025-01-06,Monday,יום שני,0
17,17,119,Maccabi Haifa,1:3,B. Jerusalem,2024/25,2024,06/01/25,7:30 PM,2025-01-06,Monday,יום שני,0
18,18,120,Maccabi Haifa,4:1,Kiryat Shmona,2024/25,2024,11/01/25,2:00 PM,2025-01-11,Saturday,שבת,5
18,18,121,B. Jerusalem,1:4,M. Bnei Reineh,2024/25,2024,11/01/25,4:30 PM,2025-01-11,Saturday,שבת,5
18,18,122,Maccabi Netanya,4:0,Bnei Sakhnin,2024/25,2024,11/01/25,5:00 PM,2025-01-11,Saturday,שבת,5
18,18,123,M. Petah Tikva,2:0,H. Jerusalem,2024/25,2024,11/01/25,5:00 PM,2025-01-11,Saturday,שבת,5
18,18,124,Ironi Tiberias,2:2,M. Tel Aviv,2024/25,2024,11/01/25,6:30 PM,2025-01-11,Saturday,שבת,5
18,18,125,FC Ashdod,1:1,Hapoel Hadera,2024/25,2024,12/01/25,7:00 PM,2025-01-12,Sunday,יום ראשון,6
18,18,126,Hapoel Haifa,0:1,H. Beer Sheva,2024/25,2024,12/01/25,7:30 PM,2025-01-12,Sunday,יום ראשון,6
19,19,127,Kiryat Shmona,0:3,B. Jerusalem,2024/25,2024,18/01/25,2:00 PM,2025-01-18,Saturday,שבת,5
19,19,128,Bnei Sakhnin,0:3,Maccabi Haifa,2024/25,2024,18/01/25,4:30 PM,2025-01-18,Saturday,שבת,5
19,19,129,M. Bnei Reineh,1:2,M. Petah Tikva,2024/25,2024,18/01/25,5:00 PM,2025-01-18,Saturday,שבת,5
19,19,130,M. Tel Aviv,4:1,Maccabi Netanya,2024/25,2024,18/01/25,7:00 PM,2025-01-18,Saturday,שבת,5
19,19,131,H. Jerusalem,0:2,H. Beer Sheva,2024/25,2024,19/01/25,7:15 PM,2025-01-19,Sunday,יום ראשון,6
19,19,132,Hapoel Haifa,2:1,FC Ashdod,2024/25,2024,20/01/25,7:00 PM,2025-01-20,Monday,יום שני,0
19,19,133,Hapoel Hadera,1:2,Ironi Tiberias,2024/25,2024,20/01/25,7:00 PM,2025-01-20,Monday,יום שני,0
20,20,134,B. Jerusalem,1:0,Bnei Sakhnin,2024/25,2024,25/01/25,2:00 PM,2025-01-25,Saturday,שבת,5
20,20,135,Ironi Tiberias,1:1,Hapoel Haifa,2024/25,2024,25/01/25,4:30 PM,2025-01-25,Saturday,שבת,5
20,20,136,Kiryat Shmona,0:0,M. Bnei Reineh,2024/25,2024,25/01/25,5:00 PM,2025-01-25,Saturday,שבת,5
20,20,137,FC Ashdod,1:1,H. Jerusalem,2024/25,2024,25/01/25,5:00 PM,2025-01-25,Saturday,שבת,5
20,20,138,H. Beer Sheva,1:0,M. Petah Tikva,2024/25,2024,25/01/25,6:30 PM,2025-01-25,Saturday,שבת,5
20,20,139,Maccabi Netanya,2:1,Hapoel Hadera,2024/25,2024,26/01/25,7:15 PM,2025-01-26,Sunday,יום ראשון,6
20,20,140,Maccabi Haifa,0:3,M. Tel Aviv,2024/25,2024,27/01/25,7:30 PM,2025-01-27,Monday,יום שני,0
21,21,141,M. Bnei Reineh,1:0,H. Beer Sheva,2024/25,2024,01/02/25,2:00 PM,2025-02-01,Saturday,שבת,5
21,21,142,H. Jerusalem,4:0,Ironi Tiberias,2024/25,2024,01/02/25,4:30 PM,2025-02-01,Saturday,שבת,5
21,21,143,M. Petah Tikva,2:2,FC Ashdod,2024/25,2024,01/02/25,5:00 PM,2025-02-01,Saturday,שבת,5
21,21,144,Bnei Sakhnin,0:1,Kiryat Shmona,2024/25,2024,01/02/25,5:00 PM,2025-02-01,Saturday,שבת,5
21,21,145,Hapoel Hadera,1:3,Maccabi Haifa,2024/25,2024,01/02/25,6:30 PM,2025-02-01,Saturday,שבת,5
21,21,146,Hapoel Haifa,1:3,Maccabi Netanya,2024/25,2024,02/02/25,7:15 PM,2025-02-02,Sunday,יום ראשון,6
21,21,147,M. Tel Aviv,1:1,B. Jerusalem,2024/25,2024,03/02/25,7:30 PM,2025-02-03,Monday,יום שני,0
22,22,148,Maccabi Netanya,2:1,H. Jerusalem,2024/25,2024,08/02/25,2:00 PM,2025-02-08,Saturday,שבת,5
22,22,149,B. Jerusalem,0:0,Hapoel Hadera,2024/25,2024,08/02/25,4:30 PM,2025-02-08,Saturday,שבת,5
22,22,150,Bnei Sakhnin,2:0,M. Bnei Reineh,2024/25,2024,08/02/25,5:00 PM,2025-02-08,Saturday,שבת,5
22,22,151,Ironi Tiberias,1:2,M. Petah Tikva,2024/25,2024,08/02/25,5:00 PM,2025-02-08,Saturday,שבת,5
22,22,152,FC Ashdod,0:2,H. Beer Sheva,2024/25,2024,08/02/25,6:30 PM,2025-02-08,Saturday,שבת,5
22,22,153,Kiryat Shmona,1:2,M. Tel Aviv,2024/25,2024,09/02/25,7:15 PM,2025-02-09,Sunday,יום ראשון,6
22,22,154,Maccabi Haifa,1:1,Hapoel Haifa,2024/25,2024,10/02/25,7:30 PM,2025-02-10,Monday,יום שני,0
23,23,155,H. Beer Sheva,4:0,Ironi Tiberias,2024/25,2024,15/02/25,2:00 PM,2025-02-15,Saturday,שבת,5
23,23,156,M. Petah Tikva,0:1,Maccabi Netanya,2024/25,2024,15/02/25,4:30 PM,2025-02-15,Saturday,שבת,5
23,23,157,M. Bnei Reineh,1:4,FC Ashdod,2024/25,2024,15/02/25,5:15 PM,2025-02-15,Saturday,שבת,5
23,23,158,Hapoel Hadera,0:2,Kiryat Shmona,2024/25,2024,15/02/25,5:15 PM,2025-02-15,Saturday,שבת,5
23,23,159,Hapoel Haifa,3:2,B. Jerusalem,2024/25,2024,15/02/25,6:30 PM,2025-02-15,Saturday,שבת,5
23,23,160,M. Tel Aviv,3:1,Bnei Sakhnin,2024/25,2024,16/02/25,7:15 PM,2025-02-16,Sunday,יום ראשון,6
23,23,161,Maccabi Haifa,3:3,H. Jerusalem,2024/25,2024,17/02/25,7:30 PM,2025-02-17,Monday,יום שני,0
24,24,162,B. Jerusalem,1:1,H. Jerusalem,2024/25,2024,21/02/25,12:30 PM,2025-02-21,Friday,יום שישי,4
24,24,163,M. Tel Aviv,0:1,M. Bnei Reineh,2024/25,2024,22/02/25,12:00 AM,2025-02-22,Saturday,שבת,5
24,24,164,Ironi Tiberias,2:1,FC Ashdod,2024/25,2024,22/02/25,12:00 AM,2025-02-22,Saturday,שבת,5
24,24,165,Maccabi Haifa,1:0,M. Petah Tikva,2024/25,2024,22/02/25,2:00 PM,2025-02-22,Saturday,שבת,5
24,24,166,Maccabi Netanya,1:2,H. Beer Sheva,2024/25,2024,22/02/25,6:30 PM,2025-02-22,Saturday,שבת,5
24,24,167,Bnei Sakhnin,0:1,Hapoel Hadera,2024/25,2024,23/02/25,7:00 PM,2025-02-23,Sunday,יום ראשון,6
24,24,168,Hapoel Haifa,4:3,Kiryat Shmona,2024/25,2024,24/02/25,7:00 PM,2025-02-24,Monday,יום שני,0
25,25,169,H. Jerusalem,0:0,Kiryat Shmona,2024/25,2024,01/03/25,2:00 PM,2025-03-01,Saturday,שבת,5
25,25,170,FC Ashdod,0:0,Maccabi Netanya,2024/25,2024,01/03/25,4:30 PM,2025-03-01,Saturday,שבת,5
25,25,171,Hapoel Hadera,2:3,M. Tel Aviv,2024/25,2024,01/03/25,6:30 PM,2025-03-01,Saturday,שבת,5
25,25,172,Ironi Tiberias,1:0,M. Bnei Reineh,2024/25,2024,01/03/25,7:00 PM,2025-03-01,Saturday,שבת,5
25,25,173,Hapoel Haifa,2:1,Bnei Sakhnin,2024/25,2024,02/03/25,7:00 PM,2025-03-02,Sunday,יום ראשון,6
25,25,174,M. Petah Tikva,1:2,B. Jerusalem,2024/25,2024,02/03/25,7:15 PM,2025-03-02,Sunday,יום ראשון,6
25,25,175,H. Beer Sheva,3:3,Maccabi Haifa,2024/25,2024,03/03/25,7:30 PM,2025-03-03,Monday,יום שני,0
26,26,176,Maccabi Netanya,1:1,Ironi Tiberias,2024/25,2024,08/03/25,2:00 PM,2025-03-08,Saturday,שבת,5
26,26,177,M. Tel Aviv,2:0,Hapoel Haifa,2024/25,2024,08/03/25,6:30 PM,2025-03-08,Saturday,שבת,5
26,26,178,M. Bnei Reineh,1:2,Hapoel Hadera,2024/25,2024,08/03/25,7:00 PM,2025-03-08,Saturday,שבת,5
26,26,179,Bnei Sakhnin,0:2,H. Jerusalem,2024/25,2024,08/03/25,7:00 PM,2025-03-08,Saturday,שבת,5
26,26,180,Kiryat Shmona,2:0,M. Petah Tikva,2024/25,2024,09/03/25,6:30 PM,2025-03-09,Sunday,יום ראשון,6
26,26,181,Maccabi Haifa,1:2,FC Ashdod,2024/25,2024,09/03/25,7:15 PM,2025-03-09,Sunday,יום ראשון,6
26,26,182,B. Jerusalem,1:1,H. Beer Sheva,2024/25,2024,10/03/25,7:30 PM,2025-03-10,Monday,יום שני,0
