season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2015/16,2015,Beitar Jerusalem,BnS,1,0,1,H,3,0
2015/16,2015,Beitar Jerusalem,BnY,1,0,1,H,3,0
2015/16,2015,Beitar Jerusalem,HAC,1,0,1,H,3,0
2015/16,2015,Beitar Jerusalem,HBS,1,3,-2,A,0,3
2015/16,2015,Beitar Jerusalem,HHA,1,1,0,D,1,1
2015/16,2015,Beitar Jerusalem,HKS,3,1,2,H,3,0
2015/16,2015,Beitar Jerusalem,HRA,1,0,1,H,3,0
2015/16,2015,Beitar Jerusalem,HTA,0,0,0,D,1,1
2015/16,2015,Beitar Jerusalem,IKS,2,0,2,H,3,0
2015/16,2015,Beitar Jerusalem,MHA,3,0,3,H,3,0
2015/16,2015,Beitar Jerusalem,MNE,1,0,1,H,3,0
2015/16,2015,Beitar Jerusalem,MPT,2,0,2,H,3,0
2015/16,2015,Beitar Jerusalem,MTA,2,2,0,D,1,1
2015/16,2015,Bnei Sakhnin,BEI,1,3,-2,A,0,3
2015/16,2015,Bnei Sakhnin,BnY,2,2,0,D,1,1
2015/16,2015,Bnei Sakhnin,HAC,2,0,2,H,3,0
2015/16,2015,Bnei Sakhnin,HBS,0,1,-1,A,0,3
2015/16,2015,Bnei Sakhnin,HHA,0,0,0,D,1,1
2015/16,2015,Bnei Sakhnin,HKS,2,0,2,H,3,0
2015/16,2015,Bnei Sakhnin,HRA,2,3,-1,A,0,3
2015/16,2015,Bnei Sakhnin,HTA,1,0,1,H,3,0
2015/16,2015,Bnei Sakhnin,IKS,3,0,3,H,3,0
2015/16,2015,Bnei Sakhnin,MHA,1,2,-1,A,0,3
2015/16,2015,Bnei Sakhnin,MNE,0,0,0,D,1,1
2015/16,2015,Bnei Sakhnin,MPT,1,0,1,H,3,0
2015/16,2015,Bnei Sakhnin,MTA,0,2,-2,A,0,3
2015/16,2015,Bnei Yehuda,BEI,2,1,1,H,3,0
2015/16,2015,Bnei Yehuda,BnS,0,2,-2,A,0,3
2015/16,2015,Bnei Yehuda,HAC,0,2,-2,A,0,3
2015/16,2015,Bnei Yehuda,HBS,0,0,0,D,1,1
2015/16,2015,Bnei Yehuda,HHA,1,0,1,H,3,0
2015/16,2015,Bnei Yehuda,HKS,2,1,1,H,3,0
2015/16,2015,Bnei Yehuda,HRA,1,3,-2,A,0,3
2015/16,2015,Bnei Yehuda,HTA,1,3,-2,A,0,3
2015/16,2015,Bnei Yehuda,IKS,2,2,0,D,1,1
2015/16,2015,Bnei Yehuda,MHA,0,0,0,D,1,1
2015/16,2015,Bnei Yehuda,MNE,1,2,-1,A,0,3
2015/16,2015,Bnei Yehuda,MPT,1,1,0,D,1,1
2015/16,2015,Bnei Yehuda,MTA,0,1,-1,A,0,3
2015/16,2015,Hapoel Acre,BEI,1,3,-2,A,0,3
2015/16,2015,Hapoel Acre,BnS,2,2,0,D,1,1
2015/16,2015,Hapoel Acre,BnY,0,1,-1,A,0,3
2015/16,2015,Hapoel Acre,HBS,1,0,1,H,3,0
2015/16,2015,Hapoel Acre,HHA,0,1,-1,A,0,3
2015/16,2015,Hapoel Acre,HKS,1,0,1,H,3,0
2015/16,2015,Hapoel Acre,HRA,0,1,-1,A,0,3
2015/16,2015,Hapoel Acre,HTA,0,1,-1,A,0,3
2015/16,2015,Hapoel Acre,IKS,1,0,1,H,3,0
2015/16,2015,Hapoel Acre,MHA,1,1,0,D,1,1
2015/16,2015,Hapoel Acre,MNE,1,1,0,D,1,1
2015/16,2015,Hapoel Acre,MPT,1,0,1,H,3,0
2015/16,2015,Hapoel Acre,MTA,0,3,-3,A,0,3
2015/16,2015,Hapoel Be'er Sheva,BEI,2,1,1,H,3,0
2015/16,2015,Hapoel Be'er Sheva,BnS,2,2,0,D,1,1
2015/16,2015,Hapoel Be'er Sheva,BnY,2,0,2,H,3,0
2015/16,2015,Hapoel Be'er Sheva,HAC,3,0,3,H,3,0
2015/16,2015,Hapoel Be'er Sheva,HHA,1,0,1,H,3,0
2015/16,2015,Hapoel Be'er Sheva,HKS,3,0,3,H,3,0
2015/16,2015,Hapoel Be'er Sheva,HRA,2,0,2,H,3,0
2015/16,2015,Hapoel Be'er Sheva,HTA,3,1,2,H,3,0
2015/16,2015,Hapoel Be'er Sheva,IKS,2,1,1,H,3,0
2015/16,2015,Hapoel Be'er Sheva,MHA,0,0,0,D,1,1
2015/16,2015,Hapoel Be'er Sheva,MNE,2,0,2,H,3,0
2015/16,2015,Hapoel Be'er Sheva,MPT,5,2,3,H,3,0
2015/16,2015,Hapoel Be'er Sheva,MTA,0,1,-1,A,0,3
2015/16,2015,Hapoel Haifa,BEI,1,1,0,D,1,1
2015/16,2015,Hapoel Haifa,BnS,2,0,2,H,3,0
2015/16,2015,Hapoel Haifa,BnY,0,1,-1,A,0,3
2015/16,2015,Hapoel Haifa,HAC,3,1,2,H,3,0
