round,round_verified,round_original,home,score,away,season,season_year,match_date_raw,match_time_raw,match_date,day_of_week_en,day_of_week_he,day_of_week_num
11,11,71,Hapoel Haifa,0:0,Hapoel Acre,2012/13,2012,24/11/12,5:00 PM,2012-11-24,Saturday,שבת,5
11,11,72,Bnei Sakhnin,0:0,Maccabi Netanya,2012/13,2012,24/11/12,5:00 PM,2012-11-24,Saturday,שבת,5
11,11,73,H. Ramat Gan,0:1,FC Ashdod,2012/13,2012,24/11/12,5:00 PM,2012-11-24,Saturday,שבת,5
11,11,74,Ramat haSharon,3:4,M. Tel Aviv,2012/13,2012,24/11/12,7:00 PM,2012-11-24,Saturday,שבת,5
11,11,75,Bnei Yehuda,0:2,Kiryat Shmona,2012/13,2012,25/11/12,7:30 PM,2012-11-25,Sunday,יום ראשון,6
11,11,76,Hapoel Tel Aviv,4:1,H. Beer Sheva,2012/13,2012,26/11/12,6:30 PM,2012-11-26,Monday,יום שני,0
11,11,77,B. Jerusalem,1:2,Maccabi Haifa,2012/13,2012,26/11/12,7:50 PM,2012-11-26,Monday,יום שני,0
12,12,78,M. Tel Aviv,4:0,Bnei Sakhnin,2012/13,2012,01/12/12,4:00 PM,2012-12-01,Saturday,שבת,5
12,12,79,H. Beer Sheva,1:0,Bnei Yehuda,2012/13,2012,01/12/12,5:00 PM,2012-12-01,Saturday,שבת,5
12,12,80,Kiryat Shmona,2:0,Ramat haSharon,2012/13,2012,01/12/12,5:00 PM,2012-12-01,Saturday,שבת,5
12,12,81,Hapoel Acre,0:3,H. Ramat Gan,2012/13,2012,01/12/12,5:00 PM,2012-12-01,Saturday,שבת,5
12,12,82,Maccabi Netanya,2:3,B. Jerusalem,2012/13,2012,01/12/12,6:30 PM,2012-12-01,Saturday,שבת,5
12,12,83,Hapoel Haifa,0:3,Maccabi Haifa,2012/13,2012,02/12/12,7:15 PM,2012-12-02,Sunday,יום ראשון,6
12,12,84,FC Ashdod,1:2,Hapoel Tel Aviv,2012/13,2012,03/12/12,7:50 PM,2012-12-03,Monday,יום שני,0
13,13,85,Ramat haSharon,0:1,H. Beer Sheva,2012/13,2012,08/12/12,5:00 PM,2012-12-08,Saturday,שבת,5
13,13,86,H. Ramat Gan,1:1,Hapoel Haifa,2012/13,2012,08/12/12,5:00 PM,2012-12-08,Saturday,שבת,5
13,13,87,Bnei Yehuda,2:0,FC Ashdod,2012/13,2012,08/12/12,5:45 PM,2012-12-08,Saturday,שבת,5
13,13,88,Maccabi Haifa,1:0,Maccabi Netanya,2012/13,2012,08/12/12,6:30 PM,2012-12-08,Saturday,שבת,5
13,13,89,Hapoel Tel Aviv,0:0,Hapoel Acre,2012/13,2012,09/12/12,7:15 PM,2012-12-09,Sunday,יום ראשון,6
13,13,90,Bnei Sakhnin,1:3,Kiryat Shmona,2012/13,2012,10/12/12,6:00 PM,2012-12-10,Monday,יום שני,0
13,13,91,B. Jerusalem,1:1,M. Tel Aviv,2012/13,2012,10/12/12,7:50 PM,2012-12-10,Monday,יום שני,0
14,14,92,Maccabi Netanya,0:0,Hapoel Haifa,2012/13,2012,15/12/12,5:00 PM,2012-12-15,Saturday,שבת,5
14,14,93,Ramat haSharon,1:0,FC Ashdod,2012/13,2012,15/12/12,5:00 PM,2012-12-15,Saturday,שבת,5
14,14,94,Hapoel Tel Aviv,2:2,H. Ramat Gan,2012/13,2012,15/12/12,5:00 PM,2012-12-15,Saturday,שבת,5
14,14,95,Bnei Sakhnin,3:2,H. Beer Sheva,2012/13,2012,15/12/12,7:00 PM,2012-12-15,Saturday,שבת,5
14,14,96,Bnei Yehuda,2:1,Hapoel Acre,2012/13,2012,16/12/12,6:00 PM,2012-12-16,Sunday,יום ראשון,6
14,14,97,B. Jerusalem,2:2,Kiryat Shmona,2012/13,2012,16/12/12,7:15 PM,2012-12-16,Sunday,יום ראשון,6
14,14,98,Maccabi Haifa,1:0,M. Tel Aviv,2012/13,2012,17/12/12,7:50 PM,2012-12-17,Monday,יום שני,0
15,15,99,Hapoel Haifa,2:2,Hapoel Tel Aviv,2012/13,2012,22/12/12,4:00 PM,2012-12-22,Saturday,שבת,5
15,15,100,FC Ashdod,1:2,Bnei Sakhnin,2012/13,2012,22/12/12,5:00 PM,2012-12-22,Saturday,שבת,5
15,15,101,Hapoel Acre,0:2,Ramat haSharon,2012/13,2012,22/12/12,5:00 PM,2012-12-22,Saturday,שבת,5
15,15,102,H. Ramat Gan,1:0,Bnei Yehuda,2012/13,2012,22/12/12,5:00 PM,2012-12-22,Saturday,שבת,5
15,15,103,M. Tel Aviv,2:1,Maccabi Netanya,2012/13,2012,22/12/12,6:30 PM,2012-12-22,Saturday,שבת,5
15,15,104,H. Beer Sheva,0:0,B. Jerusalem,2012/13,2012,23/12/12,7:15 PM,2012-12-23,Sunday,יום ראשון,6
15,15,105,Kiryat Shmona,0:0,Maccabi Haifa,2012/13,2012,24/12/12,7:50 PM,2012-12-24,Monday,יום שני,0
16,16,106,Bnei Yehuda,2:1,Hapoel Tel Aviv,2012/13,2012,29/12/12,4:30 PM,2012-12-29,Saturday,שבת,5
16,16,107,Maccabi Netanya,3:4,Kiryat Shmona,2012/13,2012,29/12/12,5:00 PM,2012-12-29,Saturday,שבת,5
16,16,108,Bnei Sakhnin,2:1,Hapoel Acre,2012/13,2012,29/12/12,5:00 PM,2012-12-29,Saturday,שבת,5
16,16,109,Ramat haSharon,1:0,H. Ramat Gan,2012/13,2012,29/12/12,5:00 PM,2012-12-29,Saturday,שבת,5
16,16,110,Maccabi Haifa,2:0,H. Beer Sheva,2012/13,2012,29/12/12,7:00 PM,2012-12-29,Saturday,שבת,5
16,16,111,M. Tel Aviv,6:2,Hapoel Haifa,2012/13,2012,30/12/12,7:15 PM,2012-12-30,Sunday,יום ראשון,6
16,16,112,B. Jerusalem,1:1,FC Ashdod,2012/13,2012,31/12/12,7:50 PM,2012-12-31,Monday,יום שני,0
17,17,113,Hapoel Tel Aviv,1:0,Ramat haSharon,2012/13,2012,05/01/13,4:00 PM,2013-01-05,Saturday,שבת,5
17,17,114,H. Beer Sheva,1:3,Maccabi Netanya,2012/13,2012,05/01/13,5:00 PM,2013-01-05,Saturday,שבת,5
17,17,115,Hapoel Haifa,2:1,Bnei Yehuda,2012/13,2012,05/01/13,5:00 PM,2013-01-05,Saturday,שבת,5
17,17,116,H. Ramat Gan,2:1,Bnei Sakhnin,2012/13,2012,05/01/13,5:00 PM,2013-01-05,Saturday,שבת,5
17,17,117,Hapoel Acre,2:3,B. Jerusalem,2012/13,2012,05/01/13,7:00 PM,2013-01-05,Saturday,שבת,5
17,17,118,FC Ashdod,1:4,Maccabi Haifa,2012/13,2012,06/01/13,7:15 PM,2013-01-06,Sunday,יום ראשון,6
17,17,119,Kiryat Shmona,0:0,M. Tel Aviv,2012/13,2012,07/01/13,7:50 PM,2013-01-07,Monday,יום שני,0
18,18,120,Kiryat Shmona,1:1,Hapoel Haifa,2012/13,2012,12/01/13,5:00 PM,2013-01-12,Saturday,שבת,5
18,18,121,Maccabi Netanya,2:0,FC Ashdod,2012/13,2012,12/01/13,5:00 PM,2013-01-12,Saturday,שבת,5
18,18,122,Ramat haSharon,2:1,Bnei Yehuda,2012/13,2012,12/01/13,5:00 PM,2013-01-12,Saturday,שבת,5
18,18,123,Bnei Sakhnin,0:3,Hapoel Tel Aviv,2012/13,2012,12/01/13,6:15 PM,2013-01-12,Saturday,שבת,5
18,18,124,Maccabi Haifa,3:1,Hapoel Acre,2012/13,2012,12/01/13,7:00 PM,2013-01-12,Saturday,שבת,5
18,18,125,B. Jerusalem,3:2,H. Ramat Gan,2012/13,2012,13/01/13,7:15 PM,2013-01-13,Sunday,יום ראשון,6
18,18,126,M. Tel Aviv,5:0,H. Beer Sheva,2012/13,2012,14/01/13,7:50 PM,2013-01-14,Monday,יום שני,0
19,19,127,Hapoel Acre,4:4,Maccabi Netanya,2012/13,2012,19/01/13,5:00 PM,2013-01-19,Saturday,שבת,5
19,19,128,Bnei Yehuda,0:0,Bnei Sakhnin,2012/13,2012,19/01/13,5:00 PM,2013-01-19,Saturday,שבת,5
19,19,129,Hapoel Haifa,3:0,Ramat haSharon,2012/13,2012,19/01/13,5:00 PM,2013-01-19,Saturday,שבת,5
19,19,130,H. Beer Sheva,1:0,Kiryat Shmona,2012/13,2012,19/01/13,5:45 PM,2013-01-19,Saturday,שבת,5
19,19,131,FC Ashdod,1:0,M. Tel Aviv,2012/13,2012,19/01/13,6:30 PM,2013-01-19,Saturday,שבת,5
19,19,132,H. Ramat Gan,0:3,Maccabi Haifa,2012/13,2012,20/01/13,7:15 PM,2013-01-20,Sunday,יום ראשון,6
19,19,133,Hapoel Tel Aviv,0:2,B. Jerusalem,2012/13,2012,21/01/13,7:50 PM,2013-01-21,Monday,יום שני,0
20,20,134,M. Tel Aviv,4:0,Hapoel Acre,2012/13,2012,26/01/13,4:00 PM,2013-01-26,Saturday,שבת,5
20,20,135,Kiryat Shmona,0:0,FC Ashdod,2012/13,2012,26/01/13,5:00 PM,2013-01-26,Saturday,שבת,5
20,20,136,Bnei Sakhnin,0:4,Ramat haSharon,2012/13,2012,26/01/13,5:00 PM,2013-01-26,Saturday,שבת,5
20,20,137,Maccabi Netanya,1:1,H. Ramat Gan,2012/13,2012,26/01/13,5:00 PM,2013-01-26,Saturday,שבת,5
20,20,138,B. Jerusalem,0:1,Bnei Yehuda,2012/13,2012,26/01/13,6:30 PM,2013-01-26,Saturday,שבת,5
20,20,139,H. Beer Sheva,2:1,Hapoel Haifa,2012/13,2012,27/01/13,7:05 PM,2013-01-27,Sunday,יום ראשון,6
20,20,140,Maccabi Haifa,3:0,Hapoel Tel Aviv,2012/13,2012,27/01/13,7:50 PM,2013-01-27,Sunday,יום ראשון,6
21,21,141,Hapoel Tel Aviv,0:3,Maccabi Netanya,2012/13,2012,02/02/13,4:00 PM,2013-02-02,Saturday,שבת,5
21,21,142,FC Ashdod,0:1,H. Beer Sheva,2012/13,2012,02/02/13,5:00 PM,2013-02-02,Saturday,שבת,5
21,21,143,Hapoel Acre,1:1,Kiryat Shmona,2012/13,2012,02/02/13,5:00 PM,2013-02-02,Saturday,שבת,5
21,21,144,Hapoel Haifa,1:3,Bnei Sakhnin,2012/13,2012,02/02/13,5:00 PM,2013-02-02,Saturday,שבת,5
21,21,145,H. Ramat Gan,0:1,M. Tel Aviv,2012/13,2012,02/02/13,6:30 PM,2013-02-02,Saturday,שבת,5
21,21,146,Ramat haSharon,1:0,B. Jerusalem,2012/13,2012,03/02/13,7:05 PM,2013-02-03,Sunday,יום ראשון,6
21,21,147,Bnei Yehuda,2:0,Maccabi Haifa,2012/13,2012,03/02/13,7:50 PM,2013-02-03,Sunday,יום ראשון,6
22,22,148,Maccabi Netanya,3:5,Bnei Yehuda,2012/13,2012,09/02/13,4:00 PM,2013-02-09,Saturday,שבת,5
22,22,149,FC Ashdod,1:1,Hapoel Haifa,2012/13,2012,09/02/13,5:00 PM,2013-02-09,Saturday,שבת,5
22,22,150,H. Beer Sheva,0:0,Hapoel Acre,2012/13,2012,09/02/13,5:00 PM,2013-02-09,Saturday,שבת,5
22,22,151,Kiryat Shmona,3:1,H. Ramat Gan,2012/13,2012,09/02/13,5:00 PM,2013-02-09,Saturday,שבת,5
22,22,152,Maccabi Haifa,4:0,Ramat haSharon,2012/13,2012,09/02/13,6:30 PM,2013-02-09,Saturday,שבת,5
22,22,153,B. Jerusalem,2:2,Bnei Sakhnin,2012/13,2012,10/02/13,7:15 PM,2013-02-10,Sunday,יום ראשון,6
22,22,154,M. Tel Aviv,4:0,Hapoel Tel Aviv,2012/13,2012,11/02/13,7:50 PM,2013-02-11,Monday,יום שני,0
23,23,155,Hapoel Tel Aviv,1:1,Kiryat Shmona,2012/13,2012,16/02/13,4:00 PM,2013-02-16,Saturday,שבת,5
23,23,156,Hapoel Acre,3:1,FC Ashdod,2012/13,2012,16/02/13,5:00 PM,2013-02-16,Saturday,שבת,5
23,23,157,Ramat haSharon,0:0,Maccabi Netanya,2012/13,2012,16/02/13,5:00 PM,2013-02-16,Saturday,שבת,5
23,23,158,H. Ramat Gan,3:0,H. Beer Sheva,2012/13,2012,16/02/13,5:00 PM,2013-02-16,Saturday,שבת,5
23,23,159,Bnei Sakhnin,0:1,Maccabi Haifa,2012/13,2012,16/02/13,6:30 PM,2013-02-16,Saturday,שבת,5
23,23,160,Hapoel Haifa,3:0,B. Jerusalem,2012/13,2012,17/02/13,7:10 PM,2013-02-17,Sunday,יום ראשון,6
23,23,161,Bnei Yehuda,2:3,M. Tel Aviv,2012/13,2012,18/02/13,7:50 PM,2013-02-18,Monday,יום שני,0
24,24,162,Hapoel Acre,1:3,Hapoel Haifa,2012/13,2012,23/02/13,5:00 PM,2013-02-23,Saturday,שבת,5
24,24,163,Kiryat Shmona,2:0,Bnei Yehuda,2012/13,2012,23/02/13,5:00 PM,2013-02-23,Saturday,שבת,5
24,24,164,FC Ashdod,2:3,H. Ramat Gan,2012/13,2012,23/02/13,5:00 PM,2013-02-23,Saturday,שבת,5
24,24,165,M. Tel Aviv,1:0,Ramat haSharon,2012/13,2012,23/02/13,5:45 PM,2013-02-23,Saturday,שבת,5
24,24,166,H. Beer Sheva,1:2,Hapoel Tel Aviv,2012/13,2012,23/02/13,7:00 PM,2013-02-23,Saturday,שבת,5
24,24,167,Maccabi Netanya,0:0,Bnei Sakhnin,2012/13,2012,24/02/13,6:00 PM,2013-02-24,Sunday,יום ראשון,6
24,24,168,Maccabi Haifa,4:1,B. Jerusalem,2012/13,2012,24/02/13,7:50 PM,2013-02-24,Sunday,יום ראשון,6
25,25,169,Bnei Yehuda,1:0,H. Beer Sheva,2012/13,2012,02/03/13,2:00 PM,2013-03-02,Saturday,שבת,5
25,25,170,Bnei Sakhnin,0:3,M. Tel Aviv,2012/13,2012,02/03/13,4:15 PM,2013-03-02,Saturday,שבת,5
25,25,171,Ramat haSharon,0:1,Kiryat Shmona,2012/13,2012,02/03/13,5:00 PM,2013-03-02,Saturday,שבת,5
25,25,172,H. Ramat Gan,1:2,Hapoel Acre,2012/13,2012,02/03/13,5:00 PM,2013-03-02,Saturday,שבת,5
25,25,173,Hapoel Tel Aviv,1:1,FC Ashdod,2012/13,2012,02/03/13,6:30 PM,2013-03-02,Saturday,שבת,5
25,25,174,B. Jerusalem,1:1,Maccabi Netanya,2012/13,2012,03/03/13,7:15 PM,2013-03-03,Sunday,יום ראשון,6
25,25,175,Maccabi Haifa,1:1,Hapoel Haifa,2012/13,2012,04/03/13,7:50 PM,2013-03-04,Monday,יום שני,0
26,26,176,Hapoel Acre,0:0,Hapoel Tel Aviv,2012/13,2012,09/03/13,4:00 PM,2013-03-09,Saturday,שבת,5
26,26,177,H. Beer Sheva,0:1,Ramat haSharon,2012/13,2012,09/03/13,5:00 PM,2013-03-09,Saturday,שבת,5
26,26,178,Kiryat Shmona,2:0,Bnei Sakhnin,2012/13,2012,09/03/13,5:00 PM,2013-03-09,Saturday,שבת,5
26,26,179,Hapoel Haifa,2:1,H. Ramat Gan,2012/13,2012,09/03/13,5:00 PM,2013-03-09,Saturday,שבת,5
26,26,180,Maccabi Netanya,1:2,Maccabi Haifa,2012/13,2012,09/03/13,6:30 PM,2013-03-09,Saturday,שבת,5
26,26,181,M. Tel Aviv,5:0,B. Jerusalem,2012/13,2012,10/03/13,7:50 PM,2013-03-10,Sunday,יום ראשון,6
26,26,182,FC Ashdod,2:1,Bnei Yehuda,2012/13,2012,11/03/13,7:15 PM,2013-03-11,Monday,יום שני,0
