season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,goals,assists
2012/13,2012,1,Eliran Atar,https://www.transfermarkt.com/eliran-atar/profil/spieler/112663,Left Winger,Israel,26,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2012,25,22,
2012/13,2012,2,Omer Damari,https://www.transfermarkt.com/omer-damari/profil/spieler/112703,Centre-Forward,Israel,23,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2012,23,12,
2012/13,2012,3,Ohad Kadusi,https://www.transfermarkt.com/ohad-kadusi/profil/spieler/24084,Centre-Forward,Israel,28,Hapoel Acre,https://www.transfermarkt.com/hapoel-akko/startseite/verein/6025/saison_id/2012,25,11,
2012/13,2012,4,Pedro Galván,https://www.transfermarkt.com/pedro-galvan/profil/spieler/30781,Attacking Midfield,Argentina,27,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2012,26,10,
2012/13,2012,5,David Manga,https://www.transfermarkt.com/david-manga/profil/spieler/59951,Left Winger,Central African Republic; Cameroon,24,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2012,24,10,
2012/13,2012,6,Weaam Amasha,https://www.transfermarkt.com/weaam-amasha/profil/spieler/163865,Centre-Forward,Israel,27,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2012,21,10,
2012/13,2012,7,Munas Dabbur,https://www.transfermarkt.com/munas-dabbur/profil/spieler/145866,Centre-Forward,Israel,20,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2012,24,9,
2012/13,2012,8,Ahmad Sabaa,https://www.transfermarkt.com/ahmad-sabaa/profil/spieler/120481,Centre-Forward,Israel,32,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2012,25,9,
2012/13,2012,9,Tomer Swisa,https://www.transfermarkt.com/tomer-swisa/profil/spieler/96164,Centre-Forward,Israel,24,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2012,26,8,
2012/13,2012,10,Avi Rikan,https://www.transfermarkt.com/avi-rikan/profil/spieler/113486,Attacking Midfield,Israel,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2012,24,8,
2012/13,2012,11,Dimitar Makriev,https://www.transfermarkt.com/dimitar-makriev/profil/spieler/22815,Centre-Forward,Bulgaria,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2012,21,8,
2012/13,2012,12,Toto Tamuz,https://www.transfermarkt.com/toto-tamuz/profil/spieler/43989,Centre-Forward,Israel; Nigeria,24,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2012,21,8,
2012/13,2012,13,Shimon Abuhatzira,https://www.transfermarkt.com/shimon-abuhatzira/profil/spieler/200299,Centre-Forward,Israel,26,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2012,21,8,
2012/13,2012,14,Maharan Radi,https://www.transfermarkt.com/maharan-radi/profil/spieler/112680,Central Midfield,Israel,30,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2012,26,7,
2012/13,2012,15,Hen Azriel,https://www.transfermarkt.com/hen-azriel/profil/spieler/55820,Centre-Forward,Israel,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2012,22,7,
2012/13,2012,16,Dragan Ceran,https://www.transfermarkt.com/dragan-ceran/profil/spieler/35976,Centre-Forward,Serbia,25,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2012,17,7,
2012/13,2012,17,Vladimir Gluscevic,https://www.transfermarkt.com/vladimir-gluscevic/profil/spieler/35996,Centre-Forward,Montenegro,33,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2012,23,7,
2012/13,2012,18,Hen Ezra,https://www.transfermarkt.com/hen-ezra/profil/spieler/129364,Left Winger,Israel,24,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2012,26,6,
2012/13,2012,19,Israel Zaguri,https://www.transfermarkt.com/israel-zaguri/profil/spieler/111996,Right Winger,Israel,23,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2012,24,6,
2012/13,2012,20,Tal Ben Haim,https://www.transfermarkt.com/tal-ben-haim/profil/spieler/129806,Left Winger,Israel,23,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2012,21,6,
2012/13,2012,21,Ran Itzhak,https://www.transfermarkt.com/ran-itzhak/profil/spieler/138311,Centre-Forward,Israel,25,for 2 clubs,,21,6,
2012/13,2012,22,Eran Levi,https://www.transfermarkt.com/eran-levi/profil/spieler/129945,Attacking Midfield,Israel,27,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2012,25,5,
2012/13,2012,23,Rade Prica,https://www.transfermarkt.com/rade-prica/profil/spieler/1610,Centre-Forward,Sweden; Croatia,32,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2012,9,5,
2012/13,2012,24,Murad Abu Anza,https://www.transfermarkt.com/murad-abu-anza/profil/spieler/211755,Centre-Forward,Israel,26,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2012,26,5,
