season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,assists,goals
2023/24,2023,1,Lior Refaelov,https://www.transfermarkt.com/lior-refaelov/profil/spieler/24484,Attacking Midfield,Israel; Belgium,37,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,25,7,
2023/24,2023,2,Yarden Shua,https://www.transfermarkt.com/yarden-shua/profil/spieler/144410,Centre-Forward,Israel,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2023,25,7,
2023/24,2023,3,Antonio Sefer,https://www.transfermarkt.com/antonio-sefer/profil/spieler/376571,Right Winger,Romania,23,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,26,7,
2023/24,2023,4,Milson,https://www.transfermarkt.com/milson/profil/spieler/589374,Left Winger,Angola; Portugal,24,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,18,6,
2023/24,2023,5,Shlomi Azulay,https://www.transfermarkt.com/shlomi-azulay/profil/spieler/136997,Centre-Forward,Israel,34,Maccabi Bnei Reineh,https://www.transfermarkt.com/maccabi-bnei-reineh/startseite/verein/70178/saison_id/2023,25,6,
2023/24,2023,6,Amir Ganah,https://www.transfermarkt.com/amir-ganah/profil/spieler/966005,Left Winger,Israel; Portugal,19,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,25,6,
2023/24,2023,7,Eran Zahavi,https://www.transfermarkt.com/eran-zahavi/profil/spieler/85093,Centre-Forward,Israel; France,36,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,26,6,
2023/24,2023,8,Tjaronn Chery,https://www.transfermarkt.com/tjaronn-chery/profil/spieler/76326,Attacking Midfield,Suriname; Netherlands,35,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,17,5,
2023/24,2023,9,Dan Biton,https://www.transfermarkt.com/dan-biton/profil/spieler/399361,Right Winger,Israel,28,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,19,5,
2023/24,2023,10,Matanel Tadesa,https://www.transfermarkt.com/matanel-tadesa/profil/spieler/927684,Attacking Midfield,Israel,27,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2023,19,5,
2023/24,2023,11,Guy Melamed,https://www.transfermarkt.com/guy-melamed/profil/spieler/142532,Centre-Forward,Israel; Lithuania,31,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2023,22,5,
2023/24,2023,12,Maor Levi,https://www.transfermarkt.com/maor-levi/profil/spieler/466538,Central Midfield,Israel,23,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2023,22,5,
2023/24,2023,13,Ofek Biton,https://www.transfermarkt.com/ofek-biton/profil/spieler/653832,Attacking Midfield,Israel,24,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2023,23,5,
2023/24,2023,14,Hélder Lopes,https://www.transfermarkt.com/helder-lopes/profil/spieler/171068,Left-Back,Portugal,35,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,24,5,
2023/24,2023,15,Hisham Layous,https://www.transfermarkt.com/hisham-layous/profil/spieler/694512,Left Winger,Israel,23,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2023,25,5,
2023/24,2023,16,Anan Khalaili,https://www.transfermarkt.com/anan-khalaili/profil/spieler/945021,Right Midfield,Israel,19,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,26,5,
2023/24,2023,17,Osher Davida,https://www.transfermarkt.com/osher-davida/profil/spieler/211847,Right Winger,Israel,23,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,20,4,
2023/24,2023,18,Ibraheem Jabaar,https://www.transfermarkt.com/ibraheem-jabaar/profil/spieler/666594,Central Midfield,Nigeria,21,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2023,22,4,
2023/24,2023,19,Bar Cohen,https://www.transfermarkt.com/bar-cohen/profil/spieler/621379,Attacking Midfield,Israel,23,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2023,24,4,
2023/24,2023,20,Gabi Kanichowsky,https://www.transfermarkt.com/gabi-kanichowsky/profil/spieler/398258,Attacking Midfield,Israel,26,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,25,4,
2023/24,2023,21,Adi Yona,https://www.transfermarkt.com/adi-yona/profil/spieler/965996,Attacking Midfield,Israel,19,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2023,25,4,
2023/24,2023,22,Tomer Yosefi,https://www.transfermarkt.com/tomer-yosefi/profil/spieler/645137,Attacking Midfield,Israel,25,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2023,26,4,
2023/24,2023,23,Godsway Donyoh,https://www.transfermarkt.com/godsway-donyoh/profil/spieler/257366,Centre-Forward,Ghana,29,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2023,6,3,
