season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,goals,assists
2021/22,2021,116,Jonathan Cissé,https://www.transfermarkt.com/jonathan-cisse/profil/spieler/566068,Centre-Back,Cote d'Ivoire,24,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,26,1,
2021/22,2021,117,Ondrej Baco,https://www.transfermarkt.com/ondrej-baco/profil/spieler/431058,Centre-Back,Czech Republic,25,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2021,25,1,
2021/22,2021,118,Nadav Niddam,https://www.transfermarkt.com/nadav-niddam/profil/spieler/530313,Central Midfield,Israel; England,20,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,25,1,
2021/22,2021,119,Ethane Azoulay,https://www.transfermarkt.com/ethane-azoulay/profil/spieler/668603,Central Midfield,Israel; France,19,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,24,1,
2021/22,2021,120,Boris Enow,https://www.transfermarkt.com/boris-enow/profil/spieler/624829,Central Midfield,Cameroon,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,22,1,
2021/22,2021,121,Gal Arel,https://www.transfermarkt.com/gal-arel/profil/spieler/129925,Defensive Midfield,Israel; France,32,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,21,1,
2021/22,2021,122,Nir Lax,https://www.transfermarkt.com/nir-lax/profil/spieler/222030,Defensive Midfield,Israel,27,for 2 clubs,,21,1,
2021/22,2021,123,Sun Menahem,https://www.transfermarkt.com/sun-menahem/profil/spieler/255254,Left-Back,Israel,28,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,21,1,
2021/22,2021,124,Timothy Muzie,https://www.transfermarkt.com/timothy-muzie/profil/spieler/838636,Right Winger,Israel; South Africa,20,Hapoel Nof HaGalil,https://www.transfermarkt.com/hapoel-nof-hagalil/startseite/verein/7000/saison_id/2021,21,1,
2021/22,2021,125,Idan Nachmias,https://www.transfermarkt.com/idan-nachmias/profil/spieler/408422,Centre-Back,Israel; Portugal,24,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,20,1,
2021/22,2021,126,Edi Gotlieb,https://www.transfermarkt.com/edi-gotlieb/profil/spieler/200248,Centre-Back,Israel; Russia,29,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,19,1,
2021/22,2021,127,Goni Naor,https://www.transfermarkt.com/goni-naor/profil/spieler/396645,Defensive Midfield,Israel; Lithuania,22,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2021,19,1,
2021/22,2021,128,Elad Shahaf,https://www.transfermarkt.com/elad-shahaf/profil/spieler/565145,Central Midfield,Israel,24,Hapoel Nof HaGalil,https://www.transfermarkt.com/hapoel-nof-hagalil/startseite/verein/7000/saison_id/2021,19,1,
2021/22,2021,129,Yarden Cohen,https://www.transfermarkt.com/yarden-cohen/profil/spieler/459559,Left-Back,Israel; Portugal,24,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,18,1,
2021/22,2021,130,Enric Saborit,https://www.transfermarkt.com/enric-saborit/profil/spieler/85372,Centre-Back,Spain,29,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,16,1,
2021/22,2021,131,Yuval Ashkenazi,https://www.transfermarkt.com/yuval-ashkenazi/profil/spieler/459561,Central Midfield,Israel; Portugal,30,for 2 clubs,,16,1,
2021/22,2021,132,Davide Petrucci,https://www.transfermarkt.com/davide-petrucci/profil/spieler/96798,Central Midfield,Italy,30,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,15,1,
2021/22,2021,133,Ofri Arad,https://www.transfermarkt.com/ofri-arad/profil/spieler/200495,Defensive Midfield,Israel; Germany,23,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,15,1,
2021/22,2021,134,Matheusinho,https://www.transfermarkt.com/matheusinho/profil/spieler/401533,Attacking Midfield,Brazil,23,for 2 clubs,,15,1,
2021/22,2021,135,David Houja,https://www.transfermarkt.com/david-houja/profil/spieler/894960,Centre-Back,Israel,20,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,15,1,
2021/22,2021,136,Luis Hernández,https://www.transfermarkt.com/luis-hernandez/profil/spieler/62945,Centre-Back,Spain,32,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,14,1,
2021/22,2021,137,Aviel Ben Hemo,https://www.transfermarkt.com/aviel-ben-hemo/profil/spieler/625221,Centre-Forward,Israel,22,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,14,1,
2021/22,2021,138,Kevin Tapoko,https://www.transfermarkt.com/kevin-tapoko/profil/spieler/192526,Defensive Midfield,France; Cameroon,27,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,13,1,
2021/22,2021,139,Gal Katabi,https://www.transfermarkt.com/gal-katabi/profil/spieler/344211,Centre-Forward,Israel,23,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,13,1,
2021/22,2021,140,Niv Zrihan,https://www.transfermarkt.com/niv-zrihan/profil/spieler/200610,Right Winger,Israel,27,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,12,1,
2021/22,2021,141,Guy Ben Lulu,https://www.transfermarkt.com/guy-ben-lulu/profil/spieler/746524,Centre-Forward,Israel,21,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,12,1,
2021/22,2021,142,Tom Ben Zaken,https://www.transfermarkt.com/tom-ben-zaken/profil/spieler/225980,Right-Back,Israel,27,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,11,1,
2021/22,2021,143,Zakaria Mugeese,https://www.transfermarkt.com/zakaria-mugeese/profil/spieler/579630,Centre-Forward,Ghana,20,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,11,1,
2021/22,2021,144,Rotem Hatuel,https://www.transfermarkt.com/rotem-hatuel/profil/spieler/414246,Left Winger,Israel,23,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,10,1,
2021/22,2021,145,Mohammad Ghadir,https://www.transfermarkt.com/mohammad-ghadir/profil/spieler/111964,Centre-Forward,Israel,30,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,9,1,
2021/22,2021,146,Dimitrios Diamantakos,https://www.transfermarkt.com/dimitrios-diamantakos/profil/spieler/136641,Centre-Forward,Greece,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,8,1,
2021/22,2021,147,Fabian Sporkslede,https://www.transfermarkt.com/fabian-sporkslede/profil/spieler/187601,Defensive Midfield,Suriname; Netherlands,28,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,7,1,
2021/22,2021,148,Mavis Tchibota,https://www.transfermarkt.com/mavis-tchibota/profil/spieler/189553,Left Winger,Congo; Israel,25,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,6,1,
2021/22,2021,149,Denny Gropper,https://www.transfermarkt.com/denny-gropper/profil/spieler/624717,Left-Back,Israel; Romania,22,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,6,1,
2021/22,2021,150,Odah Marshal,https://www.transfermarkt.com/odah-marshal/profil/spieler/210007,Centre-Forward,Nigeria,29,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,5,1,
2021/22,2021,151,Amir Agayev,https://www.transfermarkt.com/amir-agayev/profil/spieler/184309,Left Winger,Israel; Azerbaijan,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,4,1,
2021/22,2021,152,Abdallah Hleihel,https://www.transfermarkt.com/abdallah-hleihel/profil/spieler/704072,Centre-Forward,Israel,21,Hapoel Nof HaGalil,https://www.transfermarkt.com/hapoel-nof-hagalil/startseite/verein/7000/saison_id/2021,3,1,
