season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,goals,assists
2023/24,2023,1,Eran Zahavi,https://www.transfermarkt.com/eran-zahavi/profil/spieler/85093,Centre-Forward,Israel; France,36,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,26,14,
2023/24,2023,2,Frantzdy Pierrot,https://www.transfermarkt.com/frantzdy-pierrot/profil/spieler/492955,Centre-Forward,Haiti; United States,28,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,21,14,
2023/24,2023,3,Guy Melamed,https://www.transfermarkt.com/guy-melamed/profil/spieler/142532,Centre-Forward,Israel; Lithuania,31,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2023,22,11,
2023/24,2023,4,Elad Madmon,https://www.transfermarkt.com/elad-madmon/profil/spieler/1079637,Centre-Forward,Israel,20,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2023,24,11,
2023/24,2023,5,Dean David,https://www.transfermarkt.com/dean-david/profil/spieler/314129,Centre-Forward,Israel,27,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,19,11,
2023/24,2023,6,Tomer Yosefi,https://www.transfermarkt.com/tomer-yosefi/profil/spieler/645137,Attacking Midfield,Israel,25,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2023,26,10,
2023/24,2023,7,Yarden Shua,https://www.transfermarkt.com/yarden-shua/profil/spieler/144410,Centre-Forward,Israel,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2023,25,9,
2023/24,2023,8,Rotem Hatuel,https://www.transfermarkt.com/rotem-hatuel/profil/spieler/414246,Left Winger,Israel,25,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,21,8,
2023/24,2023,9,Lior Refaelov,https://www.transfermarkt.com/lior-refaelov/profil/spieler/24484,Attacking Midfield,Israel; Belgium,37,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,25,7,
2023/24,2023,10,Shlomi Azulay,https://www.transfermarkt.com/shlomi-azulay/profil/spieler/136997,Centre-Forward,Israel,34,Maccabi Bnei Reineh,https://www.transfermarkt.com/maccabi-bnei-reineh/startseite/verein/70178/saison_id/2023,25,7,
2023/24,2023,11,Dor Turgeman,https://www.transfermarkt.com/dor-turgeman/profil/spieler/703460,Centre-Forward,Israel,20,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,26,7,
2023/24,2023,12,Antonio Sefer,https://www.transfermarkt.com/antonio-sefer/profil/spieler/376571,Right Winger,Romania,23,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,26,6,
2023/24,2023,13,Milson,https://www.transfermarkt.com/milson/profil/spieler/589374,Left Winger,Angola; Portugal,24,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,18,6,
2023/24,2023,14,Anan Khalaili,https://www.transfermarkt.com/anan-khalaili/profil/spieler/945021,Right Midfield,Israel,19,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2023,26,6,
2023/24,2023,15,Gabi Kanichowsky,https://www.transfermarkt.com/gabi-kanichowsky/profil/spieler/398258,Attacking Midfield,Israel,26,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,25,6,
2023/24,2023,16,Adi Yona,https://www.transfermarkt.com/adi-yona/profil/spieler/965996,Attacking Midfield,Israel,19,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2023,25,6,
2023/24,2023,17,Dor Peretz,https://www.transfermarkt.com/dor-peretz/profil/spieler/204987,Central Midfield,Israel; Portugal,28,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,25,6,
2023/24,2023,18,Hélder Lopes,https://www.transfermarkt.com/helder-lopes/profil/spieler/171068,Left-Back,Portugal,35,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,24,5,
2023/24,2023,19,Alen Ozbolt,https://www.transfermarkt.com/alen-ozbolt/profil/spieler/245070,Centre-Forward,Slovenia,27,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2023,24,5,
2023/24,2023,20,Matan Hozez,https://www.transfermarkt.com/matan-hozez/profil/spieler/347272,Right Winger,Israel; Portugal,27,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2023,23,5,
2023/24,2023,21,Mohammed Kamara,https://www.transfermarkt.com/mohammed-kamara/profil/spieler/637273,Left Winger,Liberia,26,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2023,21,5,
2023/24,2023,22,Alon Turgeman,https://www.transfermarkt.com/alon-turgeman/profil/spieler/177249,Centre-Forward,Israel,32,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2023,24,5,
2023/24,2023,23,Maxim Plakushchenko,https://www.transfermarkt.com/maxim-plakushchenko/profil/spieler/347275,Central Midfield,Israel; Ukraine,28,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2023,21,5,
2023/24,2023,24,Mayron George,https://www.transfermarkt.com/mayron-george/profil/spieler/195162,Centre-Forward,Costa Rica,30,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2023,17,5,
2023/24,2023,25,Idan Toklomati,https://www.transfermarkt.com/idan-toklomati/profil/spieler/950443,Centre-Forward,Israel; Benin,19,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2023,24,5,
2023/24,2023,26,Jelle Duin,https://www.transfermarkt.com/jelle-duin/profil/spieler/339327,Centre-Forward,Netherlands,25,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2023,18,5,
2023/24,2023,27,Ofek Biton,https://www.transfermarkt.com/ofek-biton/profil/spieler/653832,Attacking Midfield,Israel,24,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2023,23,4,
2023/24,2023,28,Dan Biton,https://www.transfermarkt.com/dan-biton/profil/spieler/399361,Right Winger,Israel,28,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2023,19,4,
2023/24,2023,29,Mavis Tchibota,https://www.transfermarkt.com/mavis-tchibota/profil/spieler/189553,Left Winger,Congo; Israel,27,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2023,23,4,
2023/24,2023,30,Liran Rotman,https://www.transfermarkt.com/liran-rotman/profil/spieler/376895,Left Winger,Israel,27,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2023,21,4,
2023/24,2023,31,Anas Mahamid,https://www.transfermarkt.com/anas-mahamid/profil/spieler/344201,Centre-Forward,Israel,25,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2023,14,4,
2023/24,2023,32,Fortune Bassey,https://www.transfermarkt.com/fortune-bassey/profil/spieler/585985,Centre-Forward,Nigeria,25,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2023,26,4,
2023/24,2023,33,Dor Hugi,https://www.transfermarkt.com/dor-hugi/profil/spieler/293602,Left Winger,Israel,28,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2023,24,4,
2023/24,2023,34,Omri Altman,https://www.transfermarkt.com/omri-altman/profil/spieler/185191,Second Striker,Israel; Hungary,29,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2023,21,4,
2023/24,2023,35,Mohammed Hindi,https://www.transfermarkt.com/mohammed-hindi/profil/spieler/464999,Left-Back,Israel,28,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2023,25,4,
2023/24,2023,36,Loai Halaf,https://www.transfermarkt.com/loai-halaf/profil/spieler/831242,Second Striker,Israel,23,Maccabi Bnei Reineh,https://www.transfermarkt.com/maccabi-bnei-reineh/startseite/verein/70178/saison_id/2023,24,4,
