season,stage,round,team,points,position,goal_diff
2014/15,regular,1,Hapoel Raanana,3,1,4
2014/15,regular,1,Maccabi Haifa,3,2,2
2014/15,regular,1,M. Tel Aviv,1,3,3
2014/15,regular,1,Hapoel Tel Aviv,1,4,1
2014/15,regular,1,B. Jerusalem,1,5,0
2014/15,regular,1,H. Beer Sheva,1,5,0
2014/15,regular,1,Hapoel Acre,1,5,0
2014/15,regular,1,Hapoel Haifa,1,5,0
2014/15,regular,1,FC Ashdod,1,9,0
2014/15,regular,1,Kiryat Shmona,1,9,0
2014/15,regular,1,Maccabi Netanya,0,11,-1
2014/15,regular,1,Bnei Sakhnin,0,12,-2
2014/15,regular,1,M. Petah Tikva,0,13,-3
2014/15,regular,1,H. Petah Tikva,0,14,-4
2014/15,regular,2,M. Tel Aviv,4,1,5
2014/15,regular,2,Kiryat Shmona,4,2,3
2014/15,regular,2,H. Beer Sheva,4,3,2
2014/15,regular,2,FC Ashdod,4,4,2
2014/15,regular,2,B. Jerusalem,4,5,1
2014/15,regular,2,Hapoel Raanana,3,6,2
2014/15,regular,2,Maccabi Haifa,3,7,1
2014/15,regular,2,Hapoel Acre,2,8,0
2014/15,regular,2,Maccabi Netanya,1,9,-1
2014/15,regular,2,Bnei Sakhnin,1,10,-2
2014/15,regular,2,Hapoel Haifa,1,11,-2
2014/15,regular,2,Hapoel Tel Aviv,1,11,-2
2014/15,regular,2,M. Petah Tikva,1,13,-3
2014/15,regular,2,H. Petah Tikva,0,14,-6
2014/15,regular,3,Kiryat Shmona,7,1,4
2014/15,regular,3,H. Beer Sheva,7,2,3
2014/15,regular,3,Maccabi Haifa,6,3,3
2014/15,regular,3,FC Ashdod,5,4,2
2014/15,regular,3,B. Jerusalem,5,5,1
2014/15,regular,3,M. Tel Aviv,4,6,4
2014/15,regular,3,Hapoel Tel Aviv,4,7,1
2014/15,regular,3,M. Petah Tikva,4,8,-2
2014/15,regular,3,Hapoel Raanana,3,9,1
2014/15,regular,3,Hapoel Acre,3,10,0
2014/15,regular,3,Bnei Sakhnin,2,11,-2
2014/15,regular,3,Maccabi Netanya,1,12,-2
2014/15,regular,3,Hapoel Haifa,1,13,-5
2014/15,regular,3,H. Petah Tikva,0,14,-8
2014/15,regular,4,Kiryat Shmona,10,1,7
2014/15,regular,4,H. Beer Sheva,8,2,3
2014/15,regular,4,M. Tel Aviv,7,3,6
2014/15,regular,4,FC Ashdod,6,4,2
2014/15,regular,4,Maccabi Haifa,6,5,1
2014/15,regular,4,B. Jerusalem,6,6,1
2014/15,regular,4,Hapoel Tel Aviv,5,7,1
2014/15,regular,4,Hapoel Raanana,4,8,1
2014/15,regular,4,Hapoel Haifa,4,9,-4
2014/15,regular,4,M. Petah Tikva,4,10,-5
2014/15,regular,4,Bnei Sakhnin,3,11,-2
2014/15,regular,4,Hapoel Acre,3,12,-3
2014/15,regular,4,H. Petah Tikva,3,13,-5
2014/15,regular,4,Maccabi Netanya,1,14,-3
2014/15,regular,5,Kiryat Shmona,13,1,8
2014/15,regular,5,H. Beer Sheva,11,2,7
2014/15,regular,5,M. Tel Aviv,10,3,9
2014/15,regular,5,B. Jerusalem,9,4,3
2014/15,regular,5,Hapoel Raanana,7,5,3
2014/15,regular,5,FC Ashdod,6,6,0
2014/15,regular,5,Maccabi Haifa,6,7,-1
2014/15,regular,5,H. Petah Tikva,6,8,-3
2014/15,regular,5,Hapoel Tel Aviv,5,9,-1
2014/15,regular,5,Maccabi Netanya,4,10,-2
2014/15,regular,5,Hapoel Haifa,4,11,-5
2014/15,regular,5,M. Petah Tikva,4,12,-9
2014/15,regular,5,Bnei Sakhnin,3,13,-3
2014/15,regular,5,Hapoel Acre,3,14,-6
2014/15,regular,6,Kiryat Shmona,16,1,11
2014/15,regular,6,H. Beer Sheva,14,2,9
2014/15,regular,6,M. Tel Aviv,13,3,12
2014/15,regular,6,B. Jerusalem,10,4,3
2014/15,regular,6,Hapoel Tel Aviv,8,5,0
2014/15,regular,6,Hapoel Raanana,7,6,1
2014/15,regular,6,M. Petah Tikva,7,7,-8
2014/15,regular,6,FC Ashdod,6,8,-3
2014/15,regular,6,Maccabi Haifa,6,8,-3
2014/15,regular,6,H. Petah Tikva,6,10,-4
2014/15,regular,6,Hapoel Acre,6,11,-4
2014/15,regular,6,Maccabi Netanya,5,12,-2
2014/15,regular,6,Hapoel Haifa,4,13,-6
2014/15,regular,6,Bnei Sakhnin,3,14,-6
2014/15,regular,7,Kiryat Shmona,17,1,11
2014/15,regular,7,H. Beer Sheva,15,2,9
2014/15,regular,7,M. Tel Aviv,14,3,12
2014/15,regular,7,B. Jerusalem,11,4,3
2014/15,regular,7,Hapoel Raanana,10,5,2
2014/15,regular,7,M. Petah Tikva,10,6,-7
2014/15,regular,7,Hapoel Tel Aviv,9,7,0
2014/15,regular,7,Maccabi Netanya,8,8,0
2014/15,regular,7,Hapoel Acre,7,9,-4
2014/15,regular,7,Bnei Sakhnin,6,10,-3
2014/15,regular,7,FC Ashdod,6,11,-4
2014/15,regular,7,Maccabi Haifa,6,12,-4
2014/15,regular,7,H. Petah Tikva,6,13,-6
2014/15,regular,7,Hapoel Haifa,4,14,-9
2014/15,regular,8,Kiryat Shmona,20,1,13
2014/15,regular,8,H. Beer Sheva,18,2,10
2014/15,regular,8,M. Tel Aviv,17,3,14
2014/15,regular,8,Hapoel Tel Aviv,12,4,1
2014/15,regular,8,B. Jerusalem,11,5,2
2014/15,regular,8,M. Petah Tikva,11,6,-7
2014/15,regular,8,Hapoel Raanana,10,7,1
2014/15,regular,8,Maccabi Haifa,9,8,-3
2014/15,regular,8,Maccabi Netanya,8,9,-2
2014/15,regular,8,Bnei Sakhnin,7,10,-3
2014/15,regular,8,Hapoel Acre,7,11,-5
2014/15,regular,8,Hapoel Haifa,7,12,-8
2014/15,regular,8,FC Ashdod,6,13,-5
2014/15,regular,8,H. Petah Tikva,6,14,-8
2014/15,regular,9,Kiryat Shmona,23,1,14
2014/15,regular,9,H. Beer Sheva,18,2,9
2014/15,regular,9,M. Tel Aviv,17,3,13
2014/15,regular,9,Hapoel Tel Aviv,15,4,2
2014/15,regular,9,M. Petah Tikva,12,5,-7
2014/15,regular,9,B. Jerusalem,11,6,1
2014/15,regular,9,Maccabi Netanya,11,7,-1
2014/15,regular,9,Hapoel Raanana,10,8,0
2014/15,regular,9,Bnei Sakhnin,10,9,-2
2014/15,regular,9,FC Ashdod,9,10,-4
2014/15,regular,9,Maccabi Haifa,9,11,-4
2014/15,regular,9,Hapoel Acre,8,12,-5
2014/15,regular,9,Hapoel Haifa,8,13,-8
2014/15,regular,9,H. Petah Tikva,7,14,-8
2014/15,regular,10,Kiryat Shmona,24,1,14
2014/15,regular,10,H. Beer Sheva,21,2,13
2014/15,regular,10,M. Tel Aviv,20,3,16
2014/15,regular,10,Hapoel Tel Aviv,15,4,0
2014/15,regular,10,M. Petah Tikva,15,5,-6
2014/15,regular,10,Maccabi Haifa,12,6,-2
2014/15,regular,10,FC Ashdod,12,7,-3
2014/15,regular,10,Hapoel Raanana,11,8,0
2014/15,regular,10,B. Jerusalem,11,9,0
2014/15,regular,10,Maccabi Netanya,11,10,-5
2014/15,regular,10,Bnei Sakhnin,10,11,-3
2014/15,regular,10,H. Petah Tikva,10,12,-7
2014/15,regular,10,Hapoel Acre,8,13,-6
2014/15,regular,10,Hapoel Haifa,8,14,-11
2014/15,regular,11,Kiryat Shmona,25,1,14
2014/15,regular,11,M. Tel Aviv,23,2,18
2014/15,regular,11,H. Beer Sheva,22,3,13
2014/15,regular,11,M. Petah Tikva,16,4,-6
2014/15,regular,11,Maccabi Haifa,15,5,2
2014/15,regular,11,Hapoel Tel Aviv,15,6,-2
2014/15,regular,11,B. Jerusalem,14,7,2
2014/15,regular,11,FC Ashdod,13,8,-3
2014/15,regular,11,Hapoel Raanana,11,9,-1
2014/15,regular,11,Hapoel Acre,11,10,-4
2014/15,regular,11,Maccabi Netanya,11,11,-9
2014/15,regular,11,Hapoel Haifa,11,12,-10
2014/15,regular,11,Bnei Sakhnin,10,13,-5
2014/15,regular,11,H. Petah Tikva,10,14,-9
2014/15,regular,12,Kiryat Shmona,28,1,16
2014/15,regular,12,H. Beer Sheva,25,2,17
2014/15,regular,12,M. Tel Aviv,24,3,18
