season,stage,round,team,points,position,goal_diff
2016/17,regular,14,Bnei Sakhnin,17,8,-5
2016/17,regular,14,Hapoel Haifa,16,9,-5
2016/17,regular,14,H. Kfar Saba,14,10,-6
2016/17,regular,14,FC Ashdod,13,11,-8
2016/17,regular,14,Bnei Yehuda,11,12,-9
2016/17,regular,14,H. Ashkelon,11,13,-18
2016/17,regular,14,Hapoel Tel Aviv,6,14,-6
2016/17,regular,15,H. Beer Sheva,35,1,31
2016/17,regular,15,M. Tel Aviv,28,2,13
2016/17,regular,15,M. Petah Tikva,25,3,4
2016/17,regular,15,Maccabi Haifa,24,4,9
2016/17,regular,15,Kiryat Shmona,22,5,5
2016/17,regular,15,Bnei Sakhnin,20,6,-4
2016/17,regular,15,B. Jerusalem,19,7,-2
2016/17,regular,15,Hapoel Raanana,18,8,-3
2016/17,regular,15,Hapoel Haifa,17,9,-5
2016/17,regular,15,H. Kfar Saba,15,10,-6
2016/17,regular,15,FC Ashdod,13,11,-9
2016/17,regular,15,Bnei Yehuda,12,12,-9
2016/17,regular,15,H. Ashkelon,12,13,-18
2016/17,regular,15,Hapoel Tel Aviv,7,14,-6
2016/17,regular,16,H. Beer Sheva,36,1,31
2016/17,regular,16,M. Tel Aviv,28,2,12
2016/17,regular,16,M. Petah Tikva,28,3,5
2016/17,regular,16,Maccabi Haifa,25,4,9
2016/17,regular,16,Kiryat Shmona,25,5,8
2016/17,regular,16,B. Jerusalem,22,6,-1
2016/17,regular,16,Bnei Sakhnin,21,7,-4
2016/17,regular,16,Hapoel Haifa,20,8,-4
2016/17,regular,16,Hapoel Raanana,18,9,-6
2016/17,regular,16,FC Ashdod,16,10,-8
2016/17,regular,16,H. Kfar Saba,15,11,-7
2016/17,regular,16,Bnei Yehuda,13,12,-9
2016/17,regular,16,H. Ashkelon,12,13,-19
2016/17,regular,16,Hapoel Tel Aviv,7,14,-7
2016/17,regular,17,H. Beer Sheva,39,1,33
2016/17,regular,17,M. Tel Aviv,31,2,15
2016/17,regular,17,M. Petah Tikva,29,3,5
2016/17,regular,17,Kiryat Shmona,28,4,9
2016/17,regular,17,Maccabi Haifa,25,5,7
2016/17,regular,17,B. Jerusalem,23,6,-1
2016/17,regular,17,Bnei Sakhnin,22,7,-4
2016/17,regular,17,Hapoel Haifa,20,8,-5
2016/17,regular,17,FC Ashdod,19,9,-7
2016/17,regular,17,Hapoel Raanana,18,10,-9
2016/17,regular,17,H. Kfar Saba,16,11,-7
2016/17,regular,17,Bnei Yehuda,14,12,-9
2016/17,regular,17,H. Ashkelon,13,13,-19
2016/17,regular,17,Hapoel Tel Aviv,7,14,-8
2016/17,regular,18,H. Beer Sheva,42,1,34
2016/17,regular,18,M. Tel Aviv,34,2,16
2016/17,regular,18,M. Petah Tikva,32,3,7
2016/17,regular,18,Kiryat Shmona,28,4,6
2016/17,regular,18,B. Jerusalem,26,5,0
2016/17,regular,18,Maccabi Haifa,25,6,5
2016/17,regular,18,Bnei Sakhnin,25,7,-1
2016/17,regular,18,Hapoel Haifa,20,8,-6
2016/17,regular,18,FC Ashdod,20,9,-7
2016/17,regular,18,Hapoel Raanana,18,10,-11
2016/17,regular,18,H. Kfar Saba,17,11,-7
2016/17,regular,18,H. Ashkelon,16,12,-17
2016/17,regular,18,Bnei Yehuda,14,13,-10
2016/17,regular,18,Hapoel Tel Aviv,7,14,-9
2016/17,regular,19,H. Beer Sheva,43,1,34
2016/17,regular,19,M. Tel Aviv,37,2,17
2016/17,regular,19,M. Petah Tikva,33,3,7
2016/17,regular,19,Kiryat Shmona,31,4,9
2016/17,regular,19,B. Jerusalem,29,5,2
2016/17,regular,19,Maccabi Haifa,25,6,2
2016/17,regular,19,Bnei Sakhnin,25,7,-2
2016/17,regular,19,Hapoel Haifa,23,8,-5
2016/17,regular,19,FC Ashdod,20,9,-9
2016/17,regular,19,Hapoel Raanana,18,10,-12
2016/17,regular,19,Bnei Yehuda,17,11,-8
2016/17,regular,19,H. Kfar Saba,17,12,-9
2016/17,regular,19,H. Ashkelon,16,13,-18
2016/17,regular,19,Hapoel Tel Aviv,10,14,-8
2016/17,regular,20,H. Beer Sheva,46,1,36
2016/17,regular,20,M. Tel Aviv,38,2,17
2016/17,regular,20,M. Petah Tikva,36,3,9
2016/17,regular,20,Kiryat Shmona,31,4,7
2016/17,regular,20,B. Jerusalem,30,5,2
2016/17,regular,20,Bnei Sakhnin,28,6,-1
2016/17,regular,20,Maccabi Haifa,26,7,2
2016/17,regular,20,Hapoel Haifa,24,8,-5
2016/17,regular,20,FC Ashdod,21,9,-9
2016/17,regular,20,Hapoel Raanana,21,10,-11
2016/17,regular,20,Bnei Yehuda,17,11,-10
2016/17,regular,20,H. Kfar Saba,17,12,-10
2016/17,regular,20,H. Ashkelon,16,13,-19
2016/17,regular,20,Hapoel Tel Aviv,11,14,-8
2016/17,regular,21,H. Beer Sheva,46,1,35
2016/17,regular,21,M. Tel Aviv,41,2,18
2016/17,regular,21,M. Petah Tikva,39,3,10
2016/17,regular,21,Kiryat Shmona,31,4,6
2016/17,regular,21,B. Jerusalem,31,5,2
2016/17,regular,21,Bnei Sakhnin,31,6,0
2016/17,regular,21,Maccabi Haifa,29,7,4
2016/17,regular,21,Hapoel Haifa,24,8,-6
2016/17,regular,21,Hapoel Raanana,24,9,-10
2016/17,regular,21,FC Ashdod,21,10,-10
2016/17,regular,21,Bnei Yehuda,18,11,-10
2016/17,regular,21,H. Kfar Saba,18,12,-10
2016/17,regular,21,H. Ashkelon,16,13,-21
2016/17,regular,21,Hapoel Tel Aviv,12,14,-8
2016/17,regular,22,H. Beer Sheva,49,1,36
2016/17,regular,22,M. Tel Aviv,44,2,19
2016/17,regular,22,M. Petah Tikva,39,3,9
2016/17,regular,22,B. Jerusalem,34,4,6
2016/17,regular,22,Bnei Sakhnin,34,5,1
2016/17,regular,22,Kiryat Shmona,31,6,5
2016/17,regular,22,Maccabi Haifa,29,7,1
2016/17,regular,22,Hapoel Haifa,27,8,-3
2016/17,regular,22,Hapoel Raanana,24,9,-14
2016/17,regular,22,Bnei Yehuda,21,10,-9
2016/17,regular,22,FC Ashdod,21,11,-12
2016/17,regular,22,H. Kfar Saba,18,12,-11
2016/17,regular,22,H. Ashkelon,16,13,-22
2016/17,regular,22,Hapoel Tel Aviv,15,14,-6
2016/17,regular,23,H. Beer Sheva,50,1,36
2016/17,regular,23,M. Tel Aviv,47,2,22
2016/17,regular,23,M. Petah Tikva,42,3,10
2016/17,regular,23,B. Jerusalem,37,4,7
2016/17,regular,23,Bnei Sakhnin,35,5,1
2016/17,regular,23,Maccabi Haifa,32,6,3
2016/17,regular,23,Kiryat Shmona,31,7,2
2016/17,regular,23,Hapoel Haifa,28,8,-3
2016/17,regular,23,Hapoel Raanana,27,9,-12
2016/17,regular,23,FC Ashdod,22,10,-12
2016/17,regular,23,Bnei Yehuda,21,11,-11
2016/17,regular,23,H. Kfar Saba,18,12,-13
2016/17,regular,23,H. Ashkelon,16,13,-23
2016/17,regular,23,Hapoel Tel Aviv,15,14,-7
2016/17,regular,24,H. Beer Sheva,53,1,39
2016/17,regular,24,M. Tel Aviv,50,2,24
2016/17,regular,24,M. Petah Tikva,45,3,12
2016/17,regular,24,B. Jerusalem,40,4,9
2016/17,regular,24,Bnei Sakhnin,35,5,-1
2016/17,regular,24,Kiryat Shmona,32,6,2
2016/17,regular,24,Maccabi Haifa,32,7,2
2016/17,regular,24,Hapoel Haifa,28,8,-5
2016/17,regular,24,Hapoel Raanana,28,9,-12
2016/17,regular,24,FC Ashdod,25,10,-11
2016/17,regular,24,Bnei Yehuda,21,11,-13
2016/17,regular,24,H. Kfar Saba,18,12,-16
2016/17,regular,24,H. Ashkelon,17,13,-23
2016/17,regular,24,Hapoel Tel Aviv,16,14,-7
2016/17,regular,25,H. Beer Sheva,56,1,40
2016/17,regular,25,M. Tel Aviv,53,2,25
2016/17,regular,25,M. Petah Tikva,48,3,14
2016/17,regular,25,B. Jerusalem,40,4,8
2016/17,regular,25,Bnei Sakhnin,38,5,0
2016/17,regular,25,Kiryat Shmona,35,6,3
2016/17,regular,25,Maccabi Haifa,35,7,3
2016/17,regular,25,Hapoel Haifa,28,8,-6
2016/17,regular,25,Hapoel Raanana,28,9,-13
2016/17,regular,25,FC Ashdod,25,10,-12
2016/17,regular,25,Bnei Yehuda,24,11,-12
2016/17,regular,25,H. Kfar Saba,18,12,-18
2016/17,regular,25,H. Ashkelon,17,13,-24
2016/17,regular,25,Hapoel Tel Aviv,16,14,-8
2016/17,regular,26,H. Beer Sheva,59,1,41
2016/17,regular,26,M. Tel Aviv,56,2,26
2016/17,regular,26,M. Petah Tikva,48,3,13
2016/17,regular,26,B. Jerusalem,40,4,7
2016/17,regular,26,Bnei Sakhnin,39,5,0
2016/17,regular,26,Maccabi Haifa,38,6,5
2016/17,regular,26,Kiryat Shmona,35,7,2
2016/17,regular,26,Hapoel Haifa,28,8,-7
2016/17,regular,26,FC Ashdod,28,9,-11
2016/17,regular,26,Hapoel Raanana,28,10,-15
2016/17,regular,26,Bnei Yehuda,25,11,-12
2016/17,regular,26,H. Kfar Saba,21,12,-17
2016/17,regular,26,H. Ashkelon,18,13,-24
2016/17,regular,26,Hapoel Tel Aviv,17,14,-8
