season,stage,round,team,points,position,goal_diff
2020/21,regular,12,Hapoel Hadera,13,12,0
2020/21,regular,12,H. Kfar Saba,12,13,-7
2020/21,regular,12,Hapoel Tel Aviv,9,14,-9
2020/21,regular,13,Maccabi Haifa,31,1,17
2020/21,regular,13,M. Tel Aviv,23,2,9
2020/21,regular,13,M. Petah Tikva,23,3,5
2020/21,regular,13,FC Ashdod,22,4,6
2020/21,regular,13,H. Beer Sheva,20,5,3
2020/21,regular,13,Kiryat Shmona,18,6,0
2020/21,regular,13,Hapoel Haifa,18,7,-1
2020/21,regular,13,Maccabi Netanya,17,8,4
2020/21,regular,13,Bnei Sakhnin,15,9,-14
2020/21,regular,13,Hapoel Hadera,14,10,0
2020/21,regular,13,B. Jerusalem,14,11,0
2020/21,regular,13,Bnei Yehuda,14,12,-8
2020/21,regular,13,H. Kfar Saba,12,13,-8
2020/21,regular,13,Hapoel Tel Aviv,9,14,-13
2020/21,regular,14,Maccabi Haifa,34,1,18
2020/21,regular,14,M. Tel Aviv,26,2,10
2020/21,regular,14,H. Beer Sheva,23,3,4
2020/21,regular,14,M. Petah Tikva,23,4,4
2020/21,regular,14,FC Ashdod,22,5,5
2020/21,regular,14,Kiryat Shmona,21,6,1
2020/21,regular,14,Hapoel Haifa,19,7,-1
2020/21,regular,14,Maccabi Netanya,17,8,3
2020/21,regular,14,Bnei Sakhnin,16,9,-14
2020/21,regular,14,B. Jerusalem,15,10,0
2020/21,regular,14,Bnei Yehuda,15,11,-8
2020/21,regular,14,Hapoel Hadera,14,12,-1
2020/21,regular,14,H. Kfar Saba,13,13,-8
2020/21,regular,14,Hapoel Tel Aviv,10,14,-13
2020/21,regular,15,Maccabi Haifa,35,1,18
2020/21,regular,15,M. Tel Aviv,27,2,10
2020/21,regular,15,FC Ashdod,25,3,6
2020/21,regular,15,H. Beer Sheva,24,4,4
2020/21,regular,15,Kiryat Shmona,24,5,3
2020/21,regular,15,M. Petah Tikva,23,6,2
2020/21,regular,15,Maccabi Netanya,20,7,4
2020/21,regular,15,Hapoel Haifa,19,8,-3
2020/21,regular,15,B. Jerusalem,18,9,4
2020/21,regular,15,H. Kfar Saba,16,10,-6
2020/21,regular,15,Bnei Yehuda,16,11,-8
2020/21,regular,15,Bnei Sakhnin,16,12,-15
2020/21,regular,15,Hapoel Hadera,14,13,-5
2020/21,regular,15,Hapoel Tel Aviv,10,14,-14
2020/21,regular,16,Maccabi Haifa,38,1,21
2020/21,regular,16,M. Tel Aviv,30,2,12
2020/21,regular,16,H. Beer Sheva,27,3,5
2020/21,regular,16,M. Petah Tikva,26,4,3
2020/21,regular,16,FC Ashdod,25,5,5
2020/21,regular,16,Kiryat Shmona,24,6,1
2020/21,regular,16,B. Jerusalem,21,7,6
2020/21,regular,16,Maccabi Netanya,20,8,2
2020/21,regular,16,Hapoel Haifa,20,9,-3
2020/21,regular,16,H. Kfar Saba,19,10,-4
2020/21,regular,16,Bnei Yehuda,16,11,-10
2020/21,regular,16,Bnei Sakhnin,16,12,-18
2020/21,regular,16,Hapoel Hadera,14,13,-6
2020/21,regular,16,Hapoel Tel Aviv,11,14,-14
2020/21,regular,17,Maccabi Haifa,38,1,20
2020/21,regular,17,M. Tel Aviv,33,2,13
2020/21,regular,17,M. Petah Tikva,29,3,4
2020/21,regular,17,FC Ashdod,28,4,9
2020/21,regular,17,H. Beer Sheva,27,5,4
2020/21,regular,17,Kiryat Shmona,27,6,2
2020/21,regular,17,Maccabi Netanya,23,7,3
2020/21,regular,17,B. Jerusalem,21,8,5
2020/21,regular,17,Hapoel Haifa,20,9,-4
2020/21,regular,17,H. Kfar Saba,19,10,-5
2020/21,regular,17,Bnei Sakhnin,19,11,-17
2020/21,regular,17,Bnei Yehuda,16,12,-14
2020/21,regular,17,Hapoel Hadera,14,13,-7
2020/21,regular,17,Hapoel Tel Aviv,14,14,-13
2020/21,regular,18,Maccabi Haifa,41,1,23
2020/21,regular,18,M. Tel Aviv,36,2,14
2020/21,regular,18,M. Petah Tikva,29,3,3
2020/21,regular,18,FC Ashdod,28,4,6
2020/21,regular,18,Kiryat Shmona,28,5,2
2020/21,regular,18,H. Beer Sheva,27,6,3
2020/21,regular,18,Maccabi Netanya,26,7,6
2020/21,regular,18,B. Jerusalem,24,8,6
2020/21,regular,18,Hapoel Haifa,23,9,-2
2020/21,regular,18,H. Kfar Saba,19,10,-8
2020/21,regular,18,Bnei Sakhnin,19,11,-19
2020/21,regular,18,Hapoel Hadera,17,12,-5
2020/21,regular,18,Bnei Yehuda,16,13,-16
2020/21,regular,18,Hapoel Tel Aviv,15,14,-13
2020/21,regular,19,Maccabi Haifa,41,1,22
2020/21,regular,19,M. Tel Aviv,39,2,15
2020/21,regular,19,FC Ashdod,31,3,7
2020/21,regular,19,Kiryat Shmona,31,4,3
2020/21,regular,19,H. Beer Sheva,30,5,4
2020/21,regular,19,M. Petah Tikva,29,6,2
2020/21,regular,19,Maccabi Netanya,27,7,6
2020/21,regular,19,B. Jerusalem,25,8,6
2020/21,regular,19,Hapoel Haifa,24,9,-2
2020/21,regular,19,H. Kfar Saba,19,10,-9
2020/21,regular,19,Bnei Sakhnin,19,11,-20
2020/21,regular,19,Hapoel Hadera,18,12,-5
2020/21,regular,19,Bnei Yehuda,17,13,-16
2020/21,regular,19,Hapoel Tel Aviv,16,14,-13
2020/21,regular,20,Maccabi Haifa,44,1,24
2020/21,regular,20,M. Tel Aviv,42,2,17
2020/21,regular,20,FC Ashdod,34,3,10
2020/21,regular,20,Kiryat Shmona,31,4,2
2020/21,regular,20,H. Beer Sheva,30,5,1
2020/21,regular,20,M. Petah Tikva,29,6,0
2020/21,regular,20,B. Jerusalem,28,7,7
2020/21,regular,20,Maccabi Netanya,27,8,5
2020/21,regular,20,Hapoel Haifa,24,9,-4
2020/21,regular,20,H. Kfar Saba,22,10,-8
2020/21,regular,20,Bnei Yehuda,20,11,-15
2020/21,regular,20,Hapoel Tel Aviv,19,12,-11
2020/21,regular,20,Bnei Sakhnin,19,13,-21
2020/21,regular,20,Hapoel Hadera,18,14,-7
2020/21,regular,21,Maccabi Haifa,47,1,27
2020/21,regular,21,M. Tel Aviv,45,2,18
2020/21,regular,21,FC Ashdod,35,3,10
2020/21,regular,21,H. Beer Sheva,31,4,1
2020/21,regular,21,Kiryat Shmona,31,5,-1
2020/21,regular,21,Maccabi Netanya,30,6,8
2020/21,regular,21,M. Petah Tikva,29,7,-1
2020/21,regular,21,B. Jerusalem,28,8,4
2020/21,regular,21,Hapoel Haifa,25,9,-4
2020/21,regular,21,H. Kfar Saba,22,10,-9
2020/21,regular,21,Hapoel Hadera,21,11,-6
2020/21,regular,21,Bnei Yehuda,21,12,-15
2020/21,regular,21,Hapoel Tel Aviv,20,13,-11
2020/21,regular,21,Bnei Sakhnin,20,14,-21
2020/21,regular,22,Maccabi Haifa,50,1,29
2020/21,regular,22,M. Tel Aviv,48,2,20
2020/21,regular,22,FC Ashdod,35,3,8
2020/21,regular,22,H. Beer Sheva,32,4,1
2020/21,regular,22,M. Petah Tikva,32,5,0
2020/21,regular,22,Kiryat Shmona,31,6,-3
2020/21,regular,22,Maccabi Netanya,30,7,7
2020/21,regular,22,B. Jerusalem,29,8,4
2020/21,regular,22,Hapoel Haifa,28,9,-3
2020/21,regular,22,Hapoel Hadera,24,10,-5
2020/21,regular,22,Hapoel Tel Aviv,23,11,-10
2020/21,regular,22,H. Kfar Saba,22,12,-10
2020/21,regular,22,Bnei Yehuda,21,13,-16
2020/21,regular,22,Bnei Sakhnin,20,14,-22
2020/21,regular,23,Maccabi Haifa,53,1,30
2020/21,regular,23,M. Tel Aviv,51,2,22
2020/21,regular,23,FC Ashdod,38,3,10
2020/21,regular,23,H. Beer Sheva,33,4,1
2020/21,regular,23,M. Petah Tikva,33,5,0
2020/21,regular,23,Kiryat Shmona,32,6,-3
2020/21,regular,23,Maccabi Netanya,31,7,7
2020/21,regular,23,B. Jerusalem,29,8,3
2020/21,regular,23,Hapoel Haifa,28,9,-5
2020/21,regular,23,Hapoel Hadera,25,10,-5
2020/21,regular,23,Hapoel Tel Aviv,23,11,-11
2020/21,regular,23,Bnei Sakhnin,23,12,-21
2020/21,regular,23,H. Kfar Saba,22,13,-12
2020/21,regular,23,Bnei Yehuda,22,14,-16
2020/21,regular,24,M. Tel Aviv,54,1,25
2020/21,regular,24,Maccabi Haifa,53,2,28
2020/21,regular,24,FC Ashdod,39,3,10
2020/21,regular,24,M. Petah Tikva,36,4,2
2020/21,regular,24,Kiryat Shmona,35,5,-1
2020/21,regular,24,Maccabi Netanya,34,6,8
2020/21,regular,24,H. Beer Sheva,33,7,0
2020/21,regular,24,B. Jerusalem,29,8,0
2020/21,regular,24,Hapoel Haifa,29,9,-5
2020/21,regular,24,Hapoel Hadera,26,10,-5
2020/21,regular,24,Hapoel Tel Aviv,26,11,-10
2020/21,regular,24,H. Kfar Saba,23,12,-12
2020/21,regular,24,Bnei Sakhnin,23,13,-23
2020/21,regular,24,Bnei Yehuda,22,14,-17
2020/21,regular,25,M. Tel Aviv,57,1,27
2020/21,regular,25,Maccabi Haifa,56,2,30
2020/21,regular,25,FC Ashdod,40,3,10
2020/21,regular,25,M. Petah Tikva,37,4,2
2020/21,regular,25,Kiryat Shmona,35,5,-3
2020/21,regular,25,Maccabi Netanya,34,6,7
2020/21,regular,25,H. Beer Sheva,34,7,0
2020/21,regular,25,B. Jerusalem,32,8,1
2020/21,regular,25,Hapoel Haifa,30,9,-5
2020/21,regular,25,Hapoel Hadera,29,10,-4
2020/21,regular,25,Hapoel Tel Aviv,26,11,-11
2020/21,regular,25,Bnei Sakhnin,26,12,-22
2020/21,regular,25,H. Kfar Saba,23,13,-13
2020/21,regular,25,Bnei Yehuda,22,14,-19
2020/21,regular,26,Maccabi Haifa,59,1,32
2020/21,regular,26,M. Tel Aviv,58,2,27
2020/21,regular,26,FC Ashdod,43,3,12
2020/21,regular,26,Kiryat Shmona,38,4,-2
2020/21,regular,26,H. Beer Sheva,37,5,2
2020/21,regular,26,M. Petah Tikva,37,6,1
2020/21,regular,26,Maccabi Netanya,34,7,5
2020/21,regular,26,B. Jerusalem,32,8,-1
2020/21,regular,26,Hapoel Hadera,32,9,-2
2020/21,regular,26,Hapoel Haifa,30,10,-7
2020/21,regular,26,Bnei Sakhnin,29,11,-21
2020/21,regular,26,Hapoel Tel Aviv,27,12,-11
2020/21,regular,26,H. Kfar Saba,23,13,-14
2020/21,regular,26,Bnei Yehuda,22,14,-21
