season,stage,round,team,points,position,goal_diff
2012/13,regular,11,FC Ashdod,25,1,12
2012/13,regular,11,Hapoel Tel Aviv,24,2,11
2012/13,regular,11,M. Tel Aviv,24,3,10
2012/13,regular,11,Bnei Yehuda,16,4,2
2012/13,regular,11,B. Jerusalem,15,5,2
2012/13,regular,11,Ramat haSharon,15,6,0
2012/13,regular,11,Kiryat Shmona,15,7,-2
2012/13,regular,11,Hapoel Acre,13,8,0
2012/13,regular,11,H. Beer Sheva,13,9,-1
2012/13,regular,11,Maccabi Netanya,12,10,-7
2012/13,regular,11,Maccabi Haifa,11,11,-4
2012/13,regular,11,Bnei Sakhnin,11,12,-5
2012/13,regular,11,H. Ramat Gan,7,13,-6
2012/13,regular,11,Hapoel Haifa,7,14,-12
2012/13,regular,12,M. Tel Aviv,27,1,14
2012/13,regular,12,Hapoel Tel Aviv,27,2,12
2012/13,regular,12,FC Ashdod,25,3,11
2012/13,regular,12,B. Jerusalem,18,4,3
2012/13,regular,12,Kiryat Shmona,18,5,0
2012/13,regular,12,Bnei Yehuda,16,6,1
2012/13,regular,12,H. Beer Sheva,16,7,0
2012/13,regular,12,Ramat haSharon,15,8,-2
2012/13,regular,12,Maccabi Haifa,14,9,-1
2012/13,regular,12,Hapoel Acre,13,10,-3
2012/13,regular,12,Maccabi Netanya,12,11,-8
2012/13,regular,12,Bnei Sakhnin,11,12,-9
2012/13,regular,12,H. Ramat Gan,10,13,-3
2012/13,regular,12,Hapoel Haifa,7,14,-15
2012/13,regular,13,M. Tel Aviv,28,1,14
2012/13,regular,13,Hapoel Tel Aviv,28,2,12
2012/13,regular,13,FC Ashdod,25,3,9
2012/13,regular,13,Kiryat Shmona,21,4,2
2012/13,regular,13,B. Jerusalem,19,5,3
2012/13,regular,13,Bnei Yehuda,19,6,3
2012/13,regular,13,H. Beer Sheva,19,7,1
2012/13,regular,13,Maccabi Haifa,17,8,0
2012/13,regular,13,Ramat haSharon,15,9,-3
2012/13,regular,13,Hapoel Acre,14,10,-3
2012/13,regular,13,Maccabi Netanya,12,11,-9
2012/13,regular,13,H. Ramat Gan,11,12,-3
2012/13,regular,13,Bnei Sakhnin,11,13,-11
2012/13,regular,13,Hapoel Haifa,8,14,-15
2012/13,regular,14,Hapoel Tel Aviv,29,1,12
2012/13,regular,14,M. Tel Aviv,28,2,13
2012/13,regular,14,FC Ashdod,25,3,8
2012/13,regular,14,Bnei Yehuda,22,4,4
2012/13,regular,14,Kiryat Shmona,22,5,2
2012/13,regular,14,B. Jerusalem,20,6,3
2012/13,regular,14,Maccabi Haifa,20,7,1
2012/13,regular,14,H. Beer Sheva,19,8,0
2012/13,regular,14,Ramat haSharon,18,9,-2
2012/13,regular,14,Hapoel Acre,14,10,-4
2012/13,regular,14,Bnei Sakhnin,14,11,-10
2012/13,regular,14,Maccabi Netanya,13,12,-9
2012/13,regular,14,H. Ramat Gan,12,13,-3
2012/13,regular,14,Hapoel Haifa,9,14,-15
2012/13,regular,15,M. Tel Aviv,31,1,14
2012/13,regular,15,Hapoel Tel Aviv,30,2,12
2012/13,regular,15,FC Ashdod,25,3,7
2012/13,regular,15,Kiryat Shmona,23,4,2
2012/13,regular,15,Bnei Yehuda,22,5,3
2012/13,regular,15,B. Jerusalem,21,6,3
2012/13,regular,15,Maccabi Haifa,21,7,1
2012/13,regular,15,Ramat haSharon,21,8,0
2012/13,regular,15,H. Beer Sheva,20,9,0
2012/13,regular,15,Bnei Sakhnin,17,10,-9
2012/13,regular,15,H. Ramat Gan,15,11,-2
2012/13,regular,15,Hapoel Acre,14,12,-6
2012/13,regular,15,Maccabi Netanya,13,13,-10
2012/13,regular,15,Hapoel Haifa,10,14,-15
2012/13,regular,16,M. Tel Aviv,34,1,18
2012/13,regular,16,Hapoel Tel Aviv,30,2,11
2012/13,regular,16,FC Ashdod,26,3,7
2012/13,regular,16,Kiryat Shmona,26,4,3
2012/13,regular,16,Bnei Yehuda,25,5,4
2012/13,regular,16,Maccabi Haifa,24,6,3
2012/13,regular,16,Ramat haSharon,24,7,1
2012/13,regular,16,B. Jerusalem,22,8,3
2012/13,regular,16,H. Beer Sheva,20,9,-2
2012/13,regular,16,Bnei Sakhnin,20,10,-8
2012/13,regular,16,H. Ramat Gan,15,11,-3
2012/13,regular,16,Hapoel Acre,14,12,-7
2012/13,regular,16,Maccabi Netanya,13,13,-11
2012/13,regular,16,Hapoel Haifa,10,14,-19
2012/13,regular,17,M. Tel Aviv,35,1,18
2012/13,regular,17,Hapoel Tel Aviv,33,2,12
2012/13,regular,17,Maccabi Haifa,27,3,6
2012/13,regular,17,Kiryat Shmona,27,4,3
2012/13,regular,17,FC Ashdod,26,5,4
2012/13,regular,17,B. Jerusalem,25,6,4
2012/13,regular,17,Bnei Yehuda,25,7,3
2012/13,regular,17,Ramat haSharon,24,8,0
2012/13,regular,17,H. Beer Sheva,20,9,-4
2012/13,regular,17,Bnei Sakhnin,20,10,-9
2012/13,regular,17,H. Ramat Gan,18,11,-2
2012/13,regular,17,Maccabi Netanya,16,12,-9
2012/13,regular,17,Hapoel Acre,14,13,-8
2012/13,regular,17,Hapoel Haifa,13,14,-18
2012/13,regular,18,M. Tel Aviv,38,1,23
2012/13,regular,18,Hapoel Tel Aviv,36,2,15
2012/13,regular,18,Maccabi Haifa,30,3,8
2012/13,regular,18,B. Jerusalem,28,4,5
2012/13,regular,18,Kiryat Shmona,28,5,3
2012/13,regular,18,Ramat haSharon,27,6,1
2012/13,regular,18,FC Ashdod,26,7,2
2012/13,regular,18,Bnei Yehuda,25,8,2
2012/13,regular,18,H. Beer Sheva,20,9,-9
2012/13,regular,18,Bnei Sakhnin,20,10,-12
2012/13,regular,18,Maccabi Netanya,19,11,-7
2012/13,regular,18,H. Ramat Gan,18,12,-3
2012/13,regular,18,Hapoel Acre,14,13,-10
2012/13,regular,18,Hapoel Haifa,14,14,-18
2012/13,regular,19,M. Tel Aviv,38,1,22
2012/13,regular,19,Hapoel Tel Aviv,36,2,13
2012/13,regular,19,Maccabi Haifa,33,3,11
2012/13,regular,19,B. Jerusalem,31,4,7
2012/13,regular,19,FC Ashdod,29,5,3
2012/13,regular,19,Kiryat Shmona,28,6,2
2012/13,regular,19,Ramat haSharon,27,7,-2
2012/13,regular,19,Bnei Yehuda,26,8,2
2012/13,regular,19,H. Beer Sheva,23,9,-8
2012/13,regular,19,Bnei Sakhnin,21,10,-12
2012/13,regular,19,Maccabi Netanya,20,11,-7
2012/13,regular,19,H. Ramat Gan,18,12,-6
2012/13,regular,19,Hapoel Haifa,17,13,-15
2012/13,regular,19,Hapoel Acre,15,14,-10
2012/13,regular,20,M. Tel Aviv,41,1,26
2012/13,regular,20,Maccabi Haifa,36,2,14
2012/13,regular,20,Hapoel Tel Aviv,36,3,10
2012/13,regular,20,B. Jerusalem,31,4,6
2012/13,regular,20,FC Ashdod,30,5,3
2012/13,regular,20,Ramat haSharon,30,6,2
2012/13,regular,20,Bnei Yehuda,29,7,3
2012/13,regular,20,Kiryat Shmona,29,8,2
2012/13,regular,20,H. Beer Sheva,26,9,-7
2012/13,regular,20,Maccabi Netanya,21,10,-7
2012/13,regular,20,Bnei Sakhnin,21,11,-16
2012/13,regular,20,H. Ramat Gan,19,12,-6
2012/13,regular,20,Hapoel Haifa,17,13,-16
2012/13,regular,20,Hapoel Acre,15,14,-14
2012/13,regular,21,M. Tel Aviv,44,1,27
2012/13,regular,21,Maccabi Haifa,36,2,12
2012/13,regular,21,Hapoel Tel Aviv,36,3,7
2012/13,regular,21,Ramat haSharon,33,4,3
2012/13,regular,21,Bnei Yehuda,32,5,5
2012/13,regular,21,B. Jerusalem,31,6,5
2012/13,regular,21,Kiryat Shmona,30,7,2
2012/13,regular,21,FC Ashdod,30,8,2
2012/13,regular,21,H. Beer Sheva,29,9,-6
2012/13,regular,21,Maccabi Netanya,24,10,-4
2012/13,regular,21,Bnei Sakhnin,24,11,-14
2012/13,regular,21,H. Ramat Gan,19,12,-7
2012/13,regular,21,Hapoel Haifa,17,13,-18
2012/13,regular,21,Hapoel Acre,16,14,-14
2012/13,regular,22,M. Tel Aviv,47,1,31
2012/13,regular,22,Maccabi Haifa,39,2,16
2012/13,regular,22,Hapoel Tel Aviv,36,3,3
2012/13,regular,22,Bnei Yehuda,35,4,7
2012/13,regular,22,Kiryat Shmona,33,5,4
2012/13,regular,22,Ramat haSharon,33,6,-1
2012/13,regular,22,B. Jerusalem,32,7,5
2012/13,regular,22,FC Ashdod,31,8,2
2012/13,regular,22,H. Beer Sheva,30,9,-6
2012/13,regular,22,Bnei Sakhnin,25,10,-14
2012/13,regular,22,Maccabi Netanya,24,11,-6
2012/13,regular,22,H. Ramat Gan,19,12,-9
2012/13,regular,22,Hapoel Haifa,18,13,-18
2012/13,regular,22,Hapoel Acre,17,14,-14
2012/13,regular,23,M. Tel Aviv,50,1,32
2012/13,regular,23,Maccabi Haifa,42,2,17
2012/13,regular,23,Hapoel Tel Aviv,37,3,3
2012/13,regular,23,Bnei Yehuda,35,4,6
2012/13,regular,23,Kiryat Shmona,34,5,4
2012/13,regular,23,Ramat haSharon,34,6,-1
2012/13,regular,23,B. Jerusalem,32,7,2
2012/13,regular,23,FC Ashdod,31,8,0
2012/13,regular,23,H. Beer Sheva,30,9,-9
2012/13,regular,23,Maccabi Netanya,25,10,-6
2012/13,regular,23,Bnei Sakhnin,25,11,-15
2012/13,regular,23,H. Ramat Gan,22,12,-6
2012/13,regular,23,Hapoel Haifa,21,13,-15
2012/13,regular,23,Hapoel Acre,20,14,-12
2012/13,regular,24,M. Tel Aviv,53,1,33
2012/13,regular,24,Maccabi Haifa,45,2,20
2012/13,regular,24,Hapoel Tel Aviv,40,3,4
2012/13,regular,24,Kiryat Shmona,37,4,6
2012/13,regular,24,Bnei Yehuda,35,5,4
2012/13,regular,24,Ramat haSharon,34,6,-2
2012/13,regular,24,B. Jerusalem,32,7,-1
2012/13,regular,24,FC Ashdod,31,8,-1
2012/13,regular,24,H. Beer Sheva,30,9,-10
2012/13,regular,24,Maccabi Netanya,26,10,-6
2012/13,regular,24,Bnei Sakhnin,26,11,-15
2012/13,regular,24,H. Ramat Gan,25,12,-5
2012/13,regular,24,Hapoel Haifa,24,13,-13
2012/13,regular,24,Hapoel Acre,20,14,-14
2012/13,regular,25,M. Tel Aviv,56,1,36
2012/13,regular,25,Maccabi Haifa,46,2,20
2012/13,regular,25,Hapoel Tel Aviv,41,3,4
2012/13,regular,25,Kiryat Shmona,40,4,7
2012/13,regular,25,Bnei Yehuda,38,5,5
2012/13,regular,25,Ramat haSharon,34,6,-3
2012/13,regular,25,B. Jerusalem,33,7,-1
2012/13,regular,25,FC Ashdod,32,8,-1
2012/13,regular,25,H. Beer Sheva,30,9,-11
2012/13,regular,25,Maccabi Netanya,27,10,-6
2012/13,regular,25,Bnei Sakhnin,26,11,-18
2012/13,regular,25,H. Ramat Gan,25,12,-6
2012/13,regular,25,Hapoel Haifa,25,13,-13
2012/13,regular,25,Hapoel Acre,23,14,-13
2012/13,regular,26,M. Tel Aviv,59,1,41
2012/13,regular,26,Maccabi Haifa,49,2,21
2012/13,regular,26,Kiryat Shmona,43,3,9
2012/13,regular,26,Hapoel Tel Aviv,42,4,4
2012/13,regular,26,Bnei Yehuda,38,5,4
2012/13,regular,26,Ramat haSharon,37,6,-2
2012/13,regular,26,FC Ashdod,35,7,0
2012/13,regular,26,B. Jerusalem,33,8,-6
2012/13,regular,26,H. Beer Sheva,30,9,-12
2012/13,regular,26,Hapoel Haifa,28,10,-12
2012/13,regular,26,Maccabi Netanya,27,11,-7
2012/13,regular,26,Bnei Sakhnin,26,12,-20
2012/13,regular,26,H. Ramat Gan,25,13,-7
2012/13,regular,26,Hapoel Acre,24,14,-13
