season,stage,round,team,points,position,goal_diff
2012/13,regular,1,FC Ashdod,3,1,2
2012/13,regular,1,Kiryat Shmona,3,2,1
2012/13,regular,1,M. Tel Aviv,3,3,1
2012/13,regular,1,Hapoel Tel Aviv,3,4,1
2012/13,regular,1,Bnei Yehuda,1,5,0
2012/13,regular,1,Hapoel Acre,1,5,0
2012/13,regular,1,Bnei Sakhnin,1,7,0
2012/13,regular,1,H. Beer Sheva,1,7,0
2012/13,regular,1,Hapoel Haifa,1,7,0
2012/13,regular,1,Maccabi Netanya,1,7,0
2012/13,regular,1,B. Jerusalem,0,11,-1
2012/13,regular,1,Maccabi Haifa,0,12,-1
2012/13,regular,1,H. Ramat Gan,0,13,-1
2012/13,regular,1,Ramat haSharon,0,14,-2
2012/13,regular,2,FC Ashdod,6,1,4
2012/13,regular,2,Kiryat Shmona,6,2,3
2012/13,regular,2,Hapoel Tel Aviv,6,3,3
2012/13,regular,2,M. Tel Aviv,6,4,2
2012/13,regular,2,Bnei Yehuda,4,5,1
2012/13,regular,2,Ramat haSharon,3,6,0
2012/13,regular,2,H. Beer Sheva,2,7,0
2012/13,regular,2,B. Jerusalem,1,8,-1
2012/13,regular,2,Maccabi Netanya,1,9,-1
2012/13,regular,2,Hapoel Acre,1,10,-2
2012/13,regular,2,Bnei Sakhnin,1,11,-2
2012/13,regular,2,Hapoel Haifa,1,12,-2
2012/13,regular,2,H. Ramat Gan,0,13,-2
2012/13,regular,2,Maccabi Haifa,0,14,-3
2012/13,regular,3,FC Ashdod,9,1,5
2012/13,regular,3,Hapoel Tel Aviv,9,2,5
2012/13,regular,3,M. Tel Aviv,9,3,4
2012/13,regular,3,Kiryat Shmona,6,4,2
2012/13,regular,3,Hapoel Acre,4,5,2
2012/13,regular,3,Ramat haSharon,4,6,0
2012/13,regular,3,Maccabi Netanya,4,7,0
2012/13,regular,3,Bnei Yehuda,4,8,-1
2012/13,regular,3,H. Beer Sheva,3,9,0
2012/13,regular,3,B. Jerusalem,1,10,-2
2012/13,regular,3,H. Ramat Gan,1,11,-2
2012/13,regular,3,Maccabi Haifa,1,12,-3
2012/13,regular,3,Hapoel Haifa,1,13,-4
2012/13,regular,3,Bnei Sakhnin,1,14,-6
2012/13,regular,4,M. Tel Aviv,12,1,8
2012/13,regular,4,FC Ashdod,12,2,6
2012/13,regular,4,Hapoel Tel Aviv,9,3,4
2012/13,regular,4,Hapoel Acre,7,4,3
2012/13,regular,4,Bnei Yehuda,7,5,1
2012/13,regular,4,Ramat haSharon,7,5,1
2012/13,regular,4,Maccabi Netanya,7,7,1
2012/13,regular,4,Kiryat Shmona,6,8,-2
2012/13,regular,4,H. Ramat Gan,4,9,0
2012/13,regular,4,H. Beer Sheva,3,10,-1
2012/13,regular,4,B. Jerusalem,1,11,-3
2012/13,regular,4,Maccabi Haifa,1,12,-4
2012/13,regular,4,Hapoel Haifa,1,13,-6
2012/13,regular,4,Bnei Sakhnin,1,14,-8
2012/13,regular,5,FC Ashdod,15,1,9
2012/13,regular,5,M. Tel Aviv,12,2,6
2012/13,regular,5,Hapoel Tel Aviv,12,3,5
2012/13,regular,5,Hapoel Acre,8,4,3
2012/13,regular,5,Bnei Yehuda,8,5,1
2012/13,regular,5,Ramat haSharon,8,5,1
2012/13,regular,5,Kiryat Shmona,7,7,-2
2012/13,regular,5,Maccabi Netanya,7,8,-2
2012/13,regular,5,H. Beer Sheva,6,9,1
2012/13,regular,5,H. Ramat Gan,5,10,0
2012/13,regular,5,B. Jerusalem,2,11,-3
2012/13,regular,5,Maccabi Haifa,2,12,-4
2012/13,regular,5,Hapoel Haifa,2,13,-6
2012/13,regular,5,Bnei Sakhnin,1,14,-9
2012/13,regular,6,FC Ashdod,15,1,8
2012/13,regular,6,M. Tel Aviv,15,2,7
2012/13,regular,6,Hapoel Tel Aviv,12,3,4
2012/13,regular,6,Hapoel Acre,11,4,5
2012/13,regular,6,Ramat haSharon,11,5,3
2012/13,regular,6,Bnei Yehuda,9,6,1
2012/13,regular,6,Kiryat Shmona,8,7,-2
2012/13,regular,6,H. Beer Sheva,7,8,1
2012/13,regular,6,Maccabi Netanya,7,9,-4
2012/13,regular,6,B. Jerusalem,5,10,-2
2012/13,regular,6,H. Ramat Gan,5,11,-2
2012/13,regular,6,Maccabi Haifa,5,12,-2
2012/13,regular,6,Hapoel Haifa,2,13,-8
2012/13,regular,6,Bnei Sakhnin,2,14,-9
2012/13,regular,7,FC Ashdod,18,1,10
2012/13,regular,7,M. Tel Aviv,18,2,9
2012/13,regular,7,Hapoel Tel Aviv,15,3,7
2012/13,regular,7,Hapoel Acre,11,4,3
2012/13,regular,7,Ramat haSharon,11,5,1
2012/13,regular,7,Bnei Yehuda,9,6,0
2012/13,regular,7,H. Beer Sheva,8,7,1
2012/13,regular,7,B. Jerusalem,8,8,-1
2012/13,regular,7,Kiryat Shmona,8,9,-4
2012/13,regular,7,Maccabi Netanya,8,10,-4
2012/13,regular,7,H. Ramat Gan,6,11,-2
2012/13,regular,7,Maccabi Haifa,5,12,-5
2012/13,regular,7,Bnei Sakhnin,5,13,-7
2012/13,regular,7,Hapoel Haifa,3,14,-8
2012/13,regular,8,M. Tel Aviv,21,1,11
2012/13,regular,8,FC Ashdod,19,2,10
2012/13,regular,8,Hapoel Tel Aviv,15,3,6
2012/13,regular,8,Hapoel Acre,11,4,2
2012/13,regular,8,B. Jerusalem,11,5,0
2012/13,regular,8,Ramat haSharon,11,6,0
2012/13,regular,8,Kiryat Shmona,11,7,-3
2012/13,regular,8,Maccabi Netanya,11,8,-3
2012/13,regular,8,Bnei Yehuda,10,9,0
2012/13,regular,8,H. Beer Sheva,9,10,1
2012/13,regular,8,Bnei Sakhnin,8,11,-5
2012/13,regular,8,H. Ramat Gan,6,12,-4
2012/13,regular,8,Maccabi Haifa,6,13,-5
2012/13,regular,8,Hapoel Haifa,3,14,-10
2012/13,regular,9,M. Tel Aviv,21,1,10
2012/13,regular,9,FC Ashdod,19,2,9
2012/13,regular,9,Hapoel Tel Aviv,18,3,7
2012/13,regular,9,Bnei Yehuda,13,4,3
2012/13,regular,9,Hapoel Acre,12,5,2
2012/13,regular,9,B. Jerusalem,12,6,0
2012/13,regular,9,Ramat haSharon,12,7,0
2012/13,regular,9,Kiryat Shmona,12,8,-3
2012/13,regular,9,Maccabi Netanya,11,9,-6
2012/13,regular,9,H. Beer Sheva,10,10,1
2012/13,regular,9,Bnei Sakhnin,9,11,-5
2012/13,regular,9,H. Ramat Gan,7,12,-4
2012/13,regular,9,Maccabi Haifa,7,13,-5
2012/13,regular,9,Hapoel Haifa,6,14,-9
2012/13,regular,10,FC Ashdod,22,1,11
2012/13,regular,10,M. Tel Aviv,21,2,9
2012/13,regular,10,Hapoel Tel Aviv,21,3,8
2012/13,regular,10,Bnei Yehuda,16,4,4
2012/13,regular,10,B. Jerusalem,15,5,3
2012/13,regular,10,Ramat haSharon,15,6,1
2012/13,regular,10,H. Beer Sheva,13,7,2
2012/13,regular,10,Hapoel Acre,12,8,0
2012/13,regular,10,Kiryat Shmona,12,9,-4
2012/13,regular,10,Maccabi Netanya,11,10,-7
2012/13,regular,10,Bnei Sakhnin,10,11,-5
2012/13,regular,10,Maccabi Haifa,8,12,-5
2012/13,regular,10,H. Ramat Gan,7,13,-5
2012/13,regular,10,Hapoel Haifa,6,14,-12
