season,stage,round,team,points,position,goal_diff
2015/16,regular,1,Bnei Yehuda,3,1,3
2015/16,regular,1,H. Beer Sheva,3,2,2
2015/16,regular,1,M. Tel Aviv,3,3,1
2015/16,regular,1,Hapoel Haifa,3,4,1
2015/16,regular,1,M. Petah Tikva,3,4,1
2015/16,regular,1,H. Kfar Saba,1,6,0
2015/16,regular,1,Hapoel Raanana,1,6,0
2015/16,regular,1,B. Jerusalem,1,8,0
2015/16,regular,1,Hapoel Tel Aviv,1,8,0
2015/16,regular,1,Bnei Sakhnin,0,10,-1
2015/16,regular,1,Hapoel Acre,0,11,-1
2015/16,regular,1,Maccabi Netanya,0,11,-1
2015/16,regular,1,Kiryat Shmona,0,13,-2
2015/16,regular,1,Maccabi Haifa,0,14,-3
2015/16,regular,2,M. Petah Tikva,6,1,4
2015/16,regular,2,M. Tel Aviv,6,2,2
2015/16,regular,2,Hapoel Raanana,4,3,1
2015/16,regular,2,H. Kfar Saba,4,4,1
2015/16,regular,2,Kiryat Shmona,3,5,1
2015/16,regular,2,Bnei Yehuda,3,6,1
2015/16,regular,2,H. Beer Sheva,3,6,1
2015/16,regular,2,Hapoel Acre,3,8,1
2015/16,regular,2,Hapoel Haifa,3,9,-2
2015/16,regular,2,B. Jerusalem,2,10,0
2015/16,regular,2,Maccabi Netanya,1,11,-1
2015/16,regular,2,Hapoel Tel Aviv,1,12,-3
2015/16,regular,2,Bnei Sakhnin,0,13,-2
2015/16,regular,2,Maccabi Haifa,0,14,-4
2015/16,regular,3,M. Petah Tikva,9,1,6
2015/16,regular,3,M. Tel Aviv,7,2,2
2015/16,regular,3,H. Beer Sheva,6,3,2
2015/16,regular,3,Hapoel Acre,6,4,2
2015/16,regular,3,Kiryat Shmona,4,5,1
2015/16,regular,3,Hapoel Raanana,4,6,0
2015/16,regular,3,H. Kfar Saba,4,7,0
2015/16,regular,3,Hapoel Haifa,4,8,-2
2015/16,regular,3,B. Jerusalem,3,9,0
2015/16,regular,3,Bnei Yehuda,3,10,-1
2015/16,regular,3,Maccabi Netanya,2,11,-1
2015/16,regular,3,Hapoel Tel Aviv,2,12,-3
2015/16,regular,3,Bnei Sakhnin,1,13,-2
2015/16,regular,3,Maccabi Haifa,1,14,-4
2015/16,regular,4,M. Petah Tikva,12,1,7
2015/16,regular,4,H. Beer Sheva,7,2,2
2015/16,regular,4,Hapoel Raanana,7,3,1
2015/16,regular,4,M. Tel Aviv,7,4,1
2015/16,regular,4,Bnei Yehuda,6,5,0
2015/16,regular,4,Hapoel Acre,6,6,0
2015/16,regular,4,Kiryat Shmona,5,7,1
2015/16,regular,4,Hapoel Tel Aviv,5,8,-2
2015/16,regular,4,Bnei Sakhnin,4,9,0
2015/16,regular,4,H. Kfar Saba,4,10,-1
2015/16,regular,4,Hapoel Haifa,4,11,-3
2015/16,regular,4,B. Jerusalem,3,12,-1
2015/16,regular,4,Maccabi Netanya,3,12,-1
2015/16,regular,4,Maccabi Haifa,2,14,-4
2015/16,regular,5,M. Petah Tikva,12,1,6
2015/16,regular,5,M. Tel Aviv,10,2,3
2015/16,regular,5,Hapoel Acre,9,3,1
2015/16,regular,5,Hapoel Raanana,8,4,1
2015/16,regular,5,Hapoel Tel Aviv,8,5,0
2015/16,regular,5,Bnei Sakhnin,7,6,1
2015/16,regular,5,H. Beer Sheva,7,7,1
2015/16,regular,5,Hapoel Haifa,7,8,-2
2015/16,regular,5,Kiryat Shmona,6,9,1
2015/16,regular,5,B. Jerusalem,6,10,1
2015/16,regular,5,Bnei Yehuda,6,11,-2
2015/16,regular,5,H. Kfar Saba,4,12,-3
2015/16,regular,5,Maccabi Netanya,3,13,-2
2015/16,regular,5,Maccabi Haifa,2,14,-6
2015/16,regular,6,M. Tel Aviv,13,1,8
2015/16,regular,6,M. Petah Tikva,12,2,3
2015/16,regular,6,H. Beer Sheva,10,3,4
2015/16,regular,6,Kiryat Shmona,9,4,4
2015/16,regular,6,B. Jerusalem,9,5,3
2015/16,regular,6,Hapoel Tel Aviv,9,6,0
2015/16,regular,6,Hapoel Acre,9,7,-4
2015/16,regular,6,Hapoel Raanana,8,8,-1
2015/16,regular,6,Bnei Sakhnin,7,9,-1
2015/16,regular,6,Hapoel Haifa,7,10,-5
2015/16,regular,6,Maccabi Netanya,6,11,-1
2015/16,regular,6,Bnei Yehuda,6,12,-3
2015/16,regular,6,H. Kfar Saba,5,13,-3
2015/16,regular,6,Maccabi Haifa,5,14,-4
2015/16,regular,7,M. Tel Aviv,16,1,9
2015/16,regular,7,H. Beer Sheva,13,2,6
2015/16,regular,7,Kiryat Shmona,12,3,6
2015/16,regular,7,M. Petah Tikva,12,4,2
2015/16,regular,7,Hapoel Raanana,11,5,0
2015/16,regular,7,Bnei Sakhnin,10,6,3
2015/16,regular,7,B. Jerusalem,9,7,1
2015/16,regular,7,Bnei Yehuda,9,8,-2
2015/16,regular,7,Hapoel Tel Aviv,9,9,-4
2015/16,regular,7,Hapoel Acre,9,10,-5
2015/16,regular,7,H. Kfar Saba,8,11,-2
2015/16,regular,7,Hapoel Haifa,7,12,-6
2015/16,regular,7,Maccabi Netanya,6,13,-2
2015/16,regular,7,Maccabi Haifa,5,14,-6
2015/16,regular,8,H. Beer Sheva,16,1,8
2015/16,regular,8,M. Tel Aviv,16,2,7
2015/16,regular,8,Hapoel Raanana,14,3,2
2015/16,regular,8,Kiryat Shmona,13,4,6
2015/16,regular,8,B. Jerusalem,12,5,3
2015/16,regular,8,M. Petah Tikva,12,6,0
2015/16,regular,8,Bnei Sakhnin,11,7,3
2015/16,regular,8,Bnei Yehuda,10,8,-2
2015/16,regular,8,H. Kfar Saba,9,9,-2
2015/16,regular,8,Hapoel Tel Aviv,9,10,-6
2015/16,regular,8,Hapoel Acre,9,11,-9
2015/16,regular,8,Maccabi Haifa,8,12,-2
2015/16,regular,8,Hapoel Haifa,8,13,-6
2015/16,regular,8,Maccabi Netanya,7,14,-2
2015/16,regular,9,H. Beer Sheva,19,1,10
2015/16,regular,9,M. Tel Aviv,19,2,8
2015/16,regular,9,B. Jerusalem,15,3,4
2015/16,regular,9,Kiryat Shmona,14,4,6
2015/16,regular,9,Hapoel Raanana,14,5,1
2015/16,regular,9,M. Petah Tikva,13,6,0
2015/16,regular,9,Bnei Yehuda,13,7,-1
2015/16,regular,9,Bnei Sakhnin,11,8,1
2015/16,regular,9,Hapoel Haifa,11,9,-4
2015/16,regular,9,Hapoel Acre,10,10,-9
2015/16,regular,9,Maccabi Haifa,9,11,-2
2015/16,regular,9,H. Kfar Saba,9,12,-3
2015/16,regular,9,Hapoel Tel Aviv,9,13,-7
2015/16,regular,9,Maccabi Netanya,7,14,-4
2015/16,regular,10,H. Beer Sheva,22,1,11
2015/16,regular,10,M. Tel Aviv,22,2,9
2015/16,regular,10,B. Jerusalem,18,3,6
2015/16,regular,10,Kiryat Shmona,15,4,6
2015/16,regular,10,Hapoel Raanana,14,5,0
2015/16,regular,10,Bnei Yehuda,14,6,-1
2015/16,regular,10,M. Petah Tikva,13,7,-1
2015/16,regular,10,Hapoel Acre,13,8,-8
2015/16,regular,10,Bnei Sakhnin,12,9,1
2015/16,regular,10,Hapoel Tel Aviv,12,10,-6
2015/16,regular,10,Hapoel Haifa,11,11,-5
2015/16,regular,10,H. Kfar Saba,10,12,-3
2015/16,regular,10,Maccabi Haifa,9,13,-4
2015/16,regular,10,Maccabi Netanya,7,14,-5
2015/16,regular,11,M. Tel Aviv,25,1,12
2015/16,regular,11,H. Beer Sheva,23,2,11
2015/16,regular,11,B. Jerusalem,21,3,7
2015/16,regular,11,Hapoel Raanana,17,4,2
2015/16,regular,11,M. Petah Tikva,16,5,0
2015/16,regular,11,Kiryat Shmona,15,6,5
2015/16,regular,11,Bnei Yehuda,15,7,-1
2015/16,regular,11,H. Kfar Saba,13,8,-2
2015/16,regular,11,Hapoel Acre,13,9,-9
2015/16,regular,11,Bnei Sakhnin,12,10,0
2015/16,regular,11,Maccabi Haifa,12,11,-1
2015/16,regular,11,Hapoel Tel Aviv,12,12,-9
2015/16,regular,11,Hapoel Haifa,11,13,-8
2015/16,regular,11,Maccabi Netanya,7,14,-7
2015/16,regular,12,M. Tel Aviv,28,1,16
2015/16,regular,12,H. Beer Sheva,26,2,14
2015/16,regular,12,B. Jerusalem,21,3,5
2015/16,regular,12,M. Petah Tikva,19,4,2
2015/16,regular,12,Hapoel Raanana,18,5,2
2015/16,regular,12,Kiryat Shmona,15,6,3
2015/16,regular,12,Bnei Sakhnin,15,7,2
