season,stage,round,team,points,position,goal_diff
2015/16,regular,12,Maccabi Haifa,15,8,0
2015/16,regular,12,Bnei Yehuda,15,9,-5
2015/16,regular,12,Hapoel Tel Aviv,15,10,-8
2015/16,regular,12,H. Kfar Saba,13,11,-5
2015/16,regular,12,Hapoel Acre,13,12,-10
2015/16,regular,12,Hapoel Haifa,12,13,-8
2015/16,regular,12,Maccabi Netanya,7,14,-8
2015/16,regular,13,M. Tel Aviv,29,1,16
2015/16,regular,13,H. Beer Sheva,29,2,15
2015/16,regular,13,B. Jerusalem,24,3,7
2015/16,regular,13,M. Petah Tikva,22,4,3
2015/16,regular,13,Hapoel Raanana,21,5,4
2015/16,regular,13,Maccabi Haifa,18,6,2
2015/16,regular,13,Bnei Sakhnin,15,7,1
2015/16,regular,13,Kiryat Shmona,15,8,1
2015/16,regular,13,Bnei Yehuda,15,9,-7
2015/16,regular,13,Hapoel Tel Aviv,15,10,-9
2015/16,regular,13,H. Kfar Saba,14,11,-5
2015/16,regular,13,Hapoel Acre,14,12,-10
2015/16,regular,13,Hapoel Haifa,12,13,-10
2015/16,regular,13,Maccabi Netanya,8,14,-8
2015/16,regular,14,M. Tel Aviv,32,1,18
2015/16,regular,14,H. Beer Sheva,32,2,16
2015/16,regular,14,B. Jerusalem,25,3,7
2015/16,regular,14,M. Petah Tikva,23,4,3
2015/16,regular,14,Hapoel Raanana,22,5,4
2015/16,regular,14,Maccabi Haifa,19,6,2
2015/16,regular,14,Bnei Yehuda,16,7,-7
2015/16,regular,14,Hapoel Tel Aviv,16,8,-9
2015/16,regular,14,Kiryat Shmona,15,9,0
2015/16,regular,14,Bnei Sakhnin,15,10,-1
2015/16,regular,14,H. Kfar Saba,15,11,-5
2015/16,regular,14,Hapoel Haifa,15,12,-8
2015/16,regular,14,Hapoel Acre,14,13,-12
2015/16,regular,14,Maccabi Netanya,9,14,-8
2015/16,regular,15,H. Beer Sheva,35,1,17
2015/16,regular,15,M. Tel Aviv,32,2,17
2015/16,regular,15,B. Jerusalem,28,3,8
2015/16,regular,15,Hapoel Raanana,25,4,5
2015/16,regular,15,M. Petah Tikva,24,5,3
2015/16,regular,15,Maccabi Haifa,20,6,2
2015/16,regular,15,Bnei Yehuda,19,7,-6
2015/16,regular,15,Kiryat Shmona,18,8,3
2015/16,regular,15,H. Kfar Saba,16,9,-5
2015/16,regular,15,Hapoel Haifa,16,10,-8
2015/16,regular,15,Hapoel Tel Aviv,16,11,-12
2015/16,regular,15,Bnei Sakhnin,15,12,-2
2015/16,regular,15,Hapoel Acre,14,13,-13
2015/16,regular,15,Maccabi Netanya,9,14,-9
2015/16,regular,16,H. Beer Sheva,38,1,19
2015/16,regular,16,M. Tel Aviv,35,2,22
2015/16,regular,16,B. Jerusalem,29,3,8
2015/16,regular,16,Hapoel Raanana,25,4,3
2015/16,regular,16,M. Petah Tikva,25,5,3
2015/16,regular,16,Maccabi Haifa,23,6,3
2015/16,regular,16,Bnei Yehuda,20,7,-6
2015/16,regular,16,Kiryat Shmona,18,8,-2
2015/16,regular,16,Hapoel Haifa,17,9,-8
2015/16,regular,16,Hapoel Tel Aviv,17,10,-12
2015/16,regular,16,Hapoel Acre,17,11,-12
2015/16,regular,16,H. Kfar Saba,16,12,-6
2015/16,regular,16,Bnei Sakhnin,15,13,-3
2015/16,regular,16,Maccabi Netanya,10,14,-9
2015/16,regular,17,H. Beer Sheva,39,1,19
2015/16,regular,17,M. Tel Aviv,38,2,24
2015/16,regular,17,B. Jerusalem,32,3,9
2015/16,regular,17,M. Petah Tikva,28,4,5
2015/16,regular,17,Hapoel Raanana,25,5,1
2015/16,regular,17,Maccabi Haifa,24,6,3
2015/16,regular,17,Kiryat Shmona,21,7,1
2015/16,regular,17,Bnei Yehuda,20,8,-7
2015/16,regular,17,Hapoel Haifa,18,9,-8
2015/16,regular,17,Hapoel Tel Aviv,18,10,-12
2015/16,regular,17,Hapoel Acre,18,11,-12
2015/16,regular,17,Bnei Sakhnin,16,12,-3
2015/16,regular,17,H. Kfar Saba,16,13,-8
2015/16,regular,17,Maccabi Netanya,10,14,-12
2015/16,regular,18,H. Beer Sheva,42,1,22
2015/16,regular,18,M. Tel Aviv,41,2,25
2015/16,regular,18,B. Jerusalem,32,3,8
2015/16,regular,18,M. Petah Tikva,28,4,4
2015/16,regular,18,Hapoel Raanana,26,5,1
2015/16,regular,18,Maccabi Haifa,24,6,2
2015/16,regular,18,Kiryat Shmona,22,7,1
2015/16,regular,18,Hapoel Haifa,21,8,-6
2015/16,regular,18,Hapoel Tel Aviv,21,9,-10
2015/16,regular,18,Bnei Yehuda,20,10,-9
2015/16,regular,18,Bnei Sakhnin,19,11,-2
2015/16,regular,18,H. Kfar Saba,19,12,-7
2015/16,regular,18,Hapoel Acre,18,13,-15
2015/16,regular,18,Maccabi Netanya,10,14,-14
2015/16,regular,19,H. Beer Sheva,45,1,23
2015/16,regular,19,M. Tel Aviv,44,2,28
2015/16,regular,19,B. Jerusalem,35,3,9
2015/16,regular,19,M. Petah Tikva,28,4,3
2015/16,regular,19,Maccabi Haifa,27,5,4
2015/16,regular,19,Hapoel Raanana,26,6,-1
2015/16,regular,19,Kiryat Shmona,23,7,1
2015/16,regular,19,Bnei Yehuda,23,8,-7
2015/16,regular,19,Hapoel Haifa,22,9,-6
2015/16,regular,19,H. Kfar Saba,22,10,-6
2015/16,regular,19,Hapoel Tel Aviv,21,11,-11
2015/16,regular,19,Bnei Sakhnin,19,12,-3
2015/16,regular,19,Hapoel Acre,18,13,-18
2015/16,regular,19,Maccabi Netanya,10,14,-16
2015/16,regular,20,H. Beer Sheva,48,1,24
2015/16,regular,20,M. Tel Aviv,47,2,30
2015/16,regular,20,B. Jerusalem,35,3,8
2015/16,regular,20,Hapoel Raanana,29,4,1
2015/16,regular,20,M. Petah Tikva,28,5,1
2015/16,regular,20,Maccabi Haifa,27,6,3
2015/16,regular,20,Kiryat Shmona,26,7,2
2015/16,regular,20,Bnei Yehuda,26,8,-6
2015/16,regular,20,H. Kfar Saba,25,9,-5
2015/16,regular,20,Bnei Sakhnin,22,10,-2
2015/16,regular,20,Hapoel Haifa,22,11,-7
2015/16,regular,20,Hapoel Tel Aviv,21,12,-12
2015/16,regular,20,Hapoel Acre,18,13,-20
2015/16,regular,20,Maccabi Netanya,10,14,-17
2015/16,regular,21,H. Beer Sheva,51,1,25
2015/16,regular,21,M. Tel Aviv,48,2,30
2015/16,regular,21,B. Jerusalem,36,3,8
2015/16,regular,21,Hapoel Raanana,32,4,2
2015/16,regular,21,Maccabi Haifa,28,5,3
2015/16,regular,21,M. Petah Tikva,28,6,0
2015/16,regular,21,Kiryat Shmona,27,7,2
2015/16,regular,21,Bnei Yehuda,27,8,-6
2015/16,regular,21,H. Kfar Saba,26,9,-5
2015/16,regular,21,Bnei Sakhnin,25,10,0
2015/16,regular,21,Hapoel Haifa,23,11,-7
2015/16,regular,21,Hapoel Tel Aviv,21,12,-13
2015/16,regular,21,Hapoel Acre,19,13,-20
2015/16,regular,21,Maccabi Netanya,10,14,-19
2015/16,regular,22,H. Beer Sheva,54,1,27
2015/16,regular,22,M. Tel Aviv,49,2,30
2015/16,regular,22,B. Jerusalem,39,3,10
2015/16,regular,22,Hapoel Raanana,32,4,0
2015/16,regular,22,Maccabi Haifa,31,5,7
2015/16,regular,22,Bnei Yehuda,30,6,-5
2015/16,regular,22,M. Petah Tikva,28,7,-4
2015/16,regular,22,Kiryat Shmona,27,8,1
2015/16,regular,22,Bnei Sakhnin,26,9,0
2015/16,regular,22,H. Kfar Saba,26,10,-6
2015/16,regular,22,Hapoel Haifa,24,11,-7
2015/16,regular,22,Hapoel Tel Aviv,22,12,-13
2015/16,regular,22,Hapoel Acre,22,13,-19
2015/16,regular,22,Maccabi Netanya,10,14,-21
2015/16,regular,23,H. Beer Sheva,57,1,28
2015/16,regular,23,M. Tel Aviv,52,2,32
2015/16,regular,23,B. Jerusalem,42,3,13
2015/16,regular,23,Hapoel Raanana,32,4,-1
2015/16,regular,23,Maccabi Haifa,31,5,4
2015/16,regular,23,Bnei Yehuda,30,6,-7
2015/16,regular,23,Bnei Sakhnin,29,7,2
2015/16,regular,23,H. Kfar Saba,29,8,-4
2015/16,regular,23,M. Petah Tikva,28,9,-5
2015/16,regular,23,Kiryat Shmona,27,10,-1
2015/16,regular,23,Hapoel Tel Aviv,25,11,-12
2015/16,regular,23,Hapoel Acre,25,12,-18
2015/16,regular,23,Hapoel Haifa,24,13,-8
2015/16,regular,23,Maccabi Netanya,10,14,-23
2015/16,regular,24,H. Beer Sheva,60,1,30
2015/16,regular,24,M. Tel Aviv,55,2,33
2015/16,regular,24,B. Jerusalem,45,3,15
2015/16,regular,24,Hapoel Raanana,35,4,0
2015/16,regular,24,Bnei Sakhnin,32,5,4
2015/16,regular,24,Maccabi Haifa,32,5,4
2015/16,regular,24,Bnei Yehuda,30,7,-9
2015/16,regular,24,M. Petah Tikva,29,8,-5
2015/16,regular,24,H. Kfar Saba,29,9,-6
2015/16,regular,24,Kiryat Shmona,28,10,-1
2015/16,regular,24,Hapoel Tel Aviv,26,11,-12
2015/16,regular,24,Hapoel Acre,25,12,-20
2015/16,regular,24,Hapoel Haifa,24,13,-9
2015/16,regular,24,Maccabi Netanya,10,14,-24
2015/16,regular,25,H. Beer Sheva,63,1,31
2015/16,regular,25,M. Tel Aviv,58,2,34
2015/16,regular,25,B. Jerusalem,48,3,17
2015/16,regular,25,Hapoel Raanana,36,4,0
2015/16,regular,25,Bnei Sakhnin,35,5,7
2015/16,regular,25,Maccabi Haifa,35,5,7
2015/16,regular,25,Bnei Yehuda,30,7,-10
2015/16,regular,25,M. Petah Tikva,29,8,-7
2015/16,regular,25,H. Kfar Saba,29,9,-7
2015/16,regular,25,Kiryat Shmona,28,10,-4
2015/16,regular,25,Hapoel Acre,28,11,-18
2015/16,regular,25,Hapoel Tel Aviv,26,12,-14
2015/16,regular,25,Hapoel Haifa,25,13,-9
2015/16,regular,25,Maccabi Netanya,10,14,-27
2015/16,regular,26,H. Beer Sheva,64,1,31
2015/16,regular,26,M. Tel Aviv,61,2,39
2015/16,regular,26,B. Jerusalem,51,3,19
2015/16,regular,26,Maccabi Haifa,38,4,8
2015/16,regular,26,Bnei Sakhnin,36,5,7
2015/16,regular,26,Hapoel Raanana,36,6,-2
2015/16,regular,26,Bnei Yehuda,33,7,-8
2015/16,regular,26,M. Petah Tikva,30,8,-7
2015/16,regular,26,H. Kfar Saba,29,9,-12
2015/16,regular,26,Hapoel Acre,29,10,-18
2015/16,regular,26,Kiryat Shmona,28,11,-6
2015/16,regular,26,Hapoel Tel Aviv,27,12,-14
2015/16,regular,26,Hapoel Haifa,25,13,-10
2015/16,regular,26,Maccabi Netanya,11,14,-27
