season,stage,round,team,points,position,goal_diff
2009/10,regular,1,Bnei Yehuda,3,1,3
2009/10,regular,1,M. Tel Aviv,3,2,2
2009/10,regular,1,H. Beer Sheva,3,3,1
2009/10,regular,1,H. Petah Tikva,3,3,1
2009/10,regular,1,Hapoel Haifa,3,3,1
2009/10,regular,1,Maccabi Haifa,3,3,1
2009/10,regular,1,H. Ramat Gan,1,7,0
2009/10,regular,1,M. Petah Tikva,1,7,0
2009/10,regular,1,B. Jerusalem,1,9,0
2009/10,regular,1,Hapoel Tel Aviv,1,9,0
2009/10,regular,1,Hapoel Acre,0,11,-1
2009/10,regular,1,Hapoel Raanana,0,11,-1
2009/10,regular,1,M. Ahi Nazareth,0,11,-1
2009/10,regular,1,Maccabi Netanya,0,11,-1
2009/10,regular,1,Bnei Sakhnin,0,15,-2
2009/10,regular,1,FC Ashdod,0,16,-3
2009/10,regular,2,Bnei Yehuda,6,1,5
2009/10,regular,2,M. Tel Aviv,6,2,4
2009/10,regular,2,Maccabi Haifa,6,3,3
2009/10,regular,2,H. Beer Sheva,4,4,1
2009/10,regular,2,Hapoel Haifa,3,5,0
2009/10,regular,2,H. Petah Tikva,3,6,-1
2009/10,regular,2,FC Ashdod,3,7,-2
2009/10,regular,2,H. Ramat Gan,2,8,0
2009/10,regular,2,M. Petah Tikva,2,9,0
2009/10,regular,2,Hapoel Tel Aviv,2,10,0
2009/10,regular,2,B. Jerusalem,2,11,0
2009/10,regular,2,Hapoel Acre,1,12,-1
2009/10,regular,2,Maccabi Netanya,1,12,-1
2009/10,regular,2,Bnei Sakhnin,1,14,-2
2009/10,regular,2,Hapoel Raanana,0,15,-3
2009/10,regular,2,M. Ahi Nazareth,0,16,-3
2009/10,regular,3,Maccabi Haifa,9,1,5
2009/10,regular,3,Bnei Yehuda,7,2,5
2009/10,regular,3,M. Tel Aviv,7,3,4
2009/10,regular,3,Hapoel Haifa,6,4,2
2009/10,regular,3,FC Ashdod,6,5,-1
2009/10,regular,3,Hapoel Tel Aviv,5,6,2
2009/10,regular,3,B. Jerusalem,5,7,2
2009/10,regular,3,Bnei Sakhnin,4,8,0
2009/10,regular,3,H. Beer Sheva,4,9,-1
2009/10,regular,3,H. Petah Tikva,3,10,-3
2009/10,regular,3,Maccabi Netanya,2,11,-1
2009/10,regular,3,H. Ramat Gan,2,12,-2
2009/10,regular,3,M. Petah Tikva,2,13,-2
2009/10,regular,3,Hapoel Acre,1,14,-2
2009/10,regular,3,Hapoel Raanana,1,15,-3
2009/10,regular,3,M. Ahi Nazareth,0,16,-5
2009/10,regular,4,Maccabi Haifa,12,1,6
2009/10,regular,4,Bnei Yehuda,10,2,6
2009/10,regular,4,Hapoel Haifa,9,3,4
2009/10,regular,4,B. Jerusalem,8,4,5
2009/10,regular,4,M. Tel Aviv,7,5,2
2009/10,regular,4,FC Ashdod,7,6,-1
2009/10,regular,4,M. Petah Tikva,5,7,1
2009/10,regular,4,Hapoel Tel Aviv,5,8,1
2009/10,regular,4,H. Ramat Gan,5,9,-1
2009/10,regular,4,Bnei Sakhnin,4,10,-1
2009/10,regular,4,H. Beer Sheva,4,11,-4
2009/10,regular,4,M. Ahi Nazareth,3,12,-4
2009/10,regular,4,H. Petah Tikva,3,13,-6
2009/10,regular,4,Maccabi Netanya,2,14,-2
2009/10,regular,4,Hapoel Raanana,2,15,-3
2009/10,regular,4,Hapoel Acre,1,16,-3
2009/10,regular,5,Maccabi Haifa,15,1,8
2009/10,regular,5,Hapoel Haifa,12,2,7
2009/10,regular,5,Bnei Yehuda,11,3,6
2009/10,regular,5,B. Jerusalem,8,4,4
2009/10,regular,5,Hapoel Tel Aviv,8,4,4
2009/10,regular,5,M. Tel Aviv,8,6,2
2009/10,regular,5,FC Ashdod,8,7,-1
2009/10,regular,5,H. Beer Sheva,7,8,-3
2009/10,regular,5,H. Ramat Gan,6,9,-1
2009/10,regular,5,M. Ahi Nazareth,6,10,-3
2009/10,regular,5,M. Petah Tikva,5,11,-1
2009/10,regular,5,Bnei Sakhnin,4,12,-4
2009/10,regular,5,H. Petah Tikva,4,13,-6
2009/10,regular,5,Hapoel Acre,2,14,-3
2009/10,regular,5,Hapoel Raanana,2,15,-4
2009/10,regular,5,Maccabi Netanya,2,16,-5
2009/10,regular,6,Maccabi Haifa,18,1,10
2009/10,regular,6,Hapoel Haifa,12,2,6
2009/10,regular,6,M. Tel Aviv,11,3,5
2009/10,regular,6,B. Jerusalem,11,4,5
2009/10,regular,6,Bnei Yehuda,11,5,5
2009/10,regular,6,Hapoel Tel Aviv,9,6,4
2009/10,regular,6,FC Ashdod,9,7,-1
2009/10,regular,6,M. Ahi Nazareth,9,8,-2
2009/10,regular,6,H. Beer Sheva,7,9,-5
2009/10,regular,6,H. Petah Tikva,7,10,-5
2009/10,regular,6,H. Ramat Gan,6,11,-2
2009/10,regular,6,Maccabi Netanya,5,12,-2
2009/10,regular,6,M. Petah Tikva,5,13,-4
2009/10,regular,6,Bnei Sakhnin,5,14,-4
2009/10,regular,6,Hapoel Acre,3,15,-3
2009/10,regular,6,Hapoel Raanana,2,16,-7
2009/10,regular,7,Maccabi Haifa,21,1,11
2009/10,regular,7,M. Tel Aviv,14,2,7
2009/10,regular,7,Bnei Yehuda,14,3,7
2009/10,regular,7,Hapoel Tel Aviv,12,4,8
2009/10,regular,7,Hapoel Haifa,12,5,4
2009/10,regular,7,B. Jerusalem,11,6,4
2009/10,regular,7,FC Ashdod,10,7,-1
2009/10,regular,7,M. Ahi Nazareth,9,8,-6
2009/10,regular,7,H. Beer Sheva,8,9,-5
2009/10,regular,7,H. Petah Tikva,8,10,-5
2009/10,regular,7,Maccabi Netanya,6,11,-2
2009/10,regular,7,H. Ramat Gan,6,12,-4
2009/10,regular,7,M. Petah Tikva,6,13,-4
2009/10,regular,7,Bnei Sakhnin,6,14,-4
2009/10,regular,7,Hapoel Acre,4,15,-3
2009/10,regular,7,Hapoel Raanana,3,16,-7
2009/10,regular,8,Maccabi Haifa,24,1,13
2009/10,regular,8,Hapoel Tel Aviv,15,2,9
2009/10,regular,8,Bnei Yehuda,15,3,7
2009/10,regular,8,B. Jerusalem,14,4,6
