season,stage,round,team,points,position,goal_diff
2017/18,regular,1,B. Jerusalem,3,1,3
2017/18,regular,1,Hapoel Haifa,3,2,2
2017/18,regular,1,Bnei Yehuda,3,3,2
2017/18,regular,1,Bnei Sakhnin,3,4,1
2017/18,regular,1,M. Petah Tikva,3,4,1
2017/18,regular,1,H. Beer Sheva,1,6,0
2017/18,regular,1,Maccabi Netanya,1,6,0
2017/18,regular,1,Hapoel Raanana,1,8,0
2017/18,regular,1,Kiryat Shmona,1,8,0
2017/18,regular,1,FC Ashdod,0,10,-1
2017/18,regular,1,H. Ashkelon,0,11,-2
2017/18,regular,1,Maccabi Haifa,0,12,-2
2017/18,regular,1,M. Tel Aviv,0,13,-3
2017/18,regular,1,Hapoel Acre,-2,14,-1
2017/18,regular,2,B. Jerusalem,6,1,6
2017/18,regular,2,Hapoel Haifa,6,2,4
2017/18,regular,2,Bnei Sakhnin,6,3,2
2017/18,regular,2,Bnei Yehuda,4,4,2
2017/18,regular,2,Maccabi Haifa,3,5,0
2017/18,regular,2,M. Petah Tikva,3,6,-1
2017/18,regular,2,M. Tel Aviv,3,7,-2
2017/18,regular,2,Maccabi Netanya,2,8,0
2017/18,regular,2,Hapoel Raanana,1,9,-1
2017/18,regular,2,Kiryat Shmona,1,9,-1
2017/18,regular,2,H. Ashkelon,1,11,-2
2017/18,regular,2,H. Beer Sheva,1,11,-2
2017/18,regular,2,FC Ashdod,0,13,-4
2017/18,regular,2,Hapoel Acre,-1,14,-1
2017/18,regular,3,B. Jerusalem,9,1,7
2017/18,regular,3,Hapoel Haifa,9,2,5
2017/18,regular,3,Bnei Sakhnin,6,3,0
2017/18,regular,3,M. Tel Aviv,6,3,0
2017/18,regular,3,Maccabi Netanya,5,5,3
2017/18,regular,3,Bnei Yehuda,4,6,1
2017/18,regular,3,Kiryat Shmona,4,7,1
2017/18,regular,3,H. Beer Sheva,4,8,-1
2017/18,regular,3,M. Petah Tikva,3,9,-2
2017/18,regular,3,Maccabi Haifa,3,9,-2
2017/18,regular,3,Hapoel Acre,2,11,1
2017/18,regular,3,H. Ashkelon,1,12,-3
2017/18,regular,3,Hapoel Raanana,1,13,-4
2017/18,regular,3,FC Ashdod,0,14,-6
2017/18,regular,4,B. Jerusalem,10,1,7
2017/18,regular,4,Hapoel Haifa,10,2,5
2017/18,regular,4,M. Tel Aviv,9,3,1
2017/18,regular,4,Kiryat Shmona,7,4,3
2017/18,regular,4,Bnei Sakhnin,7,5,0
2017/18,regular,4,H. Beer Sheva,7,5,0
2017/18,regular,4,Maccabi Haifa,6,7,0
2017/18,regular,4,Maccabi Netanya,5,8,2
2017/18,regular,4,Bnei Yehuda,4,9,0
2017/18,regular,4,H. Ashkelon,4,10,-2
2017/18,regular,4,M. Petah Tikva,3,11,-4
2017/18,regular,4,Hapoel Acre,2,12,0
2017/18,regular,4,Hapoel Raanana,1,13,-6
2017/18,regular,4,FC Ashdod,1,14,-6
2017/18,regular,5,B. Jerusalem,11,1,7
2017/18,regular,5,Hapoel Haifa,11,2,5
2017/18,regular,5,M. Tel Aviv,10,3,1
2017/18,regular,5,Maccabi Netanya,8,4,5
2017/18,regular,5,Kiryat Shmona,8,5,3
2017/18,regular,5,H. Beer Sheva,8,6,0
