season,stage,round,team,points,position,goal_diff
2008/09,regular,1,Maccabi Haifa,3,1,2
2008/09,regular,1,M. Tel Aviv,3,2,1
2008/09,regular,1,Hakoah Amidar,1,3,0
2008/09,regular,1,Hapoel Tel Aviv,1,3,0
2008/09,regular,1,M. Petah Tikva,1,5,0
2008/09,regular,1,Maccabi Netanya,1,5,0
2008/09,regular,1,Bnei Sakhnin,1,7,0
2008/09,regular,1,H. Petah Tikva,1,7,0
2008/09,regular,1,Kiryat Shmona,1,7,0
2008/09,regular,1,Bnei Yehuda,0,10,-1
2008/09,regular,1,FC Ashdod,0,11,-2
2008/09,regular,1,B. Jerusalem,-2,12,0
2008/09,regular,2,Maccabi Netanya,4,1,2
2008/09,regular,2,Maccabi Haifa,4,2,2
2008/09,regular,2,M. Petah Tikva,4,3,1
2008/09,regular,2,M. Tel Aviv,4,3,1
2008/09,regular,2,FC Ashdod,3,5,0
2008/09,regular,2,Hakoah Amidar,2,6,0
2008/09,regular,2,Hapoel Tel Aviv,2,7,0
2008/09,regular,2,Bnei Yehuda,1,8,-1
2008/09,regular,2,Bnei Sakhnin,1,9,-1
2008/09,regular,2,H. Petah Tikva,1,10,-2
2008/09,regular,2,Kiryat Shmona,1,11,-2
2008/09,regular,2,B. Jerusalem,-1,12,0
2008/09,regular,3,Maccabi Netanya,7,1,3
2008/09,regular,3,Maccabi Haifa,7,2,3
2008/09,regular,3,M. Petah Tikva,5,3,1
2008/09,regular,3,M. Tel Aviv,5,3,1
2008/09,regular,3,H. Petah Tikva,4,5,-1
2008/09,regular,3,Hapoel Tel Aviv,3,6,0
2008/09,regular,3,FC Ashdod,3,7,-1
2008/09,regular,3,B. Jerusalem,2,8,2
2008/09,regular,3,Hakoah Amidar,2,9,-2
2008/09,regular,3,Kiryat Shmona,2,10,-2
2008/09,regular,3,Bnei Yehuda,1,11,-2
2008/09,regular,3,Bnei Sakhnin,1,12,-2
2008/09,regular,4,Maccabi Netanya,10,1,4
2008/09,regular,4,Maccabi Haifa,8,2,3
2008/09,regular,4,M. Tel Aviv,8,3,2
2008/09,regular,4,M. Petah Tikva,8,4,2
2008/09,regular,4,Hapoel Tel Aviv,6,5,1
2008/09,regular,4,Kiryat Shmona,5,6,-1
2008/09,regular,4,H. Petah Tikva,4,7,-2
2008/09,regular,4,B. Jerusalem,3,8,2
2008/09,regular,4,FC Ashdod,3,9,-2
2008/09,regular,4,Hakoah Amidar,2,10,-3
2008/09,regular,4,Bnei Yehuda,1,11,-3
2008/09,regular,4,Bnei Sakhnin,1,12,-3
2008/09,regular,5,Maccabi Netanya,13,1,5
2008/09,regular,5,Maccabi Haifa,11,2,5
2008/09,regular,5,M. Tel Aviv,8,3,1
2008/09,regular,5,M. Petah Tikva,8,4,0
2008/09,regular,5,Kiryat Shmona,8,5,0
2008/09,regular,5,H. Petah Tikva,7,6,-1
2008/09,regular,5,Hapoel Tel Aviv,6,7,0
2008/09,regular,5,FC Ashdod,6,8,-1
2008/09,regular,5,B. Jerusalem,3,9,1
2008/09,regular,5,Hakoah Amidar,3,10,-3
2008/09,regular,5,Bnei Sakhnin,2,11,-3
2008/09,regular,5,Bnei Yehuda,1,12,-4
2008/09,regular,6,Maccabi Haifa,14,1,6
2008/09,regular,6,Maccabi Netanya,14,2,5
2008/09,regular,6,M. Petah Tikva,11,3,1
2008/09,regular,6,M. Tel Aviv,9,4,1
2008/09,regular,6,H. Petah Tikva,8,5,-1
2008/09,regular,6,Kiryat Shmona,8,6,-1
2008/09,regular,6,Hapoel Tel Aviv,7,7,0
2008/09,regular,6,FC Ashdod,6,8,-2
2008/09,regular,6,B. Jerusalem,4,9,1
2008/09,regular,6,Hakoah Amidar,4,10,-3
2008/09,regular,6,Bnei Yehuda,4,11,-3
2008/09,regular,6,Bnei Sakhnin,2,12,-4
2008/09,regular,7,Maccabi Haifa,17,1,7
2008/09,regular,7,Maccabi Netanya,17,2,6
2008/09,regular,7,M. Petah Tikva,14,3,2
2008/09,regular,7,Hapoel Tel Aviv,10,4,2
2008/09,regular,7,M. Tel Aviv,9,5,0
2008/09,regular,7,H. Petah Tikva,8,6,-2
2008/09,regular,7,Kiryat Shmona,8,7,-2
2008/09,regular,7,B. Jerusalem,7,8,2
2008/09,regular,7,FC Ashdod,6,9,-3
2008/09,regular,7,Bnei Sakhnin,5,10,-3
2008/09,regular,7,Hakoah Amidar,4,11,-4
2008/09,regular,7,Bnei Yehuda,4,12,-5
2008/09,regular,8,Maccabi Haifa,20,1,10
2008/09,regular,8,Maccabi Netanya,18,2,6
