season,stage,round,team,points,position,goal_diff
2007/08,regular,16,Bnei Sakhnin,28,5,4
2007/08,regular,16,M. Petah Tikva,25,6,5
2007/08,regular,16,H. Kfar Saba,23,7,-4
2007/08,regular,16,M. Tel Aviv,15,8,-6
2007/08,regular,16,Maccabi Herzlya,15,9,-10
2007/08,regular,16,Hapoel Tel Aviv,12,10,-10
2007/08,regular,16,FC Ashdod,12,11,-20
2007/08,regular,16,Bnei Yehuda,9,12,-16
2007/08,regular,17,B. Jerusalem,40,1,24
2007/08,regular,17,Maccabi Netanya,32,2,13
2007/08,regular,17,Maccabi Haifa,31,3,15
2007/08,regular,17,Bnei Sakhnin,31,4,5
2007/08,regular,17,Kiryat Shmona,29,5,7
2007/08,regular,17,M. Petah Tikva,25,6,4
2007/08,regular,17,H. Kfar Saba,24,7,-4
2007/08,regular,17,Maccabi Herzlya,16,8,-10
2007/08,regular,17,M. Tel Aviv,15,9,-7
2007/08,regular,17,Hapoel Tel Aviv,12,10,-11
2007/08,regular,17,Bnei Yehuda,12,11,-15
2007/08,regular,17,FC Ashdod,12,12,-21
2007/08,regular,18,B. Jerusalem,41,1,24
2007/08,regular,18,Maccabi Netanya,35,2,15
2007/08,regular,18,Kiryat Shmona,32,3,8
2007/08,regular,18,Maccabi Haifa,31,4,13
2007/08,regular,18,Bnei Sakhnin,31,5,2
2007/08,regular,18,M. Petah Tikva,28,6,5
2007/08,regular,18,H. Kfar Saba,24,7,-5
2007/08,regular,18,Maccabi Herzlya,19,8,-7
2007/08,regular,18,M. Tel Aviv,16,9,-7
2007/08,regular,18,Hapoel Tel Aviv,13,10,-11
2007/08,regular,18,FC Ashdod,13,11,-21
2007/08,regular,18,Bnei Yehuda,12,12,-16
2007/08,regular,19,B. Jerusalem,44,1,25
2007/08,regular,19,Maccabi Netanya,36,2,15
2007/08,regular,19,Kiryat Shmona,33,3,8
2007/08,regular,19,Bnei Sakhnin,32,4,2
2007/08,regular,19,Maccabi Haifa,31,5,12
2007/08,regular,19,M. Petah Tikva,28,6,4
2007/08,regular,19,H. Kfar Saba,25,7,-5
2007/08,regular,19,Maccabi Herzlya,20,8,-7
2007/08,regular,19,M. Tel Aviv,19,9,-3
2007/08,regular,19,Hapoel Tel Aviv,16,10,-10
2007/08,regular,19,FC Ashdod,14,11,-21
2007/08,regular,19,Bnei Yehuda,12,12,-20
2007/08,regular,20,B. Jerusalem,47,1,28
2007/08,regular,20,Maccabi Netanya,39,2,16
2007/08,regular,20,Maccabi Haifa,34,3,13
2007/08,regular,20,Kiryat Shmona,33,4,5
2007/08,regular,20,Bnei Sakhnin,32,5,0
2007/08,regular,20,M. Petah Tikva,29,6,4
2007/08,regular,20,H. Kfar Saba,25,7,-6
2007/08,regular,20,Maccabi Herzlya,21,8,-7
2007/08,regular,20,M. Tel Aviv,19,9,-5
2007/08,regular,20,Hapoel Tel Aviv,19,10,-8
2007/08,regular,20,FC Ashdod,17,11,-19
2007/08,regular,20,Bnei Yehuda,12,12,-21
2007/08,regular,21,B. Jerusalem,50,1,30
2007/08,regular,21,Maccabi Netanya,39,2,14
2007/08,regular,21,Bnei Sakhnin,35,3,1
2007/08,regular,21,Maccabi Haifa,34,4,11
2007/08,regular,21,Kiryat Shmona,34,5,5
2007/08,regular,21,M. Petah Tikva,29,6,3
2007/08,regular,21,H. Kfar Saba,28,7,-4
2007/08,regular,21,M. Tel Aviv,22,8,-3
2007/08,regular,21,Hapoel Tel Aviv,22,9,-6
2007/08,regular,21,Maccabi Herzlya,21,10,-9
2007/08,regular,21,FC Ashdod,17,11,-21
2007/08,regular,21,Bnei Yehuda,13,12,-21
2007/08,regular,22,B. Jerusalem,51,1,30
2007/08,regular,22,Maccabi Netanya,40,2,14
2007/08,regular,22,Kiryat Shmona,37,3,6
2007/08,regular,22,Bnei Sakhnin,36,4,1
2007/08,regular,22,Maccabi Haifa,35,5,11
2007/08,regular,22,M. Petah Tikva,30,6,3
2007/08,regular,22,H. Kfar Saba,29,7,-4
2007/08,regular,22,M. Tel Aviv,23,8,-3
2007/08,regular,22,Hapoel Tel Aviv,22,9,-7
2007/08,regular,22,Maccabi Herzlya,22,10,-9
2007/08,regular,22,FC Ashdod,18,11,-21
2007/08,regular,22,Bnei Yehuda,14,12,-21
2007/08,regular,23,B. Jerusalem,54,1,31
2007/08,regular,23,Maccabi Netanya,41,2,14
2007/08,regular,23,Kiryat Shmona,40,3,8
2007/08,regular,23,Bnei Sakhnin,37,4,1
2007/08,regular,23,Maccabi Haifa,35,5,10
2007/08,regular,23,M. Petah Tikva,30,6,0
2007/08,regular,23,H. Kfar Saba,30,7,-4
2007/08,regular,23,M. Tel Aviv,26,8,-2
2007/08,regular,23,Maccabi Herzlya,23,9,-9
2007/08,regular,23,Hapoel Tel Aviv,22,10,-8
2007/08,regular,23,FC Ashdod,21,11,-18
2007/08,regular,23,Bnei Yehuda,14,12,-23
2007/08,regular,24,B. Jerusalem,57,1,35
2007/08,regular,24,Maccabi Netanya,41,2,12
2007/08,regular,24,Kiryat Shmona,40,3,7
2007/08,regular,24,Bnei Sakhnin,40,4,2
2007/08,regular,24,Maccabi Haifa,38,5,12
2007/08,regular,24,M. Petah Tikva,30,6,-4
2007/08,regular,24,H. Kfar Saba,30,7,-6
2007/08,regular,24,M. Tel Aviv,26,8,-3
2007/08,regular,24,Maccabi Herzlya,26,9,-8
2007/08,regular,24,Hapoel Tel Aviv,25,10,-7
2007/08,regular,24,FC Ashdod,24,11,-16
2007/08,regular,24,Bnei Yehuda,14,12,-24
2007/08,regular,25,B. Jerusalem,60,1,39
2007/08,regular,25,Maccabi Netanya,44,2,13
2007/08,regular,25,Maccabi Haifa,41,3,13
2007/08,regular,25,Kiryat Shmona,40,4,6
2007/08,regular,25,Bnei Sakhnin,40,5,0
2007/08,regular,25,M. Petah Tikva,30,6,-5
2007/08,regular,25,H. Kfar Saba,30,7,-10
2007/08,regular,25,M. Tel Aviv,29,8,-1
2007/08,regular,25,Hapoel Tel Aviv,28,9,-6
2007/08,regular,25,Maccabi Herzlya,26,10,-9
2007/08,regular,25,FC Ashdod,24,11,-18
2007/08,regular,25,Bnei Yehuda,17,12,-22
2007/08,regular,26,B. Jerusalem,61,1,39
2007/08,regular,26,Maccabi Netanya,45,2,13
2007/08,regular,26,Kiryat Shmona,43,3,7
2007/08,regular,26,Bnei Sakhnin,43,4,1
2007/08,regular,26,Maccabi Haifa,41,5,12
2007/08,regular,26,H. Kfar Saba,31,6,-10
2007/08,regular,26,M. Tel Aviv,30,7,-1
2007/08,regular,26,M. Petah Tikva,30,8,-6
2007/08,regular,26,Hapoel Tel Aviv,28,9,-7
2007/08,regular,26,FC Ashdod,27,10,-17
2007/08,regular,26,Maccabi Herzlya,26,11,-11
2007/08,regular,26,Bnei Yehuda,20,12,-20
2007/08,regular,27,B. Jerusalem,61,1,37
2007/08,regular,27,Maccabi Netanya,46,2,13
2007/08,regular,27,Kiryat Shmona,46,3,9
2007/08,regular,27,Bnei Sakhnin,46,4,5
2007/08,regular,27,Maccabi Haifa,41,5,11
2007/08,regular,27,M. Tel Aviv,31,6,-1
2007/08,regular,27,Hapoel Tel Aviv,31,7,-5
2007/08,regular,27,H. Kfar Saba,31,8,-12
2007/08,regular,27,M. Petah Tikva,30,9,-10
2007/08,regular,27,Maccabi Herzlya,29,10,-9
2007/08,regular,27,FC Ashdod,27,11,-19
2007/08,regular,27,Bnei Yehuda,23,12,-19
2007/08,regular,28,B. Jerusalem,64,1,39
2007/08,regular,28,Maccabi Netanya,49,2,16
2007/08,regular,28,Kiryat Shmona,49,3,11
2007/08,regular,28,Bnei Sakhnin,49,4,7
2007/08,regular,28,Maccabi Haifa,42,5,11
2007/08,regular,28,M. Tel Aviv,31,6,-3
2007/08,regular,28,Hapoel Tel Aviv,31,7,-8
2007/08,regular,28,M. Petah Tikva,31,8,-10
2007/08,regular,28,H. Kfar Saba,31,9,-14
2007/08,regular,28,Maccabi Herzlya,29,10,-11
2007/08,regular,28,FC Ashdod,27,11,-21
2007/08,regular,28,Bnei Yehuda,26,12,-17
2007/08,regular,29,B. Jerusalem,64,1,38
2007/08,regular,29,Maccabi Netanya,52,2,18
2007/08,regular,29,Kiryat Shmona,49,3,9
2007/08,regular,29,Bnei Sakhnin,49,4,5
2007/08,regular,29,Maccabi Haifa,42,5,10
2007/08,regular,29,M. Tel Aviv,34,6,-1
2007/08,regular,29,Hapoel Tel Aviv,34,7,-6
2007/08,regular,29,H. Kfar Saba,34,8,-13
2007/08,regular,29,M. Petah Tikva,31,9,-11
2007/08,regular,29,FC Ashdod,30,10,-20
2007/08,regular,29,Maccabi Herzlya,29,11,-13
2007/08,regular,29,Bnei Yehuda,29,12,-16
2007/08,regular,30,B. Jerusalem,64,1,37
2007/08,regular,30,Maccabi Netanya,55,2,19
2007/08,regular,30,Kiryat Shmona,50,3,9
2007/08,regular,30,Bnei Sakhnin,49,4,4
2007/08,regular,30,Maccabi Haifa,43,5,10
2007/08,regular,30,Hapoel Tel Aviv,37,6,-5
2007/08,regular,30,M. Tel Aviv,35,7,-1
2007/08,regular,30,M. Petah Tikva,34,8,-10
2007/08,regular,30,H. Kfar Saba,34,9,-14
2007/08,regular,30,Bnei Yehuda,32,10,-15
2007/08,regular,30,Maccabi Herzlya,30,11,-13
2007/08,regular,30,FC Ashdod,30,12,-21
2007/08,regular,31,B. Jerusalem,67,1,40
2007/08,regular,31,Maccabi Netanya,55,2,16
2007/08,regular,31,Bnei Sakhnin,52,3,6
2007/08,regular,31,Kiryat Shmona,50,4,7
2007/08,regular,31,Maccabi Haifa,44,5,10
2007/08,regular,31,M. Tel Aviv,38,6,0
2007/08,regular,31,Hapoel Tel Aviv,38,7,-5
2007/08,regular,31,Bnei Yehuda,35,8,-12
2007/08,regular,31,M. Petah Tikva,34,9,-11
2007/08,regular,31,H. Kfar Saba,34,10,-17
2007/08,regular,31,FC Ashdod,33,11,-19
2007/08,regular,31,Maccabi Herzlya,30,12,-15
2007/08,regular,32,B. Jerusalem,67,1,39
2007/08,regular,32,Maccabi Netanya,58,2,17
2007/08,regular,32,Kiryat Shmona,53,3,8
2007/08,regular,32,Bnei Sakhnin,52,4,5
2007/08,regular,32,Maccabi Haifa,47,5,13
2007/08,regular,32,M. Tel Aviv,41,6,1
2007/08,regular,32,Hapoel Tel Aviv,41,7,-4
2007/08,regular,32,FC Ashdod,36,8,-18
2007/08,regular,32,Bnei Yehuda,35,9,-13
2007/08,regular,32,M. Petah Tikva,34,10,-12
2007/08,regular,32,H. Kfar Saba,34,11,-18
2007/08,regular,32,Maccabi Herzlya,30,12,-18
2007/08,regular,33,B. Jerusalem,67,1,38
2007/08,regular,33,Maccabi Netanya,58,2,16
2007/08,regular,33,Kiryat Shmona,56,3,9
2007/08,regular,33,Bnei Sakhnin,55,4,6
2007/08,regular,33,Maccabi Haifa,47,5,11
2007/08,regular,33,M. Tel Aviv,41,6,0
2007/08,regular,33,Hapoel Tel Aviv,41,7,-5
2007/08,regular,33,FC Ashdod,39,8,-16
2007/08,regular,33,Bnei Yehuda,38,9,-12
2007/08,regular,33,M. Petah Tikva,37,10,-11
2007/08,regular,33,H. Kfar Saba,37,11,-17
2007/08,regular,33,Maccabi Herzlya,30,12,-19
