season,stage,round,team,points,position,goal_diff
2021/22,regular,1,Bnei Sakhnin,3,1,2
2021/22,regular,1,H. Beer Sheva,3,2,2
2021/22,regular,1,Hapoel Tel Aviv,3,3,1
2021/22,regular,1,Kiryat Shmona,1,4,0
2021/22,regular,1,M. Petah Tikva,1,4,0
2021/22,regular,1,H. Jerusalem,1,6,0
2021/22,regular,1,H. Nof HaGalil,1,6,0
2021/22,regular,1,Hapoel Hadera,1,6,0
2021/22,regular,1,Hapoel Haifa,1,6,0
2021/22,regular,1,Maccabi Haifa,1,6,0
2021/22,regular,1,Maccabi Netanya,1,6,0
2021/22,regular,1,FC Ashdod,0,12,-1
2021/22,regular,1,M. Tel Aviv,0,13,-2
2021/22,regular,1,B. Jerusalem,0,14,-2
2021/22,regular,2,Hapoel Tel Aviv,6,1,3
2021/22,regular,2,H. Beer Sheva,4,2,2
2021/22,regular,2,H. Nof HaGalil,4,3,2
2021/22,regular,2,Hapoel Haifa,4,3,2
2021/22,regular,2,Maccabi Haifa,4,5,1
2021/22,regular,2,Bnei Sakhnin,3,6,1
2021/22,regular,2,B. Jerusalem,3,7,1
2021/22,regular,2,Hapoel Hadera,2,8,0
2021/22,regular,2,M. Petah Tikva,2,8,0
2021/22,regular,2,M. Tel Aviv,1,10,-2
2021/22,regular,2,Kiryat Shmona,1,11,-2
2021/22,regular,2,Maccabi Netanya,1,11,-2
2021/22,regular,2,H. Jerusalem,1,13,-3
2021/22,regular,2,FC Ashdod,0,14,-3
2021/22,regular,3,H. Nof HaGalil,7,1,4
2021/22,regular,3,Hapoel Tel Aviv,7,2,3
2021/22,regular,3,Hapoel Haifa,7,3,3
2021/22,regular,3,H. Beer Sheva,5,4,2
2021/22,regular,3,B. Jerusalem,4,5,1
2021/22,regular,3,Bnei Sakhnin,4,5,1
2021/22,regular,3,Maccabi Haifa,4,7,0
2021/22,regular,3,M. Tel Aviv,4,8,-1
2021/22,regular,3,M. Petah Tikva,3,9,0
2021/22,regular,3,Hapoel Hadera,3,10,0
2021/22,regular,3,Maccabi Netanya,2,11,-2
2021/22,regular,3,H. Jerusalem,2,12,-3
2021/22,regular,3,Kiryat Shmona,1,13,-3
2021/22,regular,3,FC Ashdod,0,14,-5
2021/22,regular,4,Hapoel Haifa,10,1,5
2021/22,regular,4,H. Beer Sheva,8,2,4
2021/22,regular,4,H. Nof HaGalil,7,3,3
2021/22,regular,4,Maccabi Haifa,7,4,2
2021/22,regular,4,Hapoel Tel Aviv,7,5,1
2021/22,regular,4,Hapoel Hadera,6,6,2
2021/22,regular,4,Bnei Sakhnin,5,7,1
2021/22,regular,4,B. Jerusalem,4,8,-1
2021/22,regular,4,Kiryat Shmona,4,9,-2
2021/22,regular,4,M. Tel Aviv,4,10,-3
2021/22,regular,4,M. Petah Tikva,3,11,-2
2021/22,regular,4,FC Ashdod,3,12,-3
2021/22,regular,4,H. Jerusalem,3,13,-3
2021/22,regular,4,Maccabi Netanya,2,14,-4
2021/22,regular,5,H. Beer Sheva,11,1,5
2021/22,regular,5,Hapoel Haifa,10,2,3
2021/22,regular,5,Hapoel Hadera,9,3,3
2021/22,regular,5,H. Nof HaGalil,8,4,3
2021/22,regular,5,Hapoel Tel Aviv,8,5,1
2021/22,regular,5,Maccabi Haifa,7,6,1
2021/22,regular,5,M. Tel Aviv,7,7,-2
2021/22,regular,5,M. Petah Tikva,6,8,0
2021/22,regular,5,B. Jerusalem,5,9,-1
2021/22,regular,5,Bnei Sakhnin,5,9,-1
2021/22,regular,5,Maccabi Netanya,5,11,-2
2021/22,regular,5,Kiryat Shmona,5,12,-2
2021/22,regular,5,FC Ashdod,3,13,-4
2021/22,regular,5,H. Jerusalem,3,14,-4
2021/22,regular,6,H. Beer Sheva,14,1,6
2021/22,regular,6,Hapoel Haifa,13,2,5
2021/22,regular,6,Hapoel Hadera,12,3,4
