season,stage,round,team,points,position,goal_diff
2011/12,regular,1,Maccabi Haifa,3,1,3
2011/12,regular,1,H Rishon leZion,3,2,2
2011/12,regular,1,M. Tel Aviv,3,3,2
2011/12,regular,1,FC Ashdod,3,4,2
2011/12,regular,1,Hapoel Acre,3,4,2
2011/12,regular,1,Kiryat Shmona,3,6,1
2011/12,regular,1,B. Jerusalem,1,7,1
2011/12,regular,1,Hapoel Tel Aviv,0,8,3
2011/12,regular,1,H. Beer Sheva,0,9,-1
2011/12,regular,1,Hapoel Haifa,0,9,-1
2011/12,regular,1,Bnei Yehuda,0,11,-2
2011/12,regular,1,Ramat haSharon,0,11,-2
2011/12,regular,1,M. Petah Tikva,0,13,-3
2011/12,regular,1,Maccabi Netanya,0,13,-3
2011/12,regular,1,Bnei Sakhnin,-2,15,-2
2011/12,regular,1,H. Petah Tikva,-9,16,-2
2011/12,regular,2,M. Tel Aviv,6,1,6
2011/12,regular,2,H Rishon leZion,6,2,3
2011/12,regular,2,Maccabi Haifa,4,3,3
2011/12,regular,2,B. Jerusalem,4,4,3
2011/12,regular,2,Hapoel Acre,3,5,0
2011/12,regular,2,Maccabi Netanya,3,6,-1
2011/12,regular,2,Kiryat Shmona,3,7,-1
2011/12,regular,2,M. Petah Tikva,3,8,-2
2011/12,regular,2,FC Ashdod,3,9,-2
2011/12,regular,2,Hapoel Tel Aviv,1,10,3
2011/12,regular,2,Bnei Sakhnin,1,11,-1
2011/12,regular,2,Bnei Yehuda,1,12,-2
2011/12,regular,2,H. Beer Sheva,0,13,-2
2011/12,regular,2,Hapoel Haifa,0,14,-2
2011/12,regular,2,Ramat haSharon,0,15,-3
2011/12,regular,2,H. Petah Tikva,-8,16,-2
2011/12,regular,3,M. Tel Aviv,9,1,8
2011/12,regular,3,Hapoel Acre,6,2,2
2011/12,regular,3,H Rishon leZion,6,3,1
2011/12,regular,3,M. Petah Tikva,6,4,-1
2011/12,regular,3,FC Ashdod,6,5,-1
2011/12,regular,3,Hapoel Tel Aviv,4,6,4
2011/12,regular,3,Bnei Sakhnin,4,7,2
2011/12,regular,3,Maccabi Haifa,4,8,2
2011/12,regular,3,B. Jerusalem,4,9,2
