season,stage,round,team,points,position,goal_diff
2018/19,regular,13,Maccabi Netanya,18,5,-2
2018/19,regular,13,Hapoel Haifa,16,6,3
2018/19,regular,13,Kiryat Shmona,16,7,1
2018/19,regular,13,M. Petah Tikva,16,8,0
2018/19,regular,13,Maccabi Haifa,16,9,-2
2018/19,regular,13,Bnei Sakhnin,14,10,-5
2018/19,regular,13,Hapoel Raanana,14,11,-9
2018/19,regular,13,FC Ashdod,13,12,-11
2018/19,regular,13,B. Jerusalem,12,13,-9
2018/19,regular,13,Hapoel Tel Aviv,11,14,-5
2018/19,regular,14,M. Tel Aviv,36,1,26
2018/19,regular,14,Bnei Yehuda,25,2,13
2018/19,regular,14,H. Beer Sheva,22,3,6
2018/19,regular,14,Hapoel Hadera,22,4,-1
2018/19,regular,14,Hapoel Haifa,19,5,4
2018/19,regular,14,Maccabi Netanya,18,6,-3
2018/19,regular,14,M. Petah Tikva,17,7,0
2018/19,regular,14,Hapoel Raanana,17,8,-8
2018/19,regular,14,Kiryat Shmona,16,9,0
2018/19,regular,14,Maccabi Haifa,16,10,-4
2018/19,regular,14,Bnei Sakhnin,14,11,-6
2018/19,regular,14,B. Jerusalem,13,12,-9
2018/19,regular,14,FC Ashdod,13,13,-13
2018/19,regular,14,Hapoel Tel Aviv,12,14,-5
2018/19,regular,15,M. Tel Aviv,39,1,29
2018/19,regular,15,Bnei Yehuda,26,2,13
2018/19,regular,15,H. Beer Sheva,22,3,3
2018/19,regular,15,Hapoel Hadera,22,4,-4
2018/19,regular,15,Maccabi Netanya,21,5,-1
2018/19,regular,15,Hapoel Haifa,20,6,4
2018/19,regular,15,Maccabi Haifa,19,7,-3
2018/19,regular,15,M. Petah Tikva,18,8,0
2018/19,regular,15,Hapoel Raanana,18,9,-8
2018/19,regular,15,Kiryat Shmona,17,10,0
2018/19,regular,15,B. Jerusalem,16,11,-6
2018/19,regular,15,Bnei Sakhnin,14,12,-8
2018/19,regular,15,Hapoel Tel Aviv,13,13,-5
2018/19,regular,15,FC Ashdod,13,14,-14
2018/19,regular,16,M. Tel Aviv,42,1,31
2018/19,regular,16,Bnei Yehuda,26,2,12
2018/19,regular,16,H. Beer Sheva,25,3,4
2018/19,regular,16,Hapoel Hadera,25,4,-1
2018/19,regular,16,Maccabi Netanya,24,5,0
2018/19,regular,16,Maccabi Haifa,22,6,-2
2018/19,regular,16,Hapoel Haifa,21,7,4
2018/19,regular,16,M. Petah Tikva,18,8,-3
2018/19,regular,16,Hapoel Raanana,18,9,-10
2018/19,regular,16,Kiryat Shmona,17,10,-1
2018/19,regular,16,B. Jerusalem,17,11,-6
2018/19,regular,16,Hapoel Tel Aviv,16,12,-3
2018/19,regular,16,Bnei Sakhnin,14,13,-10
2018/19,regular,16,FC Ashdod,13,14,-15
2018/19,regular,17,M. Tel Aviv,45,1,34
2018/19,regular,17,Bnei Yehuda,29,2,14
2018/19,regular,17,Hapoel Hadera,26,3,-1
2018/19,regular,17,H. Beer Sheva,25,4,2
2018/19,regular,17,Maccabi Haifa,25,5,-1
2018/19,regular,17,Maccabi Netanya,24,6,-3
2018/19,regular,17,Hapoel Haifa,22,7,4
2018/19,regular,17,Kiryat Shmona,20,8,0
2018/19,regular,17,Hapoel Raanana,19,9,-10
2018/19,regular,17,M. Petah Tikva,18,10,-4
2018/19,regular,17,B. Jerusalem,18,11,-6
2018/19,regular,17,Hapoel Tel Aviv,16,12,-4
2018/19,regular,17,Bnei Sakhnin,15,13,-10
2018/19,regular,17,FC Ashdod,14,14,-15
2018/19,regular,18,M. Tel Aviv,46,1,34
2018/19,regular,18,Bnei Yehuda,30,2,14
2018/19,regular,18,Hapoel Hadera,29,3,0
2018/19,regular,18,Maccabi Haifa,28,4,1
2018/19,regular,18,Maccabi Netanya,27,5,-2
2018/19,regular,18,Hapoel Haifa,25,6,6
2018/19,regular,18,H. Beer Sheva,25,7,0
2018/19,regular,18,Kiryat Shmona,21,8,0
2018/19,regular,18,Hapoel Raanana,20,9,-10
2018/19,regular,18,B. Jerusalem,19,10,-6
2018/19,regular,18,M. Petah Tikva,18,11,-6
2018/19,regular,18,Hapoel Tel Aviv,17,12,-4
2018/19,regular,18,Bnei Sakhnin,15,13,-11
2018/19,regular,18,FC Ashdod,14,14,-16
2018/19,regular,19,M. Tel Aviv,49,1,35
2018/19,regular,19,Bnei Yehuda,31,2,14
2018/19,regular,19,Maccabi Haifa,29,3,1
2018/19,regular,19,Hapoel Hadera,29,4,-2
2018/19,regular,19,Hapoel Haifa,28,5,10
2018/19,regular,19,H. Beer Sheva,28,6,2
2018/19,regular,19,Maccabi Netanya,28,7,-2
2018/19,regular,19,Kiryat Shmona,24,8,2
2018/19,regular,19,Hapoel Raanana,21,9,-10
2018/19,regular,19,B. Jerusalem,19,10,-7
2018/19,regular,19,Hapoel Tel Aviv,18,11,-4
2018/19,regular,19,M. Petah Tikva,18,12,-8
2018/19,regular,19,Bnei Sakhnin,15,13,-15
2018/19,regular,19,FC Ashdod,15,14,-16
2018/19,regular,20,M. Tel Aviv,52,1,37
2018/19,regular,20,Bnei Yehuda,31,2,13
2018/19,regular,20,Maccabi Haifa,30,3,1
2018/19,regular,20,Hapoel Haifa,29,4,10
2018/19,regular,20,Maccabi Netanya,29,5,-2
2018/19,regular,20,Hapoel Hadera,29,6,-4
2018/19,regular,20,H. Beer Sheva,28,7,0
2018/19,regular,20,Kiryat Shmona,25,8,2
2018/19,regular,20,Hapoel Raanana,24,9,-8
2018/19,regular,20,B. Jerusalem,22,10,-4
2018/19,regular,20,Hapoel Tel Aviv,21,11,-3
2018/19,regular,20,M. Petah Tikva,21,12,-7
2018/19,regular,20,Bnei Sakhnin,15,13,-16
2018/19,regular,20,FC Ashdod,15,14,-19
2018/19,regular,21,M. Tel Aviv,53,1,37
2018/19,regular,21,Maccabi Haifa,33,2,2
2018/19,regular,21,Hapoel Hadera,32,3,-3
2018/19,regular,21,Bnei Yehuda,31,4,11
2018/19,regular,21,Hapoel Haifa,30,5,10
2018/19,regular,21,Maccabi Netanya,30,6,-2
2018/19,regular,21,H. Beer Sheva,29,7,0
2018/19,regular,21,Kiryat Shmona,26,8,2
2018/19,regular,21,B. Jerusalem,25,9,-2
2018/19,regular,21,Hapoel Raanana,25,10,-8
2018/19,regular,21,M. Petah Tikva,22,11,-7
2018/19,regular,21,Hapoel Tel Aviv,21,12,-4
2018/19,regular,21,Bnei Sakhnin,16,13,-16
2018/19,regular,21,FC Ashdod,15,14,-20
2018/19,regular,22,M. Tel Aviv,54,1,37
2018/19,regular,22,Bnei Yehuda,34,2,15
2018/19,regular,22,Maccabi Haifa,34,3,2
2018/19,regular,22,Maccabi Netanya,33,4,-1
2018/19,regular,22,Hapoel Hadera,32,5,-7
2018/19,regular,22,Hapoel Haifa,30,6,9
2018/19,regular,22,H. Beer Sheva,29,7,-1
2018/19,regular,22,Kiryat Shmona,26,8,0
2018/19,regular,22,B. Jerusalem,26,9,-2
2018/19,regular,22,M. Petah Tikva,25,10,-5
2018/19,regular,22,Hapoel Raanana,25,11,-9
2018/19,regular,22,Hapoel Tel Aviv,24,12,-3
2018/19,regular,22,FC Ashdod,18,13,-19
2018/19,regular,22,Bnei Sakhnin,17,14,-16
2018/19,regular,23,M. Tel Aviv,57,1,40
2018/19,regular,23,Bnei Yehuda,37,2,17
2018/19,regular,23,Maccabi Haifa,37,3,4
2018/19,regular,23,Maccabi Netanya,36,4,2
2018/19,regular,23,H. Beer Sheva,32,5,1
2018/19,regular,23,Hapoel Hadera,32,6,-9
2018/19,regular,23,Hapoel Haifa,30,7,7
2018/19,regular,23,Kiryat Shmona,26,8,-3
2018/19,regular,23,B. Jerusalem,26,9,-4
2018/19,regular,23,Hapoel Raanana,26,10,-9
2018/19,regular,23,Hapoel Tel Aviv,25,11,-3
2018/19,regular,23,M. Petah Tikva,25,12,-8
2018/19,regular,23,FC Ashdod,21,13,-18
2018/19,regular,23,Bnei Sakhnin,17,14,-17
2018/19,regular,24,M. Tel Aviv,60,1,42
2018/19,regular,24,Maccabi Netanya,39,2,3
2018/19,regular,24,Maccabi Haifa,38,3,4
2018/19,regular,24,Bnei Yehuda,37,4,16
2018/19,regular,24,H. Beer Sheva,35,5,2
2018/19,regular,24,Hapoel Hadera,32,6,-10
2018/19,regular,24,Hapoel Haifa,31,7,7
2018/19,regular,24,B. Jerusalem,29,8,-2
2018/19,regular,24,Kiryat Shmona,27,9,-3
2018/19,regular,24,Hapoel Raanana,26,10,-11
2018/19,regular,24,Hapoel Tel Aviv,25,11,-4
2018/19,regular,24,M. Petah Tikva,25,12,-10
2018/19,regular,24,FC Ashdod,22,13,-18
2018/19,regular,24,Bnei Sakhnin,20,14,-16
2018/19,regular,25,M. Tel Aviv,63,1,44
2018/19,regular,25,Maccabi Netanya,42,2,5
2018/19,regular,25,Maccabi Haifa,41,3,6
2018/19,regular,25,H. Beer Sheva,38,4,4
2018/19,regular,25,Bnei Yehuda,37,5,15
2018/19,regular,25,Hapoel Hadera,32,6,-11
2018/19,regular,25,Hapoel Haifa,31,7,5
2018/19,regular,25,Kiryat Shmona,30,8,-2
2018/19,regular,25,B. Jerusalem,29,9,-4
2018/19,regular,25,Hapoel Raanana,29,10,-10
2018/19,regular,25,Hapoel Tel Aviv,28,11,2
2018/19,regular,25,M. Petah Tikva,25,12,-16
2018/19,regular,25,FC Ashdod,22,13,-20
2018/19,regular,25,Bnei Sakhnin,20,14,-18
2018/19,regular,26,M. Tel Aviv,66,1,45
2018/19,regular,26,Maccabi Haifa,44,2,7
2018/19,regular,26,Maccabi Netanya,43,3,5
2018/19,regular,26,H. Beer Sheva,39,4,4
2018/19,regular,26,Bnei Yehuda,37,5,14
2018/19,regular,26,Hapoel Hadera,33,6,-11
2018/19,regular,26,Hapoel Haifa,32,7,5
2018/19,regular,26,Hapoel Tel Aviv,31,8,3
2018/19,regular,26,Kiryat Shmona,30,9,-3
2018/19,regular,26,Hapoel Raanana,30,10,-10
2018/19,regular,26,B. Jerusalem,29,11,-5
2018/19,regular,26,M. Petah Tikva,28,12,-14
2018/19,regular,26,FC Ashdod,22,13,-22
2018/19,regular,26,Bnei Sakhnin,21,14,-18
